,IL27RA (9466)
ACH-000004,-0.047317193672415186
ACH-000005,-0.18883272685564426
ACH-000007,-0.1041995586062808
ACH-000009,-0.18828597784501488
ACH-000011,0.10235441990706494
ACH-000012,-0.06161415390492043
ACH-000013,-0.2108518493766722
ACH-000014,-0.04967597156306083
ACH-000015,-0.18823880833914106
ACH-000017,-0.07670547081661361
ACH-000018,-0.08054446619127292
ACH-000019,-0.20341358465712947
ACH-000021,-0.11540258453394275
ACH-000022,-0.1610193505282689
ACH-000025,0.0192967081105316
ACH-000028,-0.16861106363842127
ACH-000030,-0.15730943149429105
ACH-000035,-0.14532551241861955
ACH-000036,-0.05357752320947103
ACH-000037,0.024379721635099362
ACH-000039,-0.0015481287788968279
ACH-000040,-0.12075365735240935
ACH-000041,0.08608801533360347
ACH-000042,-0.19661723044078167
ACH-000045,-0.21430007596607592
ACH-000047,-0.037736426841232594
ACH-000052,-0.07283272841758719
ACH-000053,-0.051926572754605466
ACH-000054,-0.10522911794087593
ACH-000055,-0.12429731885218492
ACH-000060,0.005279748812258781
ACH-000067,-0.06833502360964995
ACH-000070,-0.011664581343140785
ACH-000075,-0.3043210777753727
ACH-000078,-0.04228046446479362
ACH-000082,0.012908463415541091
ACH-000085,-0.011576609121213655
ACH-000086,-0.05843448236615189
ACH-000087,-0.22232632403550745
ACH-000092,-0.05570639786322426
ACH-000095,-0.039581144970790114
ACH-000097,-0.060953796891831176
ACH-000098,-0.1519578342272431
ACH-000099,-0.09613486623337432
ACH-000108,-0.14357968402706175
ACH-000113,-0.12480079307599988
ACH-000116,-0.03950283026284515
ACH-000118,-0.11118101719560644
ACH-000120,0.031181268697419412
ACH-000123,-0.15758765953119394
ACH-000127,-0.22815841633143136
ACH-000128,-0.2964351332479682
ACH-000132,-0.20820728554077766
ACH-000133,-0.10501191504139276
ACH-000137,-0.0279632461517848
ACH-000138,-0.10249372343367913
ACH-000142,-0.1539074542463437
ACH-000143,-0.06587931162655733
ACH-000146,-0.058192167483250734
ACH-000148,-0.14156678934705574
ACH-000150,-0.13615641584182134
ACH-000152,-0.015005952838382916
ACH-000153,-0.03246191240083796
ACH-000159,-0.08124949891012515
ACH-000160,0.008974175938023063
ACH-000163,-0.27622706333289393
ACH-000167,-0.021338463544340245
ACH-000168,-0.009687657913396493
ACH-000169,0.003009017534361811
ACH-000178,-0.028315726935951663
ACH-000183,-0.3935542410324291
ACH-000188,-0.27342540063185355
ACH-000189,-0.17337490153747426
ACH-000190,-0.001967297355408024
ACH-000198,-0.06554126657945117
ACH-000203,-0.054951797799422906
ACH-000204,-0.19831188286624385
ACH-000206,-0.1273856253720238
ACH-000207,-0.17580506016999176
ACH-000208,-0.4826881880773843
ACH-000210,-0.1129119087563428
ACH-000211,-0.12147856014198467
ACH-000215,-0.02906892298396943
ACH-000221,-0.11254421674358203
ACH-000222,-0.05078417327388648
ACH-000223,-0.2786695993019449
ACH-000226,0.058730067470120134
ACH-000227,-0.24290488919492784
ACH-000228,-0.2543083970801259
ACH-000231,-0.08446297131982408
ACH-000232,-0.14183963791406085
ACH-000233,-0.033480447134816904
ACH-000234,-0.09848388370619372
ACH-000235,-0.12174759197923928
ACH-000237,-0.15915078279029254
ACH-000238,-0.03546938130204486
ACH-000242,0.23610071441196265
ACH-000243,-0.06915141633513719
ACH-000244,0.030226495586304657
ACH-000246,-0.0361082822188531
ACH-000248,-0.00860910791610815
ACH-000250,-0.12475301338713547
ACH-000251,-0.25153812568181816
ACH-000252,-0.2443190110207873
ACH-000253,-0.03898695706573956
ACH-000255,-0.2522614755248698
ACH-000256,-0.046664976429414806
ACH-000257,0.036988004139675484
ACH-000258,0.14598805619674302
ACH-000259,-0.09724382798749216
ACH-000260,-0.11616948702678274
ACH-000261,0.12003776934312475
ACH-000262,-0.07080666926493742
ACH-000263,-0.105992095735983
ACH-000264,-0.02540518971028029
ACH-000265,-0.118849598373057
ACH-000266,-0.09145251349229706
ACH-000272,-0.08096793070824873
ACH-000274,-0.12029003475524387
ACH-000277,-0.04442581405178502
ACH-000278,-0.1278045709472726
ACH-000279,0.012465091622991028
ACH-000280,-0.004145579609607642
ACH-000281,-0.10977778826378852
ACH-000288,0.045877675944247236
ACH-000291,-0.1150287241846984
