,AMPH (273)
ACH-000004,-0.06434148597359625
ACH-000005,-0.06663906678203213
ACH-000007,0.05874773400209054
ACH-000009,0.02640888668715679
ACH-000011,-0.06700295607410085
ACH-000012,0.0065076341342477535
ACH-000013,-0.040688669766936934
ACH-000014,-0.30338647640546706
ACH-000015,-0.05510923217162832
ACH-000017,-0.033292676528723184
ACH-000018,0.22078788467432167
ACH-000019,-0.2309545404642838
ACH-000021,0.057097746392602684
ACH-000022,-0.09241185523574624
ACH-000025,0.008468890294533696
ACH-000028,0.048599214333865375
ACH-000030,-0.06018471372954276
ACH-000035,-0.14465360561304855
ACH-000036,0.12160587489232835
ACH-000037,-0.04393362268751433
ACH-000039,-0.07632569774388799
ACH-000040,-0.0849511890434122
ACH-000041,-0.062271311993044025
ACH-000042,-0.04965044044374097
ACH-000045,0.09852443039928868
ACH-000047,-0.13095867910179082
ACH-000052,0.06808399055037624
ACH-000053,-0.04184247934202232
ACH-000054,0.019146278881386845
ACH-000055,-0.02295924280758451
ACH-000060,-0.028998864846596382
ACH-000067,-0.1233103756123691
ACH-000070,-0.1107833915865526
ACH-000075,0.013127072941697205
ACH-000078,-0.006956576188304181
ACH-000082,-0.02695824186318738
ACH-000085,-0.0929861157468808
ACH-000086,0.0015399091817147668
ACH-000087,-0.12695111642415585
ACH-000092,0.09845147170527574
ACH-000095,0.02115418950659169
ACH-000097,0.06469516757217962
ACH-000098,-0.062043509795340374
ACH-000099,0.040085187004255535
ACH-000108,0.15032844333312878
ACH-000113,0.010408166039368654
ACH-000116,-0.04820588233170352
ACH-000118,0.04499707182121624
ACH-000120,-0.21670998153926316
ACH-000123,-0.013424965437846994
ACH-000127,-0.07967329207035725
ACH-000128,-0.08363304051656333
ACH-000132,0.08213905652819126
ACH-000133,0.0581205636778983
ACH-000137,0.004880055984383604
ACH-000138,0.0706946068851525
ACH-000142,-0.09830925320504064
ACH-000143,0.12617393815552191
ACH-000146,-0.08829723861705341
ACH-000148,-0.06543302592320402
ACH-000150,-0.1395357235062395
ACH-000152,0.04947954677530489
ACH-000153,-0.1666002308436188
ACH-000159,0.013278165831740098
ACH-000160,-0.010716181955113693
ACH-000163,0.08505224921892511
ACH-000167,-0.09851568214511393
ACH-000168,-0.02359458963972634
ACH-000169,-0.13247361465495175
ACH-000178,-0.060457942469100814
ACH-000183,-0.09869826101500748
ACH-000188,0.004395995758559953
ACH-000189,-0.26908807845484184
ACH-000190,-0.15135823592801015
ACH-000198,-0.06528358816286521
ACH-000203,-0.05015749678737184
ACH-000204,-0.005963566148016184
ACH-000206,-0.07504983991156665
ACH-000207,-0.0712476308925768
ACH-000208,-0.2659156962474971
ACH-000210,-0.02640696164555346
ACH-000211,-0.039445332204853495
ACH-000215,-0.059491253181611976
ACH-000221,0.028558591633226812
ACH-000222,0.0153929820474998
ACH-000223,0.024739466679929347
ACH-000226,0.012975856348989314
ACH-000227,-0.0027497505364892077
ACH-000228,-0.05642253955993105
ACH-000231,-0.020339349847691403
ACH-000232,-0.0008110582959532692
ACH-000233,0.019145280356894303
ACH-000234,-0.024804757344094985
ACH-000235,-0.009399183774383908
ACH-000237,-0.10091350109491183
ACH-000238,-0.015971873748026666
ACH-000242,0.5684141258210665
ACH-000243,-0.047619797566049706
ACH-000244,0.06957878721067486
ACH-000246,-0.012042189413288407
ACH-000248,-0.04964168011770143
ACH-000250,-0.004915344454110088
ACH-000251,0.35006104734135096
ACH-000252,0.033725655955960825
ACH-000253,0.034350121315413984
ACH-000255,0.04383612853063982
ACH-000256,-0.09325143522775307
ACH-000257,0.15999136040213086
ACH-000258,0.09948031087703517
ACH-000259,-0.060093813536781074
ACH-000260,-0.07816650037927454
ACH-000261,-0.0026046373578615897
ACH-000262,-0.11531482206813776
ACH-000263,0.033070335566892935
ACH-000264,-0.08153922860003016
ACH-000265,0.02234216682653058
ACH-000266,-0.09078433743962626
ACH-000272,0.016179868390854016
ACH-000274,-0.004246335080175006
ACH-000277,0.049744606504720526
ACH-000278,-0.07801669669770789
ACH-000279,-0.026852645817456982
ACH-000280,-0.08719086075028441
