,NYAP2 (57624)
ACH-000004,-0.08893562479475926
ACH-000005,0.15460232845178173
ACH-000007,0.20694617637798415
ACH-000009,0.0013788467592759724
ACH-000011,0.03508777282217787
ACH-000012,0.037628970193380684
ACH-000013,0.1355882730504483
ACH-000014,0.2144980062366664
ACH-000015,0.08151809019609392
ACH-000017,0.10783350738215278
ACH-000018,0.16431457690648055
ACH-000019,0.0985161611959553
ACH-000021,0.15121762698780272
ACH-000022,-0.08997015526858876
ACH-000025,0.14916322821239827
ACH-000028,0.07521938214711359
ACH-000030,0.04292807122851041
ACH-000035,0.17618809369677108
ACH-000036,0.01615944961373086
ACH-000037,0.0029243962975081285
ACH-000039,0.09757574684103372
ACH-000040,0.06765109813357575
ACH-000041,0.06726928528562183
ACH-000042,0.04207790850664876
ACH-000045,0.18548816335045173
ACH-000047,0.07820677039251273
ACH-000052,0.16321732102900832
ACH-000053,0.09756255257065848
ACH-000054,0.0634789340449338
ACH-000055,-0.0036402917239814273
ACH-000060,0.052554562762694136
ACH-000067,0.03314525497734231
ACH-000070,0.16447346736054033
ACH-000075,0.15542706469040216
ACH-000078,0.22577500432821165
ACH-000082,0.1118648626623658
ACH-000085,0.0064567377219817345
ACH-000086,0.10354507311092538
ACH-000087,0.18293100490585307
ACH-000092,0.03644301624111957
ACH-000095,-0.013850984352374892
ACH-000097,-0.0187294495882268
ACH-000098,0.051953872195352815
ACH-000099,-0.0962419816814124
ACH-000108,0.05088241482124413
ACH-000113,0.14440362341420254
ACH-000116,0.12619953616182186
ACH-000118,0.02538206525795595
ACH-000120,0.0726687091641176
ACH-000123,-0.06933711967462165
ACH-000127,0.05068924316243628
ACH-000128,0.14498266288370742
ACH-000132,0.10022871579025044
ACH-000133,0.008870142446458137
ACH-000137,0.011928425491056471
ACH-000138,0.13278574090081935
ACH-000142,0.0016310910784386908
ACH-000143,0.16407495615910034
ACH-000146,0.05167180846547279
ACH-000148,0.046030083646991966
ACH-000150,-0.05700192677913527
ACH-000152,0.0948817005857113
ACH-000153,-0.030065367253743168
ACH-000159,0.0621416676631121
ACH-000160,0.13309920910611536
ACH-000163,0.050613736692256966
ACH-000167,0.17203822760446771
ACH-000168,0.12251366585241175
ACH-000169,0.10671142749213393
ACH-000178,0.03007819807514735
ACH-000183,0.11219738284305104
ACH-000188,-0.09235209423236453
ACH-000189,0.022577773966678708
ACH-000190,-0.023953673722535804
ACH-000198,-0.00922392423452541
ACH-000203,-0.14266264746678387
ACH-000204,-0.10277213802937003
ACH-000206,-0.07895209476049693
ACH-000207,0.08728011143665372
ACH-000208,0.016188981110189918
ACH-000210,0.1851301155014613
ACH-000211,0.1220490233992245
ACH-000215,0.06935836988746757
ACH-000221,0.06409885228258283
ACH-000222,0.1053302404591776
ACH-000223,0.07458540567729792
ACH-000226,-0.012539081120604288
ACH-000227,0.04733458990881157
ACH-000228,0.17437006800475166
ACH-000231,0.028901243016678367
ACH-000232,0.04831618646092755
ACH-000233,0.13888308568502838
ACH-000234,0.09367765880296093
ACH-000235,-0.003076610516502428
ACH-000237,-0.0005965848343465121
ACH-000238,0.02338704902441218
ACH-000242,0.03905667153779786
ACH-000243,0.07644676847716028
ACH-000244,0.07832699529136328
ACH-000246,0.05092711415185563
ACH-000248,-0.02201236059134366
ACH-000250,0.1108980182154815
ACH-000251,-0.07186726629903048
ACH-000252,-0.005337450055918207
ACH-000253,0.007590097642760595
ACH-000255,-0.08803530828510893
ACH-000256,-0.014948981807638768
ACH-000257,-0.04161533764941959
ACH-000258,0.13873434790181022
ACH-000259,0.08510837304276044
ACH-000260,-0.004647736166995066
ACH-000261,0.096082352384322
ACH-000262,-0.0005228925382631287
ACH-000263,-0.006908519747608653
ACH-000264,-0.010317134793235351
ACH-000265,0.1145421751896134
ACH-000266,0.03493083721944491
ACH-000272,-0.005862577971942851
ACH-000274,0.02476119231715744
ACH-000277,0.20858959912330727
ACH-000278,0.04666160080033978
ACH-000279,0.051397624505662966
ACH-000280,0.21676608388379065
ACH-000281,0.08178128979875464
ACH-000288,0.05268065194561962
ACH-000291,0.011108783803643423
ACH-000293,-0.04602798121202895
ACH-000294,0.0724766283265285
ACH-000295,0.2398205316784717
ACH-000296,0.08384604353026585
ACH-000302,0.00028348555728606613
ACH-000304,-0.0032283165073781236
ACH-000307,0.026742697069706174
ACH-000308,0.05606256494599585
ACH-000310,-0.16196270202098406
ACH-000311,0.08076362184501322
ACH-000312,0.07528164537825033
ACH-000315,0.2494190771169356
ACH-000316,0.037571506536787314
ACH-000317,-0.0714165086169502
ACH-000318,0.02432544771876335
ACH-000319,0.2377097768589473
ACH-000320,0.11642763909678094
ACH-000322,0.20847280095163612
ACH-000323,0.13439406805263812
ACH-000324,-0.0884788793192282
ACH-000329,-0.026912598162789438
ACH-000330,0.06665184821275195
ACH-000331,0.08795236272289482
ACH-000332,0.06525175316291533
ACH-000334,0.09457246211585696
ACH-000335,0.038528060605452566
ACH-000336,0.26270131428124355
ACH-000337,0.05422491323921876
ACH-000338,0.26616814533920874
ACH-000339,0.014915079341027569
ACH-000341,0.02572296101370456
ACH-000348,0.08667405372112377
ACH-000350,0.2409683213813466
ACH-000352,0.021410096618784676
ACH-000356,0.015476658117692806
ACH-000361,-0.0035809276936978147
ACH-000362,-0.00693290412608642
ACH-000363,0.04454711872684761
ACH-000364,0.016458956278095068
ACH-000365,-0.02407729410226209
ACH-000366,0.046589455864225665
ACH-000368,0.1305672290421037
ACH-000374,0.04028242640835187
ACH-000375,0.1049182260694872
ACH-000376,0.04852711580833683
ACH-000381,0.1359664904496495
ACH-000383,0.1293242368773447
ACH-000387,0.07974355279506899
ACH-000389,0.16118343504551394
ACH-000390,0.0555992289436116
ACH-000393,-0.09817804459622836
ACH-000395,0.049225990479679606
