,USF2 (7392)
ACH-000004,-0.3144240200714181
ACH-000005,-0.11017242181615906
ACH-000007,-0.3620811129105209
ACH-000009,-0.5428461454633627
ACH-000011,-0.4130824851921833
ACH-000012,-0.8099490171376876
ACH-000013,-0.7362084525743733
ACH-000014,-0.5342832046398127
ACH-000015,-0.606725445124815
ACH-000017,-0.4724869830178551
ACH-000018,-0.3286878537825127
ACH-000019,-0.6555289412753998
ACH-000021,-0.39259264699058505
ACH-000022,-0.5222466786536527
ACH-000025,-0.4109648841793522
ACH-000028,-0.4219744059461086
ACH-000030,-0.5558729629286268
ACH-000035,-0.428537034155292
ACH-000036,-0.4570415732137475
ACH-000037,-0.37284793143347295
ACH-000039,-0.5139421655343269
ACH-000040,-0.2607065270719385
ACH-000041,-0.5100723022021494
ACH-000042,-0.4846090776541235
ACH-000045,-0.24619932793449545
ACH-000047,-0.3003784295407332
ACH-000052,-0.30734153661034497
ACH-000053,-0.5771408517385068
ACH-000054,-0.4694523380519537
ACH-000055,-0.5210014194011257
ACH-000060,-0.5892781629623574
ACH-000067,-0.4272934385982629
ACH-000070,-0.6080426979018371
ACH-000075,-0.121258293359259
ACH-000078,-0.2861253214845371
ACH-000082,-0.2003771142940812
ACH-000085,-0.1884717302202692
ACH-000086,-0.4689138976557357
ACH-000087,-0.658937931144833
ACH-000092,-0.5434128678689923
ACH-000095,-0.4021274061690057
ACH-000097,-0.4898196503314475
ACH-000098,-0.7521313253935289
ACH-000099,-0.3838825425074915
ACH-000108,-0.6515312690317306
ACH-000113,-0.20553284816969603
ACH-000116,-0.4087162996109351
ACH-000118,-0.5649149208133489
ACH-000120,-0.4979959594895681
ACH-000123,-0.7695503703293888
ACH-000127,-0.3731958181100864
ACH-000128,-0.2987152839953355
ACH-000132,-0.5084343524260408
ACH-000133,-0.6489500382863344
ACH-000137,-0.7098561793787277
ACH-000138,-0.2975747210112451
ACH-000142,-0.3868353435469552
ACH-000143,-0.4118442568436967
ACH-000146,-0.2568565484716445
ACH-000148,-0.3616701615651652
ACH-000150,-0.4481779718480893
ACH-000152,-0.5075334322590473
ACH-000153,-0.49941182748682594
ACH-000159,-0.467786888005247
ACH-000160,-0.4874910113144535
ACH-000163,-0.3044904436016769
ACH-000167,-0.17582316357380334
ACH-000168,-0.23939396690174705
ACH-000169,-0.2518212646834587
ACH-000178,-0.5995459344228258
ACH-000183,-0.4005186653429975
ACH-000188,-0.6466471070494112
ACH-000189,-0.7231123438898784
ACH-000190,-0.5785346113963898
ACH-000198,-0.5023892474156499
ACH-000203,-0.6036966036500372
ACH-000204,-0.1622360828433608
ACH-000206,-0.604354174257823
ACH-000207,-0.5392267910477913
ACH-000208,-0.6331119988791086
ACH-000210,-0.16875514143575887
ACH-000211,-0.4446747164512988
ACH-000215,-0.3475611041622093
ACH-000221,-0.4502999896511364
ACH-000222,-0.4083652047981729
ACH-000223,-0.4317045568356334
ACH-000226,-0.706994996869448
ACH-000227,-0.5542593492364016
ACH-000228,-0.35862537781715303
ACH-000231,-0.2763697756972189
ACH-000232,-0.5611306194083497
ACH-000233,-0.3996405108601652
ACH-000234,-0.4402866614144821
ACH-000235,-0.3176516061891096
ACH-000237,-0.46987814924146004
ACH-000238,-0.3704618082885488
ACH-000242,-0.15394589959691551
ACH-000243,-0.2854001521004891
ACH-000244,-0.4096499874123463
ACH-000246,-0.2716397098241852
ACH-000248,-0.6173343340193859
ACH-000250,-0.5795329683433429
ACH-000251,-0.6682628340886181
ACH-000252,-0.7293859711766252
ACH-000253,-0.6107938397787857
ACH-000255,-0.32223539710635873
ACH-000256,-0.4145504480466336
ACH-000257,-0.29886677691036323
ACH-000258,-0.20541824767898276
ACH-000259,-0.2789935239058125
ACH-000260,-0.3978370824037256
ACH-000261,-0.3342099698291632
ACH-000262,-0.600667368213717
ACH-000263,-0.2989804681367577
ACH-000264,-0.273906534475898
ACH-000265,-0.4351771259059133
ACH-000266,-0.3429837831540424
ACH-000272,-0.3485980777357922
ACH-000274,-0.4436958420049225
ACH-000277,-0.712783397830266
ACH-000278,-0.6787379948845279
ACH-000279,-0.2536864090623085
ACH-000280,-0.546745610424619
ACH-000281,-0.04670306538697055
ACH-000288,-0.2956837374049989
ACH-000291,-0.6008209909046831
ACH-000293,-0.8980791116601881
ACH-000294,-0.4579951486729377
ACH-000295,-0.11144856016260732
ACH-000296,-0.3958380415305818
ACH-000302,-0.44335018084670497
ACH-000304,-0.5207156703071333
ACH-000307,-0.22510383020076447
ACH-000308,-0.37096220238707145
ACH-000310,-0.3743285748137887
ACH-000311,-0.5837231449429046
ACH-000312,-0.3119668411536111
ACH-000315,-0.4246053178811722
ACH-000316,-0.22473087379718112
ACH-000317,-0.27594360064760737
ACH-000318,-0.3319796233710594
ACH-000319,-0.4000568390122718
ACH-000320,-0.27702387820466545
ACH-000322,-0.4384818356179986
ACH-000323,-0.30972682492566234
ACH-000324,-0.3514477035083521
ACH-000329,-0.3865988581426505
ACH-000330,-0.5052886111475429
ACH-000331,-0.35572757575890085
ACH-000332,-0.3392822350616385
ACH-000334,-0.5466712108251217
ACH-000335,-0.6267092700283432
ACH-000336,-0.3029600900347325
ACH-000337,-0.8318340879257144
ACH-000338,-0.6602624308222005
ACH-000339,-0.40890672695526975
ACH-000341,-0.4130274397424463
ACH-000348,-0.3219366410833907
ACH-000350,-0.31520331414135155
ACH-000352,-0.6022794202003169
ACH-000356,-0.4494507006061721
ACH-000361,-0.4541770604458167
