,BCCIP (56647)
ACH-000004,-0.2910713627528133
ACH-000005,-0.3213173248552329
ACH-000007,-0.30356596355807
ACH-000009,-0.1010227671360253
ACH-000011,-0.17967018837759868
ACH-000012,-0.188566431961977
ACH-000013,-0.16014124341935146
ACH-000014,-0.3559714008957479
ACH-000015,-0.2303057502698176
ACH-000017,-0.20512502356868226
ACH-000018,-0.33192143902198834
ACH-000019,-0.57926404441535
ACH-000021,-0.22898341487039245
ACH-000022,-0.1164887779586717
ACH-000025,-0.4003052588286297
ACH-000028,-0.38134138489441344
ACH-000030,-0.3621639651630705
ACH-000035,-0.3486040468436908
ACH-000036,-0.4005219106051017
ACH-000037,-0.3588978303189437
ACH-000039,-0.17279253352624904
ACH-000040,-0.3964307821665081
ACH-000041,-0.4213653175989309
ACH-000042,-0.3573890934490849
ACH-000045,-0.1990369375574378
ACH-000047,-0.31955197724736034
ACH-000052,-0.5570063751145728
ACH-000053,-0.4994655650665364
ACH-000054,-0.15702778473387
ACH-000055,-0.4293629903142633
ACH-000060,-0.2278838174712081
ACH-000067,-0.5358794639690262
ACH-000070,-0.395268868695416
ACH-000075,-0.6805034109730048
ACH-000078,-0.4201478279118317
ACH-000082,-0.470967025857581
ACH-000085,-0.3680618951230037
ACH-000086,-0.2490160182572516
ACH-000087,-0.4678312541951122
ACH-000092,-0.23712236924458466
ACH-000095,-0.21803868123176914
ACH-000097,-0.3507939344273814
ACH-000098,-0.2982160297728321
ACH-000099,-0.17205032502765255
ACH-000108,-0.3718331433349243
ACH-000113,-0.2395955513478655
ACH-000116,-0.33693965805790344
ACH-000118,-0.4794851182220978
ACH-000120,-0.5403113732732293
ACH-000123,-0.19822703544043424
ACH-000127,-0.3130111019656921
ACH-000128,-0.2354549591886669
ACH-000132,-0.16243352982022266
ACH-000133,-0.4091959990426332
ACH-000137,-0.3025215805144679
ACH-000138,-0.1932351493658172
ACH-000142,-0.3770973982422456
ACH-000143,-0.4549218042139747
ACH-000146,-0.4598027517063196
ACH-000148,-0.3766125027665441
ACH-000150,-0.3110502803875936
ACH-000152,-0.2903940973267753
ACH-000153,-0.18973522806759785
ACH-000159,-0.28588351899977765
ACH-000160,-0.2307368155406796
ACH-000163,-0.3326374614011683
ACH-000167,-0.4591646096778338
ACH-000168,-0.230318874089538
ACH-000169,-0.3137780444676425
ACH-000178,-0.3031847893939969
ACH-000183,-0.32566086618966483
ACH-000188,-0.3329586217972853
ACH-000189,-0.10467243009366604
ACH-000190,-0.2309649318550337
ACH-000198,-0.2201060248792616
ACH-000203,-0.2250945904522912
ACH-000204,-0.3844077032461587
ACH-000206,-0.3691206146767133
ACH-000207,-0.23042056271291786
ACH-000208,-0.42903835217778624
ACH-000210,-0.5530926450974324
ACH-000211,-0.19181681272983492
ACH-000215,-0.3115904505358305
ACH-000221,-0.12566760558836115
ACH-000222,-0.19165477453157825
ACH-000223,-0.3624874843690016
ACH-000226,-0.3435031214622695
ACH-000227,-0.3066083714108655
ACH-000228,-0.4308640645716956
ACH-000231,-0.4256750373152887
ACH-000232,-0.295851697655245
ACH-000233,-0.26259420352646834
ACH-000234,-0.21461049131587345
ACH-000235,-0.26146963456518785
ACH-000237,-0.1997933858478561
ACH-000238,-0.3636631585531429
ACH-000242,-0.09370949308971914
ACH-000243,-0.35909833570577376
ACH-000244,-0.4991126672548823
ACH-000246,-0.30397159327863993
ACH-000248,-0.2768519572194413
ACH-000250,-0.2713335230846785
ACH-000251,-0.2131966995844726
ACH-000252,-0.4364057862087411
ACH-000253,-0.4672917571461062
ACH-000255,-0.4613413420902378
ACH-000256,-0.2156790413893276
ACH-000257,-0.26505723250100577
ACH-000258,-0.2631205580355414
ACH-000259,-0.32943418358580995
ACH-000260,-0.312277673539485
ACH-000261,-0.3832380852252096
ACH-000262,-0.1756259892766499
ACH-000263,-0.2813857253709769
ACH-000264,-0.2858118025500003
ACH-000265,-0.17195124541834236
ACH-000266,-0.29420295745224506
ACH-000272,-0.3853693876750825
ACH-000274,-0.3079615542376127
ACH-000277,-0.4352801193452754
ACH-000278,-0.2664375156398244
ACH-000279,-0.3643025871345935
ACH-000280,-0.38677092978991023
ACH-000281,-0.2338042217488193
ACH-000288,-0.5318519121722926
ACH-000291,-0.2336352500738509
ACH-000293,-0.2891700657520919
ACH-000294,-0.03682417055074837
ACH-000295,-0.2104702505569079
ACH-000296,-0.2435397847801453
ACH-000302,-0.2792430020738429
ACH-000304,-0.5329397214811427
ACH-000307,-0.3420629417602382
ACH-000308,-0.2902843935329383
ACH-000310,-0.4209338127432501
ACH-000311,-0.4145536243369229
ACH-000312,-0.4379724672595163
ACH-000315,-0.4771393834670036
ACH-000316,-0.3609169914911066
ACH-000317,-0.333234243036952
ACH-000318,-0.28348964096158585
ACH-000319,-0.33193628565384525
ACH-000320,-0.41676684818839216
ACH-000322,-0.3764252169908266
ACH-000323,-0.4220198036596248
ACH-000324,-0.32246753115888743
ACH-000329,-0.4004265579582309
ACH-000330,-0.4698769170955462
ACH-000331,-0.29778175628988074
ACH-000332,-0.2983097014553963
ACH-000334,-0.12359196272339755
ACH-000335,-0.5222905651321524
ACH-000336,-0.3122995262482507
ACH-000337,-0.1733771421167952
ACH-000338,-0.08403749555819089
ACH-000339,-0.3152616108510323
ACH-000341,-0.15274384854534984
ACH-000348,-0.39472559745277613
ACH-000350,-0.0971965479699601
ACH-000352,-0.3203552958510852
ACH-000356,-0.15970627112472027
ACH-000361,-0.11346356847302065
ACH-000362,-0.3386572648495774
ACH-000363,-0.476354501210245
ACH-000364,-0.11700150037888225
ACH-000365,-0.2210667980403517
ACH-000366,-0.18350199207029236
ACH-000368,-0.5209426042855471
ACH-000374,-0.16940440551015995
ACH-000375,-0.1970801801378309
ACH-000376,-0.3665072732969902
ACH-000381,-0.5675607280924929
ACH-000383,-0.14772340921556004
ACH-000387,-0.2781208028594722
ACH-000389,-0.3005709101871639
ACH-000390,-0.20967298529800046
ACH-000393,-0.2262699758946023
ACH-000395,-0.25569841644676
ACH-000396,-0.07384951907504353
ACH-000397,-0.3953983287968335
ACH-000401,-0.4293983163111915
ACH-000402,-0.24064134895888506
ACH-000403,-0.26564364090256043
ACH-000404,-0.3356425901723579
ACH-000406,-0.2787663786159492
ACH-000407,-0.1811607690088917
ACH-000408,-0.13745567807477369
ACH-000410,-0.5415763783369787
ACH-000411,-0.4748331186037958
ACH-000414,-0.3502445605367648
ACH-000415,-0.25245750196398364
ACH-000416,-0.3823338998217564
ACH-000420,-0.4377539662307909
ACH-000421,-0.25806332004077903
ACH-000424,-0.3032742936351236
ACH-000425,-0.5682789355823685
ACH-000426,-0.2949764683629616
ACH-000427,-0.11657242399644245
ACH-000433,-0.3289604499411207
ACH-000435,-0.6639928337562593
ACH-000436,-0.10694342124816772
ACH-000444,-0.2818642651323591
ACH-000445,-0.4606484420902161
ACH-000448,-0.3633103474667976
ACH-000450,-0.474598866320557
ACH-000452,-0.33267997713086395
ACH-000454,-0.3808973886179362
ACH-000458,-0.3487266343549445
ACH-000459,-0.2941031749809807
ACH-000460,-0.3246631498609502
ACH-000461,-0.12904138119756373
ACH-000463,-0.4046630109220424
ACH-000464,-0.4212147688219103
ACH-000466,-0.25601627854048314
ACH-000467,-0.4804267871302898
ACH-000468,-0.18839691762290076
ACH-000469,-0.4086311236114149
ACH-000470,-0.3218126097810445
ACH-000471,-0.1401302485858501
ACH-000472,-0.2974217756919064
ACH-000473,-0.312338366734092
ACH-000475,-0.20247715150644727
ACH-000476,-0.11279073010260254
ACH-000477,-0.5465981341760975
ACH-000479,-0.6350367229862018
ACH-000480,-0.34578614481425857
ACH-000481,-0.3462552067831474
ACH-000483,-0.2900619131058122
ACH-000484,-0.4805428974547102
ACH-000485,-0.4242989820991678
ACH-000486,-0.21257941238885966
ACH-000487,-0.20691669097493445
ACH-000488,-0.3292594706622305
ACH-000490,-0.40048012805966815
ACH-000491,0.0122804208926888
ACH-000495,-0.3041574334986762
ACH-000496,-0.2759987561297186
ACH-000499,-0.17588956334522635
ACH-000500,-0.15123921621069386
ACH-000502,-0.31426985378820466
ACH-000503,-0.5386985998310329
ACH-000505,-0.3399074553414085
ACH-000507,-0.4135884130969427
ACH-000510,-0.10096371841332112
ACH-000511,-0.4118263529836553
ACH-000512,-0.10596561318245272
ACH-000516,-0.2718996951427996
ACH-000517,-0.4259108345058401
ACH-000518,-0.26226302530717244
ACH-000520,-0.19424034114011915
ACH-000521,-0.256238219372775
ACH-000522,-0.26299952908435115
ACH-000524,-0.3075025504810105
ACH-000527,-0.3516113690705092
ACH-000528,-0.4419216876289334
ACH-000537,-0.43665779988232223
ACH-000541,-0.3161994038904149
ACH-000542,-0.19074596660840248
ACH-000544,-0.21097557880547102
ACH-000545,-0.4198426329187861
ACH-000547,-0.1827993443676917
ACH-000548,-0.26131902577069754
ACH-000549,-0.3290238882218152
ACH-000550,-0.3317691152770004
ACH-000552,-0.32321048022534377
ACH-000556,-0.34096358995068443
ACH-000557,-0.13479781681387196
ACH-000569,-0.5420390825058393
ACH-000570,-0.3825056128101334
ACH-000571,-0.4937402954200266
ACH-000573,-0.29776806352282426
ACH-000576,-0.4798455569478485
ACH-000579,-0.4264155630673256
ACH-000580,-0.5518719185133483
ACH-000584,-0.2018231995214782
ACH-000585,-0.3653613270629815
ACH-000588,-0.11210961754519362
ACH-000589,-0.43607419224720734
ACH-000591,-0.3882988131696425
ACH-000593,-0.2635281994304268
ACH-000600,-0.3816405851987376
ACH-000601,-0.2138708175798816
ACH-000605,-0.2487090627527317
ACH-000606,-0.2747893177619514
ACH-000608,-0.2540617546318196
ACH-000614,-0.4291720458706834
ACH-000616,-0.33636748455656185
ACH-000618,-0.20908485768102494
ACH-000619,-0.15388715847653467
ACH-000620,-0.27177603711339066
ACH-000621,-0.4293753589705785
ACH-000622,-0.4221863086353929
ACH-000623,-0.5598339701811637
ACH-000624,-0.30701039938695923
ACH-000627,-0.309042789909721
ACH-000630,-0.28064224956120193
ACH-000631,-0.400804053996196
ACH-000632,-0.2268333906113685
ACH-000633,-0.11555918748520777
ACH-000637,-0.29986352202888644
ACH-000638,-0.2751854778011846
ACH-000646,-0.14307554820926838
ACH-000647,-0.26412358253834045
ACH-000648,-0.18618336099145213
ACH-000649,-0.33352424898081456
ACH-000651,-0.3507394958880351
ACH-000652,-0.4983544046531739
ACH-000653,-0.27918281349187896
ACH-000657,-0.3350995248727417
ACH-000658,-0.3951555939113293
ACH-000661,-0.4057600833479266
ACH-000662,-0.2606222244185564
ACH-000663,-0.4957669505860968
ACH-000665,-0.3823024571483547
ACH-000671,-0.15230978040464185
ACH-000672,-0.2753733404723898
ACH-000673,-0.457444686679138
ACH-000676,-0.4404938797281287
ACH-000677,-0.5477799772077759
ACH-000681,-0.2912350264381928
ACH-000683,-0.23722329137003725
ACH-000684,-0.6299497494080858
ACH-000688,-0.29221684105113604
ACH-000693,-0.2105418925094819
ACH-000694,-0.33013369104288137
ACH-000695,-0.5449946698247932
ACH-000696,-0.2746439158853426
ACH-000697,-0.5538725989011491
ACH-000699,-0.4159653602643507
ACH-000701,-0.4414048764640365
ACH-000706,-0.3355297415245311
ACH-000711,-0.4281081341365767
ACH-000713,-0.26102760410443504
ACH-000714,-0.2744627589989328
ACH-000718,-0.24338450563775996
ACH-000720,-0.33212621600155523
ACH-000721,-0.2165501115835343
ACH-000724,-0.11685883175215635
ACH-000725,-0.13434680128463575
ACH-000732,-0.3541941954713525
ACH-000734,-0.1846059356773683
ACH-000735,-0.2661073493289012
ACH-000736,-0.2982155881049711
ACH-000738,-0.4795303483823575
ACH-000746,-0.2362065337636577
ACH-000747,-0.4142140452951009
ACH-000748,-0.4743516987022898
ACH-000753,-0.20821027082316834
ACH-000756,-0.3525966633051682
ACH-000757,-0.24205447959504306
ACH-000758,-0.3371258020930883
ACH-000760,-0.4186230268508743
ACH-000762,-0.22615954219365544
ACH-000763,-0.4185434773280761
ACH-000764,-0.24851840971272665
ACH-000765,-0.3835645772847929
ACH-000766,-0.4124518702907365
ACH-000767,-0.411135805998628
ACH-000768,-0.3078960351227048
ACH-000769,-0.2261104142426261
ACH-000770,-0.3217894978041538
ACH-000771,-0.4541894462685728
ACH-000773,-0.3583178593063077
ACH-000776,-0.5189510447975352
ACH-000777,-0.18563245309048093
ACH-000778,-0.29933449480309904
ACH-000781,-0.29198537974080824
ACH-000782,-0.35155015284925706
ACH-000783,-0.1951969735043904
ACH-000784,-0.3425140900609055
ACH-000785,-0.2561072479289159
ACH-000787,-0.2030291886895937
ACH-000788,-0.30568497012584817
ACH-000791,-0.3086890632433637
ACH-000792,-0.2772227689635821
ACH-000794,-0.31074484290664384
ACH-000796,-0.3588773619786841
ACH-000798,-0.4980892738712666
ACH-000799,-0.7240907705247502
ACH-000800,-0.2266642856639341
ACH-000802,-0.2517790099007866
ACH-000804,-0.3332761689850029
ACH-000805,-0.5322808020863704
ACH-000809,-0.2270262840490161
ACH-000810,-0.6084528403801345
ACH-000811,-0.5005347613913985
ACH-000817,-0.42604547971013024
ACH-000819,-0.4275224169541651
ACH-000820,-0.1690523439842317
ACH-000821,-0.3209164413242325
ACH-000822,-0.265344618651997
ACH-000823,-0.26676431283258023
ACH-000824,-0.21380296944000127
ACH-000827,-0.5520487554987142
