,DPF3 (8110)
ACH-000004,0.1500147234554713
ACH-000005,-0.0627163082803697
ACH-000007,0.12943739138928573
ACH-000009,0.09891590618622746
ACH-000011,0.11911652627177872
ACH-000012,0.10306976643181276
ACH-000013,0.0528487242243944
ACH-000014,0.05527286666058247
ACH-000015,0.10201677261445656
ACH-000017,-0.038033245479812856
ACH-000018,0.060067544523497975
ACH-000019,0.008423395814680726
ACH-000021,0.10084262259086613
ACH-000022,0.06462156593257304
ACH-000025,0.01090402541600272
ACH-000028,0.03441184314883118
ACH-000030,0.02078863300856195
ACH-000035,0.13988041425121164
ACH-000036,0.12838598216542693
ACH-000037,0.10398824573332267
ACH-000039,0.20092084820978656
ACH-000040,-0.08760124396644453
ACH-000041,-0.054691428434591634
ACH-000042,-0.03297577660762509
ACH-000045,-0.11116711085502642
ACH-000047,0.14610652088569914
ACH-000052,-0.042165078137084006
ACH-000053,0.10900792646142524
ACH-000054,0.050758672546159615
ACH-000055,-0.2466550943971809
ACH-000060,-0.1117706566146264
ACH-000067,0.10096710439920364
ACH-000070,-0.02523548177754177
ACH-000075,0.2252262469232795
ACH-000078,0.2184589551412336
ACH-000082,0.05340338782899343
ACH-000085,0.08685040506301027
ACH-000086,0.07074283842932598
ACH-000087,-0.039155052598876784
ACH-000092,0.03177428371005395
ACH-000095,0.0907231974850074
ACH-000097,0.09340519101820974
ACH-000098,0.001373278340132966
ACH-000099,0.047092145690722544
ACH-000108,0.054486430798969074
ACH-000113,0.05050536064023259
ACH-000116,0.04450626096790543
ACH-000118,0.02589366339826964
ACH-000120,0.03938515171908851
ACH-000123,0.043020448307224936
ACH-000127,0.1230301144133012
ACH-000128,-0.04084869104479999
ACH-000132,0.10499177506013288
ACH-000133,0.02511844004030558
ACH-000137,0.05444456035189083
ACH-000138,0.10138635898712002
ACH-000142,0.05373233667629503
ACH-000143,0.1026257555139407
ACH-000146,0.0625038029729963
ACH-000148,0.11355286160408708
ACH-000150,0.0747083177361835
ACH-000152,0.17653534239973634
ACH-000153,0.336683137897882
ACH-000159,0.043891243583143336
ACH-000160,0.2940516568332775
ACH-000163,0.10604454025338443
ACH-000167,1.0944954222596877
ACH-000168,0.11486449646828185
ACH-000169,0.019716873635050914
ACH-000178,0.017601013622496442
ACH-000183,0.08443674147468068
ACH-000188,0.10069912914242474
ACH-000189,0.23630228422652824
ACH-000190,0.3873781594295012
ACH-000198,-0.1124496960526883
ACH-000203,0.10468860805618936
ACH-000204,-0.2389587808843631
ACH-000206,-0.05928627698697238
ACH-000207,-0.02059380994115695
ACH-000208,0.16033166923200853
ACH-000210,-0.11487187191812916
ACH-000211,0.05709543607921967
ACH-000215,0.07963695138562295
ACH-000221,-0.06516425816401519
ACH-000222,0.08256729814396843
ACH-000223,-0.023575498288293542
ACH-000226,0.16605319630229173
ACH-000227,0.03460317604088455
ACH-000228,0.023749150327188582
ACH-000231,0.090394090811138
ACH-000232,0.0595603600289849
ACH-000233,0.035613980195951495
ACH-000234,0.16600547848699604
ACH-000235,0.06270190681103807
ACH-000237,0.24714824002020724
ACH-000238,0.028913862191672718
ACH-000242,-0.2570367973896187
ACH-000243,0.03956534698342176
ACH-000244,0.3173930904944984
ACH-000246,0.042115663486696486
ACH-000248,-0.06840999574491018
