,GOSR1 (9527)
ACH-000004,0.05260948650828411
ACH-000005,0.02125170564238121
ACH-000007,-0.12214519307002328
ACH-000009,-0.01756315716551728
ACH-000011,0.09794904554509898
ACH-000012,-0.015078117276422678
ACH-000013,-0.1394164553002072
ACH-000014,-0.04841752776189618
ACH-000015,0.02521029638365436
ACH-000017,-0.1444322115960244
ACH-000018,-0.0792088177170191
ACH-000019,-0.1910472520320202
ACH-000021,-0.07113381809454154
ACH-000022,-0.09018862205017453
ACH-000025,0.03289364430027092
ACH-000028,-0.04878616924567767
ACH-000030,-0.0015933653654223473
ACH-000035,-0.3463053520931169
ACH-000036,-0.02456964500768636
ACH-000037,0.06715536261723029
ACH-000039,-0.09790812867407474
ACH-000040,-0.16443068351772208
ACH-000041,-0.15939340523425502
ACH-000042,0.1652615217699268
ACH-000045,0.07246512080469833
ACH-000047,-0.02437525811677419
ACH-000052,-0.1986662547948385
ACH-000053,-0.15670219772745375
ACH-000054,-0.0722516317469351
ACH-000055,-0.0948209078121058
ACH-000060,0.006265944912333168
ACH-000067,-0.1277582252499446
ACH-000070,-0.041824376877510894
ACH-000075,-0.05746004663194116
ACH-000078,-0.21887439313570026
ACH-000082,-0.27694468451741017
ACH-000085,-0.022877563684023137
ACH-000086,-0.3293377137320606
ACH-000087,-0.054991868819343884
ACH-000092,0.045874447968690224
ACH-000095,-0.10605714090022747
ACH-000097,-0.20512974926231156
ACH-000098,-0.04405013788641308
ACH-000099,-0.008641721953580667
ACH-000108,-0.010425258536635812
ACH-000113,-0.06817268235012121
ACH-000116,-0.040308096247196085
ACH-000118,0.05379734638377138
ACH-000120,0.2400616471910937
ACH-000123,-0.015893509755204947
ACH-000127,0.04004355080102899
ACH-000128,-0.13539262397406107
ACH-000132,-0.04520054092520495
ACH-000133,-0.13284961182976698
ACH-000137,0.04073658019740155
ACH-000138,0.0024448215417359684
ACH-000142,-0.2438064844794089
ACH-000143,-0.042521887767735495
ACH-000146,-0.14140351055197092
ACH-000148,-0.051242495771643325
ACH-000150,-0.14903543875839667
ACH-000152,0.10171040466690394
ACH-000153,-0.18875409112992755
ACH-000159,-0.08430114367945582
ACH-000160,-0.0262987391842338
ACH-000163,-0.07982732232811389
ACH-000167,0.1108281927410568
ACH-000168,-0.06614091140040833
ACH-000169,-0.053130438041083854
ACH-000178,-0.026316784124784345
ACH-000183,-0.16284770102226995
ACH-000188,-0.13595690986682554
ACH-000189,-0.05888472493460078
ACH-000190,-0.1140582721010408
ACH-000198,0.1738436318137474
ACH-000203,0.39280415212280617
ACH-000204,-0.1377621475944463
ACH-000206,-0.22826497738048854
ACH-000207,0.022060871273391004
ACH-000208,0.05272208675634239
ACH-000210,-0.1969560110976395
ACH-000211,-0.027233565239649062
ACH-000215,-0.047211849800738
ACH-000221,-0.10882005816712904
ACH-000222,0.050494467943279886
ACH-000223,-0.09896377854325047
ACH-000226,-0.025560182045593613
ACH-000227,-0.0049408781111693325
ACH-000228,-0.038092971363209625
ACH-000231,-0.056321792981983636
ACH-000232,-0.04928471133618236
ACH-000233,-0.2889545771696537
ACH-000234,-0.002515748686913629
ACH-000235,-0.021869639370949063
ACH-000237,-0.09118318934330304
ACH-000238,-0.09136616147904626
ACH-000242,0.4148434749282116
ACH-000243,0.02553755894852274
ACH-000244,-0.18333497308374705
ACH-000246,-0.07450198298782018
ACH-000248,-0.2708477452837606
ACH-000250,-0.06732807715065428
ACH-000251,-0.02043547793632448
ACH-000252,-0.10537838462935288
ACH-000253,0.033120587536099616
ACH-000255,-0.21942595617567895
ACH-000256,-0.1823951026893141
ACH-000257,0.011011294574875355
ACH-000258,0.04652427324944673
ACH-000259,0.02594366783161345
ACH-000260,0.03312595376111671
ACH-000261,-0.019246665523908163
ACH-000262,0.0424952133480046
ACH-000263,-0.1982470603512516
ACH-000264,-0.08724336391201724
ACH-000265,0.003064227002834693
ACH-000266,0.10880965129130556
ACH-000272,-0.2071906615132876
ACH-000274,0.002524026182556723
ACH-000277,-0.0406273017453648
ACH-000278,-0.16321054632788726
ACH-000279,-0.07507703138430097
ACH-000280,0.004267736765186158
ACH-000281,0.11011430531744627
ACH-000288,-0.09621728932732908
ACH-000291,-0.051592417310930734
ACH-000293,-0.2857430539969598
ACH-000294,0.07164343675930318
ACH-000295,-0.17015517456593462
ACH-000296,0.1730754577156569
ACH-000302,-0.048682956850803406
ACH-000304,-0.1484578676769359
ACH-000307,0.020515232869963755
ACH-000308,0.026771045774172848
ACH-000310,0.08705014182565976
ACH-000311,-0.05658871796481315
ACH-000312,0.013783263888515009
ACH-000315,-0.12188323087626607
ACH-000316,-0.20871109937733492
ACH-000317,-0.052729868874046064
ACH-000318,0.14760956353590707
ACH-000319,-0.1181776709334965
ACH-000320,-0.15172389680241288
ACH-000322,-0.014896121156073434
ACH-000323,0.17304003534599
ACH-000324,0.08928591944942664
ACH-000329,-0.018937486886784986
ACH-000330,0.07338497052686488
ACH-000331,-0.10428136190982597
ACH-000332,0.02652110429477741
ACH-000334,-0.23673300113855203
ACH-000335,0.17711569984959066
ACH-000336,-0.0250643518513606
ACH-000337,0.031674054536725164
ACH-000338,-0.4544708041280978
ACH-000339,-0.02619385138658853
ACH-000341,-0.08803173581302226
ACH-000348,-0.044006732947777835
ACH-000350,-0.0058975904954912
ACH-000352,0.009624805527805405
ACH-000356,-0.019506688773187984
ACH-000361,-0.03867445674151235
ACH-000362,-0.1306372844114352
ACH-000363,-0.031316902379471837
ACH-000364,-0.1548582649764715
ACH-000365,-0.11944337161796732
ACH-000366,-0.0982253732595796
ACH-000368,0.06631468153542111
ACH-000374,-0.10516649338416756
ACH-000375,-0.061367013125000834
ACH-000376,0.042001248495813714
ACH-000381,0.012913582081317614
ACH-000383,-0.04890810504724024
ACH-000387,-0.0897063306579958
ACH-000389,-0.15696723482814706
ACH-000390,-0.05619805874908529
ACH-000393,-0.02191719154428336
ACH-000395,0.029599410017487955
ACH-000396,-0.0912830200026917
ACH-000397,-0.013309341755247762
ACH-000401,-0.09423861077067004
ACH-000402,0.11222456399223192
ACH-000403,0.058471811992668724
ACH-000404,-0.09084549475299196
ACH-000406,0.026615841341533098
ACH-000407,0.1825999717643252
ACH-000408,-0.1901586716553756
ACH-000410,0.032269019997420004
ACH-000411,-0.040996460498104535
ACH-000414,-0.03245344096883624
ACH-000415,-0.2160784589659588
ACH-000416,-0.03381868878864025
ACH-000420,-0.15237661422685667
ACH-000421,-0.006373355390938363
ACH-000424,-0.09863583665861107
ACH-000425,-0.04842555095368289
ACH-000426,-0.10745418060138136
ACH-000427,-0.20102784055412395
ACH-000433,-0.2588688601044024
ACH-000435,-0.06962122987328427
ACH-000436,-0.06005520176382453
ACH-000444,-0.014188986067274924
ACH-000445,-0.15962095332007084
ACH-000448,-0.009535742420076092
ACH-000450,0.03660693200164279
ACH-000452,-0.12629978093420194
ACH-000454,0.13925894145843093
ACH-000458,-0.05678068510838461
ACH-000459,0.10569159928876824
ACH-000460,0.05918774408606944
ACH-000461,0.10033882883501354
ACH-000463,-0.05561371320570392
ACH-000464,-0.008406820397503371
ACH-000466,-0.08408176958635044
ACH-000467,0.07514342116330004
ACH-000468,0.037673688672195636
ACH-000469,-0.015258369405099637
ACH-000470,0.01111795149293954
ACH-000471,-0.29098942588371235
ACH-000472,0.028573207104392262
ACH-000473,-0.03978663670195482
ACH-000475,0.004951837006098375
ACH-000476,-0.052478179482384237
ACH-000477,0.14916470835375462
ACH-000479,0.05196882335839574
ACH-000480,-0.06589483234928463
ACH-000481,-0.03355394299689457
ACH-000483,-0.04487656786591697
ACH-000484,-0.03226794199162058
ACH-000485,-0.10113574548775672
ACH-000486,-0.03800905366715668
ACH-000487,-0.132560670347122
ACH-000488,-0.1641527616521716
ACH-000490,0.011626478965706705
ACH-000491,-0.17787787761887627
ACH-000495,-0.0086378633486868
ACH-000496,0.01997795961081611
ACH-000499,-0.04083938018685837
ACH-000500,0.06511518073430819
