,NCKAP1L (3071)
ACH-000004,-0.29241865938430445
ACH-000005,-0.0789056220468234
ACH-000007,-0.02781180223110228
ACH-000009,-0.19379973940298093
ACH-000011,-0.045051202849992936
ACH-000012,-0.2268474463016997
ACH-000013,-0.2256380015108184
ACH-000014,-0.21982389617838266
ACH-000015,-0.3109587724954197
ACH-000017,-0.1774251871620121
ACH-000018,-0.00014240756047226178
ACH-000019,-0.2713799288839946
ACH-000021,-0.1885407065768013
ACH-000022,-0.1912737141211256
ACH-000025,-0.34852143324193136
ACH-000028,-0.19543783390802788
ACH-000030,-0.14936032393486964
ACH-000035,-0.17301133891537826
ACH-000036,-0.09325849411918084
ACH-000037,-0.3615737090325471
ACH-000039,-0.17552734535032816
ACH-000040,-0.1902800925394532
ACH-000041,0.04638534647807524
ACH-000042,-0.1152413082683347
ACH-000045,-0.5272705427007327
ACH-000047,-0.2241370712806028
ACH-000052,-0.008453916432119037
ACH-000053,-0.29687060373417434
ACH-000054,-0.007660883280019889
ACH-000055,-0.11572356027308167
ACH-000060,0.037756238094991436
ACH-000067,-0.3501599125542716
ACH-000070,-0.4295069882116427
ACH-000075,-0.35538532954478563
ACH-000078,-0.13274932176399326
ACH-000082,-0.13982845755744425
ACH-000085,-0.09374048811472968
ACH-000086,-0.3447389829315877
ACH-000087,-0.16619481718745802
ACH-000092,-0.18685443914106584
ACH-000095,-0.012472124377719022
ACH-000097,-0.1349820694459677
ACH-000098,-0.05351177915757794
ACH-000099,-0.07978010031706599
ACH-000108,-0.11306897783543993
ACH-000113,-0.4503972598111788
ACH-000116,-0.1369566682429211
ACH-000118,-0.06972221617968644
ACH-000120,0.1251380471497904
ACH-000123,-0.12237812755057448
ACH-000127,-0.1887305595131634
ACH-000128,-0.1827234774733508
ACH-000132,0.04197347408665313
ACH-000133,-0.2811659932719353
ACH-000137,-0.2240449315130722
ACH-000138,-0.13530530250546496
ACH-000142,-0.1369762873692614
ACH-000143,0.017198428664277027
ACH-000146,-0.2573901952275281
ACH-000148,-0.21730683515274865
ACH-000150,-0.2388423812288482
ACH-000152,-0.22472270083685572
ACH-000153,-0.36861776420328257
ACH-000159,-0.1653687062706237
ACH-000160,-0.19770304853267506
ACH-000163,-0.22321668326289107
ACH-000167,-0.7235150314312041
ACH-000168,-0.16076791129944154
ACH-000169,-0.07913834140314477
ACH-000178,-0.14893506709226956
ACH-000183,-0.2371566728342368
ACH-000188,-0.06960149930163452
ACH-000189,-0.4200137954731455
ACH-000190,0.00920765425539093
ACH-000198,-0.6362960998932387
ACH-000203,-0.05432612722132455
ACH-000204,0.04770497352325403
ACH-000206,-0.2278730965439139
ACH-000207,-0.1339387547910026
ACH-000208,-0.12469372455194395
ACH-000210,-0.2329463957991755
ACH-000211,-0.18128044286262573
ACH-000215,-0.1982736449463404
ACH-000221,-0.09081666156746172
ACH-000222,-0.15160876176770005
ACH-000223,-0.1858071651099752
ACH-000226,-0.16554840087243064
ACH-000227,-0.11093298471187553
ACH-000228,-0.19892389523322726
ACH-000231,-0.11584618531470395
ACH-000232,-0.08692805443761399
ACH-000233,-0.34119314283797714
ACH-000234,-0.3377743004337073
ACH-000235,-0.14460537754428715
ACH-000237,-0.05528357510333679
ACH-000238,-0.08286441363351034
ACH-000242,-0.2013946098620896
ACH-000243,-0.10222176748650172
ACH-000244,0.05953459889128365
ACH-000246,-0.2832012938798075
ACH-000248,-0.2128713481808644
ACH-000250,0.009673152566448693
ACH-000251,-0.25381262183012904
ACH-000252,0.060239263368091066
ACH-000253,-0.1495964022436456
ACH-000255,-0.0851093048731577
ACH-000256,-0.01360678193664731
ACH-000257,-0.09546395263721318
ACH-000258,-0.2397628718124712
ACH-000259,-0.18876148959007671
ACH-000260,-0.08631632804226316
