,BAI3 (577)
ACH-000004,0.12718984944915254
ACH-000005,-0.0396978861074617
ACH-000007,0.059097457408721264
ACH-000009,0.1301205055367252
ACH-000011,0.08245090200185491
ACH-000012,0.05988417946240735
ACH-000013,0.07066909706233357
ACH-000014,0.1067476533352586
ACH-000015,0.13067095092236314
ACH-000017,0.020301139276487083
ACH-000018,0.07426111826218874
ACH-000019,-0.11802309309813015
ACH-000021,-0.0722760313739578
ACH-000022,0.010409326205033513
ACH-000025,0.08821005752529915
ACH-000028,0.01164863496697228
ACH-000030,0.0021932031060884804
ACH-000035,0.0957166893255881
ACH-000036,0.09234021276229876
ACH-000037,0.04985733192039239
ACH-000039,0.12523341940898405
ACH-000040,-0.04657181356115222
ACH-000041,0.098440871442355
ACH-000042,0.05043124010556852
ACH-000045,-0.013781705576101215
ACH-000047,-0.07900646495660438
ACH-000052,-0.030349725124435307
ACH-000053,-0.008949885515118362
ACH-000054,0.1114906962048194
ACH-000055,0.0008710560190799006
ACH-000060,0.03402013655420318
ACH-000067,-0.03245774377504579
ACH-000070,0.11610279803829407
ACH-000075,0.06837826589612768
ACH-000078,0.0031040238032919924
ACH-000082,0.04065478770766527
ACH-000085,0.007190499908923772
ACH-000086,-0.10078342028504156
ACH-000087,0.10437879334091343
ACH-000092,-0.030355172182759637
ACH-000095,0.07135531297246704
ACH-000097,0.12297555459716482
ACH-000098,0.029244876339472373
ACH-000099,0.06265253554702792
ACH-000108,0.018152760876822983
ACH-000113,-0.04317299727647067
ACH-000116,-0.026616594839690536
ACH-000118,0.08230576457414866
ACH-000120,0.03674505317270134
ACH-000123,0.04598372571630016
ACH-000127,0.04177456953428863
ACH-000128,0.07096495998676827
ACH-000132,0.03434372089769008
ACH-000133,0.04265880654147723
ACH-000137,0.04508778458031317
ACH-000138,0.050546525107393235
ACH-000142,0.16411199619009975
ACH-000143,0.18636204655201044
ACH-000146,0.02837961973330388
ACH-000148,0.11645230348912886
ACH-000150,-0.011759551872411251
ACH-000152,0.00027402168132025195
ACH-000153,-0.01479949404950818
ACH-000159,-0.04311748112213323
ACH-000160,-0.035882761043244484
ACH-000163,-0.02276775434432173
ACH-000167,-0.028140699153851503
ACH-000168,0.06507726146800884
ACH-000169,-0.011632101210244359
ACH-000178,0.02514353081682753
ACH-000183,0.05343839749489302
ACH-000188,-0.04268963819834935
ACH-000189,0.07575001178977903
ACH-000190,-0.05932139084288
ACH-000198,0.1985050785291757
ACH-000203,0.09673802832923332
ACH-000204,0.12353515612007418
ACH-000206,0.08797298513794406
ACH-000207,0.25861618930615426
ACH-000208,-0.37863371599735
ACH-000210,-0.016687446948815767
ACH-000211,-0.039426583233919364
ACH-000215,-0.02486790439242985
ACH-000221,0.13047569755213034
ACH-000222,-0.02248656331592469
ACH-000223,-0.026622774273808613
ACH-000226,-0.02466017821168767
ACH-000227,-0.07540935601121106
ACH-000228,-0.043228849448169696
ACH-000231,-0.017437309535918624
ACH-000232,0.08731162052445837
ACH-000233,-0.05904220298727025
ACH-000234,0.11859174365936215
ACH-000235,0.06048522402884934
ACH-000237,0.12114321000872118
ACH-000238,0.17655914045207852
ACH-000242,0.13491056044287286
ACH-000243,0.03696809517318447
ACH-000244,0.4267622426921687
ACH-000246,0.08939482157133072
ACH-000248,-0.16070306598123052
ACH-000250,0.07812744469251512
ACH-000251,-0.0474532173246594
ACH-000252,0.0015254929966603255
ACH-000253,0.11125643978022083
ACH-000255,-0.08825237214129071
