,CHD5 (26038)
ACH-000004,0.04617479447268055
ACH-000005,-0.12791519548220145
ACH-000007,-0.02132642029115694
ACH-000009,0.008355601737678551
ACH-000011,0.029749138135072517
ACH-000012,-0.05184414768343338
ACH-000013,0.05945505726987085
ACH-000014,0.0929014148452248
ACH-000015,-0.03510307088761374
ACH-000017,-0.011695950623638115
ACH-000018,-0.1991222497782261
ACH-000019,0.04038081259785107
ACH-000021,-0.030138179897750313
ACH-000022,0.04637000796545737
ACH-000025,-0.05050509258785925
ACH-000028,0.03349274819881403
ACH-000030,0.04959012838548636
ACH-000035,-0.1500370894354876
ACH-000036,-0.0897749907303379
ACH-000037,-0.004407526731830079
ACH-000039,-0.09952381856361546
ACH-000040,0.0589542131236537
ACH-000041,-0.17802324754158466
ACH-000042,-0.0107361244443021
ACH-000045,-0.18115563134289908
ACH-000047,0.09523698599612114
ACH-000052,0.033472025925437805
ACH-000053,-0.06582910579045513
ACH-000054,-0.02280448277076116
ACH-000055,-0.08930697594799705
ACH-000060,-0.09439426042024422
ACH-000067,0.08685723615917426
ACH-000070,-0.08857265857119734
ACH-000075,0.10862206935925238
ACH-000078,-0.11290789617529283
ACH-000082,-0.040688117022361636
ACH-000085,-0.2474856608058872
ACH-000086,-0.17478496961119613
ACH-000087,0.04794312026592097
ACH-000092,-0.00539785005006393
ACH-000095,-0.04984521782244699
ACH-000097,-0.0912833122935527
ACH-000098,-0.004874650316850827
ACH-000099,-0.047862750509687656
ACH-000108,-0.17309373068000675
ACH-000113,-0.04874632543472562
ACH-000116,-0.02283379266249004
ACH-000118,0.05557802584875937
ACH-000120,0.06382447583522129
ACH-000123,-0.09689950621797526
ACH-000127,-0.06545803240697118
ACH-000128,-0.0962885701857718
ACH-000132,0.12615725845316084
ACH-000133,-0.07226273471589248
ACH-000137,0.1053146731702573
ACH-000138,0.013751113540541279
ACH-000142,-0.1566953210647389
ACH-000143,0.07715054106923344
ACH-000146,-0.1402034119153271
ACH-000148,0.09806482338581418
ACH-000150,-0.3316359422647766
ACH-000152,0.05102966958840787
ACH-000153,0.00045239752058162
ACH-000159,0.06316077093308091
ACH-000160,0.36674805502714003
ACH-000163,-0.06542810345308052
ACH-000167,1.0226958283452448
ACH-000168,-0.08851056552709219
ACH-000169,0.15166902599668905
ACH-000178,0.01685988493836065
ACH-000183,0.09881993132243122
ACH-000188,-0.06107883032306996
ACH-000189,0.3884138559790037
ACH-000190,0.5099473220225678
ACH-000198,0.0593038924978638
ACH-000203,-0.15925446150132005
