,UFSP1 (402682)
ACH-000004,0.17850097993771746
ACH-000005,-0.12850171658219586
ACH-000007,-0.11159638633163928
ACH-000009,-0.009389647466592923
ACH-000011,-0.3441849702539893
ACH-000012,-0.21779211923469066
ACH-000013,-0.01403746006254902
ACH-000014,-0.004063671946811869
ACH-000015,-0.015352876477182266
ACH-000017,-0.135577688297664
ACH-000018,-0.17507327165153092
ACH-000019,-0.17777806076292987
ACH-000021,-0.26978722792536913
ACH-000022,-0.11983687778863095
ACH-000025,-0.15567940693273366
ACH-000028,-0.1822688739829789
ACH-000030,-0.013245631239463684
ACH-000035,-0.24738872411148816
ACH-000036,-0.2278679476410014
ACH-000037,0.016538468452425903
ACH-000039,-0.0789625662045222
ACH-000040,-0.050116954766066216
ACH-000041,0.02246090891916156
ACH-000042,-0.06888754042097231
ACH-000045,-0.11072541572777103
ACH-000047,-0.08750126640645123
ACH-000052,0.023464834233272017
ACH-000053,-0.04390638108459342
ACH-000054,-0.05165108773031482
ACH-000055,-0.034898093587589316
ACH-000060,-0.22418114403381015
ACH-000067,-0.195344169801358
ACH-000070,-0.17550385434743854
ACH-000075,-0.25882165453637546
ACH-000078,0.011576518621505943
ACH-000082,-0.1585670346176391
ACH-000085,0.0707723740646944
ACH-000086,-0.1075676314996535
ACH-000087,-0.2388238396560773
ACH-000092,-0.03792033376474075
ACH-000095,-0.14662067588388888
ACH-000097,-0.005836826851186387
ACH-000098,-0.025535346745874345
ACH-000099,-0.0724105174615596
ACH-000108,-0.04717652237369552
ACH-000113,-0.01838887951679736
ACH-000116,-0.11682044993453645
ACH-000118,-0.0301679882601181
ACH-000120,-0.12896998650929298
ACH-000123,0.007391791920337775
ACH-000127,-0.10285821178440016
ACH-000128,-0.17204838652476614
ACH-000132,-0.24825826646577456
ACH-000133,-0.08727948698534463
ACH-000137,0.06472082426468714
ACH-000138,-0.09174309443041814
ACH-000142,-0.08842364043431421
ACH-000143,-0.011825450848775078
ACH-000146,-0.08391118980645686
ACH-000148,-0.053590809830706604
ACH-000150,0.04481108646580579
ACH-000152,-0.15637072162195192
ACH-000153,-0.05959712729693905
ACH-000159,-0.1679983650795439
ACH-000160,-0.21323335412947095
ACH-000163,0.048234503649002086
ACH-000167,0.4079789930441448
ACH-000168,-0.2355345952482637
ACH-000169,-0.1155208446668126
ACH-000178,-0.17901059651748175
ACH-000183,-0.02423900974853216
ACH-000188,-0.03568542112569946
ACH-000189,0.07615379772062598
ACH-000190,-0.12863992753075154
ACH-000198,-0.20325192371359868
ACH-000203,-0.2363981148191069
ACH-000204,-0.013619193412732685
ACH-000206,0.12879287870025774
ACH-000207,0.2288110616391428
ACH-000208,0.045591298798370136
ACH-000210,-0.03624662315530744
ACH-000211,-0.13403752963691098
ACH-000215,-0.13157529554129824
ACH-000221,0.01351980304522329
ACH-000222,-0.2913022700062144
ACH-000223,-0.042160792151747284
ACH-000226,0.00017742329803892255
ACH-000227,-0.11480293029128635
ACH-000228,-0.14282884770977824
ACH-000231,-0.14516503944918502
ACH-000232,-0.11525600615998208
ACH-000233,0.09439778332523922
ACH-000234,0.0353486560328989
ACH-000235,-0.05127268693216151
ACH-000237,-0.07890277199069894
ACH-000238,-0.19115590580050354
ACH-000242,-0.09992255871652153
ACH-000243,-0.1436442977638121
ACH-000244,0.08656078005371495
ACH-000246,-0.24389563903898506
ACH-000248,0.12501145491956886
ACH-000250,-0.2220452213005448
ACH-000251,-0.11564163656838032
ACH-000252,-0.04441659735422261
ACH-000253,-0.09506681962822892
ACH-000255,-0.1275254614562938
ACH-000256,-0.20782793280367826
ACH-000257,-0.13618105448570933
ACH-000258,-0.11589845668715207
ACH-000259,-0.02347838672096874
ACH-000260,-0.09023722427337767
ACH-000261,-0.11159011418585013
ACH-000262,-0.03152901755522953
ACH-000263,-0.22118278283182066
ACH-000264,-0.14380073543390087
ACH-000265,-0.045190498024881696
ACH-000266,0.025655205324853245
ACH-000272,-0.13833359533891065
ACH-000274,-0.05912702065866037
ACH-000277,-0.13658995470214474
ACH-000278,-0.11027991540033248
ACH-000279,-0.14291795116898331
ACH-000280,-0.038938755821959936
ACH-000281,0.1618525397263977
ACH-000288,-0.10242955555092148
ACH-000291,-0.18211182074842586
ACH-000293,-0.18792784540892088
ACH-000294,-0.08711348454891134
ACH-000295,-0.07538373651297846
ACH-000296,-0.2099934945266531
ACH-000302,-0.14104124118922845
ACH-000304,0.004387398155912211
ACH-000307,-0.04488572756858989
ACH-000308,-0.16146427345176564
ACH-000310,-0.029964801662880264
ACH-000311,-0.32724702575319325
ACH-000312,-0.08934000417909435
ACH-000315,-0.18174824076684945
ACH-000316,-0.12895598452866106
ACH-000317,0.13870540874829582
ACH-000318,-0.17581614370389895
ACH-000319,0.028673321667574508
ACH-000320,-0.2075132190129128
ACH-000322,-0.2376889804625585
ACH-000323,-0.0145002989105815
ACH-000324,-0.21617271186770665
ACH-000329,0.020129505889894785
ACH-000330,-0.09450679080109747
ACH-000331,-0.12106139957223863
ACH-000332,-0.03042476890256539
ACH-000334,-0.19632122970343302
ACH-000335,-0.011658497752924206
ACH-000336,-0.07775604611071138
ACH-000337,0.1216582925309476
ACH-000338,-0.7260644008708469
ACH-000339,-0.03607609826160016
ACH-000341,0.0019259278800758761
ACH-000348,-0.17096586441496162
ACH-000350,0.06014026398877845
ACH-000352,-0.1836609644994857
ACH-000356,-0.2551770966707487
ACH-000361,-0.2761621673651619
ACH-000362,-0.13150521977200494
ACH-000363,-0.15177920418636556
ACH-000364,-0.14373848260670952
ACH-000365,-0.14132607439693232
ACH-000366,-0.11771090709880358
ACH-000368,-0.1494854495435036
ACH-000374,-0.14638550208792192
ACH-000375,-0.2276947305842497
ACH-000376,-0.06586829888487929
ACH-000381,-0.12523705613274574
ACH-000383,-0.3008731309149405
ACH-000387,-0.1171642610239852
ACH-000389,-0.3185952098176225
ACH-000390,-0.08506362264028991
ACH-000393,-0.21372855187573184
ACH-000395,-0.1372969409513565
ACH-000396,-0.3991799184241099
ACH-000397,-0.08330594327173173
ACH-000401,-0.009726618316924729
ACH-000402,-0.2226363204324672
ACH-000403,-0.17738060245578735
ACH-000404,-0.02784282448472379
ACH-000406,-0.14712679902985684
ACH-000407,0.027827858386146532
ACH-000408,-0.2930868270473914
ACH-000410,0.037111301483025966
ACH-000411,-0.07423927463502067
ACH-000414,-0.1093541234768284
ACH-000415,-0.1814379754700597
ACH-000416,-0.04669920658921692
ACH-000420,-0.22336547000672027
ACH-000421,-0.10751065470545253
ACH-000424,0.04223238351247579
ACH-000425,-0.1540653144224097
ACH-000426,0.09398111665382522
ACH-000427,-0.01354776411357223
ACH-000433,0.01295995782667537
ACH-000435,0.059567837316561185
ACH-000436,0.08984477492651406
ACH-000444,-0.07736444296140317
ACH-000445,-0.2528507236711791
ACH-000448,-0.03887323089962101
ACH-000450,-0.19540663669946387
ACH-000452,-0.1937081324309018
ACH-000454,-0.01293564605457694
ACH-000458,-0.05025841591931792
ACH-000459,-0.026011660406438108
ACH-000460,-0.11195642280749464
ACH-000461,-0.009922867850059993
ACH-000463,-0.11367763214533005
ACH-000464,-0.07101596942529803
ACH-000466,-0.15300814683230565
ACH-000467,-0.1408924826840933
ACH-000468,-0.06779571801921802
ACH-000469,-0.1442264344864537
ACH-000470,-0.11223788379090552
ACH-000471,-0.06393527567907996
ACH-000472,-0.0722595179225904
ACH-000473,-0.0912274247753318
ACH-000475,-0.11678187572488127
ACH-000476,-0.0771498060691922
ACH-000477,-0.18115319778592626
ACH-000479,-0.11323273406595614
ACH-000480,0.0752668606814803
ACH-000481,-0.07977545326179493
ACH-000483,-0.21538924863031306
ACH-000484,-0.10575345130885827
ACH-000485,-0.06298446501672582
ACH-000486,-0.004747028647442607
ACH-000487,0.016938787909271287
ACH-000488,-0.042367707925518784
ACH-000490,-0.10182675253573388
ACH-000491,-0.18205182633402567
ACH-000495,-0.3806170037939327
ACH-000496,-0.19286087754479708
ACH-000499,-0.024153561423084058
ACH-000500,0.09436657847159953
ACH-000502,-0.11607705989893655
ACH-000503,-0.09903697010772436
ACH-000505,-0.1248633531796682
ACH-000507,-0.24684925990308804
ACH-000510,-0.17808306351117267
ACH-000511,-0.2078164261047201
ACH-000512,-0.14752811016188974
ACH-000516,-0.09905169301084894
ACH-000517,-0.09800138491148984
ACH-000518,-0.15812977933332012
ACH-000520,-0.06666300001467759
ACH-000521,-0.07552654475011361
ACH-000522,-0.03893456106389221
ACH-000524,0.02075855642013624
ACH-000527,-0.0740549622030454
ACH-000528,-0.05618233278807605
ACH-000537,-0.2556149516732734
ACH-000541,0.20160327167573835
ACH-000542,-0.15311597035986724
ACH-000544,-0.2907550028885033
ACH-000545,-0.1827763963893335
ACH-000547,0.043350742246381635
ACH-000548,-0.05374841076587479
ACH-000549,-0.014287323068306263
ACH-000550,-0.2822550525299823
ACH-000552,-0.2082933401736122
ACH-000556,0.06350304096473294
ACH-000557,-0.1446685117838588
ACH-000569,-0.10120975368208156
ACH-000570,-0.07361437693449104
ACH-000571,-0.09785668131173944
ACH-000573,-0.036917971233052516
ACH-000576,-0.020914914284503792
ACH-000579,-0.19545468089605955
ACH-000580,-0.11539928024087913
ACH-000584,-0.09019771336025037
ACH-000585,-0.32881070114537136
ACH-000588,-0.1933020306953842
ACH-000589,0.0001500269989982316
ACH-000591,0.1578889665213052
ACH-000593,-0.16348592492473873
ACH-000600,-0.12610363393658827
ACH-000601,-0.0289258189768066
ACH-000605,-0.1791205882692592
ACH-000606,0.041609094164324185
ACH-000608,-0.10070272265073636
ACH-000614,-0.25671746330521245
ACH-000616,-0.2343773947872649
ACH-000618,-0.07880212060404364
ACH-000619,-0.3029921893210098
ACH-000620,-0.17294300035277896
ACH-000621,-0.17737613948328415
ACH-000622,-0.011857473442307677
ACH-000623,-0.10826182233589024
ACH-000624,-0.1459906597512698
ACH-000627,-0.12119796721798988
ACH-000630,-0.19491272017122704
ACH-000631,-0.30153104793040325
ACH-000632,-0.09559597226121806
ACH-000633,-0.16857328331587476
ACH-000637,-0.08175730789594045
ACH-000638,-0.20889395682182715
ACH-000646,0.05164503074494948
ACH-000647,0.032894834362169736
ACH-000648,0.07654635293719422
ACH-000649,-0.10803495902432377
ACH-000651,0.05075370516261787
ACH-000652,0.004469573980402797
ACH-000653,0.2024517205491942
ACH-000657,-0.1909122859071478
ACH-000658,0.07537579348630759
ACH-000661,-0.12472624207860775
ACH-000662,0.1289489007835885
ACH-000663,-0.07635216727219292
ACH-000665,-0.14519443913906427
ACH-000671,-0.17123570031406798
ACH-000672,-0.2166035646610785
ACH-000673,-0.10641448909899423
ACH-000676,-0.12358023320341695
ACH-000677,-0.08234852731616812
ACH-000681,-0.08862482145128033
ACH-000683,-0.06744278463415622
ACH-000684,-0.13469739277823972
ACH-000688,0.003414384310170457
ACH-000693,-0.15712882488259347
ACH-000694,-0.1944441994147902
ACH-000695,-0.09679924403295488
ACH-000696,-0.1864590341181877
ACH-000697,-0.11660005262308537
ACH-000699,-0.15698360192040384
ACH-000701,0.009010328018766351
ACH-000706,-0.10224776122513528
ACH-000711,-0.08540003782924784
ACH-000713,-0.09187671975916924
ACH-000714,0.13486715975987215
ACH-000718,-0.07586238857463477
ACH-000720,-0.14542326438964248
ACH-000721,-0.11799054134645312
ACH-000724,-0.12749791331782148
ACH-000725,-0.046292022669202834
ACH-000732,-0.11217612988427728
ACH-000734,-0.1322684348666975
ACH-000735,-0.0999358190198317
ACH-000736,-0.2508180895458325
ACH-000738,-0.012658124418843916
ACH-000746,-0.238792982358786
ACH-000747,-0.13873524180503008
ACH-000748,-0.03087584772776375
ACH-000753,-0.0971678702749232
ACH-000756,0.003111033391446439
ACH-000757,0.05733400691725246
ACH-000758,-0.1058316352891167
ACH-000760,0.0040127415940076575
ACH-000762,-0.25861391804740125
ACH-000763,-0.020183621841973087
ACH-000764,0.028377908698745825
ACH-000765,0.015162324813423438
ACH-000766,-0.06381436648819805
ACH-000767,-0.01743315282490456
ACH-000768,-0.09321334643041927
ACH-000769,-0.09902140025846654
ACH-000770,-0.12520696775772194
ACH-000771,-0.15542465928198654
ACH-000773,-0.11981469025734175
ACH-000776,-0.061042740102550876
ACH-000777,-0.10978360233184936
ACH-000778,0.004770143906983958
ACH-000781,-0.07612107627397191
ACH-000782,0.00907772554403535
ACH-000783,-0.15871967365707698
ACH-000784,-0.13490095376596584
ACH-000785,0.025994643930784177
ACH-000787,-0.06217052660116261
ACH-000788,-0.1912412928630955
ACH-000791,-0.1545108435074248
ACH-000792,-0.020196501410274167
ACH-000794,-0.018144840391666243
ACH-000796,-0.052385486482836086
ACH-000798,0.2357106984727409
ACH-000799,-0.3846477276082843
ACH-000800,0.011776005450006968
ACH-000802,-0.12051137753157465
ACH-000804,0.11401803624546007
ACH-000805,0.09807070820130627
ACH-000809,-0.017815716381668643
ACH-000810,-0.1416635238348506
ACH-000811,-0.10548799749203606
ACH-000817,-0.036836487047347086
ACH-000819,-0.02451812361397374
ACH-000820,0.047122082998332725
ACH-000821,-0.14716528889918634
ACH-000822,-0.1808319915180253
ACH-000823,-0.3245643434924462
ACH-000824,-0.1985336855640994
ACH-000827,-0.25038938118978554
ACH-000829,-0.11505733454687148
ACH-000831,-0.2826039948082387
ACH-000832,-0.016885718315238687
ACH-000833,-0.02459131236411733
ACH-000834,-0.025799964796771033
ACH-000835,-0.10420601923872354
ACH-000836,-0.021067644205690808
ACH-000837,-0.08637601245165583
ACH-000838,0.0617190612020638
ACH-000839,-0.023470150195802328
ACH-000840,-0.2685712809304321
ACH-000841,-0.0394415689275123
ACH-000843,0.14303862798391725
ACH-000846,-0.22606494062900395
ACH-000847,-0.17164651695517996
ACH-000848,-0.2444524006958166
ACH-000849,-0.16005954315862747
ACH-000851,-0.3066033267535148
ACH-000855,-0.06806542506211853
ACH-000856,-0.06119923715472327
ACH-000858,-0.012256179127001764
ACH-000859,0.07142424648842803
ACH-000861,0.008100221950983621
ACH-000862,0.06604681003491772
ACH-000865,0.003242248055619684
ACH-000866,-0.03958099128478828
ACH-000867,-0.1135637946862988
ACH-000869,-0.2901103114015329
ACH-000872,0.02726783946360739
ACH-000873,-0.12511559633918082
ACH-000876,-0.09779472386615712
ACH-000878,-0.3066639817321132
ACH-000880,-0.14847656132023435
ACH-000881,-0.13522708395600305
ACH-000882,-0.2460740075342459
ACH-000884,-0.1916645781055684
ACH-000885,-0.12093808005277548
ACH-000887,-0.01890695373756885
ACH-000889,-0.21874673313660964
ACH-000896,-0.007993385597740855
ACH-000898,-0.23958238294327056
ACH-000900,-0.1272090851067222
ACH-000901,-0.08915315075250338
ACH-000905,-0.14942272583759314
ACH-000906,-0.17543433649830947
ACH-000907,-0.05161462050717159
ACH-000910,-0.027959406306541524
ACH-000911,0.003514729919221425
ACH-000912,-0.17307376859150286
ACH-000913,-0.07113521416687509
ACH-000915,-0.26077723883148063
ACH-000916,-0.1261119531888714
ACH-000917,-0.07651140723670884
ACH-000920,0.0479731186392684
ACH-000921,-0.12141285924068065
ACH-000924,-0.10867465006807883
ACH-000926,-0.07876088781372616
ACH-000928,-0.11532566496587646
ACH-000929,-0.02278763062040829
ACH-000932,-0.21110627923831812
ACH-000935,-0.09814717437622604
ACH-000936,-0.1156789186988445
ACH-000937,-0.08937847695380523
ACH-000938,-0.09688971327891173
ACH-000939,-0.1166694299706087
ACH-000941,-0.16711404346334435
ACH-000943,-0.20600952297839367
ACH-000946,-0.2877259256220205
ACH-000947,-0.04512124478332958
ACH-000948,-0.17653672195636227
ACH-000950,-0.13065513075212234
ACH-000953,-0.08335881746007452
ACH-000954,-0.021610011220831848
ACH-000957,-0.16248119187243135
ACH-000958,-0.19917181624215916
ACH-000960,-0.17459044617695704
ACH-000963,-0.18876826064543614
ACH-000968,0.07077221332689505
ACH-000969,-0.0914303384767536
ACH-000972,-0.16537095487279646
ACH-000973,-0.07439203526458148
ACH-000974,-0.13889760607296436
ACH-000978,-0.16749942077945748
ACH-000984,-0.1648873210208021
ACH-000986,-0.04683258919404653
ACH-000988,-0.1195894729195345
ACH-000993,-0.0549696838552482
ACH-000994,-0.21017798604180848
ACH-000996,-0.07981625279140424
ACH-001001,-0.07195488494715553
ACH-001020,-0.18356565786828444
ACH-001028,-0.1189418079288738
ACH-001031,-0.020784668082701425
ACH-001038,-0.05352917384259162
ACH-001048,-0.05995871575789065
ACH-001050,-0.1282336410610949
ACH-001053,-0.03984289152310113
ACH-001054,-0.13360118190727333
ACH-001061,-0.19004699431500027
ACH-001067,-0.3096716000013673
ACH-001075,-0.20261709668460445
ACH-001096,-0.06392540465601686
ACH-001111,0.0397283384289497
ACH-001119,-0.12152202236820725
ACH-001128,0.4287394438564736
ACH-001134,-0.197290683629161
ACH-001151,-0.2390712329547114
ACH-001163,-0.13199104036483084
ACH-001164,-0.024074558833181613
ACH-001183,-0.1537540371453514
ACH-001192,-0.12557860260750034
ACH-001193,-0.03883926698439084
ACH-001196,-0.19215373954606008
ACH-001197,-0.12012916202185432
ACH-001205,-0.03408618385979298
ACH-001211,-0.17863749180618715
ACH-001212,-0.13268876752787745
ACH-001228,-0.22482618532019075
ACH-001232,-0.21296026140143315
ACH-001239,-0.20026023633110887
