,EPT1 (85465)
ACH-000004,-0.11087046464607038
ACH-000005,-0.09602224984022242
ACH-000007,-0.2057511157106414
ACH-000009,-0.10132506289904984
ACH-000011,-0.017631800685537706
ACH-000012,-0.1057024464509364
ACH-000013,-0.03464745475460688
ACH-000014,-0.03919212280837183
ACH-000015,-0.1466578247511306
ACH-000017,-0.01944531795236247
ACH-000018,-0.2537953118713709
ACH-000019,-0.16659128804732748
ACH-000021,-0.2740503193294877
ACH-000022,-0.12874951991135575
ACH-000025,-0.13925863129620047
ACH-000028,0.13438186914878802
ACH-000030,-0.21455796040773334
ACH-000035,-0.07509556575627517
ACH-000036,-0.05735415368858383
ACH-000037,0.06616606866704837
ACH-000039,-0.030509281792950982
ACH-000040,0.1234381730671639
ACH-000041,0.010958111957195269
ACH-000042,-0.19536081756847676
ACH-000045,0.3960281498771894
ACH-000047,-0.03838746861990107
ACH-000052,-0.06908115712135407
ACH-000053,-0.2665633751502521
ACH-000054,-0.15866118434297485
ACH-000055,0.05846133127210445
ACH-000060,0.12261084791313652
ACH-000067,-0.07033221255206236
ACH-000070,-0.3269103583031338
ACH-000075,-0.16062019264619873
ACH-000078,-0.005674495850297588
ACH-000082,0.07139530436867153
ACH-000085,0.029612828343060237
ACH-000086,-0.2935252642237089
ACH-000087,0.1284219099256816
ACH-000092,-0.2951761603017603
ACH-000095,0.11953629281804334
ACH-000097,-0.045115940255754765
ACH-000098,0.3942312826534824
ACH-000099,-0.012362214927026712
ACH-000108,-0.07617076260980445
ACH-000113,0.061120756317445527
ACH-000116,-0.15125826461819358
ACH-000118,-0.10918921318462588
ACH-000120,0.1146103861753614
ACH-000123,-0.18307897415047306
ACH-000127,-0.3850561927721765
ACH-000128,-0.15816527711060535
ACH-000132,0.09492312667730578
ACH-000133,-0.13544830797543747
ACH-000137,-0.04625627860571167
ACH-000138,-0.06089058079796485
ACH-000142,-0.11364265709936612
ACH-000143,-0.2495872534311091
ACH-000146,-0.25571421351333684
ACH-000148,-0.031973738134677056
ACH-000150,-0.042453378306153707
ACH-000152,-0.11095633995413108
ACH-000153,-0.1066500700060332
ACH-000159,-0.0571383362628917
ACH-000160,-0.12462741028751873
ACH-000163,-0.16777056180241934
ACH-000167,-0.5800165631504438
ACH-000168,-0.17340119634658474
ACH-000169,-0.4622728328289758
ACH-000178,-0.10971951950983852
ACH-000183,-0.27682394231033913
ACH-000188,0.009463629984785995
ACH-000189,-0.05010956243031108
ACH-000190,-0.535912940236085
ACH-000198,0.12406434900382357
ACH-000203,-0.20381012460597475
ACH-000204,0.02214623743822404
ACH-000206,-0.11226253840451876
ACH-000207,-0.051495886319684624
ACH-000208,-0.306731385759036
ACH-000210,0.31614292107981784
ACH-000211,-0.2224742776944917
ACH-000215,0.061459818531693765
ACH-000221,-0.15874777423731934
ACH-000222,-0.1961830667497033
ACH-000223,0.014738313753572247
ACH-000226,-0.0417170892310848
ACH-000227,-0.1199015599128396
ACH-000228,-0.15459971774044476
ACH-000231,-0.05274426561737254
ACH-000232,0.022861095153884136
ACH-000233,-0.1977901704420377
ACH-000234,-0.08048313543660385
ACH-000235,0.02646456631216228
ACH-000237,-0.15753351321296294
ACH-000238,-0.2356826894845613
ACH-000242,-0.2594301311747834
ACH-000243,-0.16696095297738306
ACH-000244,0.13195556913583548
ACH-000246,0.10965266206501936
ACH-000248,-0.25026809728554433
ACH-000250,-0.009184575768036586
ACH-000251,0.1302484129745298
ACH-000252,-0.20072379115001174
ACH-000253,-0.03206925557688788
ACH-000255,-0.2911015666369101
ACH-000256,0.06085745876050575
ACH-000257,-0.12891762229557693
ACH-000258,-0.3846752903009376
ACH-000259,0.026273067342808414
ACH-000260,0.3211002680248729
ACH-000261,-0.08329461541265762
ACH-000262,-0.08586404424798366
ACH-000263,-0.3268450093162041
ACH-000264,-0.09391305003986407
ACH-000265,-0.15411161263524498
ACH-000266,-0.08800386870560993
ACH-000272,-0.2396468057452901
ACH-000274,-0.019310387452962083
ACH-000277,-0.23569534917621066
ACH-000278,-0.0601144422626997
ACH-000279,-0.2094389846480255
ACH-000280,-0.06704649098327659
ACH-000281,-0.3328927045349486
ACH-000288,-0.1498708779119495
ACH-000291,-0.35582277689702624
ACH-000293,-0.19755336356859252
ACH-000294,-0.26482448790384955
ACH-000295,-0.0938420494155733
ACH-000296,0.10728195411936807
ACH-000302,0.0834994931823962
ACH-000304,-0.25554315074582856
ACH-000307,-0.2724555172451158
ACH-000308,-0.0584294625675985
ACH-000310,-0.05372246204706129
ACH-000311,-0.21683584346235596
ACH-000312,0.04179597847943154
ACH-000315,-0.10901183045488873
ACH-000316,-0.052486472019102656
ACH-000317,-0.14892502887194192
ACH-000318,-0.16164050728669024
ACH-000319,0.10901511687254514
ACH-000320,-0.061528036751647974
ACH-000322,-0.04237872019577176
ACH-000323,0.09523704757297287
ACH-000324,-0.10054768539054433
ACH-000329,0.05458005228646174
ACH-000330,-0.17604450410637712
ACH-000331,0.057321649833491924
ACH-000332,-0.037490080413276235
ACH-000334,0.04510443934625101
ACH-000335,-0.00692596247492616
ACH-000336,0.015043295921668497
ACH-000337,-0.06344713733074661
ACH-000338,-0.3907719774239892
ACH-000339,-0.07080843671009672
ACH-000341,0.01975590625005508
ACH-000348,-0.15765428942145332
ACH-000350,-0.08367573778331756
ACH-000352,-0.1469651017991278
ACH-000356,0.11964918732902953
ACH-000361,-0.3583549105830321
ACH-000362,0.10383343251991348
ACH-000363,0.054771752619658366
ACH-000364,-0.08754655653168451
ACH-000365,-0.12216875069277287
ACH-000366,-0.19263896454912852
ACH-000368,0.01484233388089506
ACH-000374,-0.06459866573314793
ACH-000375,-0.17784358202213266
ACH-000376,-0.05718451272291347
ACH-000381,-0.2050291202996547
ACH-000383,-0.14275856421825892
ACH-000387,0.3510841519036878
ACH-000389,0.0201301126994628
ACH-000390,-0.09052638137551232
ACH-000393,-0.21665881074920468
ACH-000395,-0.2491795634491287
ACH-000396,-0.29119383634738805
ACH-000397,-0.0784923851195252
ACH-000401,0.03398036463118579
ACH-000402,-0.5584276838177367
ACH-000403,-0.18025218906305054
ACH-000404,-0.5695324158899566
ACH-000406,-0.027012814490251225
ACH-000407,-0.17402673735143626
ACH-000408,-0.13988536537250876
ACH-000410,-0.03889201706285124
ACH-000411,-0.22247132046562176
