,CHP2 (63928)
ACH-000004,-0.010750584469780543
ACH-000005,-0.1602149748255367
ACH-000007,-0.07031095180030338
ACH-000009,0.014501910389428309
ACH-000011,-0.015180262652578725
ACH-000012,-0.07452661331815219
ACH-000013,-0.17648298905542634
ACH-000014,0.05856157272548467
ACH-000015,-0.19442851582642887
ACH-000017,0.0016782188646685893
ACH-000018,0.200776763263242
ACH-000019,-0.03542311240224113
ACH-000021,-0.08265014717771252
ACH-000022,-0.08688844420858169
ACH-000025,-0.17927437591391354
ACH-000028,-0.065795204083995
ACH-000030,0.03590423383138637
ACH-000035,-0.24361346408870346
ACH-000036,-0.049844707042110935
ACH-000037,-0.07778169215438144
ACH-000039,-0.1282164749340267
ACH-000040,-0.09538214558604084
ACH-000041,-0.09630497084244546
ACH-000042,0.05069840900480548
ACH-000045,-0.02614471911505157
ACH-000047,-0.07259062536311348
ACH-000052,0.09874615970349218
ACH-000053,-0.05943957354484486
ACH-000054,0.05520910668338623
ACH-000055,-0.017881140610561275
ACH-000060,0.0641937355424803
ACH-000067,-0.18640096013718532
ACH-000070,-0.048674411624722816
ACH-000075,-0.26492858212578474
ACH-000078,0.028571684407811694
ACH-000082,0.028334348936654975
ACH-000085,0.04658231739422263
ACH-000086,-0.12335409892826507
ACH-000087,-0.1772066994479971
ACH-000092,-0.03988093910652669
ACH-000095,-0.09151934282297942
ACH-000097,-0.12416048724187745
ACH-000098,-0.17063979530535245
ACH-000099,-0.16618445787817426
ACH-000108,-0.07739398535304677
ACH-000113,-0.06138542617557241
ACH-000116,-0.02701722340895197
ACH-000118,-0.12502928810385158
ACH-000120,0.052873917991369326
ACH-000123,-0.04128606842172417
ACH-000127,-0.19428231097419088
ACH-000128,-0.09299388914902898
ACH-000132,-0.11568448691897006
ACH-000133,-0.02494623618159396
ACH-000137,-0.003974115570869555
ACH-000138,-0.014925730453001343
ACH-000142,0.05013208160970463
ACH-000143,-0.06791613933993007
ACH-000146,-0.0860435548773714
ACH-000148,-0.08121517456575207
ACH-000150,-0.0505114269795658
ACH-000152,0.09645863300279668
ACH-000153,-0.13151114997453556
ACH-000159,-0.16868175046679487
ACH-000160,0.034055184821777815
ACH-000163,-0.06719289867772753
ACH-000167,0.2093519679649687
ACH-000168,-0.026255748541798213
ACH-000169,-0.08573630961891557
ACH-000178,-0.10470397207610016
ACH-000183,-0.11712057210724285
ACH-000188,-0.04927247318338048
ACH-000189,-0.06645717703262671
ACH-000190,0.09578172638237696
ACH-000198,-0.036609256403297874
ACH-000203,0.10533042644091263
ACH-000204,-0.0045354485688976045
ACH-000206,-0.09387861212944996
ACH-000207,-0.07959439370394825
ACH-000208,-0.2196945951568285
ACH-000210,-0.1593814607542976
ACH-000211,-0.030133906561365224
ACH-000215,-0.037490856546080455
ACH-000221,-0.19629634903379087
ACH-000222,-0.09376940664113444
ACH-000223,0.03326757993532177
ACH-000226,-0.08552617196394821
ACH-000227,0.0018149652417650305
ACH-000228,0.03304824419000449
ACH-000231,-0.0810049403320448
ACH-000232,-0.10475704885815344
ACH-000233,-0.05218494749451705
ACH-000234,-0.0595769240663517
ACH-000235,-0.005157418991681564
ACH-000237,-0.020795695029536102
ACH-000238,0.13230937628554784
ACH-000242,-0.1765157083626352
ACH-000243,-0.08452793923648151
ACH-000244,0.21318634503288236
ACH-000246,0.012959317320698395
ACH-000248,-0.07476597078293007
ACH-000250,0.015294432623223747
ACH-000251,0.05228669415599099
ACH-000252,-0.12876860314660984
ACH-000253,0.004625233443489961
ACH-000255,-0.1017115916463262
ACH-000256,0.05433465434798722
ACH-000257,-0.0976315399262906
ACH-000258,0.06567456562688848
ACH-000259,-0.0749989928276157
ACH-000260,-0.10396756789780202
ACH-000261,-0.08410747936289621
ACH-000262,-0.03343275139568802
ACH-000263,-0.010999011941317074
ACH-000264,-0.05137082304318275
ACH-000265,-0.2285808057172374
ACH-000266,-0.004132840998333772
ACH-000272,0.008818701170792939
ACH-000274,-0.08379874791661687
ACH-000277,-0.05079779712075794
ACH-000278,0.017269933519249218
ACH-000279,-0.006190823261988386
ACH-000280,-0.12593534916851956
ACH-000281,0.11452575413967385
ACH-000288,-0.10725754319791138
ACH-000291,-0.04089633060205213
ACH-000293,-0.18603612574789816
ACH-000294,-0.02485748105630026
ACH-000295,-0.16339195578852575
ACH-000296,-0.18727272337090872
ACH-000302,-0.05053250803348268
ACH-000304,-0.16168837831604754
ACH-000307,-0.019919019965161527
ACH-000308,0.01503651834240944
ACH-000310,-0.1292365499703473
ACH-000311,-0.004278190159333133
ACH-000312,-0.04780940452526551
ACH-000315,-0.15264275756174395
ACH-000316,-0.09565915831410073
ACH-000317,0.06952739140380534
ACH-000318,0.017907095755395994
ACH-000319,-0.09197508205267448
ACH-000320,0.13093908001213975
ACH-000322,-0.039551514411571634
ACH-000323,-0.19558321846842003
ACH-000324,-0.07416585301659341
ACH-000329,-0.08207279935077877
ACH-000330,-0.0805096793976497
ACH-000331,0.0053559658296188535
ACH-000332,-0.02005239503780373
ACH-000334,-0.09260339181882553
ACH-000335,0.1429874775231
ACH-000336,-0.1398796863980857
ACH-000337,-0.04770831334423355
ACH-000338,-0.3440824838239705
ACH-000339,-0.08867651476646568
ACH-000341,-0.061775424007238726
ACH-000348,-0.0519629739962648
ACH-000350,-0.11017754695750104
ACH-000352,-0.01132528384335538
ACH-000356,-0.0904120459334393
ACH-000361,-0.19135922962770974
ACH-000362,0.057907398292847134
ACH-000363,-0.06854569373388665
ACH-000364,0.04681179955556263
ACH-000365,-0.13184633333212625
ACH-000366,-0.006332882925234396
ACH-000368,-0.07247171223053478
ACH-000374,-0.01577829550362101
ACH-000375,-0.08841450759120603
ACH-000376,-0.0009158013092268512
ACH-000381,-0.03995501713913288
ACH-000383,0.018078501815780013
ACH-000387,-0.05305342039273057
ACH-000389,-0.17092612507721694
ACH-000390,-0.1118234504341661
ACH-000393,-0.03274029633412669
ACH-000395,0.2217975992218895
ACH-000396,0.055916919911403636
ACH-000397,-0.12974856700624235
ACH-000401,-0.17372420001447175
ACH-000402,0.03473626813347763
ACH-000403,0.017595057600120832
ACH-000404,0.1180155883848119
ACH-000406,-0.07181465834807356
ACH-000407,-0.11748852012238467
ACH-000408,-0.13653890500708676
ACH-000410,-0.03011164770883175
ACH-000411,-0.08791666789151263
ACH-000414,-0.10291677169159262
ACH-000415,-0.11096525786309744
ACH-000416,-0.043730381846938296
ACH-000420,-0.24250133875064386
ACH-000421,-0.015463685043767543
ACH-000424,0.006886450408074067
ACH-000425,-0.048837060173473286
ACH-000426,-0.03865557447449635
ACH-000427,-0.030405171177080838
ACH-000433,-0.2087195474145663
ACH-000435,0.14045147922226586
ACH-000436,-0.17176380134014055
ACH-000444,-0.06254205765081912
ACH-000445,-0.18485670940510307
ACH-000448,-0.10439497654398447
ACH-000450,0.012070054096109957
ACH-000452,-0.07552803135173579
ACH-000454,-0.026849576010713246
ACH-000458,-0.06740005217394678
ACH-000459,-0.12459720355045822
ACH-000460,-0.06594538808058083
ACH-000461,-0.04049541179766893
ACH-000463,-0.09271515770859977
ACH-000464,0.04100377167393617
ACH-000466,-0.02226652015363673
ACH-000467,-0.021535683311237633
ACH-000468,-0.017462749634461403
