,TOR1B (27348)
ACH-000004,-0.011319938466853184
ACH-000005,-0.3026055505398776
ACH-000007,-0.12822051823775327
ACH-000009,-0.20658417767232948
ACH-000011,0.013460091465877014
ACH-000012,-0.10173008182101012
ACH-000013,-0.14774957391268467
ACH-000014,-0.29127992516828155
ACH-000015,-0.2142457984141904
ACH-000017,-0.08084617027359185
ACH-000018,0.14641467617658802
ACH-000019,-0.06573514428100291
ACH-000021,-0.052098949189671666
ACH-000022,-0.02158289061043099
ACH-000025,-0.015700985925441856
ACH-000028,-0.009901073331183664
ACH-000030,-0.05282040256390862
ACH-000035,0.15584755663379934
ACH-000036,-0.05577415361913927
ACH-000037,-0.20168320540256746
ACH-000039,-0.1302196096282324
ACH-000040,-0.22398467512020387
ACH-000041,-0.08283341661665865
ACH-000042,-0.08661337383455628
ACH-000045,-0.15110929616146265
ACH-000047,-0.13398089282997194
ACH-000052,-0.09057470720196104
ACH-000053,-0.04260543021338888
ACH-000054,-0.07377252958168809
ACH-000055,0.06811627255003258
ACH-000060,-0.1762496764949796
ACH-000067,-0.07995306790837615
ACH-000070,-0.10762250489678184
ACH-000075,-0.06340685370288371
ACH-000078,-0.025662300595290684
ACH-000082,-0.01898701133997117
ACH-000085,-0.25702584669359096
ACH-000086,-0.08198143508763901
ACH-000087,-0.22509441390544255
ACH-000092,0.052783025561661236
ACH-000095,-0.18108499015374316
ACH-000097,-0.056400927912302765
ACH-000098,-0.0747807772448979
ACH-000099,-0.16329701662732626
ACH-000108,-0.14036934347404112
ACH-000113,0.006525539466461322
ACH-000116,-0.14325597739670284
ACH-000118,-0.17426516206632733
ACH-000120,-0.2124185513217222
ACH-000123,-0.14946772939389474
ACH-000127,0.00989798721594353
ACH-000128,-0.0068890756963072
ACH-000132,-0.048879809742456634
ACH-000133,-0.035544911962296415
ACH-000137,-0.10281299887238654
ACH-000138,-0.1167317783238506
ACH-000142,-0.024423180064993225
ACH-000143,0.10716082017062356
ACH-000146,-0.0443122436712971
ACH-000148,-0.1621036999255099
ACH-000150,0.014683822266179085
ACH-000152,-0.16310663738218736
ACH-000153,0.09290764591595706
ACH-000159,-0.044746972770604236
ACH-000160,-0.07100155171375926
ACH-000163,-0.2316839786936265
ACH-000167,0.12961266038836686
ACH-000168,-0.11152490507720368
ACH-000169,-0.1007365566323653
ACH-000178,-0.17122102273881473
ACH-000183,-0.17849712169883108
ACH-000188,-0.04042509813623421
ACH-000189,0.034008621671566534
ACH-000190,0.1666731995242226
ACH-000198,-0.06501862435093145
ACH-000203,-0.40704898807011736
ACH-000204,-0.22274756008044788
ACH-000206,0.036584242298194514
ACH-000207,-0.19455058294626912
ACH-000208,-0.17952847150278625
ACH-000210,-0.08735543701195768
ACH-000211,-0.15442320827431105
ACH-000215,-0.04528944472987044
ACH-000221,-0.06257530036078793
ACH-000222,-0.0246270750477083
ACH-000223,0.05235686695716419
ACH-000226,-0.02695405470759818
ACH-000227,0.03416785966831851
ACH-000228,-0.032342409670255284
ACH-000231,-0.0982411357761977
ACH-000232,-0.10481389993000577
ACH-000233,0.026468458230399877
ACH-000234,-0.17634478049638766
ACH-000235,-0.08414716767583501
ACH-000237,0.017971815358949986
ACH-000238,-0.20418104572847065
ACH-000242,-0.11775114294001615
ACH-000243,-0.04829546216636686
ACH-000244,-0.016207913756685642
ACH-000246,-0.03467428604533078
ACH-000248,-0.19301907891062456
ACH-000250,-0.09920462072130656
ACH-000251,-0.06714326154701056
ACH-000252,-0.3081099439431725
ACH-000253,-0.037026155817370635
ACH-000255,-0.1956153699453181
ACH-000256,-0.06891330371173608
ACH-000257,-0.097982822595078
ACH-000258,-0.07763440824867883
ACH-000259,-0.07963456748826979
ACH-000260,-0.17538534099508984
ACH-000261,-0.09588262322608238
ACH-000262,-0.3097504308198701
ACH-000263,-0.09962920919401204
ACH-000264,-0.03533025613478637
ACH-000265,-0.014982234155753225
ACH-000266,-0.06558441347150458
ACH-000272,-0.016957651989469896
ACH-000274,-0.02991137688861079
ACH-000277,-0.0733551947321577
ACH-000278,0.020087344068852517
ACH-000279,0.0025002120611524754
ACH-000280,-0.1754078744072038
ACH-000281,-0.12709973212837206
ACH-000288,0.0736737536162113
ACH-000291,-0.1906131516561245
ACH-000293,-0.014493418195954916
ACH-000294,-0.05911740446113065
ACH-000295,-0.0854839016334242
ACH-000296,-0.2295348202984209
ACH-000302,-0.013794766037462313
ACH-000304,-0.1796531516345936
ACH-000307,0.013037092924957664
ACH-000308,-0.08471048679177154
ACH-000310,-0.1747409413274285
ACH-000311,-0.07731746467796316
ACH-000312,-0.21183577551670515
ACH-000315,-0.13277582830210766
ACH-000316,-0.15462005787469696
ACH-000317,0.013824439770218898
ACH-000318,-0.2351048345141789
ACH-000319,-0.0774559613642541
ACH-000320,-0.036866296246489086
ACH-000322,0.13457017123214968
ACH-000323,-0.19431158946014396
ACH-000324,-0.14074269395956573
ACH-000329,-0.12047026795793699
ACH-000330,-0.02788616206177833
ACH-000331,0.04234437739339757
ACH-000332,-0.02667204826049392
ACH-000334,-0.1509320320327273
ACH-000335,-0.2062479489955265
ACH-000336,0.009408204733414905
ACH-000337,-0.5183782228700405
ACH-000338,-0.19784419843215206
ACH-000339,-0.08184576021292833
ACH-000341,-0.15592166683299472
ACH-000348,-0.20155018597516647
ACH-000350,-0.14430253867667925
ACH-000352,-0.16491272827207612
ACH-000356,0.09527495174984052
ACH-000361,-0.06804532125412112
ACH-000362,-0.00484868727618524
ACH-000363,-0.19993443643899209
ACH-000364,0.021152556626176745
ACH-000365,-0.19474137251296075
ACH-000366,-0.1949296831628796
ACH-000368,0.0850326963245033
ACH-000374,0.13644138823660704
ACH-000375,-0.19766269077450416
ACH-000376,-0.01034927955887932
ACH-000381,-0.08548436609688424
ACH-000383,-0.1071395166799406
ACH-000387,-0.1290939209383699
ACH-000389,-0.22507869887371232
ACH-000390,-0.08441301312448775
ACH-000393,-0.17154784955433916
ACH-000395,-0.3289958546351965
ACH-000396,-0.025900183520081204
ACH-000397,-0.11066375018888436
ACH-000401,0.003185223148684949
ACH-000402,0.042811363832972266
ACH-000403,-0.20194620421487766
ACH-000404,0.1505675116518461
ACH-000406,-0.13111527824915906
ACH-000407,0.0881757622452538
