,TCFL5 (10732)
ACH-000004,-0.117254363513135
ACH-000005,0.013695427489713472
ACH-000007,-0.32867116480827924
ACH-000009,-0.3392353420582066
ACH-000011,-0.34131033168999764
ACH-000012,-0.2392702631436827
ACH-000013,-0.1835788984698657
ACH-000014,-0.16824339501024138
ACH-000015,-0.1440146231386962
ACH-000017,-0.09522212344144047
ACH-000018,-0.1949334317441912
ACH-000019,-0.19833895803005486
ACH-000021,-0.20277550434884964
ACH-000022,-0.1101689043759474
ACH-000025,-0.14459526232339304
ACH-000028,-0.15585044402725462
ACH-000030,-0.11466638592694063
ACH-000035,-0.2797755911662121
ACH-000036,-0.34281835562391777
ACH-000037,0.07000517658947937
ACH-000039,-0.2113557571118748
ACH-000040,-0.20166485850552
ACH-000041,0.036288679508708864
ACH-000042,-0.3457125658391947
ACH-000045,-0.12729684436374492
ACH-000047,-0.14026536134013967
ACH-000052,-0.1871905010778898
ACH-000053,-0.22062379208382335
ACH-000054,-0.19058284408887516
ACH-000055,-0.15951423440795262
ACH-000060,-0.2584300861051903
ACH-000067,-0.25351506816699376
ACH-000070,-0.19596991423739327
ACH-000075,-0.4122937230244758
ACH-000078,-0.204014203859582
ACH-000082,-0.2246858005930964
ACH-000085,-0.360866324339414
ACH-000086,-0.19147121332133005
ACH-000087,-0.2426561562650705
ACH-000092,-0.17993441900596535
ACH-000095,-0.2788492292760589
ACH-000097,-0.3141007409665922
ACH-000098,-0.10322050823535693
ACH-000099,-0.2830732299902209
ACH-000108,-0.08633349198131304
ACH-000113,-0.1847069891725056
ACH-000116,-0.2286458570094978
ACH-000118,-0.19938222141090728
ACH-000120,-0.1209281186378998
ACH-000123,-0.06193675970475261
ACH-000127,-0.21429344007208853
ACH-000128,-0.3049983450112625
ACH-000132,-0.3719848765725377
ACH-000133,-0.26984672323936626
ACH-000137,-0.03671895217355834
ACH-000138,-0.18084652853765604
ACH-000142,-0.2489669092226555
ACH-000143,-0.20047022430164546
ACH-000146,-0.13995791864816873
ACH-000148,-0.1165154426851948
ACH-000150,-0.11569545507125915
ACH-000152,-0.1989652689254538
ACH-000153,0.030252412608133744
ACH-000159,-0.2739967166678687
ACH-000160,-0.25035127272019964
ACH-000163,-0.06263800091215094
ACH-000167,-0.4008118690918402
ACH-000168,-0.060196393451906936
ACH-000169,-0.5083108826987939
ACH-000178,-0.3574866985601688
ACH-000183,-0.15525178422007604
ACH-000188,-0.21424251253866175
ACH-000189,-0.2679237638458827
ACH-000190,-0.0886134564398448
ACH-000198,-0.0780100590141423
ACH-000203,0.020762144360462944
ACH-000204,-0.2759826206876628
ACH-000206,-0.5739237486334549
ACH-000207,-0.2289102301274563
ACH-000208,-0.36741799078326304
ACH-000210,0.058153458182954976
ACH-000211,-0.24964024823977135
ACH-000215,-0.1930169537008402
ACH-000221,-0.1141458195979101
ACH-000222,-0.17755937318551634
ACH-000223,-0.3427080850427284
ACH-000226,-0.05481706257126785
ACH-000227,-0.12980138686407874
ACH-000228,-0.2694752401454832
ACH-000231,-0.22501213623739716
ACH-000232,-0.2914409421512403
ACH-000233,-0.07855195874177054
ACH-000234,-0.4753953315576588
ACH-000235,-0.19068062493427235
ACH-000237,-0.23263757061818255
ACH-000238,-0.08169933920055429
ACH-000242,-0.11497184653952035
ACH-000243,-0.2178917789347498
ACH-000244,0.10419987298215362
ACH-000246,-0.32477445734547955
ACH-000248,-0.1829776320646704
ACH-000250,-0.4015147572946339
ACH-000251,-0.21059762668605367
ACH-000252,-0.3863457597065093
ACH-000253,-0.2345879586652873
ACH-000255,-0.11008548441423432
ACH-000256,-0.177363189687745
ACH-000257,-0.18191070170043872
ACH-000258,-0.03687767347727371
ACH-000259,-0.3022575582859197
ACH-000260,-0.1925531878568136
ACH-000261,-0.18373868228523696
ACH-000262,-0.19890190560896664
ACH-000263,-0.30283197343259066
ACH-000264,-0.3477846004536723
ACH-000265,-0.13871588194441029
ACH-000266,-0.20837387277353248
ACH-000272,-0.15823349453804536
ACH-000274,-0.3190064949127255
ACH-000277,-0.25017813727050386
ACH-000278,-0.07109812190361313
ACH-000279,-0.20190962025030992
ACH-000280,-0.160338946915151
ACH-000281,-0.2415334338371612
ACH-000288,-0.20128816498010602
ACH-000291,-0.06692109548768442
ACH-000293,0.03478451939351629
ACH-000294,-0.1551270356698022
ACH-000295,-0.009631518050622994
ACH-000296,-0.2906661465099852
ACH-000302,-0.10019747405941416
ACH-000304,-0.07490595807777001
ACH-000307,-0.16294973966093246
ACH-000308,-0.2308397732757416
ACH-000310,-0.3526151031059311
ACH-000311,-0.29962311617625936
ACH-000312,-0.2084565099403977
ACH-000315,0.014639357167356724
ACH-000316,-0.11613780674785865
ACH-000317,-0.05450486648151632
ACH-000318,-0.15522347076822487
ACH-000319,-0.19837261918307306
ACH-000320,-0.5109132296107644
ACH-000322,-0.4414587188737981
ACH-000323,-0.2161561778732614
ACH-000324,-0.2517116933618198
ACH-000329,-0.3798106256813984
ACH-000330,-0.18384536704467985
ACH-000331,-0.296516509195203
ACH-000332,-0.2638802964398658
ACH-000334,-0.040148872348915336
ACH-000335,-0.16190155291668185
ACH-000336,-0.5428955493919382
ACH-000337,0.07058225652449276
ACH-000338,-0.4624995583222361
ACH-000339,-0.2237722481266932
ACH-000341,-0.2511754504857694
ACH-000348,-0.14970705910569435
ACH-000350,-0.2589313021911864
ACH-000352,-0.22070824325745056
ACH-000356,-0.2318750523133859
ACH-000361,-0.0869908100740027
ACH-000362,-0.1483377162562206
ACH-000363,-0.20212781748907413
ACH-000364,-0.011991281033175906
ACH-000365,-0.21044285886060932
ACH-000366,-0.24589373043838444
ACH-000368,-0.2945176511206313
ACH-000374,-0.1346073768215717
ACH-000375,-0.0494614674954217
ACH-000376,-0.2801115535440301
ACH-000381,-0.15692215608538504
ACH-000383,-0.2404687538798087
ACH-000387,-0.1942619895552293
ACH-000389,-0.1660601958904354
ACH-000390,-0.15006960551979545
ACH-000393,-0.2509903599312012
ACH-000395,-0.3447472737240702
ACH-000396,-0.6395309386173902
ACH-000397,-0.3266949354667386
ACH-000401,-0.02295501991831037
ACH-000402,-0.1163496631773534
ACH-000403,-0.2944914552047345
ACH-000404,-0.18917746194099727
ACH-000406,-0.15389359784259055
ACH-000407,-0.2902729034987538
ACH-000408,-0.2340664031822034
ACH-000410,-0.19753065501808
ACH-000411,-0.11579558553825227
ACH-000414,-0.1967441488691718
ACH-000415,-0.02996215747163267
ACH-000416,-0.2720592968746214
ACH-000420,-0.036571034240346016
ACH-000421,-0.19537490794390494
ACH-000424,-0.19524060778910635
ACH-000425,-0.22211070399300295
ACH-000426,-0.08809759812039734
ACH-000427,-0.2526404061297841
ACH-000433,-0.36291007825048216
ACH-000435,-0.408386929816312
ACH-000436,-0.3267872539438492
ACH-000444,0.001953735420942561
ACH-000445,-0.10295955542125056
ACH-000448,-0.2118401101652507
ACH-000450,-0.10744548559713632
ACH-000452,-0.3457959279253919
ACH-000454,-0.2577336995555081
ACH-000458,-0.14613677892509036
ACH-000459,-0.06367068967868304
ACH-000460,-0.2079414001818276
ACH-000461,-0.14619293506277287
ACH-000463,-0.261005252074236
ACH-000464,-0.2786680098884433
ACH-000466,-0.30863294261545154
ACH-000467,-0.32070157712409936
ACH-000468,-0.19742334594670224
ACH-000469,-0.26577270766184163
ACH-000470,-0.16273852452259788
ACH-000471,-0.2413894588457027
ACH-000472,-0.19707075240442234
ACH-000473,-0.17727076294262886
ACH-000475,-0.16890685004294415
ACH-000476,-0.12514241253112596
ACH-000477,-0.2327119573216757
ACH-000479,-0.007740713224665361
