,CENPP (401541)
ACH-000308,-0.8127105622466391
ACH-000310,-0.3955593715181079
ACH-000311,-0.5617788368136137
ACH-000312,-0.63247979775379
ACH-000315,-0.2422612227833248
ACH-000316,-0.5870143741856101
ACH-000317,-0.6612137380554982
ACH-000318,-0.34622505723940344
ACH-000319,-0.38073477763413177
ACH-000320,-0.33301896695606226
ACH-000322,-0.5906012973585337
ACH-000323,-0.3205305368480479
ACH-000324,-0.5765808829256364
ACH-000329,-0.3739833691602013
ACH-000330,-0.15863623111532862
ACH-000331,-0.3711070082293313
ACH-000332,-0.23627482128961755
ACH-000334,-0.2383506353487493
ACH-000335,-0.5501077971968761
ACH-000336,-0.2964548463123166
ACH-000337,-0.7986588473734896
ACH-000338,-0.2978327604710101
ACH-000339,-0.4962945194780575
ACH-000341,-0.4846649309697638
ACH-000348,-0.3706709658235509
ACH-000350,-0.36666760184094
ACH-000352,-0.17323649585463693
ACH-000356,-0.3372771619869224
ACH-000361,-0.4546344138345619
ACH-000362,-0.37662840840172107
ACH-000363,-0.12517635547939054
ACH-000364,-0.2717774216417929
ACH-000365,-0.057235753514813685
ACH-000366,-0.7075411852983439
ACH-000368,-0.2618908592352061
ACH-000374,-0.2469800723779981
ACH-000375,-0.4726230858108258
ACH-000376,-0.7354535457632863
ACH-000381,-0.6663366302729602
ACH-000383,-0.3040347693301131
ACH-000387,-0.29459511664022364
ACH-000389,-0.7756945796200119
ACH-000390,-0.5341504664172203
ACH-000393,-0.3710012537715314
ACH-000395,-0.2650059540230972
ACH-000396,-0.7091725586237142
ACH-000397,-0.7567144610698102
ACH-000401,-0.8293178858004182
ACH-000402,-0.15274413133904355
ACH-000403,-0.3184895205583909
ACH-000404,-0.7757211052300482
ACH-000406,-0.1747477339335468
ACH-000407,-0.35523250566681497
ACH-000408,-0.35568856337966914
ACH-000410,-0.2757733459562884
ACH-000411,-0.6259030046084273
ACH-000414,-0.4480083560159641
ACH-000415,-0.6249850693157991
ACH-000416,-0.4332588255154145
ACH-000420,-0.42887611158872896
ACH-000421,-0.2519023099234074
ACH-000424,-0.4421809558742223
ACH-000425,-0.5112154624107991
ACH-000426,-0.2514251611002793
ACH-000427,-0.29896508725114185
ACH-000433,-0.5206604333061384
ACH-000435,-0.4961756152305422
ACH-000436,-0.4085237003864302
ACH-000444,-0.4401573991521358
ACH-000445,-0.8056613760361315
ACH-000448,-0.5569127530111276
ACH-000450,-0.4987933904960124
ACH-000452,-0.4043782300702004
ACH-000454,-0.7348607136304316
ACH-000458,-0.2506300752534963
ACH-000459,-0.3634908438390034
ACH-000460,-0.26250252238706584
ACH-000461,-0.17627198699406424
ACH-000463,-0.4242060803666973
ACH-000464,-0.40358687179187
ACH-000466,-0.4379843158803681
ACH-000467,-0.6063001137530278
ACH-000468,-0.25525159593956376
ACH-000469,-0.2112204089409164
ACH-000470,-0.483995685715558
ACH-000471,-0.33662362253404554
ACH-000472,-0.4850986185756164
ACH-000473,-0.1553554584808971
ACH-000475,-0.17765710910940935
ACH-000476,-0.3968372212287904
ACH-000477,-0.1895924502904001
ACH-000479,-0.6806608608379318
ACH-000480,-0.4512249213397676
ACH-000481,-0.21895791191454067
ACH-000483,-0.3767906295154337
ACH-000484,-0.7685116069728561
ACH-000485,-0.1825886738912045
ACH-000486,-0.2258995965658944
ACH-000487,-0.6396380270954104
ACH-000488,-0.3691964562469909
ACH-000490,-0.5041234704748525
ACH-000491,-0.19945749756999448
ACH-000495,-0.6694739230300581
ACH-000496,-0.5893135646187817
ACH-000499,-0.35403492142470344
ACH-000500,-0.8161163977008163
ACH-000502,-0.5805194658408356
ACH-000503,-0.8895930433395709
ACH-000505,-0.2170136733144373
ACH-000507,-0.4010400797423941
ACH-000510,-0.18731377713884506
ACH-000511,-0.22930190161234004
ACH-000512,-0.3781492938214697
ACH-000516,-0.4162206433717215
ACH-000517,-0.1313338916625348
ACH-000518,-0.4460504504126353
ACH-000520,-0.5633075039752365
ACH-000521,-0.4764784003901574
ACH-000522,-0.21548935835839167
ACH-000524,-0.4637220699284648
ACH-000527,-0.3509484365053699
ACH-000528,-0.7037775284464541
ACH-000537,-0.1639452864388349
ACH-000541,-0.4193853598836252
ACH-000542,-0.5140801553893481
ACH-000544,-0.2285340753524901
ACH-000545,-0.3972716826153957
ACH-000547,-0.4538298342840087
ACH-000548,-0.8249755323876173
ACH-000549,-0.4479274104458413
ACH-000550,-0.12314502986871907
ACH-000552,-0.12351802093411784
ACH-000556,-0.3203433189264805
ACH-000557,-0.1115332518076165
ACH-000569,-0.6481841019977668
ACH-000570,-0.6665071765532687
ACH-000571,-0.3641318275504199
ACH-000573,-0.23996885130231044
ACH-000576,-0.3869834903665404
ACH-000579,-0.5280807547398542
ACH-000580,-0.29270542010863937
ACH-000584,-0.5661602700819203
ACH-000585,-0.4318703704106087
ACH-000588,-0.3305688035995762
ACH-000589,-0.29678573655352225
ACH-000591,-0.4661469864505636
ACH-000593,-0.5193842075941858
ACH-000600,-0.4292283268586171
ACH-000601,-0.08271367775269636
ACH-000605,-0.4879841009926238
ACH-000606,-0.7856829522268867
ACH-000608,-0.27731703212453085
ACH-000614,-0.26959195017242776
ACH-000616,-0.5241459939509867
ACH-000618,-0.5370519407255847
ACH-000619,-0.5963449471904747
ACH-000620,-0.16369622834891742
ACH-000621,-0.4402985172280188
ACH-000622,-0.4623093015577669
ACH-000623,-0.32816878946643097
ACH-000624,-0.2520371647959117
ACH-000627,-0.3591027566239489
ACH-000630,-0.3159255803491358
ACH-000631,-0.5407341228451893
ACH-000632,-0.5648220691489463
ACH-000633,-0.2694508411498641
ACH-000637,-0.23380241592908066
ACH-000638,-0.03651467127931653
ACH-000646,-0.4648424864404057
ACH-000647,-0.2530969277290223
ACH-000648,-0.3732631365632931
ACH-000649,-0.4601173664398687
ACH-000651,-0.1609108297626693
ACH-000652,-0.6167486449360698
ACH-000653,-0.34432015883337797
ACH-000657,-0.44373889934504906
ACH-000658,-0.2412785495095704
ACH-000661,-0.473229242856883
ACH-000662,-0.07444715907346701
ACH-000663,-0.335698629953992
ACH-000665,-0.3525997790190385
ACH-000671,-0.3749884013022082
ACH-000672,0.11501297469785042
ACH-000673,-0.4685835189498293
ACH-000676,-0.5085766761982118
ACH-000677,-0.3217169981542494
ACH-000681,-0.7651258617996418
ACH-000683,-0.3966689474204779
ACH-000684,-0.6452516017241926
ACH-000688,-0.4422833976319149
ACH-000693,-0.11653698658330056
ACH-000694,-0.4874115560897941
ACH-000695,-0.4553202020055693
ACH-000696,-0.09329544924953984
ACH-000697,-0.4765816927915213
ACH-000699,-0.397423700613935
ACH-000701,-0.3775223945986417
ACH-000706,-0.3378779225930512
ACH-000711,-0.5787908065208216
ACH-000713,-0.32631279134084745
ACH-000714,-0.7868575588227953
ACH-000718,-0.151452138691035
ACH-000720,-0.4401640389979298
ACH-000721,-0.2108720752537153
ACH-000724,-0.3441230572385793
ACH-000725,-0.3158309900220975
ACH-000732,-0.3972430330999715
ACH-000734,-0.6261085876039846
ACH-000735,-0.3483526818206041
ACH-000736,-0.48893186615264
ACH-000738,-0.7579803214566121
ACH-000746,-0.2935725268920615
ACH-000747,-0.4937660812541498
ACH-000748,-0.27368343494863845
ACH-000753,-0.4920546892015215
ACH-000756,-0.3500992065719071
ACH-000757,-0.3964089333488994
ACH-000758,-0.2017510470968052
ACH-000760,-0.5122788628924082
ACH-000762,-0.7329988697447567
ACH-000763,-0.11914797455991145
ACH-000764,-0.2999053487728642
ACH-000765,-0.6240137799411796
ACH-000766,-0.22093248186812994
ACH-000767,-0.284042284978157
ACH-000768,-0.2218798377058823
ACH-000769,-0.7158995121660117
ACH-000770,0.1324938674309449
ACH-000771,-0.7973551926117877
ACH-000773,-0.3856768648982644
ACH-000776,-0.6401813757808931
ACH-000777,-0.18705558324976646
ACH-000778,-0.3963118181391929
ACH-000781,-0.4727648675010109
ACH-000782,-0.3893492193530767
ACH-000783,-0.11885004601901887
ACH-000784,-0.3230660639422665
ACH-000785,-0.13679187274134322
ACH-000787,-0.7803122559275649
ACH-000788,-0.8098476156585713
ACH-000791,-0.5905795887730356
ACH-000792,-0.3389785608738994
ACH-000794,-0.2894833280674642
ACH-000796,-0.11859254174454227
ACH-000798,-0.3385109819271401
ACH-000799,-0.4543661093315076
ACH-000800,-0.4582316838738743
ACH-000802,-0.4236572523650779
ACH-000804,-0.4322169731565401
ACH-000805,-0.39407476328336505
ACH-000809,-0.22802009715315766
ACH-000810,-0.5357491878029669
ACH-000811,-0.4032569298848545
ACH-000817,-0.4974199882002776
ACH-000819,-0.2927853888402091
ACH-000820,-0.3833859392250061
ACH-000821,-0.3969038313439073
ACH-000822,-0.3862169139274329
ACH-000823,-0.7983041155602973
ACH-000824,-0.28801388742516937
ACH-000827,-0.7412948890450431
ACH-000829,-0.4088859962502375
ACH-000831,-0.1374796175776091
ACH-000832,-0.449998815379597
ACH-000833,-0.4715974919144214
ACH-000834,-0.4769860691247828
ACH-000835,-0.6606923184087009
ACH-000836,0.02143680956097921
ACH-000837,-0.30620594033967463
ACH-000838,-0.3999334710170362
ACH-000839,-0.5330559105687774
ACH-000840,-0.3785459190146864
ACH-000841,-0.5358468728008734
ACH-000843,-0.4869814120002201
ACH-000846,-0.8977008539824424
ACH-000847,-0.28003873265362283
ACH-000848,-0.6069756414458164
ACH-000849,-0.3389803901795502
ACH-000851,-0.44040985412670597
ACH-000855,-0.15887693430156125
ACH-000856,-0.6096020333685003
ACH-000858,-0.5726559147159749
ACH-000859,-0.3822906911134947
ACH-000861,-0.3948134447518586
ACH-000862,-0.39291652720379866
ACH-000865,-0.2517873403619843
ACH-000866,-0.9489873433710588
ACH-000867,-0.3350531388442737
ACH-000869,-0.5837608709075147
ACH-000872,-0.3235904763148583
ACH-000873,-0.4119432664724078
ACH-000876,-0.13783306760042446
ACH-000878,-0.6530336926481748
ACH-000880,-0.7868954404734875
ACH-000881,-0.5140532390660263
ACH-000882,-0.8695087975793648
ACH-000884,-0.20675035633658345
ACH-000885,-0.5644238590142611
ACH-000887,-0.04153115383355197
ACH-000889,-0.4634926424003295
ACH-000896,-0.19729124401439035
ACH-000898,-0.2362437899390043
ACH-000900,-0.1670800198046653
ACH-000901,-0.4100472664494308
ACH-000905,-0.5407447683932528
ACH-000906,-0.4873413899202212
ACH-000907,-0.6469772209191162
ACH-000910,-0.2439573033908586
ACH-000911,-0.1789335464669551
ACH-000912,-0.01395766341475239
ACH-000913,-0.5560918470360013
ACH-000915,-0.5706552357553586
ACH-000916,-0.3897541313250804
ACH-000917,-0.15089569938822786
ACH-000920,-0.314209296517357
ACH-000921,-0.08821919505801815
ACH-000924,-0.43211973380081903
ACH-000926,-0.3902668711080921
ACH-000928,-0.14566615847216186
ACH-000929,-0.5415746426600074
ACH-000932,-0.4398017244959689
ACH-000935,-0.24416078500218566
ACH-000936,-0.5792519761410521
ACH-000937,-0.4380029483485887
ACH-000938,-0.07148188980691353
ACH-000939,-0.2818933706784268
ACH-000941,-0.7386947671286254
ACH-000943,-0.18805640577804492
ACH-000946,-0.6917166304170862
ACH-000947,-0.8530285575373554
ACH-000948,-0.19643935577108654
ACH-000950,-0.6664479967874087
ACH-000953,-0.6069280274641089
ACH-000954,-0.5427413133404959
ACH-000957,-0.5709148734976878
ACH-000958,-0.16809512283380645
ACH-000960,-0.1572382093766814
ACH-000963,-0.4743710100970907
ACH-000968,-0.4508094125866204
ACH-000969,-0.4838889104278614
ACH-000972,-0.5089307569199957
ACH-000973,-0.16755408776163874
ACH-000974,-0.33357478025826154
ACH-000978,-0.2107845515765309
ACH-000984,-0.4944350419469122
ACH-000986,-0.5609584346511821
ACH-000988,-0.3103873870849341
ACH-000993,-0.35565565202625105
ACH-000994,-0.07841240512938001
ACH-000996,-0.4209074605298636
ACH-001001,-0.4979393038637154
ACH-001020,-0.5973321112212506
ACH-001028,-0.17454480015740365
ACH-001031,-0.7059291702820655
ACH-001038,-0.3502319251451184
ACH-001048,-0.4187044857993053
ACH-001050,-0.2858185759707274
ACH-001053,-0.4518051541092745
ACH-001054,-0.5377358427794179
ACH-001061,-0.476915554320248
ACH-001067,-0.5727043880494171
ACH-001075,-0.23868916094050205
ACH-001096,-0.5135999835204007
ACH-001111,-0.4439551213971864
ACH-001119,-0.2964575419008803
ACH-001128,0.1706197112320148
ACH-001134,-0.5564518906721171
ACH-001151,-0.5606079679169318
ACH-001163,-0.3223172050876767
ACH-001164,-0.6009761512001164
ACH-001183,-0.35470482638850265
ACH-001192,-0.6407426309996368
ACH-001193,-0.4480898260200023
ACH-001196,-0.6993035940841705
ACH-001197,-0.5867735235030711
ACH-001205,-0.5806475020207167
ACH-001211,-0.7691423208962012
ACH-001212,-0.7604730956454389
ACH-001228,-0.5647266520879388
ACH-001232,-0.50291491773992
ACH-001239,-0.4030346945404027
ACH-001270,-0.14825221134586114
ACH-001274,-0.4523400643335669
ACH-001275,-0.4573763913698027
ACH-001277,-0.2443300202527656
ACH-001278,-0.3618851218693117
ACH-001280,-0.055749821575447285
ACH-001283,-0.945651138784118
ACH-001289,-0.3764228984612959
ACH-001300,-0.7514518872712669
ACH-001301,-0.5868815382116288
ACH-001302,-0.5115597824575168
ACH-001306,-0.3279327240868258
ACH-001318,-0.2605367678070759
ACH-001322,-0.38369247788968897
ACH-001328,-0.63269608447158
ACH-001332,-0.4621163252515221
ACH-001336,-0.4024746606564331
ACH-001346,-0.4213764729273299
ACH-001353,-0.5641882230762026
ACH-001354,-0.5436705968105481
ACH-001367,-0.7188851425882931
ACH-001368,-0.5343718102350187
ACH-001374,-0.3117468391253785
ACH-001377,-0.1677732657042119
ACH-001380,-0.28574152332839337
ACH-001391,-0.2901614741213849
ACH-001408,-0.5616817367053145
ACH-001430,-0.3679652851209877
ACH-001431,-0.8313972248001862
ACH-001450,-0.35428905816742273
ACH-001496,-0.3506780999359044
ACH-001500,-0.21624003281384574
ACH-001523,-0.5293834777534657
ACH-001532,-0.658325137008328
ACH-001550,-0.1696287131346858
ACH-001552,-0.5627025516262646
ACH-001554,-0.569843022043487
ACH-001654,-0.12754997666258455
ACH-001735,-0.2102878507042954
ACH-001736,-0.10815650928852498
ACH-001737,0.025345381240863187
ACH-001740,-0.2176514033106717
ACH-001745,-0.3404312026790771
ACH-001765,-0.5924625163001163
