,IFIT1B (439996)
ACH-000004,-0.022298630792104413
ACH-000005,0.0012627683281933792
ACH-000007,-0.09262598845668203
ACH-000009,0.01929606549812018
ACH-000011,0.07705162222806446
ACH-000012,0.0010751695886909009
ACH-000013,-0.019993636355704357
ACH-000014,-0.17216981499347733
ACH-000015,-0.050473364329050995
ACH-000017,-0.01766851803950058
ACH-000018,-0.09960037137365373
ACH-000019,-0.01283217706112658
ACH-000021,0.037650157249157566
ACH-000022,0.0864998480607869
ACH-000025,-0.0020390381080606064
ACH-000028,-0.11979553851389435
ACH-000030,-0.07721353348713275
ACH-000035,0.03750482189454548
ACH-000036,-0.1953168284546694
ACH-000037,-0.002435333704116121
ACH-000039,-0.03660598508896637
ACH-000040,-0.0348691114967439
ACH-000041,-0.037807646601641036
ACH-000042,0.06606070291545257
ACH-000045,-0.16131898975652018
ACH-000047,0.006700525223408325
ACH-000052,0.034601042295096945
ACH-000053,0.03658104609903984
ACH-000054,0.01407189764115694
ACH-000055,-0.0157143556790482
ACH-000060,-0.05526529610595013
ACH-000067,-0.15902958308671508
ACH-000070,-0.11189971415425813
ACH-000075,-0.2583530803276229
ACH-000078,-0.09634319925528297
ACH-000082,0.07378875270524465
ACH-000085,-0.011094135154965368
ACH-000086,-0.05101025287263513
ACH-000087,-0.023494033811771432
ACH-000092,-0.01626466700790187
ACH-000095,-0.00045081245632869286
ACH-000097,0.03147183132460317
ACH-000098,-0.08525267297996443
ACH-000099,0.025055860994175595
ACH-000108,-0.042125892763652084
ACH-000113,-0.15370747818676206
ACH-000116,-0.012493354475262695
ACH-000118,0.037020180744581896
ACH-000120,-0.0559050936558958
ACH-000123,-0.06237706828173601
ACH-000127,-0.05662069233585953
ACH-000128,-0.04965156207335299
ACH-000132,0.0060088627949596895
ACH-000133,-0.005061170372773332
ACH-000137,-0.0333715448846866
ACH-000138,0.1378788615786984
ACH-000142,0.04052238399971808
ACH-000143,0.04025001079642994
ACH-000146,0.10469366903531732
ACH-000148,-0.12567526487286468
ACH-000150,-0.04652812125017295
ACH-000152,-0.12104508698701785
ACH-000153,0.0407863954162863
ACH-000159,-0.0011301860351957678
ACH-000160,-0.1373145919314725
ACH-000163,-0.06826941053479939
ACH-000167,0.02972303876710672
ACH-000168,0.008753786010817551
ACH-000169,-0.06279222865787484
ACH-000178,0.05695416417283788
ACH-000183,0.2173658934606008
ACH-000188,-0.07121071335243033
ACH-000189,-0.14103398424887334
ACH-000190,-0.05642043369360492
ACH-000198,0.042687463637745116
ACH-000203,0.13926507756854095
ACH-000204,0.002512658258203355
ACH-000206,0.043338552455063344
ACH-000207,-0.07221321084905691
ACH-000208,0.11699182231606213
ACH-000210,-0.004425500521485139
ACH-000211,-0.0735396582276105
ACH-000215,0.020757870108732927
ACH-000221,0.14149933119927752
ACH-000222,0.09121016761001227
ACH-000223,-0.08607107219856057
ACH-000226,0.05838299841703942
ACH-000227,-0.12440692645370942
ACH-000228,-0.09399555950395633
ACH-000231,-0.07805045607161283
ACH-000232,-0.010534130271179734
ACH-000233,0.034796044196970424
ACH-000234,-0.03732794872727407
ACH-000235,0.04626650276002375
ACH-000237,-0.07535757689471008
ACH-000238,0.05085401471657986
ACH-000242,-0.014385199516003932
ACH-000243,0.004320265708606469
ACH-000244,-0.13326003988569074
ACH-000246,0.039929757487618914
ACH-000248,-0.0533876290818927
ACH-000250,-0.03866380152132657
ACH-000251,-0.017812621706282637
ACH-000252,0.16122954459929936
ACH-000253,-0.06537659585209933
ACH-000255,-0.1295965518206036
ACH-000256,-0.1510245163485672
ACH-000257,0.06410755965543345
ACH-000258,-0.05602347356503284
ACH-000259,0.011645033157988148
ACH-000260,0.05597111995915462
ACH-000261,0.009577501562208294
ACH-000262,-0.1105215524851956
ACH-000263,-0.14570561008012411
ACH-000264,-0.0020802692525213663
ACH-000265,-0.0955502189600627
ACH-000266,0.018260183040366147
ACH-000272,0.03638839319361375
ACH-000274,0.07984315228977794
ACH-000277,-0.04959881663584603
ACH-000278,-0.02178084988888944
ACH-000279,0.046267244710684066
ACH-000280,-0.06596169600436375
ACH-000281,0.05323149406228867
ACH-000288,-0.012734464313059326
ACH-000291,0.08888287782812762
ACH-000293,-0.07582042856359225
ACH-000294,0.05799517098754861
ACH-000295,-0.05119506246656465
ACH-000296,0.09505027362951676
ACH-000302,-0.06408878952615146
ACH-000304,0.0609815820955163
ACH-000307,0.024555640925542386
ACH-000308,0.006456816900050322
ACH-000310,-0.025953689281058814
ACH-000311,0.09252140507477916
ACH-000312,-0.03198175539844283
ACH-000315,-0.03437402769820982
ACH-000316,-0.001424501214441199
ACH-000317,-0.08276499746224529
ACH-000318,-0.1539968338677008
ACH-000319,-0.1208880036781989
ACH-000320,-0.11037044377969
ACH-000322,0.016288991969530736
ACH-000323,-0.13703840428198294
ACH-000324,-0.00792476609320532
ACH-000329,-0.02839948330231194
ACH-000330,-0.0971256419911879
ACH-000331,-0.0061648299827847105
ACH-000332,0.060248896435210926
ACH-000334,0.07659199090724564
ACH-000335,-0.0464194828394276
ACH-000336,-0.05133668406927167
ACH-000337,-0.15931076575180664
ACH-000338,0.2315628018233453
ACH-000339,0.037193512903985225
ACH-000341,-0.0893206534324302
ACH-000348,-0.05164158324744031
ACH-000350,0.06977955184786395
ACH-000352,-0.08790875369285228
ACH-000356,0.006190957570703293
ACH-000361,-0.02701192235851415
ACH-000362,0.019400906583502516
ACH-000363,0.1033416667961737
ACH-000364,0.0351109954906374
ACH-000365,-0.06004961174315319
ACH-000366,-0.09574715535538697
ACH-000368,0.04744456719966782
ACH-000374,-0.03924854188937445
ACH-000375,0.0579425348543912
ACH-000376,-0.0362918385372223
ACH-000381,-0.011206397470100004
ACH-000383,0.03474082298849045
ACH-000387,-0.00902385707696102
ACH-000389,-0.036207373559001464
ACH-000390,-0.0073889450262323315
ACH-000393,-0.0028809025174962944
ACH-000395,-0.015078323599730112
ACH-000396,-0.021655655902936048
ACH-000397,-0.032890318522746084
ACH-000401,-0.1061149644660694
ACH-000402,-0.022979518343792197
ACH-000403,-0.045355519687102136
ACH-000404,-0.01675116048236538
ACH-000406,0.004597269580188597
ACH-000407,-0.06659144965620763
ACH-000408,-0.15467393656753264
ACH-000410,-0.012256248302200557
ACH-000411,-0.07441662524850139
ACH-000414,-0.008649969225184073
ACH-000415,-0.1227676183203381
ACH-000416,-0.016033817064598475
ACH-000420,-0.07411651395464854
ACH-000421,-0.05698217149829452
ACH-000424,-0.09813100895890263
