,CDK19 (23097)
ACH-000004,-0.01662486512225799
ACH-000005,-0.26959848731926944
ACH-000007,-0.011508205113164008
ACH-000009,0.09329662201069823
ACH-000011,-0.22814515208427485
ACH-000012,-0.0009596172692555287
ACH-000013,-0.15652308255813868
ACH-000014,-0.0077753157784857625
ACH-000015,0.0409669847384673
ACH-000017,-0.11957549538142308
ACH-000018,-0.28704614106132864
ACH-000019,-0.1676211280211079
ACH-000021,-0.08986062783001088
ACH-000022,-0.01688707385317231
ACH-000025,-0.015409439181502498
ACH-000028,-0.1607766645399329
ACH-000030,-0.04143825030776866
ACH-000035,0.0935721306317933
ACH-000036,-0.060434070213910875
ACH-000037,0.13611638480685254
ACH-000039,-0.06617630098537954
ACH-000040,-0.13666233806546438
ACH-000041,-0.04621989279629225
ACH-000042,-0.0995712372874639
ACH-000045,-0.14425506541216926
ACH-000047,-0.12367928583673153
ACH-000052,-0.02155725248506523
ACH-000053,-0.031650904291671084
ACH-000054,-0.05127364692643184
ACH-000055,-0.05312803591475045
ACH-000060,-0.07601600820277275
ACH-000067,-0.0629609003102486
ACH-000070,0.09372330199327536
ACH-000075,0.05889617631349329
ACH-000078,-0.21392404272554574
ACH-000082,-0.0773931587306997
ACH-000085,-0.08898897556904121
ACH-000086,-0.030850860433922805
ACH-000087,-0.28853940568294384
ACH-000092,-0.052063249632665
ACH-000095,-0.032449185743032995
ACH-000097,0.03738389339108121
ACH-000098,-0.05391612170921481
ACH-000099,-0.2023038459756196
ACH-000108,0.03312439899376999
ACH-000113,-0.13624904919686806
ACH-000116,-0.1215681249447714
ACH-000118,-0.09303924533572573
ACH-000120,-0.08119756423979338
ACH-000123,0.07694141961529664
ACH-000127,-0.03653708525521187
ACH-000128,0.00446685532040312
ACH-000132,-0.18346763598127305
ACH-000133,-0.08443301621188652
ACH-000137,-0.05923483114865598
ACH-000138,0.11132170279714096
ACH-000142,0.15350753108594467
ACH-000143,-0.2617897765651469
ACH-000146,-0.220477124725534
ACH-000148,0.09795415577719127
ACH-000150,-0.06295073114013547
ACH-000152,-0.018176089548590138
ACH-000153,0.033113188452588545
ACH-000159,-0.08670516635195506
ACH-000160,0.121998164687669
ACH-000163,0.017890784379332357
ACH-000167,0.11293863893213735
ACH-000168,0.019699708972846626
ACH-000169,-0.04441564350645076
ACH-000178,-0.11151050827623876
ACH-000183,0.058223051527230986
ACH-000188,-0.011992866857015526
ACH-000189,-0.018529759846561043
ACH-000190,-0.10899360307139117
ACH-000198,-0.21317933645915
ACH-000203,-0.06153304430780606
ACH-000204,-0.00763526175047468
ACH-000206,-0.3253332430849274
ACH-000207,-0.11600129795383544
ACH-000208,-0.24123189944674156
ACH-000210,-0.3738435457522426
ACH-000211,-0.0631792726206071
ACH-000215,-0.09884863808146642
ACH-000221,0.08173013221176413
ACH-000222,-0.24475185530842386
ACH-000223,-0.21556059788969567
ACH-000226,0.06214107991823965
ACH-000227,-0.05833045697750117
ACH-000228,0.019451733666198803
ACH-000231,-0.05973138194333515
ACH-000232,-0.1405192410464998
ACH-000233,-0.15456813993029206
ACH-000234,-0.0009121943714858024
ACH-000235,-0.1128399430241312
ACH-000237,-0.05937420715706816
ACH-000238,0.08014667702713263
ACH-000242,0.05248887539908785
ACH-000243,-0.013980844147904277
ACH-000244,0.22014014849979607
ACH-000246,-0.08454142237181267
ACH-000248,-0.08502862339639902
ACH-000250,-0.06584925199034165
ACH-000251,-0.3980777518008773
ACH-000252,0.015715420407969274
ACH-000253,-0.023400574711372427
ACH-000255,-0.12349064575192925
ACH-000256,-0.05191646264523909
ACH-000257,-0.058567736404556564
ACH-000258,-0.03937288805844702
ACH-000259,-0.13701050495296355
ACH-000260,-0.008250082782845768
ACH-000261,-0.014647814079880271
ACH-000262,0.0093180746157864
ACH-000263,-0.2985860477042953
ACH-000264,-0.10935465918958168
ACH-000265,-0.021724537075060876
ACH-000266,-0.10396071394045553
ACH-000272,-0.13836766745057122
ACH-000274,-0.12334420827995793
