,HCRTR1 (3061)
ACH-000004,-0.4806493685040141
ACH-000005,-0.06800954975649022
ACH-000007,-0.4246313354219977
ACH-000009,-0.3639677100347256
ACH-000011,-0.23569608713687995
ACH-000012,-0.302588856285625
ACH-000013,-0.3206856510398653
ACH-000014,-0.35648649384771863
ACH-000015,-0.3336885328272693
ACH-000017,-0.3528111976872409
ACH-000018,-0.4793195664080042
ACH-000019,-0.5371238187373294
ACH-000021,-0.2643661594051285
ACH-000022,-0.3100518527285449
ACH-000025,-0.3396014494584861
ACH-000028,-0.3485331230292626
ACH-000030,-0.3086005684468494
ACH-000035,-0.48713510590998904
ACH-000036,-0.3390369497563707
ACH-000037,-0.30224738633234194
ACH-000039,-0.4875918598750832
ACH-000040,-0.5441272660315444
ACH-000041,-0.16843580470884265
ACH-000042,-0.34800445677634545
ACH-000045,-0.3607064592873582
ACH-000047,-0.39796050715547976
ACH-000052,-0.4617602399797621
ACH-000053,-0.3752693209471892
ACH-000054,-0.36991049089997385
ACH-000055,-0.31587911561891546
ACH-000060,-0.3984851946538477
ACH-000067,-0.4562491476815416
ACH-000070,-0.3212726694869975
ACH-000075,-0.7978800468398686
ACH-000078,-0.418462132267289
ACH-000082,-0.5381768432547761
ACH-000085,-0.5293779288352253
ACH-000086,-0.36917526638948334
ACH-000087,-0.4248807004586728
ACH-000092,-0.4940192019861076
ACH-000095,-0.44087484537597627
ACH-000097,-0.3410504956504107
ACH-000098,-0.4256297984517031
ACH-000099,-0.3295912748821867
ACH-000108,-0.4511301758909058
ACH-000113,-0.6107180653162138
ACH-000116,-0.3486142442221967
ACH-000118,-0.25673471790777264
ACH-000120,-0.3811360959630227
ACH-000123,-0.3793177334445233
ACH-000127,-0.3887154084895557
ACH-000128,-0.4466018265946181
ACH-000132,-0.3305560124106218
ACH-000133,-0.4687374140753524
ACH-000137,-0.4543721906035466
ACH-000138,-0.3555056231246794
ACH-000142,-0.6115473920227268
ACH-000143,-0.3472947308231076
ACH-000146,-0.14697424280234792
ACH-000148,-0.2868010821969297
ACH-000150,-0.5436153926934357
ACH-000152,-0.4983037542270304
ACH-000153,-0.28827090065310623
ACH-000159,-0.4209205201005304
ACH-000160,-0.3111604671363405
ACH-000163,-0.3842541215891574
ACH-000167,-0.07633986769777665
ACH-000168,-0.4129273499786676
ACH-000169,-0.4195653603939816
ACH-000178,-0.36915342759730657
ACH-000183,-0.547947728863783
ACH-000188,-0.4773534451145266
ACH-000189,-0.7066903414000785
ACH-000190,-0.060154361491888714
ACH-000198,-0.4984716050962332
ACH-000203,-0.2343931771308697
ACH-000204,-0.4612957343081887
ACH-000206,-0.2850883392465772
ACH-000207,-0.18360765660841785
ACH-000208,-0.4088197962844115
ACH-000210,-0.13388315637871304
ACH-000211,-0.3395940043693247
ACH-000215,-0.34207218954198304
ACH-000221,-0.3850740382975106
ACH-000222,-0.380050131393996
ACH-000223,-0.4498993405277921
ACH-000226,-0.2712673436082717
ACH-000227,-0.4545999553162131
ACH-000228,-0.4847890091910788
ACH-000231,-0.3548405994847837
ACH-000232,-0.21284450669986685
ACH-000233,-0.33691787751416835
ACH-000234,-0.577847681877337
ACH-000235,-0.37126900691632736
ACH-000237,-0.5012234729910592
ACH-000238,-0.4836494887724524
ACH-000242,0.2909798417551873
ACH-000243,-0.28742122755117266
ACH-000244,-0.3814777940506096
ACH-000246,-0.42464034724826394
ACH-000248,-0.6981643080015661
ACH-000250,-0.3459666443006256
ACH-000251,-0.3364303734278858
ACH-000252,-0.2805342564556131
ACH-000253,-0.3395859306001613
ACH-000255,-0.3646810308577124
ACH-000256,-0.18690599820345974
ACH-000257,-0.4919423214968366
ACH-000258,-0.4523204172642493
ACH-000259,-0.37782179484813294
ACH-000260,-0.32133601837938786
ACH-000261,-0.36874330798548
ACH-000262,-0.4232658262849064
ACH-000263,-0.599794156774462
ACH-000264,-0.3598633375906704
ACH-000265,-0.4657665136877827
ACH-000266,-0.3777533516950096
ACH-000272,-0.3607554867352344
ACH-000274,-0.4653999044112926
ACH-000277,-0.5307111319649503
ACH-000278,-0.4845501370057751
ACH-000279,-0.30556693628018977
ACH-000280,-0.4424610725427561
ACH-000281,-0.3014474114737957
ACH-000288,-0.5066049080449966
ACH-000291,-0.3479956248360266
ACH-000293,-0.4049148082984826
ACH-000294,-0.5111388771718649
ACH-000295,-0.25588195124436475
ACH-000296,-0.5056740701711115
ACH-000302,-0.4902234189498714
ACH-000304,-0.1126567955529719
ACH-000307,-0.5207636234445203
ACH-000308,-0.3311561521557976
ACH-000310,-0.4842199234124618
ACH-000311,-0.3345020787680609
ACH-000312,-0.3565024236033489
ACH-000315,-0.5033534099047461
ACH-000316,-0.3131418608592685
ACH-000317,-0.06039303710297291
ACH-000318,-0.09131423761560396
ACH-000319,-0.28996533768615845
ACH-000320,-0.3978190192153001
ACH-000322,-0.3542851806361068
ACH-000323,-0.4379848181237986
ACH-000324,-0.37795135216705306
ACH-000329,-0.4153164260943621
ACH-000330,-0.3255222519674989
ACH-000331,-0.387958706568476
ACH-000332,-0.40878199748892335
ACH-000334,-0.6193265458709926
ACH-000335,-0.4293430005845453
ACH-000336,-0.3243367274925781
ACH-000337,-0.18679479334970928
ACH-000338,-0.1404551425166896
ACH-000339,-0.3194567648388274
ACH-000341,-0.2331566754812953
ACH-000348,-0.3509713871630549
ACH-000350,-0.3244596147937753
ACH-000352,-0.2805708549017257
ACH-000356,-0.4241243995786606
ACH-000361,-0.5492663842491591
ACH-000362,-0.3433493997821689
ACH-000363,-0.4400197521630828
ACH-000364,-0.3777857217396252
ACH-000365,-0.4672371943482664
ACH-000366,-0.5536345541665988
ACH-000368,-0.5288979179307164
ACH-000374,-0.3956998136699911
ACH-000375,-0.2510941125659591
ACH-000376,-0.32350896601368273
ACH-000381,-0.4495060272275982
ACH-000383,-0.3966122368391317
ACH-000387,-0.5150723266108351
