,ELAVL2 (1993)
ACH-000004,-0.002672859067131407
ACH-000005,0.11269359398329415
ACH-000007,-0.26753983891441896
ACH-000009,-0.09946413130838104
ACH-000011,0.039312510577577536
ACH-000012,0.1240063497203696
ACH-000013,0.23223166576707266
ACH-000014,0.15747878472665355
ACH-000015,-0.03219770795732239
ACH-000017,0.16037782452859758
ACH-000018,-0.03872742180025345
ACH-000019,0.14769417959122585
ACH-000021,0.032975955223099755
ACH-000022,0.07107639666667613
ACH-000025,0.003168424868601991
ACH-000028,0.000933592459152316
ACH-000030,0.043024074878072055
ACH-000035,0.056193803018067416
ACH-000036,-0.04025834479762072
ACH-000037,0.15404868630860266
ACH-000039,0.11922226267568807
ACH-000040,0.02227023026742702
ACH-000041,0.11937930037831955
ACH-000042,0.05963242000372197
ACH-000045,0.11602127775311714
ACH-000047,0.08671831484691554
ACH-000052,0.13220587162944825
ACH-000053,0.034499952528406784
ACH-000054,0.04389302044216488
ACH-000055,0.20028884823236745
ACH-000060,0.1128364522307444
ACH-000067,0.08151317988373136
ACH-000070,-0.018187633937544457
ACH-000075,-0.10756510831413643
ACH-000078,0.1203584756045223
ACH-000082,0.02343668295917409
ACH-000085,0.062018134238039827
ACH-000086,0.06432500765060224
ACH-000087,-0.013510399348040741
ACH-000092,0.08476753053317143
ACH-000095,-0.12881963045911635
ACH-000097,-0.036432421699164295
ACH-000098,0.029692571243915455
ACH-000099,0.1740669269403974
ACH-000108,0.09130584291483916
ACH-000113,0.10325141817926156
ACH-000116,0.14573118241669886
ACH-000118,-0.000270952432229187
ACH-000120,0.18616566521849034
ACH-000123,-0.03473503282376925
ACH-000127,0.136835819417175
ACH-000128,-0.0006899829848878406
ACH-000132,-0.03201744762671881
ACH-000133,0.15977273405747006
ACH-000137,0.17202456740914054
ACH-000138,0.01090139691259474
ACH-000142,0.1535584682592907
ACH-000143,0.1152989055707103
ACH-000146,0.0980140147254272
ACH-000148,-0.03834419158944757
ACH-000150,0.0038734452433709077
ACH-000152,0.12407431312536325
ACH-000153,0.11000940860265182
ACH-000159,-0.012386913315098795
ACH-000160,0.02520305458778581
ACH-000163,0.059849374898895816
ACH-000167,0.14147675393025336
ACH-000168,-0.0757836385589183
ACH-000169,-0.06463440529744993
ACH-000178,0.105490806906163
ACH-000183,0.13042132934029704
ACH-000188,0.05407359884151163
ACH-000189,0.012332974649812155
ACH-000190,-0.0871919842608184
ACH-000198,0.18034381558653848
ACH-000203,-0.2496835669806444
ACH-000204,0.08461036425182038
