,PIK3R2 (5296)
ACH-000004,-0.3522253385347672
ACH-000005,-0.08794451282585176
ACH-000007,-0.176831527548749
ACH-000009,-0.08049222128350769
ACH-000011,-0.23556057186215554
ACH-000012,-0.20992378231051115
ACH-000013,-0.05798594086264083
ACH-000014,-0.25365685210481376
ACH-000015,-0.3762173461958708
ACH-000017,-0.08135284097577436
ACH-000018,-0.2107673452156893
ACH-000019,-0.27171451460881524
ACH-000021,-0.21215848798163744
ACH-000022,-0.27560390010424124
ACH-000025,-0.18660169101628346
ACH-000028,-0.34143404469101346
ACH-000030,-0.21024773710874595
ACH-000035,-0.4252443001855396
ACH-000036,0.06699834667262386
ACH-000037,-0.3093323032511931
ACH-000039,-0.26680589778093505
ACH-000040,-0.08796344666148978
ACH-000041,-0.2189968078246005
ACH-000042,-0.3495476711321692
ACH-000045,-0.2500857224725515
ACH-000047,-0.2317391536690785
ACH-000052,-0.4981914936171492
ACH-000053,-0.26787081010420555
ACH-000054,-0.18757413784019686
ACH-000055,-0.3259910141501755
ACH-000060,-0.22703608527624544
ACH-000067,-0.07197915646387514
ACH-000070,-0.19162564376090546
ACH-000075,-0.08467637832426987
ACH-000078,-0.22040676428752448
ACH-000082,-0.23262751766151776
ACH-000085,-0.13970246685126692
ACH-000086,-0.22441038912819394
ACH-000087,-0.11171079576052084
ACH-000092,-0.29745792093090784
ACH-000095,-0.1955239040531315
ACH-000097,-0.16630427277404655
ACH-000098,-0.08212853432678179
ACH-000099,-0.2027855205134594
ACH-000108,-0.2794686992778933
ACH-000113,-0.13948227511019526
ACH-000116,-0.22177093800999428
ACH-000118,-0.17903090613083222
ACH-000120,-0.12262537787789946
ACH-000123,-0.16553495473759178
ACH-000127,-0.21878429008843125
ACH-000128,-0.23905865965499115
ACH-000132,-0.032819222145005864
ACH-000133,-0.10447286306406328
ACH-000137,-0.1699735552443294
ACH-000138,-0.33148939323270915
ACH-000142,-0.21886324208542404
ACH-000143,-0.1324928866579268
ACH-000146,-0.2516691002749162
ACH-000148,-0.07161865022733807
ACH-000150,-0.26003384555795234
ACH-000152,-0.09785079441352004
ACH-000153,-0.2524659327210968
ACH-000159,-0.2489509868749216
ACH-000160,-0.022049060783202675
ACH-000163,-0.14783373907554426
ACH-000167,-0.32614589305633696
ACH-000168,-0.19971914182510173
ACH-000169,-0.19689323090510288
ACH-000178,-0.2289151256611877
ACH-000183,-0.23285349284190174
ACH-000188,-0.2668323480108316
ACH-000189,-0.15880741449825414
ACH-000190,-0.1150824078230508
ACH-000198,-0.4464447279580534
ACH-000203,-0.5927540465793774
ACH-000204,-0.16516388147084587
ACH-000206,-0.02676238886361549
ACH-000207,-0.3611109116799608
ACH-000208,-0.3756763938353893
ACH-000210,-0.04900748250657605
ACH-000211,-0.012311643876203392
ACH-000215,-0.04295727490604128
ACH-000221,-0.16923851355657407
ACH-000222,-0.2086889511087146
ACH-000223,-0.07157423164113548
ACH-000226,-0.18180853163749885
ACH-000227,-0.2297209774534673
ACH-000228,-0.2322183939776285
ACH-000231,-0.06853996716216733
ACH-000232,-0.01567851241222454
ACH-000233,-0.13806025009293446
ACH-000234,-0.3397340132422001
ACH-000235,-0.2618763048806894
ACH-000237,-0.23183950890786115
ACH-000238,-0.1558721581301151
ACH-000242,-0.018177340162414842
ACH-000243,-0.11474416284441942
ACH-000244,-0.327287686413103
ACH-000246,-0.26819074873397314
ACH-000248,-0.1738827878162796
ACH-000250,-0.3077096270870481
ACH-000251,0.025564180846401927
ACH-000252,-0.1710103106360098
ACH-000253,-0.1952611507385119
ACH-000255,-0.3756208335709131
ACH-000256,-0.13404954024931448
ACH-000257,-0.06746145354647147
ACH-000258,-0.09418628676527063
ACH-000259,-0.11997747522242536
ACH-000260,-0.18379725824736864
ACH-000261,-0.2488376686780491
ACH-000262,0.013624331755759287
ACH-000263,-0.19202752050339836
ACH-000264,-0.032417124517233095
ACH-000265,-0.1400545248885648
ACH-000266,-0.289486287751722
ACH-000272,-0.4169519961619491
ACH-000274,-0.0823329723615655
ACH-000277,-0.23959143400471386
ACH-000278,-0.07382813147333503
ACH-000279,-0.004876351801135834
ACH-000280,-0.4694602649159138
ACH-000281,-0.21227809148835586
ACH-000288,-0.17163967126572485
ACH-000291,-0.3541401021451749
ACH-000293,-0.24692186416344386
ACH-000294,-0.16967548035238475
ACH-000295,-0.4006263998174813
ACH-000296,-0.03210272311620328
ACH-000302,-0.4212865473491109
ACH-000304,-0.20714324618518695
ACH-000307,-0.27884688657647266
ACH-000308,-0.14429026963098918
ACH-000310,-0.1747046953005178
ACH-000311,-0.1317748124221137
ACH-000312,-0.10124022571907204
ACH-000315,-0.0989630387213323
ACH-000316,-0.1836613588270942
ACH-000317,-0.3989389065431214
ACH-000318,-0.2501604312439701
ACH-000319,-0.35324237253093144
ACH-000320,-0.293344009072391
ACH-000322,0.06300744256247978
ACH-000323,-0.12009614621385828
ACH-000324,-0.2359920963517216
ACH-000329,-0.008649440743694062
ACH-000330,-0.4907034515751986
ACH-000331,-0.1730007808299227
ACH-000332,-0.13457327546836725
ACH-000334,-0.13561698533754546
ACH-000335,-0.23628900779382375
ACH-000336,-0.1788432331843616
ACH-000337,-0.2656908423777454
ACH-000338,-0.041330271517133935
ACH-000339,-0.10439398564612452
ACH-000341,-0.3334565087966317
ACH-000348,-0.12545099777732202
ACH-000350,-0.11836533071840945
ACH-000352,-0.216344603930968
ACH-000356,-0.11974433477735205
ACH-000361,-0.3942598666610404
ACH-000362,-0.182759066347342
ACH-000363,-0.11203001447841048
ACH-000364,-0.320541678186847
ACH-000365,-0.15598051990138215
ACH-000366,-0.39873657330028783
ACH-000368,-0.10696671808215956
ACH-000374,-0.3181854602801176
ACH-000375,-0.4912548364720933
ACH-000376,0.054973036802636134
ACH-000381,-0.0770163368890524
ACH-000383,-0.2175259361077985
ACH-000387,-0.017324233820586357
ACH-000389,0.21002719003498352
ACH-000390,-0.2676928641761072
ACH-000393,-0.14376605460199118
ACH-000395,-0.3967301134875418
ACH-000396,-0.3925392448903812
ACH-000397,-0.1956589219256351
ACH-000401,-0.042998743286930964
ACH-000402,-0.4004555597156684
ACH-000403,-0.22959201454481665
ACH-000404,0.015621865771536975
ACH-000406,-0.20050374615017036
ACH-000407,-0.0949094964567107
ACH-000408,-0.34975635951056844
ACH-000410,-0.4049678268028699
ACH-000411,-0.13852671386718546
ACH-000414,-0.23412428489331724
