,RSU1 (6251)
ACH-000004,-0.17450727604539998
ACH-000005,-0.5341636395973273
ACH-000007,-0.3818042719287403
ACH-000009,-0.157227216688864
ACH-000011,-0.3196901704326683
ACH-000012,-0.4161131104662935
ACH-000013,-0.0975839060119386
ACH-000014,-0.08701721891750132
ACH-000015,-0.22127817665332747
ACH-000017,-0.2698178517476149
ACH-000018,-0.5353356720660409
ACH-000019,0.02066820842287557
ACH-000021,-0.3138543723623665
ACH-000022,-0.10407504895832707
ACH-000025,-0.4166602436799439
ACH-000028,-0.13525375291675734
ACH-000030,-0.4543328601066876
ACH-000035,-0.2361742893174573
ACH-000036,-0.33924770248013963
ACH-000037,-0.1898759619382861
ACH-000039,-0.13958838208228194
ACH-000040,-0.3258218670742447
ACH-000041,-0.19054638609261126
ACH-000042,-0.2341778096025902
ACH-000045,-0.09708003803411512
ACH-000047,-0.3498906935046524
ACH-000052,-0.19075660792682067
ACH-000053,-0.009374055320189222
ACH-000054,-0.5567114938827229
ACH-000055,-0.1691202169896273
ACH-000060,-0.6212162471872031
ACH-000067,-0.3406827365458283
ACH-000070,-0.2022120503912764
ACH-000075,-0.17046199735130582
ACH-000078,-0.16834598312963564
ACH-000082,-0.15820183724227815
ACH-000085,-0.40960563598834254
ACH-000086,-0.17041987294249222
ACH-000087,-0.2698835432592221
ACH-000092,-0.21450679046723992
ACH-000095,-0.16813358257131286
ACH-000097,-0.2701861202067339
ACH-000098,-0.5352213611432304
ACH-000099,-0.18700249869629787
ACH-000108,-0.18494794726853345
ACH-000113,-0.1569842418470751
ACH-000116,-0.2580008898811323
ACH-000118,-0.3487555247304806
ACH-000120,-0.27713007597810296
ACH-000123,-0.21730741938838055
ACH-000127,-0.4558426670539821
ACH-000128,-0.08373775582694011
ACH-000132,-0.4664636739497886
ACH-000133,-0.2310991301239672
ACH-000137,-0.14592539446134814
ACH-000138,-0.3471767951292763
ACH-000142,-0.13405562586528785
ACH-000143,-0.355162953280098
ACH-000146,-0.091228288304345
ACH-000148,-0.3445738520034567
ACH-000150,-0.31752657017868857
ACH-000152,-0.1661666694978333
ACH-000153,-0.0748364687123372
ACH-000159,-0.14234507824385767
ACH-000160,-0.2584396009620278
ACH-000163,-0.09053251739603377
ACH-000167,-0.10675830329930452
ACH-000168,-0.2650161275194311
ACH-000169,-0.18968598874983494
ACH-000178,-0.4956424665896733
ACH-000183,-0.2516778528478747
ACH-000188,-0.3252315561261557
ACH-000189,-0.4856032517289946
ACH-000190,-0.323630185525414
ACH-000198,-0.19873267478119155
ACH-000203,-0.3841839573702273
ACH-000204,-0.1466277997147365
ACH-000206,-0.162955657014616
ACH-000207,-0.22703792450158425
ACH-000208,-0.11739369022531912
ACH-000210,-0.672168903364912
ACH-000211,-0.11669600215708174
ACH-000215,-0.3177801920051329
ACH-000221,-0.07296851084085691
ACH-000222,-0.2675036038331047
ACH-000223,-0.20438184517771796
ACH-000226,-0.1292681320385897
ACH-000227,-0.1666067242099588
ACH-000228,-0.3164228073031078
ACH-000231,-0.2072486762409124
ACH-000232,-0.3846016415626992
ACH-000233,-0.1029262036801211
ACH-000234,-0.08767090687540346
ACH-000235,-0.3996987041139545
ACH-000237,-0.3117389449424099
ACH-000238,-0.010425010299551705
ACH-000242,-0.17606548498127886
ACH-000243,-0.194548993336673
ACH-000244,-0.1269601018725907
ACH-000246,-0.18054352217169733
ACH-000248,-0.16646595936027592
ACH-000250,-0.16681558748941544
ACH-000251,-0.3996348630271093
ACH-000252,-0.10132851164894592
ACH-000253,-0.135846669348266
ACH-000255,-0.1890824302957716
ACH-000256,-0.12792662518698894
ACH-000257,-0.221518386622374
ACH-000258,0.0493141601479279
ACH-000259,-0.17913961849830595
ACH-000260,-0.24029045343939925
ACH-000261,-0.14953398041775076
ACH-000262,-0.3303522985031525
ACH-000263,0.03580334583695249
ACH-000264,-0.11883772051710945
ACH-000265,-0.13235504803914466
ACH-000266,-0.29922957629048663
ACH-000272,-0.29709939283398745
ACH-000274,-0.3510372670923623
ACH-000277,-0.008142609695399889
ACH-000278,-0.23560802948333034
ACH-000279,-0.18018171398743432
ACH-000280,-0.3067728719344333
ACH-000281,-0.4190132575858481
ACH-000288,-0.3395563806817537
ACH-000291,-0.19845282265645467
ACH-000293,-0.21596991774773253
ACH-000294,-0.35685322190438656
ACH-000295,-0.13134231932380427
ACH-000296,-0.26526253971281616
ACH-000302,-0.2699862914678042
ACH-000304,-0.1407666741143719
ACH-000307,-0.41387485712029976
ACH-000308,-0.2212821704262759
ACH-000310,-0.1970357631245581
ACH-000311,-0.31853541980353073
ACH-000312,-0.09712202293133504
ACH-000315,-0.1484289121940983
ACH-000316,-0.20701452797725264
ACH-000317,-0.10060789307526688
ACH-000318,-0.2263635808650843
ACH-000319,-0.36007571497972996
ACH-000320,-0.15209320457631526
ACH-000322,-0.270998723859842
ACH-000323,-0.2889641412018309
ACH-000324,-0.3366256499627536
ACH-000329,-0.15747906412772034
ACH-000330,-0.13788198309962338
ACH-000331,-0.3933120464288114
ACH-000332,-0.4730122826821605
ACH-000334,-0.2297406770169328
ACH-000335,-0.062265650527499536
ACH-000336,-0.3435147325070403
ACH-000337,-0.2694905481477604
ACH-000338,-0.30827095899656165
ACH-000339,-0.4408091204768395
ACH-000341,-0.18030698342305188
ACH-000348,-0.3461811283580573
ACH-000350,-0.09100206502019613
ACH-000352,-0.06293988033549162
ACH-000356,-0.4036321899962251
ACH-000361,-0.20042585283818204
ACH-000362,-0.2594418055852193
ACH-000363,-0.15581508415248016
ACH-000364,-0.08831621328631972
ACH-000365,-0.2327700557628459
ACH-000366,-0.10248879696398833
ACH-000368,-0.3448323076028199
ACH-000374,-0.12475102573061465
ACH-000375,-0.3443621410910462
ACH-000376,-0.310711159846868
ACH-000381,-0.22657570976426186
ACH-000383,-0.09136488425549293
ACH-000387,-0.21090557474841493
ACH-000389,-0.5240224260078105
ACH-000390,-0.18358010338712685
ACH-000393,-0.34405112085991063
ACH-000395,-0.7515803723675497
ACH-000396,-0.1195441581898715
ACH-000397,-0.4197292988555699
ACH-000401,-0.2152646606814723
ACH-000402,-0.02759644012699166
ACH-000403,-0.37698675035180335
ACH-000404,-0.31306167121017664
ACH-000406,-0.0717172042972018
ACH-000407,-0.19601607740991767
ACH-000408,-0.4784839551884109
ACH-000410,-0.11247963793208854
ACH-000411,-0.3764960491272642
ACH-000414,-0.2054743049961646
ACH-000415,-0.09017993840873413
ACH-000416,-0.283508834263524
ACH-000420,-0.5667887017091664
ACH-000421,-0.20464501223660814
ACH-000424,-0.035215700915401965
ACH-000425,-0.2581110984812372
ACH-000426,-0.35681620346105114
ACH-000427,-0.10887953386054716
ACH-000433,-0.21497308960489528
ACH-000435,-0.10692991675637636
ACH-000436,-0.18273181304361996
ACH-000444,-0.2696773328775666
ACH-000445,-0.060114652540828935
ACH-000448,-0.1872102800152744
ACH-000450,-0.323568128177164
ACH-000452,-0.33348692408993275
ACH-000454,-0.5441924589094661
ACH-000458,-0.3711526861552478
ACH-000459,-0.2283001362134519
ACH-000460,-0.409606709659668
ACH-000461,-0.1368165721101334
ACH-000463,-0.11894167878794235
ACH-000464,-0.22038327423413395
ACH-000466,-0.3761949997606762
ACH-000467,-0.2957085086374373
ACH-000468,-0.4161527721262716
ACH-000469,-0.580936023672286
ACH-000470,-0.25094627475626635
ACH-000471,-0.2627433026690533
ACH-000472,-0.2701207890102625
ACH-000473,-0.13776664673714165
ACH-000475,-0.02929550954220412
ACH-000476,-0.2398212606525179
ACH-000477,-0.12327368478732575
ACH-000479,-0.3055839454232224
ACH-000480,-0.2661602098157929
ACH-000481,-0.2916826010900757
ACH-000483,-0.2144888178934342
ACH-000484,0.005959833773448011
ACH-000485,-0.18675090529128224
ACH-000486,-0.26194071162902544
ACH-000487,-0.08616665658409313
ACH-000488,-0.13851413056166634
ACH-000490,-0.475389505983084
ACH-000491,-0.07189389616433389
ACH-000495,-0.4723007665521033
ACH-000496,-0.3141045870848125
ACH-000499,-0.2907677928540506
ACH-000500,-0.2193888034385168
ACH-000502,-0.2854777826694875
ACH-000503,-0.09967715710279944
ACH-000505,-0.3099916075598154
ACH-000507,-0.027425363763826857
ACH-000510,-0.2210728120763695
ACH-000511,-0.6325996239645102
ACH-000512,0.05497352759867077
ACH-000516,-0.21862677163761435
ACH-000517,-0.366656905591033
ACH-000518,-0.2995821376829983
ACH-000520,-0.11579810877405768
ACH-000521,-0.3350910394555329
ACH-000522,-0.2630008872727354
ACH-000524,-0.21977516826111607
ACH-000527,-0.23970693762041154
ACH-000528,-0.177214973305853
ACH-000537,-0.13429744271513225
ACH-000541,-0.08454138563471428
ACH-000542,-0.25915897737418714
ACH-000544,-0.3621190771011671
ACH-000545,-0.3199073009394009
ACH-000547,-0.3024956090762776
ACH-000548,-0.3169882130596232
ACH-000549,-0.23884491661397936
ACH-000550,-0.2303608247786704
ACH-000552,-0.16775535247508813
ACH-000556,-0.15407077115304038
ACH-000557,-0.08670746799986308
ACH-000569,-0.3556055991837089
ACH-000570,-0.1810320912276753
ACH-000571,-0.11323629373807365
ACH-000573,-0.03760698301672417
ACH-000576,0.014513607066756591
ACH-000579,-0.3216485823198398
ACH-000580,-0.25239098085977824
ACH-000584,-0.19577725405675225
ACH-000585,-0.31710480721669204
ACH-000588,-0.1500199780632708
ACH-000589,-0.09339862376598274
ACH-000591,-0.30172024248108803
ACH-000593,-0.21547072178585536
ACH-000600,-0.4908373049780802
ACH-000601,-0.18091519062475087
ACH-000605,-0.2648042409977165
ACH-000606,-0.2604117712387201
ACH-000608,-0.09051498667997183
ACH-000614,-0.39684417897338187
ACH-000616,-0.2249251297096787
ACH-000618,-0.1853700051267617
ACH-000619,-0.1698681389745067
ACH-000620,-0.379572792350621
ACH-000621,-0.14987523271103087
ACH-000622,-0.2194151106337145
ACH-000623,-0.30292001189426754
ACH-000624,-0.1898467118483502
ACH-000627,-0.3151449030540152
ACH-000630,-0.4727909759215554
ACH-000631,-0.17551992077650722
ACH-000632,-0.4048556373541694
ACH-000633,-0.1094798678656193
ACH-000637,-0.19262410426671325
ACH-000638,-0.06281216770600971
ACH-000646,-0.2295760768561063
ACH-000647,-0.2135608061548621
ACH-000648,-0.3532581848819309
ACH-000649,-0.1821887306634524
ACH-000651,-0.11397520727488147
ACH-000652,-0.030378303458595057
ACH-000653,-0.2627751973497573
ACH-000657,-0.4258558668421424
ACH-000658,-0.15001580170625314
ACH-000661,-0.351515088905015
ACH-000662,-0.4309810022053299
ACH-000663,-0.5224015099009146
ACH-000665,-0.15568370489887948
ACH-000671,-0.10300612673251126
ACH-000672,-0.10838511324218547
ACH-000673,-0.30872545885815605
ACH-000676,-0.026498548563365105
ACH-000677,-0.3827907985997473
ACH-000681,-0.2469783587398019
ACH-000683,-0.1377419498072012
ACH-000684,-0.4082123686084265
ACH-000688,-0.5161333930674679
ACH-000693,-0.3284286048338572
ACH-000694,-0.33962929995729435
ACH-000695,0.043015158967801184
ACH-000696,-0.1078176030501239
ACH-000697,-0.15656120485187294
ACH-000699,-0.19069128259796408
ACH-000701,-0.2122576158520517
ACH-000706,0.07724254661095438
ACH-000711,-0.2563194909863929
ACH-000713,-0.025278672772252018
ACH-000714,-0.10132509436535576
ACH-000718,-0.199064755509376
ACH-000720,-0.160546028761206
ACH-000721,-0.2412327934633705
ACH-000724,-0.3268348739171558
ACH-000725,0.00908533518756063
ACH-000732,-0.3887408072850311
ACH-000734,-0.03215697779143137
ACH-000735,-0.2420901667093823
ACH-000736,-0.31697145530189824
ACH-000738,-0.3459142372012115
ACH-000746,-0.07613889450152242
ACH-000747,-0.3947019367440974
ACH-000748,-0.011042681999757796
ACH-000753,0.002045734309778857
ACH-000756,-0.08361081151428114
ACH-000757,-0.12324416185582696
ACH-000758,-0.19609007146794816
ACH-000760,-0.03155191645182622
ACH-000762,-0.3068121224568425
ACH-000763,-0.1745674926575632
ACH-000764,-0.3090546596198397
ACH-000765,-0.0800441113154418
ACH-000766,-0.19511522155324096
ACH-000767,-0.12714071464632806
ACH-000768,-0.4663937947307055
ACH-000769,-0.15523609778931596
ACH-000770,-0.18108244108523425
ACH-000771,-0.2568624466438844
ACH-000773,-0.10378840271891714
ACH-000776,-0.2741805539045644
ACH-000777,-0.4347778845111927
ACH-000778,-0.3105451006939245
ACH-000781,-0.10146427173263167
ACH-000782,-0.39706226693009183
ACH-000783,-0.08016138984359701
ACH-000784,-0.18838734424975992
ACH-000785,-0.08260913343513708
ACH-000787,-0.384353968932003
ACH-000788,-0.2699101812555512
ACH-000791,-0.08256746125277352
