,SPACA4 (171169)
ACH-000004,-0.11180819020031812
ACH-000005,-0.04362256177351061
ACH-000007,0.07918005174485993
ACH-000009,-0.1542265289159089
ACH-000011,-0.1138189596668837
ACH-000012,-0.0903832973447628
ACH-000013,-0.15329724376262524
ACH-000014,-0.3365597631606532
ACH-000015,-0.2887453397791039
ACH-000017,-0.02073618015578864
ACH-000018,-0.06562427193790707
ACH-000019,-0.011937932708310034
ACH-000021,-0.08166260470792744
ACH-000022,-0.16740086577305716
ACH-000025,0.0947411240724813
ACH-000028,-0.12425313226875286
ACH-000030,-0.19668628710633893
ACH-000035,-0.050544092293167184
ACH-000036,-0.20496842632579648
ACH-000037,-0.14272845560781075
ACH-000039,-0.202150300855578
ACH-000040,0.006029131988531607
ACH-000041,-0.13818833848890266
ACH-000042,-0.08325375087818716
ACH-000045,-0.09495987853336203
ACH-000047,-0.11927615113039775
ACH-000052,-0.03191654097967544
ACH-000053,-0.11673595908145927
ACH-000054,-0.07497683063351912
ACH-000055,-0.05965553925400505
ACH-000060,0.13421212857556147
ACH-000067,-0.007840532720079672
ACH-000070,-0.2500160463234276
ACH-000075,-0.15130476740442705
ACH-000078,-0.11613346304746085
ACH-000082,0.005859806107283391
ACH-000085,-0.17814198473268447
ACH-000086,-0.16865896546598436
ACH-000087,-0.14304769853045793
ACH-000092,-0.08997072274002083
ACH-000095,-0.09912398570934568
ACH-000097,0.011938615976266359
ACH-000098,-0.11144660522151766
ACH-000099,-0.024257946269239824
ACH-000108,-0.2201142443007002
ACH-000113,0.015093097791378612
ACH-000116,0.07118523910417489
ACH-000118,-0.11089453306880373
ACH-000120,-0.2301300586513036
ACH-000123,-0.15037720261963766
ACH-000127,-0.10145382061098353
ACH-000128,-0.06145945680675274
ACH-000132,-0.02681573522186406
ACH-000133,-0.045569656462162406
ACH-000137,-0.3092352550033421
ACH-000138,-0.1836033078996688
ACH-000142,-0.29456198363095343
ACH-000143,-0.15237633312789758
ACH-000146,-0.20843001395176505
ACH-000148,-0.02071417527964553
ACH-000150,-0.03789946681535004
ACH-000152,-0.03401520655433266
ACH-000153,-0.13143189448954246
ACH-000159,-0.14334446289645209
ACH-000160,-0.04102309937439668
ACH-000163,-0.03500580408131667
ACH-000167,0.35157781858026305
