,PARP12 (64761)
ACH-000004,-0.0732910703334245
ACH-000005,0.5116190930803471
ACH-000007,0.055932144376787965
ACH-000009,-0.00964479619428123
ACH-000011,0.21584173726506373
ACH-000012,-0.03982397842175342
ACH-000013,-0.005548588761259342
ACH-000014,-0.25418483632307165
ACH-000015,-0.015758631832678928
ACH-000017,0.09129618053632332
ACH-000018,0.11115536635791833
ACH-000019,-0.0016317304669877346
ACH-000021,-0.13974204298674278
ACH-000022,0.02610611765940857
ACH-000025,-0.015853444453017604
ACH-000028,0.14690466929215318
ACH-000030,0.07110917538120977
ACH-000035,-0.13815368565842465
ACH-000036,-0.006890736824192523
ACH-000037,-0.15475428540559893
ACH-000039,0.0057821722580740295
ACH-000040,-0.001878964803253407
ACH-000041,-0.08531365100143866
ACH-000042,-0.012222203149314268
ACH-000045,-0.04946642917162819
ACH-000047,0.005913961986532347
ACH-000052,0.14100768661544966
ACH-000053,-0.024913880367561626
ACH-000054,0.0672944849215893
ACH-000055,0.03981162742661104
ACH-000060,0.0028188793966645665
ACH-000067,0.03732070619855631
ACH-000070,0.07665853728397515
ACH-000075,-0.20670321813070447
ACH-000078,0.0056517744067738655
ACH-000082,0.013141448708720716
ACH-000085,0.11561386167941674
ACH-000086,0.044236887691271085
ACH-000087,0.06882830160616503
ACH-000092,0.10629782490009974
ACH-000095,-0.07156110485792802
ACH-000097,-0.0422547901507274
ACH-000098,0.06623256943368219
ACH-000099,0.00906112335790997
ACH-000108,-0.013616060714633251
ACH-000113,-0.04721785365822469
ACH-000116,0.06391612574612995
ACH-000118,0.0381461565982478
ACH-000120,-0.03845592582173472
ACH-000123,-0.0043760432781102055
ACH-000127,0.029676095689119275
ACH-000128,-0.03480141608290091
ACH-000132,-0.10585098391871103
ACH-000133,0.06247359294853566
ACH-000137,-0.09722056385903728
ACH-000138,0.002744916070291445
ACH-000142,0.05603934823990541
ACH-000143,0.06956811288521313
ACH-000146,0.05169851449975669
ACH-000148,0.046601869384809064
ACH-000150,0.04588526993095119
ACH-000152,0.08984245307224782
ACH-000153,0.1512934048822796
ACH-000159,-0.012712447255999246
ACH-000160,0.18123126294727
ACH-000163,-0.004061634780097834
ACH-000167,0.6528361913012379
ACH-000168,0.14036363164015386
ACH-000169,0.08772513975080314
ACH-000178,0.04796981013220245
ACH-000183,0.037824507085438684
ACH-000188,0.024870149717202687
ACH-000189,-0.0021073742244159524
ACH-000190,0.2812681315032223
ACH-000198,0.04978592874276677
ACH-000203,-0.5068466440905252
ACH-000204,0.029548589759215482
ACH-000206,0.08310060896390535
ACH-000207,0.024958333668610083
ACH-000208,-0.02597290647383196
ACH-000210,-0.052184511889515804
ACH-000211,0.15022029162989378
ACH-000215,-0.03363012457827565
ACH-000221,0.10987361398794783
ACH-000222,0.0270020683003231
ACH-000223,0.06719668305999763
ACH-000226,-0.09337185975327633
ACH-000227,0.09373690100795024
ACH-000228,0.06643742877449349
ACH-000231,-0.027683588174020987
ACH-000232,-0.06874336764050727
