,HIST1H4D (8360)
ACH-000004,0.019043808572895025
ACH-000005,-0.1066353689326779
ACH-000007,-0.050099095358860514
ACH-000009,-0.2554459140612561
ACH-000011,-0.41508592934650257
ACH-000012,-0.08734148710237524
ACH-000013,-0.07298216605910969
ACH-000014,-0.2908280872448357
ACH-000015,-0.11080016509010623
ACH-000017,-0.2130893267688804
ACH-000018,-0.10198298554742713
ACH-000019,-0.29066587902332525
ACH-000021,-0.1307646547334866
ACH-000022,-0.10965287566516722
ACH-000025,-0.18873216137126247
ACH-000028,-0.08153744037638233
ACH-000030,-0.17007693990836667
ACH-000035,-0.18488943525674925
ACH-000036,-0.20811449782551172
ACH-000037,0.07764183125220799
ACH-000039,-0.042481402132710934
ACH-000040,-0.20020576258484
ACH-000041,-0.1095711598997041
ACH-000042,-0.08625530874260909
ACH-000045,-0.10002074193633438
ACH-000047,-0.15548038822519195
ACH-000052,-0.12961509654783554
ACH-000053,-0.14558799719936516
ACH-000054,-0.1846576683348983
ACH-000055,-0.06931101075948362
ACH-000060,-0.17753270238305152
ACH-000067,-0.1683829279597044
ACH-000070,-0.1628230401268197
ACH-000075,-0.2549161747669587
ACH-000078,-0.31135671481908905
ACH-000082,-0.18673245019634266
ACH-000085,-0.027148591839533786
ACH-000086,-0.18263312040237786
ACH-000087,-0.2387589500466317
ACH-000092,-0.2462728810961125
ACH-000095,-0.2491983960767609
ACH-000097,-0.12386815216504375
ACH-000098,-0.3051544353085845
ACH-000099,-0.13584846326098318
ACH-000108,-0.13874516972664633
ACH-000113,-0.21738020097540794
ACH-000116,-0.1513360845399168
ACH-000118,-0.2033031079194753
ACH-000120,-0.13314720776539496
ACH-000123,-0.22197205115009305
ACH-000127,-0.20285959581949456
ACH-000128,-0.16566795104989002
ACH-000132,-0.1402819333609702
ACH-000133,-0.16502937325862402
ACH-000137,-0.1747854722302465
ACH-000138,-0.28534907153057826
ACH-000142,-0.05406038194008767
ACH-000143,-0.4317696189538193
ACH-000146,-0.15782410334895128
ACH-000148,-0.0258121985991584
ACH-000150,-0.1852213584866196
ACH-000152,-0.08915702871612867
ACH-000153,-0.3629855907015865
ACH-000159,-0.137067482425029
ACH-000160,-0.3215583378177769
ACH-000163,-0.2083643789787624
ACH-000167,-0.2581121144520076
ACH-000168,-0.08039300915882766
ACH-000169,-0.3646495168855957
ACH-000178,-0.2580639119119881
ACH-000183,-0.15110068333693855
ACH-000188,-0.12174860517503107
ACH-000189,-0.2804847297860646
ACH-000190,-0.11677949634174803
ACH-000198,-0.22469685267146092
ACH-000203,-0.6068947287910502
ACH-000204,-0.1503847632966552
ACH-000206,-0.6916416543069722
ACH-000207,-0.2960853869127429
ACH-000208,0.01017439542568033
ACH-000210,-0.2602470476164345
ACH-000211,-0.12951371278279708
ACH-000215,-0.20204465643345135
ACH-000221,0.06085297038337584
ACH-000222,-0.04693282322245288
ACH-000223,-0.24180491510573765
ACH-000226,-0.26607514610990696
ACH-000227,-0.16065875835072166
ACH-000228,-0.07353624817293343
ACH-000231,-0.25977716234607906
ACH-000232,-0.17240136413375173
ACH-000233,-0.31603294782419544
ACH-000234,-0.2831180063782204
ACH-000235,-0.11200257857288272
ACH-000237,-0.2676309709279241
ACH-000238,0.007417697225623716
ACH-000242,-0.15503392186235432
ACH-000243,-0.08522181998668094
ACH-000244,-0.14881706525937702
ACH-000246,-0.13780896747019147
ACH-000248,-0.23479431812499174
ACH-000250,-0.08366121026233088
ACH-000251,-0.3453176167967102
ACH-000252,-0.011789296313244072
ACH-000253,-0.2504604404026605
ACH-000255,-0.16146853697669292
ACH-000256,-0.11442299658321495
ACH-000257,0.09130762023522418
ACH-000258,-0.3681683782168722
ACH-000259,-0.12391264383476175
ACH-000260,-0.19307339760071168
ACH-000261,-0.1862208892698983
ACH-000262,-0.09526866394322626
ACH-000263,-0.07657727945863535
ACH-000264,-0.11644648285407827
ACH-000265,-0.16031180743410053
ACH-000266,-0.2005383683147815
ACH-000272,-0.1954048124065043
ACH-000274,-0.10981923925909078
ACH-000277,-0.28610758577606266
ACH-000278,-0.1619798293858556
ACH-000279,-0.1488680178974242
ACH-000280,-0.06594719990847563
ACH-000281,-0.3082538381604729
ACH-000288,-0.05100983836559033
ACH-000291,0.006268933174375115
ACH-000293,-0.04911410089017471
ACH-000294,0.03557507029909547
ACH-000295,-0.13703438749190172
ACH-000296,-0.21233108617708524
ACH-000302,-0.2154362365601825
ACH-000304,-0.4219949387033708
ACH-000307,-0.10155713342198854
ACH-000308,-0.28213625990084074
ACH-000310,-0.25098434373625983
ACH-000311,-0.11589308790764405
ACH-000312,-0.1433976063933719
ACH-000315,-0.06421435616026627
ACH-000316,-0.18406578294820775
ACH-000317,-0.2440837209619671
ACH-000318,-0.13809125790670068
ACH-000319,-0.1903810300829368
ACH-000320,-0.21828278403302706
ACH-000322,-0.13337493502524886
ACH-000323,-0.09192005392714213
ACH-000324,-0.14169253426789136
ACH-000329,-0.08234128138272746
