,SYNCRIP (10492)
ACH-000004,-0.20019210695317965
ACH-000005,-0.008345614947547014
ACH-000007,-0.14237030195211026
ACH-000009,-0.2276564449948797
ACH-000011,-0.2773519767061653
ACH-000012,-0.1962197586494412
ACH-000013,-0.10699238643839894
ACH-000014,-0.3361746272000791
ACH-000015,-0.1812942479981132
ACH-000017,-0.2401216553792637
ACH-000018,-0.3670743424742636
ACH-000019,-0.012976140953317738
ACH-000021,-0.2321920563365736
ACH-000022,-0.1939784655426934
ACH-000025,-0.5660550268623288
ACH-000028,-0.13106227170680135
ACH-000030,-0.30432380114681845
ACH-000035,-0.16848439731947662
ACH-000036,-0.2486011609640565
ACH-000037,-0.11727196030992044
ACH-000039,-0.2723413554577265
ACH-000040,-0.3730812516913589
ACH-000041,-0.3429801972981745
ACH-000042,-0.30754440692884594
ACH-000045,-0.03185729244526896
ACH-000047,-0.20390201263728086
ACH-000052,-0.5272711803148781
ACH-000053,-0.018683319379991317
ACH-000054,-0.418566563282261
ACH-000055,-0.6855842572122202
ACH-000060,-0.2784275028830749
ACH-000067,-0.4408856847382669
ACH-000070,-0.1620025137105272
ACH-000075,-0.2775128568300811
ACH-000078,-0.3309302819861523
ACH-000082,-0.4766341116465576
ACH-000085,-0.10031393625582646
ACH-000086,-0.26874825758960924
ACH-000087,-0.5692187924366695
ACH-000092,-0.434863483115458
ACH-000095,-0.16093634720644756
ACH-000097,-0.15508753617623314
ACH-000098,-0.2762558704985034
ACH-000099,-0.3788265636884832
ACH-000108,-0.02295480593051185
ACH-000113,-0.6051021811747872
ACH-000116,-0.18142469853718252
ACH-000118,-0.1007787593067407
ACH-000120,-0.8360469032279615
ACH-000123,-0.37314954125666544
ACH-000127,-0.33431373349812066
ACH-000128,-0.2374109360610757
ACH-000132,-0.13688262433154974
ACH-000133,-0.19154721067036168
ACH-000137,-0.3026141245282873
ACH-000138,-0.2065618513307576
ACH-000142,-0.4620646875811975
ACH-000143,-0.6435639981421865
ACH-000146,-0.1543454825321036
ACH-000148,-0.06278585405745074
ACH-000150,-0.43089938551043977
ACH-000152,-0.15724485080109726
ACH-000153,-0.4531335012061606
ACH-000159,-0.2773866013454828
ACH-000160,-0.38587824862953296
ACH-000163,-0.4047932194304379
ACH-000167,-0.040195515424945996
ACH-000168,-0.4291208893931017
ACH-000169,-0.3588918884203639
ACH-000178,-0.4850173433936837
ACH-000183,-0.08802685815778298
ACH-000188,-0.12742870031463066
ACH-000189,-0.4926645329296788
ACH-000190,-0.17977977200477624
ACH-000198,-0.8283828541754757
ACH-000203,-0.031470523584884634
ACH-000204,-0.3151157910772306
ACH-000206,-0.6283576360032238
ACH-000207,-0.4427793692532797
ACH-000208,-0.3705490049863392
ACH-000210,-0.2634166250140086
ACH-000211,0.025046631741169903
ACH-000215,-0.12493335939428014
ACH-000221,-0.4906807318388274
ACH-000222,-0.2235323782286059
ACH-000223,-0.2300679082656605
ACH-000226,-0.1159840188780252
ACH-000227,-0.4171391318150261
ACH-000228,-0.2847522783987461
ACH-000231,-0.14025890188197074
ACH-000232,-0.5001778007305718
ACH-000233,-0.09075138767866227
ACH-000234,-0.2405094205125129
ACH-000235,-0.3535378918151357
ACH-000237,-0.27432269003596593
ACH-000238,-0.301219903741685
ACH-000242,-0.5057974000525283
ACH-000243,-0.34851432910590696
ACH-000244,-0.18775616487580546
ACH-000246,-0.08314441595705573
ACH-000248,-0.15852814168357507
ACH-000250,0.005104177378177557
ACH-000251,-0.6764802027752315
ACH-000252,-0.2534702554680413
ACH-000253,0.2072796368136428
ACH-000255,-0.2815327550321972
ACH-000256,-0.1399034837126824
ACH-000257,-0.08444860830974699
ACH-000258,-0.3297914675802473
ACH-000259,-0.403219661381496
ACH-000260,-0.3838292683284316
ACH-000261,-0.15261091693712686
ACH-000262,-0.02961321116537335
ACH-000263,-0.5327788856625428
ACH-000264,-0.1904925252124154
ACH-000265,-0.04405270740898429
ACH-000266,-0.3726584154693222
ACH-000272,-0.2807376523624135
ACH-000274,-0.4566791033364274
ACH-000277,0.07059049997651169
ACH-000278,-0.1969767867288198
ACH-000279,-0.3754881729466632
ACH-000280,-0.3852307730830248
ACH-000281,-0.3221712425431223
ACH-000288,-0.1513440023390865
ACH-000291,-0.1953625845163511
ACH-000293,-0.15300443709538225
ACH-000294,-0.15951616647008107
ACH-000295,-0.4374802838242143
ACH-000296,0.09964139701951596
ACH-000302,0.06844428954952092
ACH-000304,-0.4712835311457188
ACH-000307,-0.5530483908391639
ACH-000308,-0.253334710564999
ACH-000310,-0.2850413906950057
ACH-000311,-0.6125023940785993
ACH-000312,-0.26540162026681474
ACH-000315,-0.6367466956634124
ACH-000316,-0.5723740757513166
ACH-000317,-0.6539403954921559
ACH-000318,-0.2726165252349744
ACH-000319,-0.5239817562403286
ACH-000320,-0.4004814737678491
ACH-000322,-0.5115521186850279
ACH-000323,-0.10603254235229044
ACH-000324,-0.2032191280032204
ACH-000329,-0.031849962580647165
ACH-000330,-0.0815754233158939
ACH-000331,-0.34049565135211163
ACH-000332,-0.2565258247293642
ACH-000334,-0.0062269961941736965
ACH-000335,-0.4410590757264232
ACH-000336,-0.9239174336714706
ACH-000337,-0.11081144814956773
ACH-000338,-0.5124477486718179
ACH-000339,-0.2444073294405832
ACH-000341,-0.3880854031688627
ACH-000348,-0.27697156309368376
ACH-000350,-0.2433144576701308
ACH-000352,-0.17292008473688528
ACH-000356,-0.2492809381130299
ACH-000361,-0.5442707429578086
ACH-000362,-0.9498328204153392
ACH-000363,-0.618100895044151
ACH-000364,-0.4167257311030615
ACH-000365,-0.4710644866061367
ACH-000366,-0.2390075099278014
ACH-000368,-0.4109255905309166
ACH-000374,-0.5973794532431784
ACH-000375,-0.8117130628900749
ACH-000376,-0.2643804015255052
ACH-000381,-0.6966841571151771
ACH-000383,-0.2119420516871588
ACH-000387,-0.6469239845301138
ACH-000389,-0.053972122704098034
ACH-000390,-0.2936824239176106
ACH-000393,-0.197294692879925
ACH-000395,-0.2263588321586875
ACH-000396,-0.35404702955132233
ACH-000397,-0.02785112371990864
ACH-000401,-0.6237275666149709
ACH-000402,0.0399204589419712
ACH-000403,-0.2472729103122953
ACH-000404,-0.7142559009479993
ACH-000406,-0.00019573236829340576
ACH-000407,-0.34645115912006297
ACH-000408,-0.1305192239775941
ACH-000410,-0.28670739795540184
ACH-000411,-0.2837066691471591
ACH-000414,0.06908636105513817
ACH-000415,-0.22140212202482165
ACH-000416,-0.29291677335636923
ACH-000420,-0.4513161036336071
ACH-000421,-0.14440332103748527
ACH-000424,-0.2636499207994064
ACH-000425,-0.18409561724253787
ACH-000426,0.0009838122677844764
ACH-000427,-0.2389281135672094
ACH-000433,-0.2222728408049054
ACH-000435,0.05233292535636706
ACH-000436,-0.4821103940415731
ACH-000444,-0.19749380483952067
ACH-000445,-0.14106982905449414
ACH-000448,-0.5989838869338193
ACH-000450,-0.6244615055488862
ACH-000452,-0.3804426634344436
ACH-000454,-0.5758240079336899
ACH-000458,-0.1620256173935399
ACH-000459,-0.5821725487148812
ACH-000460,-0.18319421357623947
ACH-000461,-0.11528766485574525
ACH-000463,-0.4148265963487704
ACH-000464,-0.3652487943569927
ACH-000466,-0.3480889839040651
ACH-000467,-0.1883772057132441
ACH-000468,-0.4236104708085216
ACH-000469,-0.29260511579008397
ACH-000470,-0.5021492161842249
ACH-000471,-0.4163718266297069
ACH-000472,-0.1740318450299026
ACH-000473,-0.5770664237565607
ACH-000475,-0.13954886828362992
ACH-000476,-0.3478149549732256
ACH-000477,-0.43711376210505465
ACH-000479,-0.110263772185557
ACH-000480,-0.1066390302436194
ACH-000481,-0.4300930492395412
ACH-000483,0.07233307640709673
ACH-000484,-0.2734488244925713
ACH-000485,-0.22193534935168055
