,CTSH (1512)
ACH-000004,-0.10872085994162946
ACH-000005,-0.3426847115963403
ACH-000007,-0.12475659079162996
ACH-000009,-0.10203766449968016
ACH-000011,-0.13431585324688589
ACH-000012,-0.029352327134869717
ACH-000013,-0.17850376711856697
ACH-000014,-0.08715845127253362
ACH-000015,-0.2009679389424351
ACH-000017,-0.14706187179658842
ACH-000018,-0.33603496134954725
ACH-000019,-0.016387200608117526
ACH-000021,-0.0982797087636902
ACH-000022,-0.18556503618164186
ACH-000025,-0.1996747922694002
ACH-000028,-0.11247521463900656
ACH-000030,-0.10734507794102807
ACH-000035,-0.1369095161288984
ACH-000036,-0.23366620647542394
ACH-000037,-0.1242049318881188
ACH-000039,-0.2098225280278357
ACH-000040,-0.18070500262377928
ACH-000041,-0.2263495261623969
ACH-000042,-0.048625148481941036
ACH-000045,-0.1262469252092636
ACH-000047,-0.14963067233748634
ACH-000052,0.1170246533482856
ACH-000053,-0.226192479291379
ACH-000054,-0.16360944889944778
ACH-000055,-0.10907267015304806
ACH-000060,-0.06855932038067099
ACH-000067,-0.18565310639877067
ACH-000070,-0.02887323760344165
ACH-000075,-0.1094070796290358
ACH-000078,-0.26424058435444864
ACH-000082,-0.22476780255243214
ACH-000085,-0.1381116269388118
ACH-000086,-0.11737081009306065
ACH-000087,0.019862238433399283
ACH-000092,-0.2317514204851659
ACH-000095,-0.10466992176363488
ACH-000097,-0.15858037356827032
ACH-000098,-0.20691197727742666
ACH-000099,-0.28924899064811177
ACH-000108,-0.09530475195426308
ACH-000113,-0.15805108287937114
ACH-000116,-0.2555505714719513
ACH-000118,-0.05091492043397356
ACH-000120,-0.35045042801009363
ACH-000123,-0.17497137002759994
ACH-000127,-0.16101244535881726
ACH-000128,-0.1554968054873386
ACH-000132,-0.22566413601431135
ACH-000133,-0.15942137225200087
ACH-000137,-0.12602028033519005
ACH-000138,-0.03521490858199346
ACH-000142,-0.16669325969505705
ACH-000143,-0.2023060880556745
ACH-000146,-0.04327754815630013
ACH-000148,-0.09074446544237637
ACH-000150,-0.21121255983009915
ACH-000152,-0.08859144441299041
ACH-000153,-0.16217405046193925
ACH-000159,-0.1755503571891256
ACH-000160,-0.17400914575772786
ACH-000163,-0.15681411439566625
ACH-000167,-0.23378094197734905
ACH-000168,-0.033964428062198834
ACH-000169,-0.08472734752449324
ACH-000178,-0.21746739750502825
ACH-000183,-0.1680576225909519
ACH-000188,-0.002198451511748806
ACH-000189,-0.06650109305885171
ACH-000190,0.22448309136925085
ACH-000198,-0.13670810597279018
ACH-000203,0.2856603178563382
ACH-000204,0.0239783468173066
ACH-000206,-0.3039027061783661
ACH-000207,-0.046091420540360084
ACH-000208,-0.11283561991739492
ACH-000210,0.05776681922274706
ACH-000211,-0.1614475263577836
ACH-000215,-0.1033738418440034
ACH-000221,-0.13864042903158202
ACH-000222,-0.24527931025575514
ACH-000223,-0.06891858065334562
ACH-000226,-0.13093969632957286
ACH-000227,-0.204789167373518
ACH-000228,-0.002504937798994693
ACH-000231,-0.04791866542864619
ACH-000232,-0.1838960003545278
ACH-000233,-0.06160260021493848
ACH-000234,-0.07884423023322318
ACH-000235,-0.10739320417371323
ACH-000237,-0.17519378277623374
ACH-000238,-0.09507531971369514
ACH-000242,-0.2467911528052473
ACH-000243,-0.06906871735019725
ACH-000244,0.06763267193580845
ACH-000246,-0.12607592254622507
ACH-000248,-0.1837095708261296
ACH-000250,-0.1931193032612621
ACH-000251,-0.1079195749956433
ACH-000252,-0.3389216949779612
ACH-000253,-0.08981636373493006
ACH-000255,-0.20362408782351135
ACH-000256,8.320921537842797e-05
ACH-000257,0.037557937732018584
ACH-000258,-0.2158196642381636
ACH-000259,-0.0752611114345956
ACH-000260,-0.1327019896056387
ACH-000261,-0.13771739105216754
ACH-000262,0.08386914368742561
ACH-000263,-0.09942927861062896
ACH-000264,-0.15593614032911385
ACH-000265,-0.21308142968189925
ACH-000266,-0.1325851108741172
ACH-000272,-0.14215646187876788
ACH-000274,-0.13999172789911316
ACH-000277,-0.208022416751096
ACH-000278,-0.095368835719478
ACH-000279,-0.2674502827515604
ACH-000280,-0.2058352942185952
ACH-000281,-0.1931375831595445
ACH-000288,-0.15697859366805952
ACH-000291,-0.21296205979808305
ACH-000293,-0.07436862517345075
ACH-000294,-0.23151283040183865
ACH-000295,-0.2317187066135405
ACH-000296,0.02535843284189759
ACH-000302,-0.058506156555407286
ACH-000304,-0.164576395241014
ACH-000307,-0.10579810933569073
ACH-000308,-0.16992606449644151
ACH-000310,-0.29116512672307804
ACH-000311,-0.1958235002580999
ACH-000312,-0.2476553528603075
ACH-000315,-0.10231109719565497
ACH-000316,-0.1538883389884082
ACH-000317,0.023870561939423197
ACH-000318,-0.029197732686950688
ACH-000319,-0.15248354913187426
ACH-000320,-0.21855340105418136
ACH-000322,-0.03763647640666458
ACH-000323,-0.10629398183532107
ACH-000324,-0.16545685836866536
ACH-000329,-0.2236157083170316
