,ACTL7A (10881)
ACH-000291,-0.15700727321003272
ACH-000293,-0.22509188169424132
ACH-000294,-0.21311289442734194
ACH-000295,-0.09352612469300013
ACH-000296,-0.2389247411984868
ACH-000302,-0.17421798277607706
ACH-000304,-0.21043892399003344
ACH-000307,-0.15294291297456603
ACH-000308,-0.1744082743504036
ACH-000310,-0.2711381226919288
ACH-000311,-0.12274947608916027
ACH-000312,-0.2604875690964241
ACH-000315,0.12890305956066694
ACH-000316,-0.19469046510665372
ACH-000317,-0.2063498858767928
ACH-000318,-0.2255801446257871
ACH-000319,-0.18794776884533831
ACH-000320,-0.0954990696183982
ACH-000322,-0.2186429163860104
ACH-000323,-0.4044684494001564
ACH-000324,-0.29684840598695017
ACH-000329,-0.17074011223527732
ACH-000330,-0.18579540795619126
ACH-000331,-0.2511091706138242
ACH-000332,-0.1859362992730413
ACH-000334,-0.3674319864693555
ACH-000335,-0.3033223015606293
ACH-000336,0.2099131842043478
ACH-000337,-0.13146808038717872
ACH-000338,-0.6094357944939011
ACH-000339,-0.3033025502753891
ACH-000341,-0.3291858954284125
ACH-000348,-0.17500248978147373
ACH-000350,-0.14218491202824166
ACH-000352,-0.1622874670047903
ACH-000356,-0.2977181366622727
ACH-000361,-0.13695079620095285
ACH-000362,-0.08286769775296084
ACH-000363,-0.27249941127795996
ACH-000364,-0.2832276660619924
ACH-000365,-0.2342707324369391
ACH-000366,-0.1818918881125863
ACH-000368,-0.30012737064315204
ACH-000374,-0.14764188041129947
ACH-000375,-0.3010584465347971
ACH-000376,-0.3951355939987874
ACH-000381,-0.3597368056127209
ACH-000383,-0.18655081705827656
ACH-000387,-0.2439583834056496
ACH-000389,-0.4533895117333667
ACH-000390,-0.23909588359312384
ACH-000393,-0.26068543586328197
ACH-000395,-0.5030683044948225
ACH-000396,0.03112694782364144
ACH-000397,-0.13139393425987647
ACH-000401,-0.20227205977571536
ACH-000402,-0.1755671538570566
ACH-000403,-0.3939408817215669
ACH-000404,-0.2922012965547308
ACH-000406,-0.16858907642257878
ACH-000407,-0.04190724622593087
ACH-000408,-0.040666069636780516
ACH-000410,-0.3714797410157745
ACH-000411,-0.1398109580985627
ACH-000414,-0.3095161061166605
ACH-000415,-0.386363564007352
ACH-000416,-0.23611832274133
ACH-000420,-0.14124478694995005
ACH-000421,-0.11326570181666877
ACH-000424,-0.12300922163363763
ACH-000425,-0.19287452816461834
ACH-000426,-0.11925421448112347
ACH-000427,-0.23552864875217205
ACH-000433,-0.1858752724086249
ACH-000435,0.014492911677982731
ACH-000436,-0.2566649285668213
ACH-000444,-0.3085210886927307
ACH-000445,-0.12376752280037735
ACH-000448,-0.20541042281369054
ACH-000450,-0.08027550259076521
ACH-000452,-0.23622556968399036
ACH-000454,-0.2993712550127787
ACH-000458,-0.3713665968815611
ACH-000459,-0.2565270933678355
ACH-000460,-0.3688332522381531
ACH-000461,-0.25906610024524346
ACH-000463,-0.3411795114617129
ACH-000464,-0.1520971831840106
ACH-000466,-0.2363645947670277
ACH-000467,-0.3350248640639572
ACH-000468,-0.17230361675625264
ACH-000469,-0.2840249126138171
ACH-000470,-0.2662530806787615
ACH-000471,-0.22577052716009466
ACH-000472,-0.13075837402455348
ACH-000473,-0.421898268942459
ACH-000475,-0.16046091502343351
ACH-000476,-0.2560499400358733
ACH-000477,-0.2807407470628423
ACH-000479,0.09764915449188626
ACH-000480,-0.23036392174477546
ACH-000481,-0.26130892435925696
ACH-000483,-0.2370209244096159
ACH-000484,-0.3383390593728377
ACH-000485,-0.3863135012404438
ACH-000486,-0.2248538655790694
ACH-000487,-0.3084906416915317
ACH-000488,-0.4400332795958301
ACH-000490,-0.27706367732388154
ACH-000491,-0.2343599859095936
ACH-000495,-0.2344775328914447
ACH-000496,-0.21015988461253474
ACH-000499,-0.2926209864706397
ACH-000500,-0.27411741714104426
ACH-000502,-0.3469417784440989
ACH-000503,-0.252010283143666
ACH-000505,-0.2642599930914698
ACH-000507,-0.3328817567461929
ACH-000510,-0.20408588101112204
ACH-000511,-0.2125375513135984
ACH-000512,-0.20825953385354676
ACH-000516,-0.2888400338160209
ACH-000517,-0.3469270623988313
ACH-000518,-0.21338674092383508
ACH-000520,-0.4396971829570427
ACH-000521,-0.24731881486746565
ACH-000522,-0.3425892237183695
ACH-000524,-0.18977418830587295
ACH-000527,-0.2277439593525777
ACH-000528,-0.10637084524186606
ACH-000537,-0.14525386920246455
ACH-000541,-0.1824968479232892
ACH-000542,-0.2688875468855941
ACH-000544,-0.2412927903904063
ACH-000545,-0.21437687205131215
ACH-000547,-0.5165779745064044
ACH-000548,-0.3791307281719399
ACH-000549,-0.2155739235509455
ACH-000550,-0.2671534777886493
ACH-000552,-0.3454244602788405
ACH-000556,-0.25870389608931554
ACH-000557,-0.14628102766427764
ACH-000569,-0.051752139678309834
ACH-000570,-0.42264206027123785
ACH-000571,-0.2823122630114284
ACH-000573,-0.20584746660283204
ACH-000576,-0.3233610679375021
ACH-000579,-0.08630442921763361
ACH-000580,-0.01373361132359857
ACH-000584,-0.1735292225914323
ACH-000585,-0.15193616791722545
ACH-000588,-0.2477662039338037
ACH-000589,-0.4606964629687942
ACH-000591,-0.23307309450201735
ACH-000593,-0.1418599219215416
ACH-000600,-0.2659661596348925
ACH-000601,-0.2632796332701775
ACH-000605,-0.3036145755435129
ACH-000606,-0.3263204240625652
ACH-000608,-0.2579538054542261
ACH-000614,-0.18471748185634826
ACH-000616,-0.17721491173679754
ACH-000618,-0.31673336726742324
ACH-000619,-0.2456769722771901
ACH-000620,-0.13737968473722856
ACH-000621,-0.31440183583929465
ACH-000622,-0.25201864800518464
ACH-000623,-0.1715598603376764
ACH-000624,-0.26681635198816106
ACH-000627,-0.18281220352430985
ACH-000630,-0.2080873948794735
ACH-000631,-0.3004765593284415
ACH-000632,-0.17609362373562354
ACH-000633,-0.21075520786078555
ACH-000637,-0.3987752475694992
ACH-000638,-0.2599931131835281
ACH-000646,-0.113831968821388
ACH-000647,-0.13622745623825774
ACH-000648,-0.3456673449319289
ACH-000649,-0.14341889310543446
ACH-000651,-0.2393516002317499
ACH-000652,-0.17279606274875564
ACH-000653,-0.13635865419664778
ACH-000657,-0.2483093727860093
ACH-000658,-0.23441056138605915
ACH-000661,-0.2443872175392608
ACH-000662,0.0939070218413028
ACH-000663,-0.1508070448690381
ACH-000665,-0.3252999522949228
ACH-000671,-0.1877238589632264
ACH-000672,-0.04406835047835502
ACH-000673,-0.238698461614614
ACH-000676,-0.36681150411883023
ACH-000677,-0.1429101576305368
ACH-000681,-0.2969557686028787
ACH-000683,-0.24139198411646615
ACH-000684,-0.24045904972352786
ACH-000688,-0.14383851265620198
ACH-000693,-0.19812458901537536
ACH-000694,-0.2275869635823385
ACH-000695,-0.4798020483500253
ACH-000696,-0.2522747867685573
ACH-000697,-0.27484107953245945
ACH-000699,-0.16051306479191912
ACH-000701,-0.22204835156104435
ACH-000706,-0.12706503304111266
ACH-000711,-0.20725351092393884
ACH-000713,-0.2271844582959208
ACH-000714,-0.18628870591491334
ACH-000718,-0.4271935483062944
ACH-000720,-0.3544127450911397
ACH-000721,-0.325854660544579
ACH-000724,-0.31174475533403284
ACH-000725,-0.4251257418686672
ACH-000732,-0.4703480877083806
ACH-000734,-0.1273023759969201
ACH-000735,-0.22052958192965866
ACH-000736,-0.2943461367687661
ACH-000738,-0.25544784181423946
ACH-000746,-0.2661745115439351
ACH-000747,-0.1964105945481857
ACH-000748,-0.3003240349193166
ACH-000753,-0.16851129387310074
ACH-000756,-0.28010799088361354
ACH-000757,-0.3933741197453432
ACH-000758,-0.13443283370119788
ACH-000760,-0.2429950225790006
ACH-000762,-0.20502282848647685
ACH-000763,-0.1857424122066692
ACH-000764,0.10367238288314616
ACH-000765,-0.3103993297120778
ACH-000766,-0.19846234689650613
ACH-000767,-0.2421679143800415
ACH-000768,-0.2649722921085764
ACH-000769,-0.2464819206799022
ACH-000770,-0.25567595651844605
ACH-000771,-0.2716232718520033
ACH-000773,0.01817626735562861
ACH-000776,-0.22845205641785565
ACH-000777,-0.0572838615081561
ACH-000778,-0.2270742726741132
ACH-000781,-0.1994885473319572
ACH-000782,-0.2272092619070077
ACH-000783,-0.18579517204488227
ACH-000784,-0.31640753773223945
ACH-000785,-0.10826977356797682
ACH-000787,-0.3756107982928951
ACH-000788,-0.2873350914663861
ACH-000791,-0.2576301711879507
ACH-000792,-0.1421663423320541
ACH-000794,-0.2781497606779219
ACH-000796,-0.2633789172676654
ACH-000798,-0.17685680411767735
ACH-000799,-0.4325681960776746
ACH-000800,-0.2791203471572773
ACH-000802,-0.15571875627924545
ACH-000804,-0.1012337889966566
ACH-000805,-0.1918737781008212
ACH-000809,-0.2809376488938097
ACH-000810,-0.10125574299257288
ACH-000811,-0.3712330644781955
ACH-000817,-0.14438016077392538
ACH-000819,-0.322607512236313
ACH-000820,-0.2950785320923955
ACH-000821,-0.26269960203494
ACH-000822,-0.18612963738785845
ACH-000823,-0.2823451226151258
ACH-000824,-0.1338768058025694
ACH-000827,-0.10976634662266704
ACH-000829,-0.15825441554720646
ACH-000831,-0.15007062441342733
ACH-000832,-0.21701415536408572
ACH-000833,-0.2730534053487779
ACH-000834,-0.42409825781592175
ACH-000835,-0.16858213969647945
ACH-000836,-0.3641746376166916
ACH-000837,-0.32432861099599003
ACH-000838,-0.13730974480558406
ACH-000839,-0.5891133522612696
ACH-000840,-0.23939308835385195
ACH-000841,-0.1806422902014614
ACH-000843,-0.3307809953816339
ACH-000846,-0.10594726733460336
ACH-000847,-0.1667440014426788
ACH-000848,-0.020087743831083433
ACH-000849,-0.3217438831043253
ACH-000851,-0.2876083226382642
ACH-000855,-0.30415692237569153
ACH-000856,-0.008922438857049705
ACH-000858,-0.3953959684597292
ACH-000859,-0.28010792703152226
ACH-000861,-0.2480922361421561
ACH-000862,-0.34076697101079906
ACH-000865,-0.2887480215283915
ACH-000866,-0.08539863915068152
ACH-000867,-0.2956619326736242
ACH-000869,-0.11732100236613525
ACH-000872,-0.199607625835951
ACH-000873,0.03675352320170548
ACH-000876,-0.2255625178637655
ACH-000878,-0.17453225363187613
ACH-000880,-0.2650352091338863
ACH-000881,-0.1889860660548631
ACH-000882,-0.31966134524566936
ACH-000884,-0.2792736329164541
ACH-000885,-0.1037310164930684
ACH-000887,-0.3176306395053162
ACH-000889,-0.1475687758356825
ACH-000896,-0.19729229815755345
ACH-000898,-0.2325227868872544
ACH-000900,-0.2833478651793
ACH-000901,-0.1945566938815244
ACH-000905,-0.19816826306236648
ACH-000906,-0.1457957238962637
ACH-000907,-0.42173858163447053
ACH-000910,-0.1946791788691148
ACH-000911,-0.2579371102650483
ACH-000912,-0.26729813732194074
ACH-000913,-0.2981986365644785
ACH-000915,-0.2614165421912817
ACH-000916,-0.4105514197416134
ACH-000917,-0.1604885445233811
ACH-000920,-0.2816665336682692
ACH-000921,-0.2975862976761537
ACH-000924,-0.3169781533985652
ACH-000926,-0.466076305296113
ACH-000928,-0.4358394339228967
ACH-000929,-0.2783642263425173
ACH-000932,-0.1883914966834656
ACH-000935,-0.32203809183040666
ACH-000936,-0.1628942838297143
ACH-000937,-0.2689011739013615
ACH-000938,-0.21055422495131146
ACH-000939,-0.12671649292620535
ACH-000941,-0.20465914318192946
ACH-000943,-0.1587312634943334
ACH-000946,-0.3474615371602311
ACH-000947,-0.06473162929539042
ACH-000948,-0.12972500685719238
ACH-000950,-0.262591940877666
ACH-000953,-0.14640096401319658
ACH-000954,-0.12990372271469286
ACH-000957,-0.1998635323840976
ACH-000958,-0.34548212760437713
ACH-000960,-0.2231954366564762
ACH-000963,-0.4247656031262976
ACH-000968,-0.14995660279664086
ACH-000969,-0.3150335038143159
ACH-000972,-0.3676805524196191
ACH-000973,-0.19674602884608314
ACH-000974,-0.2867675148710471
ACH-000978,0.06740656416435327
ACH-000984,-0.2237688057935049
ACH-000986,-0.23860457073152755
ACH-000988,-0.422300458586868
ACH-000993,-0.243761186105172
ACH-000994,-0.20436985499552973
ACH-000996,-0.2114368570123236
ACH-001001,-0.27352317328554443
ACH-001020,-0.13396641609215365
ACH-001028,-0.2882973565157453
ACH-001031,-0.2880810700955413
ACH-001038,-0.1700900003933708
ACH-001048,-0.17276587029619567
ACH-001050,-0.25788501162175914
ACH-001053,-0.08542930902389131
ACH-001054,-0.2564692234703852
ACH-001061,-0.3692393946680863
ACH-001067,-0.27855092091604106
ACH-001075,-0.15331546400796675
ACH-001096,-0.2053966068968824
ACH-001111,-0.4972008675767686
ACH-001119,-0.21104304215275027
ACH-001128,-0.04096588238302069
ACH-001134,-0.19491388302426746
ACH-001151,-0.3133273161938798
ACH-001163,-0.2224319675527151
ACH-001164,0.10102873178778747
ACH-001183,-0.1910515437384224
ACH-001192,-0.2837218162469222
ACH-001193,-0.2489127697416834
ACH-001196,-0.2456951207705016
ACH-001197,-0.32336169213301924
ACH-001205,-0.2617771869775388
ACH-001211,-0.3941191003935112
ACH-001212,-0.2299349911574157
ACH-001228,-0.5882509002892244
ACH-001232,-0.2289334875397393
ACH-001239,-0.3158653219893528
ACH-001270,-0.12778983282922374
ACH-001274,-0.3053598902582427
ACH-001275,-0.28163493382318017
ACH-001277,-0.3154236109705296
ACH-001278,0.033464991162139315
ACH-001280,-0.11878422969321935
ACH-001283,-0.11112294149230764
ACH-001289,-0.2803415783460089
ACH-001300,-0.14776596081688165
ACH-001301,-0.16864726136743136
ACH-001302,-0.4728702620378696
ACH-001306,-0.26757874346929555
ACH-001318,-0.15526658662665446
ACH-001322,-0.3990834961343169
ACH-001328,-0.2467470546367644
ACH-001332,-0.5527428372600199
ACH-001336,-0.15458538354668688
ACH-001346,-0.3324174331499268
ACH-001353,-0.1400240354093747
ACH-001354,-0.09236479043149866
ACH-001367,-0.13145110807129226
ACH-001368,-0.4121599708347519
ACH-001374,-0.12212483619017735
ACH-001377,-0.17314289477982267
ACH-001380,-0.16051080249788685
ACH-001391,-0.3172094663697141
ACH-001408,-0.3008951611467609
ACH-001430,-0.3903664209447082
ACH-001431,-0.13940959255147994
ACH-001450,-0.2700481808840705
ACH-001496,-0.3035769221946306
ACH-001500,-0.2420799164401191
ACH-001523,-0.2454639057427303
ACH-001532,-0.13754880702976094
ACH-001550,-0.1907748825781905
ACH-001552,-0.3092122321467805
ACH-001554,-0.1554482202489008
ACH-001654,-0.3063374152157856
ACH-001735,-0.28625860253973384
ACH-001736,-0.16869882758763974
ACH-001737,-0.5545933685090406
ACH-001740,-0.2659046185413138
ACH-001745,-0.18910949947073635
ACH-001765,-0.14147112432349382
