,R3HCC1L (27291)
ACH-000004,0.04760711336387085
ACH-000005,0.003964739812650817
ACH-000007,-0.02430353266214849
ACH-000009,-0.14142565989631548
ACH-000011,0.13345414811050166
ACH-000012,0.11389074955840943
ACH-000013,0.061152526106114664
ACH-000014,-0.049077924043790126
ACH-000015,-0.08037599797828321
ACH-000017,0.14193816881090976
ACH-000018,0.06609092291545207
ACH-000019,-0.0405475579216686
ACH-000021,0.030315377990734905
ACH-000022,0.08893587748622231
ACH-000025,-0.045390287808970906
ACH-000028,0.059178018224150086
ACH-000030,-0.08578797743698778
ACH-000035,-0.02635781527836245
ACH-000036,0.02856290694700293
ACH-000037,-0.020908230300072675
ACH-000039,-0.05294828910857568
ACH-000040,-0.11963537985512493
ACH-000041,-0.005053038727963952
ACH-000042,-0.04151754598286883
ACH-000045,0.27617669140043016
ACH-000047,0.1525098245274156
ACH-000052,-0.005925794744954737
ACH-000053,-0.03918451056261358
ACH-000054,0.058263400969371514
ACH-000055,0.049078870606205215
ACH-000060,-0.05860399812612287
ACH-000067,0.12369201182208915
ACH-000070,-0.15973582671527262
ACH-000075,-0.14254489366550854
ACH-000078,-0.033573112616763816
ACH-000082,-0.0023829635326853013
ACH-000085,0.20939017637505167
ACH-000086,-0.138150855234243
ACH-000087,0.09324202210284126
ACH-000092,-0.028894714808590027
ACH-000095,-0.154473557473458
ACH-000097,-0.037530527631862494
ACH-000098,0.06917797157858296
ACH-000099,0.006151788897772249
ACH-000108,0.1537462265917571
ACH-000113,0.12220896015766278
ACH-000116,0.012313061530642102
ACH-000118,-0.0019745954215741068
ACH-000120,-0.03309921223452035
ACH-000123,-0.09608610421892556
ACH-000127,0.06500437324582435
ACH-000128,0.11326707097406588
ACH-000132,0.034717455661185
ACH-000133,0.016140931937451322
ACH-000137,-0.012419071362590156
ACH-000138,-0.005844086557466842
ACH-000142,-0.11251611345588758
ACH-000143,-0.0024056917416046078
ACH-000146,0.02526200517536519
ACH-000148,-0.1029589493338062
ACH-000150,0.05744934315817591
ACH-000152,0.05590761353203511
ACH-000153,0.016285918941963764
ACH-000159,0.038793973026516784
ACH-000160,-0.1457924218833697
ACH-000163,-0.07511949447083037
ACH-000167,-0.4291675393815249
ACH-000168,0.019855367202613647
ACH-000169,0.011728223435209371
ACH-000178,-0.005099107403789453
ACH-000183,0.1213642156118685
ACH-000188,0.11349134931277735
ACH-000189,0.0432365575285477
ACH-000190,0.08706525500508999
ACH-000198,-0.0028704921206911785
ACH-000203,-0.4677482713942975
ACH-000204,-0.07389925914287862
ACH-000206,0.00029246200499802967
ACH-000207,-0.02566238404070911
ACH-000208,0.12367871135179513
ACH-000210,-0.05958786129917343
ACH-000211,-0.08073338890123115
ACH-000215,-0.09138654877974224
ACH-000221,0.024269476862759664
ACH-000222,0.23385628194146346
ACH-000223,-0.06457820225715605
ACH-000226,0.07732201312326561
ACH-000227,-0.12033314965881448
ACH-000228,-0.015078013101424887
ACH-000231,0.02206316119692767
ACH-000232,0.02126860114866402
ACH-000233,0.062355762573978325
ACH-000234,0.0196276761712061
ACH-000235,-0.004119420008320568
ACH-000237,-0.09531549130278112
ACH-000238,0.20537663682457824
ACH-000242,0.21078410132828515
ACH-000243,-0.03710780384558377
ACH-000244,-0.19565743518829468
ACH-000246,0.02491416301247532
ACH-000248,-0.13472088618737912
ACH-000250,0.003217513804113481
ACH-000251,0.08914611995489502
ACH-000252,-0.0068506863278678274
ACH-000253,0.03727573298412242
ACH-000255,-0.0006048107273169612
ACH-000256,-0.018973659817875764
ACH-000257,-0.016840147533808882
ACH-000258,-0.0008865937475184402
ACH-000259,-0.10661762867902116
ACH-000260,-0.1024964525797924
ACH-000261,-0.07996701135845417
ACH-000262,0.08281767524839638
ACH-000263,-0.017433797285597734
ACH-000264,-0.08309168481370467
ACH-000265,-0.029400390336844582
ACH-000266,-0.08199061577782378
ACH-000272,0.014281884081654626
ACH-000274,-0.08102246676947181
ACH-000277,-0.11712101642256795
ACH-000278,-0.03227871376982586
ACH-000279,-0.034624105606135734
ACH-000280,-0.13226636491953564
ACH-000281,-0.2013178093633587
ACH-000288,0.019864571911591262
ACH-000291,-0.07912072661484527
ACH-000293,-0.12275925873595672
ACH-000294,0.017718660659624987
ACH-000295,-0.023383889436060613
ACH-000296,0.042976273628936974
ACH-000302,-0.06798961477499214
ACH-000304,-0.037617905081585794
ACH-000307,0.056063025258090635
ACH-000308,-0.07425712032635505
ACH-000310,-0.12234385732547898
ACH-000311,0.08706498624424971
ACH-000312,-0.08720453201041566
ACH-000315,0.1206701840269142
ACH-000316,0.008555911332579309
ACH-000317,0.033446371584835384
ACH-000318,-0.17371814649771702
ACH-000319,-0.057139127651222074
ACH-000320,-0.0757963288502667
ACH-000322,-0.05328496265167968
ACH-000323,-0.17625390740901126
ACH-000324,-0.10221240938318492
ACH-000329,0.034570204030017336
ACH-000330,0.15003525620834005
ACH-000331,-0.06607315483959578
ACH-000332,0.01976900218008641
ACH-000334,0.07352704517958662
ACH-000335,0.13216035689056846
ACH-000336,-0.08416729720987016
ACH-000337,-0.12546883302790307
ACH-000338,-0.1504290286373452
ACH-000339,-0.0985497247182342
ACH-000341,-0.02926585255202932
ACH-000348,-0.05067978562343165
ACH-000350,-0.051663079268643455
ACH-000352,-0.026696494995377226
ACH-000356,-0.08048903445516836
ACH-000361,0.009730411046814916
ACH-000362,0.035027691111834014
ACH-000363,-0.09567461707508056
ACH-000364,-0.1582696001435422
ACH-000365,-0.018712402964154225
ACH-000366,-0.12460424061460948
ACH-000368,0.017070763627500703
ACH-000374,0.057776755254900676
ACH-000375,0.017186574711529203
ACH-000376,-0.05458120215755253
ACH-000381,-0.10566778781840493
ACH-000383,-0.030450061126329774
ACH-000387,-0.08980681844702093
ACH-000389,-0.08826700993834666
ACH-000390,-0.1698438122588675
ACH-000393,-0.057984133509036064
ACH-000395,-0.030973514562304308
ACH-000396,-0.13851545305160615
ACH-000397,0.021565397601886957
ACH-000401,-0.3004162076392361
ACH-000402,0.003750474273391307
ACH-000403,-0.03243284772628312
ACH-000404,-0.2421054749921152
ACH-000406,-0.07748865615112599
ACH-000407,-0.1056232794558946
ACH-000408,-0.10667212989268607
ACH-000410,-0.07061555945236256
ACH-000411,-0.08444824700341823
ACH-000414,0.03843110072708954
ACH-000415,-0.091999700754813
ACH-000416,-0.012230564952263307
ACH-000420,0.08414283744936539
ACH-000421,-0.09056336761507368
ACH-000424,-0.20081694718364146
ACH-000425,-0.1583723001016127
ACH-000426,0.23095279543398398
ACH-000427,-0.040053010516206806
ACH-000433,0.07513239086414962
ACH-000435,-0.04460354386392007
ACH-000436,-0.05369441490421865
ACH-000444,-0.04060091920228162
ACH-000445,0.039476686226507435
ACH-000448,0.04515376357988926
ACH-000450,-0.029695943457413373
ACH-000452,-0.1854038472600039
ACH-000454,0.009155624231473343
ACH-000458,0.07950860564815067
ACH-000459,0.1726241982839191
ACH-000460,-0.01165054181856047
ACH-000461,0.060708626060502514
ACH-000463,0.02874511030734218
ACH-000464,-0.07545089221290065
ACH-000466,0.0027871053052954237
ACH-000467,-0.012765165688376537
ACH-000468,-0.110182666657691
ACH-000469,-0.04550833878154687
ACH-000470,0.09696203763702667
ACH-000471,-0.02467205278925266
ACH-000472,-0.03261451462080932
