,VAV1 (7409)
ACH-000004,-0.2284756229555557
ACH-000005,-0.16747075027794334
ACH-000007,-0.08882663584885955
ACH-000009,-0.14062447853809054
ACH-000011,0.046051899062321405
ACH-000012,-0.11235460215601968
ACH-000013,-0.231201307420698
ACH-000014,-0.2546965263173059
ACH-000015,-0.30809361397719964
ACH-000017,-0.02627175067493725
ACH-000018,-0.2006482084118646
ACH-000019,-0.07351872973385487
ACH-000021,-0.17172617933546253
ACH-000022,-0.2459555408791847
ACH-000025,-0.15336759701322153
ACH-000028,-0.21181571076645656
ACH-000030,-0.1868183845593204
ACH-000035,-0.043489131991249166
ACH-000036,-0.011934933316930295
ACH-000037,-0.18080925275253767
ACH-000039,-0.0747692971660052
ACH-000040,-0.09007918360184736
ACH-000041,-0.04739167320594971
ACH-000042,-0.06556294101461463
ACH-000045,-0.19856203081077808
ACH-000047,-0.10392500852764598
ACH-000052,-0.29929835058968235
ACH-000053,-0.1453428612762379
ACH-000054,-0.07390404452551724
ACH-000055,-0.1384072887913275
ACH-000060,-0.07937771074785123
ACH-000067,-0.2194833173735392
ACH-000070,-0.060910825046089925
ACH-000075,-0.08164204422555618
ACH-000078,-0.15580828830544946
ACH-000082,-0.07098845238742464
ACH-000085,-0.113739902598235
ACH-000086,-0.1557238087626192
ACH-000087,-0.09345384572247366
ACH-000092,-0.06590949990993429
ACH-000095,-0.07572051112125283
ACH-000097,-0.07014175551038075
ACH-000098,-0.2726030119704068
ACH-000099,-0.2534723728866987
ACH-000108,-0.17732624486775947
ACH-000113,-0.16660625519728
ACH-000116,-0.12990786764665976
ACH-000118,-0.25076187030366737
ACH-000120,-0.17464268085851778
ACH-000123,-0.2649285067039601
ACH-000127,-0.34821527713407396
ACH-000128,-0.4239737167905847
ACH-000132,-0.1431835428551561
ACH-000133,-0.12385396442925505
ACH-000137,-0.1113741874178243
ACH-000138,-0.14653794556388508
ACH-000142,-0.17394238003296353
ACH-000143,-0.16916238695410873
ACH-000146,-0.1976671247400168
ACH-000148,-0.057049384467053876
ACH-000150,-0.11266910309354022
ACH-000152,-0.21121536168450664
ACH-000153,0.0300661941727429
ACH-000159,-0.1135051852196314
ACH-000160,-0.11624813725353066
ACH-000163,-0.18313501462713586
ACH-000167,-0.33089669041484304
ACH-000168,-0.2687500892431833
ACH-000169,-0.03829480441164428
ACH-000178,-0.1625611635753271
ACH-000183,-0.23526732463271566
ACH-000188,-0.2476118644800918
ACH-000189,-0.05583630476352727
ACH-000190,-0.3341212310889343
ACH-000198,-0.1443780338114056
ACH-000203,0.2516973852790789
ACH-000204,0.11224889887022776
ACH-000206,-0.14920538152192028
ACH-000207,-0.006605452615108089
ACH-000208,-0.4449952425272434
ACH-000210,-0.4182811527016458
ACH-000211,-0.11691459135339638
ACH-000215,-0.1749908556798341
ACH-000221,-0.26804376463918594
ACH-000222,-0.1588510055089431
ACH-000223,-0.22225841542880387
ACH-000226,-0.07621489114107455
ACH-000227,-0.19828646476726786
ACH-000228,-0.14676054105551234
ACH-000231,-0.16042020379308322
ACH-000232,-0.03592440431338408
ACH-000233,-0.192803883955502
ACH-000234,-0.0757318757429528
ACH-000235,-0.18209149624606005
ACH-000237,-0.16203146115047418
ACH-000238,0.04928429716535003
ACH-000242,-0.16630076344107175
ACH-000243,-0.14510764302392726
ACH-000244,-0.3901400714902004
ACH-000246,-0.02697395232031111
ACH-000248,-0.23059729054722075
ACH-000250,-0.08025891081004131
ACH-000251,-0.2500959003982265
ACH-000252,-0.14993874487127526
ACH-000253,-0.219791778806536
ACH-000255,-0.09902459923266103
ACH-000256,-0.030335169622243526
ACH-000257,-0.0370460724818276
ACH-000258,-0.25486433389884955
ACH-000259,-0.09775110916688096
ACH-000260,-0.2161852322346052
ACH-000261,-0.11906651226175413
ACH-000262,-0.3055301590027155
ACH-000263,-0.07450727677737773
ACH-000264,-0.0516426469402206
ACH-000265,-0.15622761064194116
ACH-000266,-0.10961455149774577
ACH-000272,-0.16540956952040972
ACH-000274,-0.15598927209845978
ACH-000277,-0.17652083690577872
ACH-000278,-0.14018701316073132
ACH-000279,-0.029906816552017837
ACH-000280,-0.1472822133298353
ACH-000281,-0.1399560577890345
ACH-000288,-0.06395422786859152
ACH-000291,-0.1726496671257241
ACH-000293,-0.0923176194094243
ACH-000294,-0.16917311838900878
ACH-000295,-0.2905009250622222
ACH-000296,-0.26577264713055354
ACH-000302,-0.29423095104097113
ACH-000304,-0.13846736663105694
ACH-000307,-0.15912993990308544
ACH-000308,-0.1433416165457791
ACH-000310,-0.06286185131628336
ACH-000311,-0.07847654458553502
ACH-000312,-0.1489505394601601
ACH-000315,-0.3764356407080484
ACH-000316,0.004809313718979905
ACH-000317,-0.06812262987803179
ACH-000318,-0.16880064203893322
ACH-000319,-0.25326682915277954
ACH-000320,-0.15370605827269268
ACH-000322,-0.026344671912451708
ACH-000323,-0.10413860348049894
ACH-000324,-0.09180137648057876
ACH-000329,-0.04359146777336932
ACH-000330,-0.16259659334941065
ACH-000331,-0.16921104550160673
ACH-000332,-0.14480067532433288
ACH-000334,-0.52240117836282
ACH-000335,-0.3340239950042383
ACH-000336,-0.15474841295292655
ACH-000337,-0.2111917010587918
ACH-000338,-0.3492640802592872
ACH-000339,-0.1620893635616969
ACH-000341,-0.22873897223517875
ACH-000348,-0.1904040442260632
ACH-000350,-0.05328952703169704
ACH-000352,-0.15484665605857614
ACH-000356,0.14817355711312852
ACH-000361,-0.17455224247598047
ACH-000362,-0.15927439594786091
ACH-000363,-0.24051415114475716
ACH-000364,-0.22315075472337936
ACH-000365,-0.14267716879638595
ACH-000366,-0.2052583696490841
ACH-000368,0.055326713128732434
ACH-000374,-0.09779914790219607
ACH-000375,-0.05992998674688727
ACH-000376,0.04594066257814115
ACH-000381,-0.04738200728069896
ACH-000383,-0.1407520849022107
ACH-000387,-0.026481436016909696
ACH-000389,-0.4168302787456922
ACH-000390,-0.15545110922771066
ACH-000393,-0.18052661662853747
ACH-000395,0.11501504417607103
ACH-000396,-0.2660654465330028
ACH-000397,-0.017171183337095317
ACH-000401,-0.10683508619369976
ACH-000402,-0.18057262271453076
ACH-000403,-0.14936403423888575
ACH-000404,-0.19792671026685416
ACH-000406,-0.1761512425322622
ACH-000407,-0.2426162912265767
ACH-000408,-0.16666474535824066
ACH-000410,-0.11635615832858524
ACH-000411,-0.05780110532859645
ACH-000414,-0.046321176238939575
ACH-000415,-0.16511740616947634
ACH-000416,-0.13057261279745866
