,CD164L2 (388611)
ACH-000004,0.013166627560378535
ACH-000005,0.2617811821437569
ACH-000007,-0.1389414157234878
ACH-000009,-0.029321832191250837
ACH-000011,0.17132031587589788
ACH-000012,0.007214310924691933
ACH-000013,-0.061899396040011566
ACH-000014,-0.2206720619134084
ACH-000015,-0.021005244145734892
ACH-000017,-0.01851824633266781
ACH-000018,-0.08463776311476548
ACH-000019,-0.04312274822712606
ACH-000021,-0.015366009888925862
ACH-000022,-0.017508476916810168
ACH-000025,-0.11855997326608678
ACH-000028,-0.11524551307179895
ACH-000030,-0.0019415329259434566
ACH-000035,-0.13771388497428316
ACH-000036,-0.003947222439990136
ACH-000037,-0.032515360717985366
ACH-000039,0.008274695565130939
ACH-000040,-0.10236277745073567
ACH-000041,-0.0668304610066068
ACH-000042,0.02797071468106313
ACH-000045,0.08234794926711794
ACH-000047,0.07138999733403467
ACH-000052,0.13194471822258996
ACH-000053,0.0472363278325099
ACH-000054,0.06748042876333786
ACH-000055,0.04848604337098323
ACH-000060,-0.031538074321378624
ACH-000067,-0.14235598696793844
ACH-000070,-0.1751702526899103
ACH-000075,-0.2527052410710985
ACH-000078,0.031388734589643336
ACH-000082,0.02973451284978252
ACH-000085,-0.011249143078106877
ACH-000086,-0.17728520524110994
ACH-000087,0.2297906626525218
ACH-000092,-0.13631203449821042
ACH-000095,-0.013496037684399428
ACH-000097,0.031223602377275582
ACH-000098,-0.11660735680725505
ACH-000099,0.011769154075973782
ACH-000108,0.015386200636336854
ACH-000113,0.046344592279821434
ACH-000116,-0.004704817769039676
ACH-000118,0.10342963713091027
ACH-000120,-0.2393711726201567
ACH-000123,0.04926068528872183
ACH-000127,0.014522727851886963
ACH-000128,-0.1369095637620912
ACH-000132,-0.2366244058154307
ACH-000133,-0.06926976730030462
ACH-000137,-0.061911732017673325
ACH-000138,-0.028885806631958538
ACH-000142,-0.08177352303134768
ACH-000143,-0.0918119472106693
ACH-000146,0.08020076617005167
ACH-000148,-0.06967410677834154
ACH-000150,-0.3449364827893737
ACH-000152,-0.16815102941626733
ACH-000153,-0.21884893511040926
ACH-000159,-0.09042707168591854
ACH-000160,0.06831116469452388
ACH-000163,0.05255441407519984
ACH-000167,0.1855653965849983
ACH-000168,-0.1581131976072384
ACH-000169,-0.1831999701143221
ACH-000178,0.014760380329169563
ACH-000183,-0.07574046186379528
ACH-000188,-0.07013501359296925
ACH-000189,-0.2474535329770738
ACH-000190,0.061078228597691464
ACH-000198,-0.008123739421651928
ACH-000203,0.17116329131973906
ACH-000204,-0.3752421301955136
ACH-000206,0.02198052702304798
