,IRF2BP2 (359948)
ACH-000004,-0.24557302317340146
ACH-000005,-0.4883121820130926
ACH-000007,-0.15497807471379002
ACH-000009,-0.4284073974781224
ACH-000011,0.09457081679730192
ACH-000012,-0.3543045309809429
ACH-000013,-0.22714128069394976
ACH-000014,-0.015048652309760827
ACH-000015,0.06433211241402696
ACH-000017,0.20751969581124435
ACH-000018,0.1947306372614941
ACH-000019,0.022233994942164388
ACH-000021,-0.12940748017900566
ACH-000022,-0.13945633032038124
ACH-000025,-0.20767388775327916
ACH-000028,0.14537462285190608
ACH-000030,-0.2664331864806063
ACH-000035,0.07497431932890676
ACH-000036,0.35056509046859624
ACH-000037,-0.007006031565697048
ACH-000039,-0.05826590540645516
ACH-000040,-0.0036072277118668187
ACH-000041,-0.05814811682328395
ACH-000042,-0.2507685894714174
ACH-000045,-0.6082200888722527
ACH-000047,0.003413552651132987
ACH-000052,0.13726419328156975
ACH-000053,-0.2905240152817033
ACH-000054,-0.14071638078249746
ACH-000055,-0.07949912117316359
ACH-000060,-0.19324173650359824
ACH-000067,0.07707862247005047
ACH-000070,0.07913627067225051
ACH-000075,-0.056831682220520124
ACH-000078,-0.1449307623643077
ACH-000082,-0.12148403237552105
ACH-000085,-0.14369633513641045
ACH-000086,-0.2536438289167701
ACH-000087,-0.12774270716298355
ACH-000092,0.0197205952612516
ACH-000095,-0.272382527937807
ACH-000097,-0.09335844082540228
ACH-000098,0.16328265508112755
ACH-000099,0.0378605769735902
ACH-000108,-0.4741921663241826
ACH-000113,-0.4610651769439538
ACH-000116,-0.24275957342121884
ACH-000118,0.1519780931893443
ACH-000120,-0.04395144194306525
ACH-000123,-0.13946208361482898
ACH-000127,0.08812228453470293
ACH-000128,-0.12734075161424366
ACH-000132,-0.2500721206369531
ACH-000133,0.003768428031115628
ACH-000137,0.17958816608525538
ACH-000138,-0.4608783759847797
ACH-000142,-0.27186557989794397
ACH-000143,0.01834416314155661
ACH-000146,-0.7988694589597302
ACH-000148,0.16534081135942374
ACH-000150,-0.1665075059821886
ACH-000152,-0.10500207026267826
ACH-000153,0.276764477008118
ACH-000159,-0.13565845160702272
ACH-000160,-0.2362296653189574
ACH-000163,-0.2921104537071118
ACH-000167,-0.3215817756646382
ACH-000168,-0.6294526692860896
ACH-000169,-0.006670195933806828
ACH-000178,-0.34268849025304865
ACH-000183,0.039769790274375744
ACH-000188,-0.3036298433824179
ACH-000189,-0.31964637770659005
ACH-000190,-0.1526212536887417
ACH-000198,-0.5856920683826642
ACH-000203,-0.4719452513078934
ACH-000204,-0.2349349415077736
ACH-000206,-0.2860067047927
ACH-000207,-0.08170982037003363
ACH-000208,-0.19488436143449536
ACH-000210,-0.1262271638125476
ACH-000211,-0.13889619196886802
ACH-000215,-0.31799137422547336
ACH-000221,-0.023345623296014847
ACH-000222,-0.6396202060335239
ACH-000223,-0.4263455789073011
ACH-000226,-0.1335116914501441
ACH-000227,0.004784967672341234
ACH-000228,-0.393711905237186
ACH-000231,-0.10557688493372444
ACH-000232,0.0715797492801877
ACH-000233,-0.4210219798781793
ACH-000234,-0.24359339432769986
ACH-000235,-0.5542769756762316
ACH-000237,-0.07274158366350215
ACH-000238,-0.27204090455007873
ACH-000242,0.036519322557513376
ACH-000243,-0.12051114621647395
ACH-000244,0.04564285122479421
ACH-000246,-0.2746210644170691
ACH-000248,-0.4845917710160158
ACH-000250,-0.17856646151797634
ACH-000251,-0.05444406792546351
ACH-000252,-0.15220852582259414
ACH-000253,-0.4987024353967058
ACH-000255,0.00920043011387564
ACH-000256,-0.20066994361116905
ACH-000257,0.015806474799963114
ACH-000258,-0.1650329326856732
ACH-000259,0.001707912227123455
ACH-000260,-0.1922563674964956
ACH-000261,-0.2974525053064411
ACH-000262,0.028784853017485405
ACH-000263,-0.7635216188998175
ACH-000264,-0.19413886120892768
ACH-000265,-0.02980150676797428
ACH-000266,-0.4933055084725523
ACH-000272,-0.015142608499878838
ACH-000274,-0.24741655322529
ACH-000277,-0.2442355247071825
ACH-000278,-0.2643300445568502
ACH-000279,-0.07891911088138102
ACH-000280,-0.10767418305608996
ACH-000281,-0.40462642306969787
ACH-000288,-0.2541637839659485
ACH-000291,-0.03220568606362033
ACH-000293,-0.1940212383261384
ACH-000294,-0.6290430218982614
ACH-000295,-0.3921269926861815
ACH-000296,-0.17223096762910528
ACH-000302,-0.07238515928209995
ACH-000304,0.15827674926451954
ACH-000307,-0.3079622619055378
ACH-000308,-0.18434500072883367
ACH-000310,-0.2375093514628004
ACH-000311,-0.3836789134480641
ACH-000312,-0.24147576686166
ACH-000315,-0.14020692425953854
ACH-000316,-0.4589744555109706
ACH-000317,-0.25711168669776485
ACH-000318,-0.12872040096936702
ACH-000319,-0.005310216490348039
ACH-000320,-0.19422461444011396
ACH-000322,-0.19967744062610016
ACH-000323,0.09136551085939436
ACH-000324,0.041627169385965036
ACH-000329,-0.16857630544307484
ACH-000330,-0.17637431178866794
ACH-000331,-0.20304466268775798
ACH-000332,-0.2853952716649231
ACH-000334,-0.03371458884729342
ACH-000335,-0.024124252599838192
ACH-000336,-0.8685914846008796
ACH-000337,-0.12612274943013838
ACH-000338,-0.22822888699079896
