,PRKG1 (5592)
ACH-000004,0.009749349001496878
ACH-000005,0.230427206053234
ACH-000007,0.061421737300082636
ACH-000009,0.11291306487977387
ACH-000011,0.053141635189690464
ACH-000012,0.10726521662355466
ACH-000013,0.1699492936548068
ACH-000014,0.12362726079717935
ACH-000015,0.05697458324956185
ACH-000017,0.12948398990273766
ACH-000018,0.0042105813765446615
ACH-000019,-0.03365614911532438
ACH-000021,0.1904265598179951
ACH-000022,0.005568629444614042
ACH-000025,-0.03291537784717432
ACH-000028,-0.026655660276310958
ACH-000030,-0.07507826889738432
ACH-000035,0.0015882597611257385
ACH-000036,0.12377215940985405
ACH-000037,0.2167644393672546
ACH-000039,0.1492360350682071
ACH-000040,0.08486964442951339
ACH-000041,0.17901350711378214
ACH-000042,0.08099278894699752
ACH-000045,0.2274066034468225
ACH-000047,0.08854546447206921
ACH-000052,0.20069936435528607
ACH-000053,0.07469282700203637
ACH-000054,0.13259030457635065
ACH-000055,0.0696391739718207
ACH-000060,-0.07667666906926895
ACH-000067,-0.042611399133292
ACH-000070,0.32294354826303623
ACH-000075,0.11091474404561796
ACH-000078,0.2316666348493569
ACH-000082,-0.02143635405343255
ACH-000085,0.004467350707001869
ACH-000086,0.02130199762564605
ACH-000087,0.051724471381825766
ACH-000092,0.0825607109147879
ACH-000095,0.16425762054127346
ACH-000097,0.12137176618402892
ACH-000098,0.14046324885621272
ACH-000099,-0.01728660177111454
ACH-000108,0.07852503328391892
ACH-000113,0.08552768847104167
ACH-000116,-0.06157589245086401
ACH-000118,0.06431736434550088
ACH-000120,0.06203166150410725
ACH-000123,0.12951437745684194
ACH-000127,0.07416192803444521
ACH-000128,0.18071797326712216
ACH-000132,-0.10189850854533276
ACH-000133,0.07857909098025459
ACH-000137,-0.12284819802363935
ACH-000138,0.12633957691331207
ACH-000142,-0.03625375084243019
ACH-000143,0.027912602413945917
ACH-000146,0.08743200837398812
ACH-000148,0.12658448979011488
ACH-000150,0.033060449118715834
ACH-000152,0.1045877219172538
ACH-000153,0.09334408526576732
ACH-000159,-0.012095866310621895
ACH-000160,0.04283559984246106
ACH-000163,0.2410766731671517
ACH-000167,-0.08781256398831029
ACH-000168,0.1862506968449817
ACH-000169,-0.10118634639299524
ACH-000178,0.07301858412345295
ACH-000183,0.04521899059245568
ACH-000188,0.08130995750967078
ACH-000189,0.06339311292128395
ACH-000190,0.08049507623082444
ACH-000198,0.13446808657963938
ACH-000203,-0.20960245981571488
ACH-000204,0.314083415328499
ACH-000206,0.054740426225874175
ACH-000207,0.12580017572447155
ACH-000208,-0.3109519226700768
ACH-000210,0.3301588509166125
ACH-000211,0.03326979882914863
ACH-000215,0.0929612217426986
ACH-000221,0.2420801723995461
ACH-000222,0.09429146625341164
ACH-000223,0.07472745570634806
ACH-000226,0.05978110478443546
ACH-000227,0.04523505508587213
ACH-000228,-0.07609414187765287
ACH-000231,0.11041660162359092
ACH-000232,0.1239571290691086
ACH-000233,0.08620133946829793
ACH-000234,0.27655816147778955
ACH-000235,0.09569272820102327
ACH-000237,0.02242695127625456
ACH-000238,0.04958521074223294
ACH-000242,-0.033688202636871833
ACH-000243,0.12007630786920237
ACH-000244,0.2506066441742649
ACH-000246,0.07371545454909699
ACH-000248,0.06666819008739346
ACH-000250,0.016725201071878373
ACH-000251,0.10581824084136146
ACH-000252,0.2828492990148241
ACH-000253,0.028420392948545245
ACH-000255,-0.07291638547235263
ACH-000256,-0.042146294177640715
ACH-000257,0.4355751702071188
ACH-000258,0.16749897172763725
ACH-000259,0.052692318089468566
ACH-000260,0.04359435056667112
ACH-000261,-0.035484243736667566
ACH-000262,0.12621565460376258
ACH-000263,0.08464213027921537
ACH-000264,0.09576530837800984
ACH-000265,0.06552429358573378
ACH-000266,0.108385608912792
ACH-000272,0.12061155100934405
ACH-000274,0.17958977340725987
ACH-000277,0.08495345235256498
ACH-000278,0.22038198955186605
ACH-000279,0.1374355869961304
ACH-000280,0.13715987495190962
ACH-000281,0.0469439392674695
ACH-000288,0.06481722713439635
ACH-000291,0.2928000330563192
ACH-000293,0.1611682122718786
ACH-000294,0.0959133038330294
ACH-000295,0.03603514987286168
ACH-000296,0.14345917313406106
ACH-000302,0.10608236725046036
ACH-000304,0.25658361145581465
ACH-000307,0.09212222486434953
ACH-000308,0.06363127039009217
ACH-000310,0.15211863499783818
ACH-000311,0.029716495998231025
ACH-000312,0.1593703640387789
ACH-000315,0.18331538944121556
ACH-000316,0.062034503792173526
ACH-000317,-0.04214454188361107
ACH-000318,-0.021384026293369468
ACH-000319,-0.025782115579341725
ACH-000320,0.3359090555383575
ACH-000322,-0.06240125874572496
ACH-000323,-0.11421377069178633
ACH-000324,0.015907805358780502
ACH-000329,0.13950091653190316
ACH-000330,-0.0008175339387821003
ACH-000331,-0.10551574603321943
ACH-000332,0.08794716732047621
ACH-000334,0.27680555011303976
ACH-000335,-0.03603267134705546
ACH-000336,0.15085493943574035
ACH-000337,0.1356385070142544
ACH-000338,0.4774892051074705
ACH-000339,0.03260228152255993
ACH-000341,0.1363044608770196
ACH-000348,0.12126884584167733
ACH-000350,0.12648841088098076
ACH-000352,0.16491151282304786
ACH-000356,-0.16782778446622454
ACH-000361,0.023625034013400808
ACH-000362,0.19746999687190786
ACH-000363,0.11177620581157906
ACH-000364,0.00485486407418012
ACH-000365,0.15254076701570307
ACH-000366,0.11206569088129384
ACH-000368,0.11203891211658837
ACH-000374,-0.022110718324551543
ACH-000375,0.09810922492022743
ACH-000376,0.1244066384053758
ACH-000381,0.14764585474226685
ACH-000383,0.12832709496371011
ACH-000387,0.07003963632429018
ACH-000389,0.17291572534092178
ACH-000390,-0.02766944846081445
ACH-000393,0.1294570680773713
ACH-000395,0.030992941161988443
ACH-000396,-0.23808448633991935
ACH-000397,0.0694681277178531
ACH-000401,0.14304882175111458
ACH-000402,0.1342160797542273
ACH-000403,0.06709261147344057
ACH-000404,0.01678577677493033
ACH-000406,0.17665486614311388
ACH-000407,0.06383708780113856
ACH-000408,-0.030862340764013767
ACH-000410,0.10765771895772484
ACH-000411,0.04044596036375367
ACH-000414,0.013855561291192937
ACH-000415,-0.07092120338821557
ACH-000416,0.06052405401753685
ACH-000420,-0.1809514917539196
ACH-000421,0.024373675085335653
ACH-000424,0.2285644160124066
ACH-000425,0.07141581135430057
ACH-000426,0.2505261527972393
ACH-000427,-0.022457971289639844
ACH-000433,0.09542750263644198
ACH-000435,-0.0242304989670682
ACH-000436,0.06859799824075417
ACH-000444,0.046084343819244485
ACH-000445,0.07098015935817302
ACH-000448,0.030278138320858718
ACH-000450,0.11820389569172406
ACH-000452,-0.019556620399381986
ACH-000454,-0.12323880806455685
ACH-000458,-0.013825781791783726
ACH-000459,0.17265843445086773
ACH-000460,0.114704576033283
ACH-000461,0.0029630378182835338
ACH-000463,0.14824258433935913
ACH-000464,-0.2016227048874454
ACH-000466,-0.13193109649421042
