,ENDOV (284131)
ACH-000004,0.129685424691856
ACH-000005,-0.3398728670734766
ACH-000007,-0.07199173386239363
ACH-000009,-0.1728127714947378
ACH-000011,-0.22157803873249352
ACH-000012,-0.06475490113520213
ACH-000013,-0.04019763679634538
ACH-000014,-0.014952059133071113
ACH-000015,-0.050118571287142616
ACH-000017,-0.22353357360205306
ACH-000018,0.05887708497122551
ACH-000019,0.014285756097611532
ACH-000021,-0.028082787068114626
ACH-000022,-0.03163297256597551
ACH-000025,0.027195164316427458
ACH-000028,-0.0451705626758309
ACH-000030,-0.026935454489933508
ACH-000035,-0.13334129627986138
ACH-000036,-0.02087425003332557
ACH-000037,-0.06582221133621878
ACH-000039,-0.2832929819261009
ACH-000040,0.019658573133359555
ACH-000041,-0.1620286770138745
ACH-000042,-0.13853797094766504
ACH-000045,-0.06718696986112632
ACH-000047,0.0011128916832427221
ACH-000052,0.16557137516587211
ACH-000053,-0.080811924108246
ACH-000054,-0.021796839310982644
ACH-000055,-0.0997270612051769
ACH-000060,-0.2213825433136964
ACH-000067,-0.01222674368769427
ACH-000070,0.03386374072648998
ACH-000075,-0.029808061874177182
ACH-000078,-0.1296379724573975
ACH-000082,-0.019333757805393082
ACH-000085,0.05645729867901756
ACH-000086,-0.16922038686972393
ACH-000087,-0.06795315929568517
ACH-000092,-0.05563070689501376
ACH-000095,-0.20153755149569025
ACH-000097,-0.02098455522238173
ACH-000098,-0.05250005927942313
ACH-000099,-0.1693759953811622
ACH-000108,-0.16614617027453746
ACH-000113,0.00859985847436416
ACH-000116,-0.15075564145908268
ACH-000118,-0.08475520329778291
ACH-000120,-0.26022153231503226
ACH-000123,-0.10812621785806102
ACH-000127,-0.1139417700208809
ACH-000128,-0.08054981914382107
ACH-000132,-0.16900085763390282
ACH-000133,0.020586790887696268
ACH-000137,-0.09117054488352454
ACH-000138,0.024063410193047717
ACH-000142,-0.1306607794854916
ACH-000143,0.05789607458091131
ACH-000146,-0.06504565183756746
ACH-000148,-0.005779780387733502
ACH-000150,-0.05931010183299292
ACH-000152,-0.2489168373553253
ACH-000153,0.06627657724736305
ACH-000159,-0.1260946316969083
ACH-000160,-0.0854968030107003
ACH-000163,-0.08746271397013054
ACH-000167,-0.1623547376670675
ACH-000168,-0.3031190960611191
ACH-000169,-0.08660464631470073
ACH-000178,-0.1331493337802612
ACH-000183,-0.10273751374879724
ACH-000188,-0.10088513315290286
ACH-000189,-0.14463365504120956
ACH-000190,-0.2293557609230493
ACH-000198,0.09258626114870697
ACH-000203,0.033884614994387635
ACH-000204,0.0357715528722548
ACH-000206,-0.04000803196569862
ACH-000207,-0.16285328141510122
ACH-000208,-0.00538805621604814
ACH-000210,-0.08360359827662048
ACH-000211,-0.06611117554420139
ACH-000215,-0.07274145051174756
ACH-000221,-0.1948606166430187
ACH-000222,-0.09484033851853607
ACH-000223,-0.02619347226408673
ACH-000226,-0.1621396897779466
ACH-000227,-0.10865597191219488
ACH-000228,-0.17738758957955486
ACH-000231,-0.09068764012361903
ACH-000232,-0.009954861738980138
ACH-000233,-0.11629745258225715
ACH-000234,-0.14082655940309666
ACH-000235,-0.032611956541670366
ACH-000237,-0.08156934782768231
ACH-000238,0.05026971737248392
ACH-000242,-0.0479821994249404
ACH-000243,-0.08889899709404755
ACH-000244,-0.08353444931703226
ACH-000246,-0.0827975807537931
ACH-000248,-0.14608998909213866
ACH-000250,-0.16980371458035676
ACH-000251,-0.3907995480886639
ACH-000252,0.005208791524670463
ACH-000253,0.009942918171190048
ACH-000255,-0.32687302161393983
ACH-000256,-0.19184311221523465
ACH-000257,-0.28643137762935983
ACH-000258,0.1978320612443706
ACH-000259,-0.0702680438294446
ACH-000260,-0.08740557898734347
ACH-000261,-0.08940425918810745
ACH-000262,0.09727514617938872
ACH-000263,-0.2898854026000898
ACH-000264,-0.2543486866493186
ACH-000265,-0.06096672984439129
ACH-000266,-0.15057716575005006
ACH-000272,-0.11971279329527827
ACH-000274,-0.16400707352568247
ACH-000277,-0.11762315220222826
