,PLCL1 (5334)
ACH-000004,0.18948734314522714
ACH-000005,0.15962740685717114
ACH-000007,0.0911110101026857
ACH-000009,0.027622273517542675
ACH-000011,0.2934594830049287
ACH-000012,0.100919894755993
ACH-000013,0.27134223929160833
ACH-000014,0.17055958972226504
ACH-000015,0.1504670306299398
ACH-000017,0.035453975811160235
ACH-000018,-0.0218077150174918
ACH-000019,0.11370037186086948
ACH-000021,0.18559078211986746
ACH-000022,0.2574325431937619
ACH-000025,0.2937343621265592
ACH-000028,0.3347782091843718
ACH-000030,0.11647624080917553
ACH-000035,0.2959326408544217
ACH-000036,0.0755581472468747
ACH-000037,0.07723276971979293
ACH-000039,0.10876033398862513
ACH-000040,0.17455343541179538
ACH-000041,0.10562667644846573
ACH-000042,0.19385272346525892
ACH-000045,0.24223070646682696
ACH-000047,0.19568437415014872
ACH-000052,0.3255233413599499
ACH-000053,0.10055988173214554
ACH-000054,0.27372836925183225
ACH-000055,0.13457059311583494
ACH-000060,0.03191712279765619
ACH-000067,0.32043067882573256
ACH-000070,0.029068280937700808
ACH-000075,0.2979660031022673
ACH-000078,0.16573090753070574
ACH-000082,0.09349310589782674
ACH-000085,0.1350291675075599
ACH-000086,0.09412656943377076
ACH-000087,0.2415452066795315
ACH-000092,0.07045505587544502
ACH-000095,0.16697204271946756
ACH-000097,0.20778029778352625
ACH-000098,0.13227375366429445
ACH-000099,0.28307655493865197
ACH-000108,0.023812818608163082
ACH-000113,0.231134718062888
ACH-000116,0.1263790882900089
ACH-000118,0.0774047405059517
ACH-000120,0.08087500469828793
ACH-000123,0.18197826362279054
ACH-000127,0.29091762348620204
ACH-000128,-0.0007652078445729017
ACH-000132,0.2700812398139839
ACH-000133,0.023529860682360626
ACH-000137,0.034282191158706274
ACH-000138,0.22084620497801366
ACH-000142,0.3526057687201502
ACH-000143,0.2583280415049442
ACH-000146,0.13833514441241207
ACH-000148,0.1258113045838575
ACH-000150,0.15288882563468184
ACH-000152,0.14540813504976546
ACH-000153,0.22561883519823106
ACH-000159,0.1911666802823004
ACH-000160,0.1666765455156756
ACH-000163,0.1942930613674093
ACH-000167,0.15065943547138524
ACH-000168,0.3059777217740188
ACH-000169,0.1364612526771345
ACH-000178,0.187254175695456
ACH-000183,0.2831198431298792
ACH-000188,0.27950180441280503
ACH-000189,0.3523706071209949
ACH-000190,0.07278252131371209
ACH-000198,0.1311179880832394
ACH-000203,0.2599244871090314
ACH-000204,-0.12548925896810328
ACH-000206,-0.017524236696629975
ACH-000207,0.24335067036889715
ACH-000208,0.261024751953353
ACH-000210,0.5592243224136845
ACH-000211,0.17094589297479645
