,RAB3IL1 (5866)
ACH-000004,0.15152328686374447
ACH-000005,0.3125987917107084
ACH-000007,0.2174169224474156
ACH-000009,0.254720714857304
ACH-000011,0.12256066316448826
ACH-000012,0.1663532025571138
ACH-000013,0.16862444000492902
ACH-000014,0.36664001059186063
ACH-000015,0.21302387669228284
ACH-000017,0.1055257432211196
ACH-000018,0.2302332544134849
ACH-000019,0.020467140558369238
ACH-000021,-0.0005611436042506484
ACH-000022,0.06659633435560137
ACH-000025,0.17707470620343874
ACH-000028,0.13785209260340822
ACH-000030,0.07731907717507948
ACH-000035,0.09374150830911088
ACH-000036,0.20099042080956675
ACH-000037,0.17648365580557732
ACH-000039,0.2759438040179638
ACH-000040,0.15149970734438034
ACH-000041,0.09722642112203868
ACH-000042,0.08747196413903457
ACH-000045,0.09495574079446407
ACH-000047,0.17135863912811658
ACH-000052,0.07344098845556303
ACH-000053,0.16423811771512575
ACH-000054,0.1653901691042669
ACH-000055,0.13676249825516018
ACH-000060,0.2048179669586284
ACH-000067,0.3480486806561541
ACH-000070,0.06292092993504082
ACH-000075,0.18577377490333707
ACH-000078,0.2594536074221649
ACH-000082,0.1430686962634176
ACH-000085,0.3027384861782881
ACH-000086,0.016590833537605692
ACH-000087,0.04091666942867517
ACH-000092,0.16870077955045112
ACH-000095,0.1558843946718968
ACH-000097,0.05804568758020107
ACH-000098,0.2256555153586769
ACH-000099,0.18155850587916814
ACH-000108,0.07511126468332223
ACH-000113,0.09196367366583301
ACH-000116,0.054518099407096315
ACH-000118,0.10526250977608664
ACH-000120,0.07198426640223271
ACH-000123,0.10926126762932177
ACH-000127,0.13905129977726288
ACH-000128,0.12751113024150698
ACH-000132,0.0934611680210811
ACH-000133,-0.0022944244456850407
ACH-000137,0.010527813074361724
ACH-000138,0.058078552239859124
ACH-000142,0.07446118111770035
ACH-000143,0.03719679816401046
ACH-000146,0.14432972185914442
ACH-000148,0.19518697912483496
ACH-000150,0.004037486641668679
ACH-000152,0.280855016816672
ACH-000153,0.01014356381131533
ACH-000159,0.19503932577835376
ACH-000160,0.20592337042532244
ACH-000163,0.16127686756890136
ACH-000167,0.3672368489512083
ACH-000168,0.14985796243053615
ACH-000169,0.05751118555872856
ACH-000178,0.2259316011774241
ACH-000183,0.19536046215065053
ACH-000188,0.040746928280172366
ACH-000189,-0.24493986330216405
ACH-000190,0.2291036067207992
ACH-000198,0.1167863703379959
ACH-000203,-0.041262562512177886
ACH-000204,0.011509711239920044
ACH-000206,0.14155440473582606
ACH-000207,0.004998265243096719
ACH-000208,0.21072787998892595
ACH-000210,0.05668707351586405
ACH-000211,0.1406691054180975
ACH-000215,0.1524146466402488
ACH-000221,0.10342456698114187
ACH-000222,0.1595626661733069
ACH-000223,0.19739168629167336
ACH-000226,0.09410829265192708
ACH-000227,0.13779322324786145
ACH-000228,0.03002121022752253
ACH-000231,0.14168793223208212
ACH-000232,0.1822035286789445
ACH-000233,0.15307441334626926
ACH-000234,0.05385317261247415
ACH-000235,0.10105365070098132
ACH-000237,0.17632768633615312
ACH-000238,0.2639639241463714
ACH-000242,-0.032119360232155815
ACH-000243,0.1447379561246611
ACH-000244,0.1231256976399372
ACH-000246,0.12252314016020205
ACH-000248,0.15299121234330276
ACH-000250,0.1246585716981813
ACH-000251,0.04594255112290551
ACH-000252,-0.029825073494150676
ACH-000253,0.3178733104232297
ACH-000255,0.2153012103663709
ACH-000256,0.040668174461876684
ACH-000257,0.21962250119236945
ACH-000258,0.14997911019714572
ACH-000259,0.1187073743098413
ACH-000260,0.05325447140794023
ACH-000261,0.07780011498754419
ACH-000262,0.17580248056711745
ACH-000263,0.22507577813118107
ACH-000264,-0.004566448193225224
ACH-000265,0.14756678363544692
ACH-000266,0.09134189559707748
ACH-000272,0.20943994309174851
ACH-000274,0.22130767130757775
ACH-000277,0.13282914164528611
ACH-000278,0.30785014916379844
ACH-000279,0.2214715952170076
ACH-000280,0.042638101740234136
ACH-000281,-0.13333857503381225
ACH-000288,0.12348297239548388
ACH-000291,0.1548119290741794
ACH-000293,0.12059272038244954
ACH-000294,0.12642396140322645
ACH-000295,0.17665543273284814
ACH-000296,0.1490782081339687
ACH-000302,0.10553637891666308
ACH-000304,0.2260029034940797
ACH-000307,0.14851624086018342
ACH-000308,0.0831621260920957
ACH-000310,0.2336023345811892
ACH-000311,0.23976357942968374
ACH-000312,0.165043292800896
ACH-000315,0.21696024357046284
ACH-000316,0.08188476629801915
ACH-000317,-0.05322560215991662
ACH-000318,-0.10434266429513077
ACH-000319,0.18970039133031302
ACH-000320,-0.0007619790479929513
ACH-000322,0.36601870230674943
ACH-000323,0.15336135140311088
ACH-000324,0.16902687507036512
ACH-000329,0.19966169599929728
ACH-000330,0.13492991775778446
ACH-000331,0.21659586349849305
ACH-000332,0.15093684160604434
ACH-000334,0.17126389418565224
ACH-000335,0.1770625609646192
ACH-000336,0.053734837274407456
ACH-000337,-0.05733792663966099
ACH-000338,0.19112271270442324
ACH-000339,0.13716203185261613
ACH-000341,0.33937622896688346
ACH-000348,0.21532734631015515
ACH-000350,0.1798440101963642
ACH-000352,0.060351949161235416
ACH-000356,-0.0551311802801672
ACH-000361,-0.13324547588575236
ACH-000362,0.13467398465771455
ACH-000363,0.009500528994267314
ACH-000364,0.07405438562479189
ACH-000365,0.11925114763426872
ACH-000366,-0.012381517744490415
ACH-000368,0.11844835595491192
ACH-000374,0.07819136747212581
ACH-000375,0.1811509552081008
ACH-000376,0.13225461228178742
ACH-000381,0.04776607634393019
ACH-000383,0.08966195775485615
ACH-000387,0.18491761248916289
ACH-000389,0.18070290441300849
ACH-000390,0.07736594083581694
ACH-000393,0.006385840116469317
ACH-000395,0.04419473151226642
ACH-000396,0.12131360663916718
ACH-000397,0.14930923461842385
ACH-000401,0.022455202444070142
ACH-000402,-0.08415337658151258
ACH-000403,0.1364184870398065
ACH-000404,0.30036418269514675
ACH-000406,0.042465519555555255
ACH-000407,0.265506630724584
ACH-000408,0.07461914088829262
ACH-000410,0.18227257101003194
ACH-000411,0.21847888480157485
ACH-000414,0.2245819342557825
ACH-000415,0.048389175155310285
ACH-000416,0.13209729078257074
ACH-000420,0.22071703058896708
ACH-000421,0.08513625961735498
ACH-000424,0.1388384677615066
ACH-000425,0.1543307091166674
ACH-000426,0.11909796852800172
ACH-000427,0.1413704426160779
ACH-000433,0.17931044045611044
ACH-000435,0.36320653615354986
ACH-000436,0.26346613517198497
ACH-000444,0.12101427749649488
ACH-000445,0.12303459220031085
ACH-000448,0.0813844257669192
ACH-000450,0.10955536078425904
ACH-000452,0.1545340981478789
ACH-000454,0.14263061863548493
ACH-000458,0.04607183270563995
ACH-000459,0.134419432041547
ACH-000460,0.09800500695676724
ACH-000461,-0.038030692611854766
ACH-000463,0.10861931133233513
ACH-000464,0.14802301552746602
ACH-000466,0.07843075910393728
ACH-000467,0.12917969651163402
ACH-000468,0.1118008241111472
ACH-000469,0.043512419576138314
