,TBPL2 (387332)
ACH-000004,-0.2774837995720742
ACH-000005,-0.20481989592909824
ACH-000007,-0.28450299685828995
ACH-000009,-0.1069667574979228
ACH-000011,-0.17381973998021075
ACH-000012,-0.09751077705978996
ACH-000013,-0.1669160634052963
ACH-000014,0.06329493294750392
ACH-000015,-0.06324556679387665
ACH-000017,-0.05240823771418897
ACH-000018,-0.05401848354444103
ACH-000019,-0.03683004905810944
ACH-000021,-0.05272957874162623
ACH-000022,-0.2101517005617196
ACH-000025,-0.15944337931063818
ACH-000028,-0.022637470801493826
ACH-000030,-0.17173719211633556
ACH-000035,-0.1502151553033272
ACH-000036,-0.08796866046186153
ACH-000037,-0.114369256524933
ACH-000039,-0.2810925732976097
ACH-000040,0.04539921639549162
ACH-000041,-0.1557716238912722
ACH-000042,-0.18322324077816093
ACH-000045,-0.07041820124554826
ACH-000047,-0.012008450075832613
ACH-000052,-0.011143235773454871
ACH-000053,-0.11409660432109542
ACH-000054,-0.16517962937095265
ACH-000055,-0.2292956575477331
ACH-000060,-0.3021993905883581
ACH-000067,0.0785206068790895
ACH-000070,-0.2669569797022732
ACH-000075,-0.16650528890599686
ACH-000078,-0.13122098702600418
ACH-000082,-0.13392190595395434
ACH-000085,-0.2330282011390331
ACH-000086,-0.06579381294661511
ACH-000087,-0.30434105291737396
ACH-000092,-0.20829064143186746
ACH-000095,-0.20863115936902132
ACH-000097,-0.0965356839546826
ACH-000098,-0.13039605914329647
ACH-000099,-0.08769797925151067
ACH-000108,-0.16011554229718875
ACH-000113,-0.10327845653053436
ACH-000116,-0.1427621756943423
ACH-000118,-0.21698831913219654
ACH-000120,-0.11726083037430997
ACH-000123,-0.12017182508005668
ACH-000127,-0.21257623565895004
ACH-000128,-0.2623798169245992
ACH-000132,0.019269898511798538
ACH-000133,-0.1819258428069836
ACH-000137,-0.08285459764475729
ACH-000138,-0.1429308569967238
ACH-000142,-0.2401352344706841
ACH-000143,-0.1328022687311746
ACH-000146,-0.19766149536032934
ACH-000148,-0.17934511826894867
ACH-000150,-0.06118459188571546
ACH-000152,-0.11556797682170475
ACH-000153,-0.2286486108803483
ACH-000159,-0.18244343777961086
ACH-000160,-0.19431236695203896
ACH-000163,-0.17493032763999392
ACH-000167,-0.25749053504851066
ACH-000168,-0.23001006382765485
ACH-000169,-0.16011695544590904
ACH-000178,-0.13414156775106034
ACH-000183,-0.14907582173195674
ACH-000188,-0.02965551846630249
ACH-000189,0.07173854549997832
ACH-000190,-0.0028563262780137025
ACH-000198,-0.0858262614930337
ACH-000203,-0.054612690674819137
ACH-000204,-0.23522115928450865
ACH-000206,-0.4058806386319623
ACH-000207,-0.2635265102808484
ACH-000208,-0.16851389034082198
ACH-000210,-0.1308304080307977
ACH-000211,-0.19625101708330647
ACH-000215,-0.14366168132524912
ACH-000221,-0.2546577230501605
ACH-000222,-0.18219519542418425
ACH-000223,-0.1857453844012698
ACH-000226,-0.233646799195006
ACH-000227,-0.0993310985451552
ACH-000228,-0.03571213100149576
ACH-000231,-0.1615895405157781
ACH-000232,-0.1932143708801901
ACH-000233,-0.11065513658144158
ACH-000234,-0.14389178618722812
ACH-000235,-0.1326420679774097
ACH-000237,0.0063285149664835715
ACH-000238,-0.18556043916413545
ACH-000242,-0.12742854754165378
ACH-000243,-0.2720666524693157
ACH-000244,-0.5016905646140005
ACH-000246,-0.09849801227390224
ACH-000248,-0.03542715300233013
ACH-000250,-0.20640088080711588
ACH-000251,-0.13935528252152915
ACH-000252,-0.10387716527120684
ACH-000253,-0.10219626551234004
ACH-000255,-0.05465457370829766
ACH-000256,-0.20779554646287512
ACH-000257,-0.3833983346755029
ACH-000258,0.055372865578937135
ACH-000259,-0.12789248754556065
ACH-000260,-0.1315717162107739
ACH-000261,-0.2258229710933097
ACH-000262,-0.06410526739911324
ACH-000263,-0.14408674261866744
ACH-000264,-0.20710056922799366
ACH-000265,-0.10367403981541766
ACH-000266,-0.1458445251834187
ACH-000272,-0.12958855360721247
ACH-000274,-0.09007290235310596
ACH-000277,-0.00032877225130128617
ACH-000278,-0.10802402667947314
ACH-000279,-0.22195104362978785
ACH-000280,-0.10484531028547728
ACH-000281,-0.11748070931392188
ACH-000288,-0.195657721393678
ACH-000291,-0.2233202983618837
ACH-000293,-0.03737894833120309
ACH-000294,-0.1881829307973244
ACH-000295,-0.014510706666483675
ACH-000296,0.0240008651036584
ACH-000302,0.008022317179218749
ACH-000304,-0.4499991227983801
ACH-000307,-0.01752552350521931
ACH-000308,-0.08788110727435122
ACH-000310,-0.15728790765594805
ACH-000311,-0.27217024814614044
ACH-000312,-0.2429584852785863
ACH-000315,-0.14597566236534054
ACH-000316,-0.15225786951115974
ACH-000317,-0.1578415943343584
ACH-000318,-0.04810569129029862
ACH-000319,-0.06933828436875858
ACH-000320,-0.2245231198423688
ACH-000322,-0.2279655580545986
ACH-000323,-0.2673930182549015
ACH-000324,-0.09542186670686896
ACH-000329,-0.08087673820185147
ACH-000330,-0.1064982592108196
ACH-000331,0.08874290050979994
ACH-000332,-0.11926037887877827
ACH-000334,0.0010204923154823347
ACH-000335,-0.3964275216188289
ACH-000336,-0.14345168579864895
ACH-000337,-0.018594684420369018
ACH-000338,-0.2605612344893011
ACH-000339,-0.11588121041671312
ACH-000341,0.022063897133875285
ACH-000348,-0.1984377175372852
ACH-000350,-0.0426494717945884
ACH-000352,-0.0581227014396392
ACH-000356,-0.17301920173564142
ACH-000361,-0.06881207796656036
ACH-000362,-0.1778616671379204
ACH-000363,-0.261039554492366
ACH-000364,-0.02212421050507087
ACH-000365,-0.0985974038334993
ACH-000366,-0.11882198631149928
ACH-000368,-0.3868037470504854
ACH-000374,-0.12946044338193033
ACH-000375,-0.14303445056905367
ACH-000376,-0.23523000578547
ACH-000381,0.01993462994861404
ACH-000383,-0.12099256777702015
ACH-000387,-0.06808878680316949
ACH-000389,0.1674642974073311
ACH-000390,-0.06488560731201781
ACH-000393,-0.2194173481401128
ACH-000395,-0.13052162460346256
ACH-000396,-0.2314666075324212
ACH-000397,-0.28367464808948145
ACH-000401,-0.2550808443308287
ACH-000402,-0.4662585427291436
ACH-000403,-0.05419328722106305
ACH-000404,-0.0043978085890331005
ACH-000406,-0.0940919683507482
ACH-000407,-0.1890248797850757
ACH-000408,-0.2689054742131675
ACH-000410,-0.031177743704601593
ACH-000411,-0.07763049342167007
ACH-000414,-0.18040165392177254
ACH-000415,-0.15249995467118804
ACH-000416,-0.03858314282770305
ACH-000420,-0.09480629334702577
ACH-000421,0.01567507455379375
ACH-000424,-0.07566999568529552
ACH-000425,-0.23225563041144415
ACH-000426,-0.16304125152002205
ACH-000427,0.044568614272279684
ACH-000433,-0.19032133396054
ACH-000435,-0.2694691288050099
ACH-000436,-0.1079961925415565
ACH-000444,-0.06714270840597518
ACH-000445,-0.08743521559801481
ACH-000448,-0.014237451581704818
ACH-000450,0.05736032562254682
ACH-000452,-0.13954562156096767
ACH-000454,-0.3125618147337894
ACH-000458,-0.1685569690623143
ACH-000459,-0.1556864838133435
ACH-000460,-0.21159830380470074
ACH-000461,-0.09314533567157884
ACH-000463,-0.16500748340924334
ACH-000464,-0.0536202137698442
ACH-000466,-0.17896411589786815
ACH-000467,-0.1221787881523743
ACH-000468,-0.07145084836279514
ACH-000469,-0.23213275140125605
ACH-000470,-0.11137856436877852
ACH-000471,-0.19023535548408574
ACH-000472,-0.18050933157660054
ACH-000473,-0.0779457760697359
ACH-000475,-0.12819977437033628
ACH-000476,-0.13947523713648172
ACH-000477,-0.1957728944905753
ACH-000479,-0.5670137103967898
ACH-000480,-0.3035558888706965
ACH-000481,-0.241008031358602
ACH-000483,-0.03395620659310737
ACH-000484,-0.24881004271774734
ACH-000485,-0.2150974809584127
ACH-000486,-0.06186046686821455
ACH-000487,0.025248358203339802
ACH-000488,-0.08601395544473386
ACH-000490,-0.11912563751882953
ACH-000491,-0.13023833112905495
ACH-000495,-0.22872716531352724
ACH-000496,-0.1130409903921132
ACH-000499,-0.4056359564038977
ACH-000500,-0.11369055541325952
ACH-000502,-0.15383393207809934
ACH-000503,-0.0168770145993679
ACH-000505,-0.17895611273208142
ACH-000507,-0.12194020014498383
ACH-000510,-0.08064221336276688
ACH-000511,-0.0756155441825751
ACH-000512,-0.2778549626973603
ACH-000516,-0.20541540884598694
ACH-000517,-0.10746814543295163
ACH-000518,-0.2875302907569074
ACH-000520,-0.10426361829088826
ACH-000521,-0.0450814015740015
ACH-000522,-0.07399102669725865
ACH-000524,-0.1298646265423203
ACH-000527,-0.07193133188146891
ACH-000528,-0.015333286258296703
ACH-000537,-0.07134963761075562
ACH-000541,0.40143092922735707
ACH-000542,-0.035690417500791265
ACH-000544,-0.3019722687380786
ACH-000545,-0.14881874052810135
ACH-000547,-0.4173274029228411
ACH-000548,-0.07262921629925281
ACH-000549,0.04179395236554576
ACH-000550,-0.16759945266795348
ACH-000552,-0.1870931476240393
ACH-000556,-0.18463543144174413
ACH-000557,-0.17560592057480612
ACH-000569,-0.12415469506705268
ACH-000570,-0.33040845874268104
ACH-000571,-0.16893700448103402
ACH-000573,-0.21921913491541192
ACH-000576,-0.12261747294702953
ACH-000579,0.05633574812484884
ACH-000580,-0.03668828957877728
ACH-000584,-0.12571641575048662
ACH-000585,-0.129879796101203
ACH-000588,-0.2268534616204153
ACH-000589,-0.1448120711866436
ACH-000591,-0.15296252244662573
ACH-000593,-0.14888088417915982
ACH-000600,-0.08711986591022643
ACH-000601,-0.09692786078559086
ACH-000605,-0.2871143221854285
ACH-000606,-0.16637763479949585
ACH-000608,-0.20493886867373626
ACH-000614,-0.16314541101213206
ACH-000616,-0.09656859924432401
ACH-000618,-0.07993171259561134
ACH-000619,-0.04367884838809077
ACH-000620,-0.1254244038475894
ACH-000621,-0.057699660126409036
ACH-000622,-0.32551904319633224
ACH-000623,-0.20132363371680226
ACH-000624,-0.1961489652417993
ACH-000627,-0.06552275115910126
ACH-000630,-0.10786609187355573
ACH-000631,-0.0935955789665305
ACH-000632,-0.1348362428112739
ACH-000633,-0.23783585103382596
ACH-000637,-0.016997677013199163
ACH-000638,-0.0942990037916244
ACH-000646,-0.07816451943178868
ACH-000647,-0.0764303431415751
ACH-000648,-0.049580148942798864
ACH-000649,-0.1668493825538614
ACH-000651,-0.09407706113830858
ACH-000652,-0.0743066739848783
ACH-000653,-0.07105970119224679
ACH-000657,-0.11341454873905216
ACH-000658,-0.1837854831914316
ACH-000661,-0.27527493985282303
ACH-000662,-0.25673058246311337
ACH-000663,0.019897196417120202
ACH-000665,-0.02366742711436616
ACH-000671,-0.05767967990019054
ACH-000672,-0.10467734024762038
ACH-000673,-0.1359429414276929
ACH-000676,-0.03629596119434317
ACH-000677,-0.007288602074470826
ACH-000681,-0.1024317174092106
ACH-000683,0.013581521053611257
ACH-000684,-0.1827416814636829
ACH-000688,-0.14446681680693152
ACH-000693,-0.10502232507971056
ACH-000694,-0.08561678859700722
ACH-000695,0.049006159286247734
ACH-000696,-0.19418166135890508
ACH-000697,-0.0001957125414195069
ACH-000699,-0.35683506722896163
ACH-000701,-0.0937114771945286
ACH-000706,-0.08714143109845005
ACH-000711,-0.22495843117196485
ACH-000713,-0.1729296242327681
ACH-000714,-0.2002449080391676
ACH-000718,-0.41534388261779465
ACH-000720,-0.11099174676253117
ACH-000721,-0.1182714668864846
ACH-000724,-0.17990004597044018
ACH-000725,-0.09264371840009686
ACH-000732,-0.21980899168023246
ACH-000734,-0.16324758803857467
ACH-000735,-0.28121625120045685
ACH-000736,-0.12612869933263254
ACH-000738,-0.20901173418254695
ACH-000746,-0.2278549039988037
ACH-000747,-0.12588599580231558
