,RSC1A1 (6248)
ACH-000004,0.09267052132886458
ACH-000005,-0.28404376289167554
ACH-000007,0.011643689479086795
ACH-000009,-0.14584864240243706
ACH-000011,0.08533305411355209
ACH-000012,-0.03272678159132132
ACH-000013,0.0006984953488659394
ACH-000014,0.02154680844360901
ACH-000015,-0.10884778296885166
ACH-000017,0.04441719344355534
ACH-000018,-0.0029776073064489922
ACH-000019,0.10601352350231727
ACH-000021,-0.04799379492533979
ACH-000022,0.012421675952428194
ACH-000025,-0.10833911228324812
ACH-000028,-0.01483773210934181
ACH-000030,0.02327149127101524
ACH-000035,-0.16445347240992114
ACH-000036,-0.062431662577024274
ACH-000037,0.03617121462583525
ACH-000039,0.009995995346266677
ACH-000040,-0.013080350699300242
ACH-000041,-0.0010753809860808072
ACH-000042,-0.04753227253660432
ACH-000045,0.10495983241364773
ACH-000047,-0.1356332392459073
ACH-000052,0.08147309468824833
ACH-000053,-0.0330778396913334
ACH-000054,-0.04768432401060252
ACH-000055,0.08877681418051779
ACH-000060,-0.036585766591024006
ACH-000067,-0.054735342086632735
ACH-000070,0.13932681577154174
ACH-000075,0.025476925326184573
ACH-000078,0.04673754819533475
ACH-000082,-0.04520782425678605
ACH-000085,-0.18781210253176575
ACH-000086,-0.08287209834552296
ACH-000087,0.030221045091902512
ACH-000092,-0.17506829704003393
ACH-000095,0.036357419398536366
ACH-000097,0.002053589506306276
ACH-000098,-0.1417963122343998
ACH-000099,-0.0074473176015882065
ACH-000108,-0.14394026428911316
ACH-000113,0.08676597382228919
ACH-000116,0.031093228954376724
ACH-000118,0.010518642279270816
ACH-000120,-0.07089978510773035
ACH-000123,-0.022967560447560983
ACH-000127,0.03411270286428905
ACH-000128,-0.2505137440875848
ACH-000132,-0.02095810839849654
ACH-000133,-0.025081470386163592
ACH-000137,-0.1250368947749148
ACH-000138,-0.04824227915414611
ACH-000142,-0.08228625716227148
ACH-000143,-0.07648790117828816
ACH-000146,-0.004982387893248012
ACH-000148,-0.052988387595791185
ACH-000150,-0.2294404637875294
ACH-000152,-0.1883169778021725
ACH-000153,-0.001028555081950807
ACH-000159,-0.003665275809935012
ACH-000160,-0.02010738154696921
ACH-000163,-0.051275937764571664
ACH-000167,-0.07728524240528269
ACH-000168,-0.13443825161921222
ACH-000169,0.06505024517663686
ACH-000178,-0.049179220249613485
ACH-000183,-0.08722858965968253
ACH-000188,-0.13947855132709322
ACH-000189,-0.2210202291972596
ACH-000190,-0.1894710663422303
ACH-000198,-0.058430659309077995
ACH-000203,0.0983012394282061
ACH-000204,0.014739700171181615
ACH-000206,0.061238128058603236
ACH-000207,-0.028757320231055258
ACH-000208,-0.13829807938871808
ACH-000210,0.13972132324250244
ACH-000211,-0.02103474080924277
ACH-000215,-0.06384061039440911
ACH-000221,0.015944522594792357
ACH-000222,-0.22553344474680606
ACH-000223,-0.04173724650995871
ACH-000226,0.002032592986793748
ACH-000227,0.09572428799431974
ACH-000228,0.011084227047465664
ACH-000231,0.040776643853431584
ACH-000232,0.0042548170026594076
ACH-000233,-0.037701877870273064
ACH-000234,0.03177519125931668
ACH-000235,-0.0657310170572573
ACH-000237,-0.022950800054067633
ACH-000238,-0.16447095164123945
ACH-000242,0.09143849094615032
ACH-000243,0.056515576594216174
ACH-000244,-0.06642243963475006
ACH-000246,-0.11106917256796177
ACH-000248,0.05142439823543713
ACH-000250,-0.08386651352137311
ACH-000251,0.11842433566627047
ACH-000252,0.030163264116321812
ACH-000253,-0.054849971407611386
ACH-000255,-0.12401985323296155
ACH-000256,-0.08336240065799698
ACH-000257,-0.06469209859213135
ACH-000258,-0.20129840363912835
ACH-000259,-0.052753926581749835
ACH-000260,0.0409232067906704
ACH-000261,-0.050286524421174164
ACH-000262,-0.15185447172970448
ACH-000263,-0.058597135592773235
ACH-000264,-0.032974422101123495
ACH-000265,-0.064869610153348
ACH-000266,-0.06051972872386905
ACH-000272,0.01946751789187828
ACH-000274,-0.10078481281007516
ACH-000277,-0.15587419034962213
ACH-000278,-0.048422131705316535
ACH-000279,-0.004761977244298465
ACH-000280,0.0622194649497717
ACH-000281,-0.012597690553958265
ACH-000288,-0.08789009498343378
ACH-000291,-0.1036030918917664
ACH-000293,-0.059074758401936864
ACH-000294,-0.048271678760465266
ACH-000295,-0.08754230260643213
ACH-000296,-0.06536794688360803
ACH-000302,-0.10344285164664016
ACH-000304,-0.0993453186051955
ACH-000307,-0.02899589744590553
ACH-000308,-0.0020243782397698327
ACH-000310,0.04861049140994591
ACH-000311,0.014828860429351488
ACH-000312,-0.058768828024145535
ACH-000315,0.0719517318945172
ACH-000316,-0.046915741383783925
ACH-000317,-0.2541892276214413
ACH-000318,-0.02356442423226416
ACH-000319,0.027004091818050656
ACH-000320,-0.03308020520204023
ACH-000322,-0.004663747317557655
ACH-000323,-0.1409962411300151
ACH-000324,-0.09345617011195677
ACH-000329,-0.11954438556066645
ACH-000330,0.01822186802504474
ACH-000331,-0.02498945237037967
ACH-000332,-0.06384371352148799
ACH-000334,0.04759699449843935
ACH-000335,-0.09003651531427251
ACH-000336,-0.045309659721257986
ACH-000337,-0.13787695294522906
ACH-000338,-0.08519752575726433
ACH-000339,0.015932061555782615
ACH-000341,-0.11527849996884056
ACH-000348,-0.00022237496518454232
ACH-000350,-0.034613490953585145
ACH-000352,-0.10046168846809192
ACH-000356,0.07706164059268106
ACH-000361,0.1375170339752084
ACH-000362,0.026548744197906718
ACH-000363,-0.18064461460735587
ACH-000364,-0.027141846709583584
ACH-000365,-0.016563297878709155
ACH-000366,0.023014897835341542
ACH-000368,-0.07363804542494316
ACH-000374,0.04184748839977229
ACH-000375,-0.13338333306647385
ACH-000376,-0.1196997679705166
ACH-000381,0.03779271576529993
ACH-000383,0.02882158492080322
ACH-000387,0.0717120453984605
ACH-000389,-0.1469033397157974
ACH-000390,-0.008685074593309491
ACH-000393,-0.03130066783305857
ACH-000395,-0.11813826693685416
ACH-000396,-0.19366495036071407
ACH-000397,0.0037197029045667822
ACH-000401,-0.061232684427443125
ACH-000402,-0.4225490523842007
ACH-000403,0.0011417905311464323
ACH-000404,0.06656851837902543
ACH-000406,0.015664410747074444
ACH-000407,-0.11176641136700616
ACH-000408,-0.13900406569982196
ACH-000410,-0.10237717205038066
ACH-000411,-0.09005329164630996
ACH-000414,0.040016640062907366
ACH-000415,0.02519658784573163
ACH-000416,-0.023786129437266025
ACH-000420,-0.14539784715054954
ACH-000421,-0.011863361126025995
ACH-000424,-0.2679273486472829
ACH-000425,-0.07113470740200377
ACH-000426,0.009220933117655018
ACH-000427,-0.13235173963726685
ACH-000433,0.1354427214307054
ACH-000435,0.2894477763867322
ACH-000436,-0.12473731164438913
ACH-000444,-0.04639988507778468
ACH-000445,-0.04334583625649047
ACH-000448,0.04561830635154961
ACH-000450,-0.07010483160888947
ACH-000452,0.026981431752723526
ACH-000454,-0.0985170932190878
ACH-000458,-0.015067927807199063
ACH-000459,-0.09141554661354324
ACH-000460,-0.08443469768674089
ACH-000461,0.012859031093644816
ACH-000463,-0.12252296280322487
ACH-000464,-0.038957377784309716
ACH-000466,0.030900284037682014
ACH-000467,-0.07086081868663589
ACH-000468,0.009562121082489956
ACH-000469,-0.008675880177126755
ACH-000470,-0.23857286148527515
ACH-000471,0.024956535260274658
ACH-000472,-0.01987077181237121
ACH-000473,-0.0717466362899485
ACH-000475,0.0154400771423011
ACH-000476,0.008744164661075044
ACH-000477,-0.004448929595728675
ACH-000479,0.09772912702947198
ACH-000480,-0.13425681005394866
ACH-000481,0.031407883138295636
ACH-000483,0.050074966555269135
ACH-000484,-0.12446367978909015
ACH-000485,0.004449561506682841
ACH-000486,0.09257414493174726
ACH-000487,-0.09143057630203066
ACH-000488,-0.08591546409943547
ACH-000490,-0.060337859106904174
ACH-000491,0.009568586759464395
ACH-000495,-0.16225718455861507
ACH-000496,-0.12915535764388866
ACH-000499,0.09504222134493756
ACH-000500,-0.4297141057454685
ACH-000502,-0.06581195746842389
ACH-000503,-0.23794560667730405
ACH-000505,-0.007213393529357083
ACH-000507,-0.09855018831718138
ACH-000510,0.06383759330410399
ACH-000511,-0.12559388287928036
ACH-000512,-0.3225543996794587
ACH-000516,0.03160593212238443
ACH-000517,0.004294982642099798
ACH-000518,0.1164080144113249
ACH-000520,-0.04369042776764565
ACH-000521,-0.1403377277152901
ACH-000522,-0.0705582537806711
ACH-000524,-0.0010518556612722054
ACH-000527,0.07115220897128112
ACH-000528,0.003051603849694481
ACH-000537,-0.11995870018272012
ACH-000541,-0.2479071902738973
ACH-000542,-0.029934412540220626
ACH-000544,-0.0142833263170298
ACH-000545,-0.031633996346557086
ACH-000547,-0.10799421834360423
ACH-000548,0.016236274186167982
ACH-000549,-0.04658238783291345
ACH-000550,-0.1137444551836076
ACH-000552,-0.016876443869541013
ACH-000556,0.008328279495771343
ACH-000557,0.02806951889270889
ACH-000569,-0.14468262835126006
ACH-000570,-0.06622956372221869
ACH-000571,0.01428106596801982
ACH-000573,-0.07092400153768437
ACH-000576,0.18547266713413446
ACH-000579,0.158981324796849
ACH-000580,0.022517122434931456
ACH-000584,-0.013376918374505959
ACH-000585,-0.07667160812160506
ACH-000588,-0.03779559191240693
ACH-000589,-0.026612233071496492
ACH-000591,0.032326173539025484
ACH-000593,0.017766626769846857
ACH-000600,0.05118561240196422
ACH-000601,-0.07761620688216657
ACH-000605,0.026121278934203976
ACH-000606,-0.09074007476684394
ACH-000608,-0.07130753575178758
ACH-000614,0.21520837806808785
ACH-000616,0.021668358510573884
ACH-000618,-0.0912882094767261
ACH-000619,0.04152181916184225
ACH-000620,0.0013869039865501741
ACH-000621,-0.024467595190841587
ACH-000622,-0.10034536816423488
ACH-000623,-0.11664026338260006
ACH-000624,0.04175567489651158
ACH-000627,-0.0014625831733535645
ACH-000630,-0.07535905624499957
ACH-000631,0.18215131942422336
ACH-000632,-0.036619511553540623
ACH-000633,0.005341064320493492
ACH-000637,0.06888703485504037
ACH-000638,-0.05732067348018904
ACH-000646,0.034406326523988166
ACH-000647,0.0009088557609078916
ACH-000648,-0.19444199359154465
ACH-000649,-0.05986870802616739
ACH-000651,0.014869343691887188
ACH-000652,0.11436879538608168
ACH-000653,0.012906791768945748
ACH-000657,-0.07457205107831756
ACH-000658,-0.06455787833681982
ACH-000661,-0.11248082479422092
ACH-000662,-0.2760672916780102
ACH-000663,-0.1244697422274562
ACH-000665,0.017052285660119546
ACH-000671,0.028318778037619983
ACH-000672,0.2715554444743189
ACH-000673,-0.03195546532883959
ACH-000676,0.03617944353825852
ACH-000677,0.1043753912531294
ACH-000681,-0.04484857098874105
ACH-000683,0.009409542426048908
ACH-000684,-0.08442160456008573
ACH-000688,-0.010326513101364605
ACH-000693,0.012036008501568244
ACH-000694,-0.05438084334858302
ACH-000695,0.09579842602185358
ACH-000696,-0.05778047993634933
ACH-000697,0.06385760710355395
ACH-000699,-0.0720916568646193
ACH-000701,0.2297890880491673
ACH-000706,-0.040486363362735485
ACH-000711,-0.011502187224936756
ACH-000713,0.014406927516323982
ACH-000714,-0.05088694554072753
ACH-000718,-0.0607693018638556
ACH-000720,-0.14810477296334687
ACH-000721,-0.042506499468249706
ACH-000724,0.07629601247672771
ACH-000725,-0.026406888885427898
ACH-000732,-0.05074530362989381
ACH-000734,-0.03091742487889352
ACH-000735,-0.09470752818778344
ACH-000736,0.12619951785674444
ACH-000738,0.049687760138243914
ACH-000746,0.08824884801567877
ACH-000747,-0.07316583580453008
ACH-000748,0.052877753832038486
ACH-000753,0.001374766360375401
ACH-000756,-0.218208344845908
ACH-000757,0.12314785220894273
ACH-000758,-0.18575651882087174
ACH-000760,-0.19077783182675787
ACH-000762,0.09588713881019244
ACH-000763,-0.03258570463538436
ACH-000764,0.09386646373137976
ACH-000765,0.018643702180771896
ACH-000766,-0.21328410165349695
ACH-000767,0.01013025546095983
ACH-000768,0.09432504260989924
ACH-000769,0.08117657229582027
ACH-000770,-0.0218348639005368
ACH-000771,-0.08816047052667979
ACH-000773,0.17670598081587938
ACH-000776,-0.043217855572132
ACH-000777,-0.009511370457708015
ACH-000778,0.00929544364117992
ACH-000781,-0.05735085472980926
ACH-000782,-0.07543728466577386
ACH-000783,0.0018208198347582907
ACH-000784,-0.015275448893695788
ACH-000785,-0.060081825559684665
ACH-000787,-0.057062821598852134
ACH-000788,-0.07229775403870586
ACH-000791,0.020710791386843647
ACH-000792,-0.1285057011050951
ACH-000794,0.0023903988178066017
ACH-000796,-0.09204371241607684
