,RSC1A1 (6248)
ACH-000798,0.12588379988963386
ACH-000799,-0.02180101444938137
ACH-000800,-0.01129591186031536
ACH-000802,0.043718367483227
ACH-000804,0.1150516574819232
ACH-000805,-0.038829407849306635
ACH-000809,0.070008118589843
ACH-000810,-0.1883493744755488
ACH-000811,-0.047017077522760936
ACH-000817,-0.19334656710530668
ACH-000819,0.027906747390884664
ACH-000820,-0.15171001440850418
ACH-000821,-0.03801784104669357
ACH-000822,-0.04353852638900812
ACH-000823,0.08907870837129636
ACH-000824,-0.034890581696479316
ACH-000827,0.04146503089409037
ACH-000829,-0.05650145810938899
ACH-000831,-0.05549340939290553
ACH-000832,0.030847942684739782
ACH-000833,-0.017317251420475868
ACH-000834,-0.005494955218845604
ACH-000835,0.03863465818306348
ACH-000836,-0.08505363438702132
ACH-000837,-0.0023273929833636875
ACH-000838,-0.12012916191682795
ACH-000839,-0.11802655554484265
ACH-000840,-0.030786279657766338
ACH-000841,-0.0298958968970891
ACH-000843,-0.11038464002504103
ACH-000846,0.05789549097343447
ACH-000847,-0.017372825422885083
ACH-000848,-0.06334644850998825
ACH-000849,0.11657878065572735
ACH-000851,-0.029473490996248162
ACH-000855,-0.019529605214033484
ACH-000856,-0.07692347094546284
ACH-000858,-0.09472476703313
ACH-000859,-0.11554946525804735
ACH-000861,0.013411555686533424
ACH-000862,0.0403031258926044
ACH-000865,0.02634480073968001
ACH-000866,-0.009939983214354088
ACH-000867,-0.07813673906133052
ACH-000869,0.07543566026443269
ACH-000872,-0.08802639776753046
ACH-000873,0.11030813288966504
ACH-000876,0.14695226951094342
ACH-000878,-0.011223168017521249
ACH-000880,-0.09262316480839017
ACH-000881,-0.0023461584878005978
ACH-000882,-0.04761398008110125
ACH-000884,-0.0755621491270987
ACH-000885,0.1066519925520056
ACH-000887,-0.1124484804288019
ACH-000889,-0.11682139915244108
ACH-000896,-0.00689157247111329
ACH-000898,-0.015314143571766747
ACH-000900,-0.12618108217370175
ACH-000901,-0.07057839196797333
ACH-000905,-0.030787454906958812
ACH-000906,0.037447364836099735
ACH-000907,-0.10746629429933084
ACH-000910,0.016827220978995524
ACH-000911,-0.006602326960737249
ACH-000912,-0.05094038898479373
ACH-000913,-0.03902692756335915
ACH-000915,-0.0673961235727592
ACH-000916,0.05425111095626106
ACH-000917,0.03529714087660907
ACH-000920,-0.0058113433134346715
ACH-000921,-0.058671349738335175
ACH-000924,0.027025234989391942
ACH-000926,-0.12102696139376624
ACH-000928,-0.005958342098202887
ACH-000929,-0.1909783703029806
ACH-000932,-0.1824079701909511
ACH-000935,-0.0260219231443167
ACH-000936,-0.10771199032986073
ACH-000937,0.008654013580440692
ACH-000938,-0.061303888739622926
ACH-000939,0.13126338669563525
ACH-000941,0.1259651543175979
ACH-000943,0.0044969174480515685
ACH-000946,-0.01392963607428763
ACH-000947,-0.0819519171028965
ACH-000948,-0.17252293421306505
ACH-000950,-0.029825596270148195
ACH-000953,-0.05113549247302687
ACH-000954,0.16554220717117196
ACH-000957,-0.2566230784626712
ACH-000958,-0.21967403789181866
ACH-000960,0.06141802132943961
ACH-000963,-0.15288339399882145
ACH-000968,-0.053621885470539435
ACH-000969,-0.11463323888785948
ACH-000972,0.1777915223601006
ACH-000973,0.0320977912683926
ACH-000974,0.008616110721152292
ACH-000978,-0.07945237350643987
ACH-000984,-0.05616730907064002
ACH-000986,-0.06742981078949087
ACH-000988,0.018774116178693588
ACH-000993,-0.075042412126022
ACH-000994,0.14170658022786622
ACH-000996,-0.015867963961541963
ACH-001001,0.02110830207966876
ACH-001020,-0.026433009886797997
ACH-001028,-0.009778951682233064
ACH-001031,-0.010014544883178723
ACH-001038,-0.07529151905744368
ACH-001048,0.04674126753755235
ACH-001050,-0.07987961951957777
ACH-001053,-0.15922470561279192
ACH-001054,0.047957479157597
ACH-001061,0.004971652424806257
ACH-001067,-0.14418086992968362
ACH-001075,-0.019703952805863345
ACH-001096,-0.04083391095408278
ACH-001111,-0.4370079510796489
ACH-001119,-0.02731659280734354
ACH-001128,-0.2054102241727335
ACH-001134,-0.10866204634198363
ACH-001151,0.027148857783988945
ACH-001163,-0.09507110784289602
ACH-001164,0.07698488787660134
ACH-001183,-0.14585372443605615
ACH-001192,0.046899345892836126
ACH-001193,-0.21615452148383005
ACH-001196,-0.1010397642294586
ACH-001197,-0.014434525347575729
ACH-001205,-0.07805787698291125
ACH-001211,-0.13335301392358226
ACH-001212,-0.183326860969301
ACH-001228,0.09057285125922868
ACH-001232,-0.04400722195982388
ACH-001239,-0.15430883031402018
ACH-001270,-0.2782862596234601
ACH-001274,-0.07432881969231983
ACH-001275,-0.013394334712049179
ACH-001277,-0.06592028618476578
ACH-001278,-0.12133342985816885
ACH-001280,-0.13163860455196472
ACH-001283,0.05064649026802746
ACH-001289,-0.057024664528813475
ACH-001300,-0.13294348885158686
ACH-001301,0.09218967863938428
ACH-001302,-0.03685175355904338
ACH-001306,-0.1065374613278329
ACH-001318,-0.07005742066421101
ACH-001322,0.05573033904141742
ACH-001328,-0.0920224267938738
ACH-001332,0.14623112578218506
ACH-001336,-0.14099541865311924
ACH-001346,0.09264547328958687
ACH-001353,-0.008057844604842983
ACH-001354,-0.4364715598715952
ACH-001367,0.004504350072091765
ACH-001368,-0.013192836702929884
ACH-001374,-0.03518657548896968
ACH-001377,0.0006681647013470878
ACH-001380,0.008174133215583159
ACH-001391,0.04542311989679116
ACH-001408,-0.025307556398628875
ACH-001430,0.2336402527663093
ACH-001431,0.08713484586164467
ACH-001450,0.1214450003551492
ACH-001496,0.012586024141213192
ACH-001500,0.10168144777889454
ACH-001523,0.06881744872267377
ACH-001532,0.024730059555352058
ACH-001550,-0.023535777034905763
ACH-001552,-0.02322335436464144
ACH-001554,-0.04986011914331175
ACH-001654,0.003332109443856454
ACH-001735,-0.05867403239801395
ACH-001736,0.007006091702787079
ACH-001737,0.2953884570220261
ACH-001740,-0.12373796175953655
ACH-001745,-0.023985901848953
ACH-001765,0.0023734869306120325
