,MYOF (26509)
ACH-000004,0.04582794063227565
ACH-000005,0.05869897056757286
ACH-000007,0.3047053465470028
ACH-000009,-0.040130877656339305
ACH-000011,0.10522924497452384
ACH-000012,-0.049020314148426884
ACH-000013,0.0982536255400073
ACH-000014,0.014403366249527209
ACH-000015,0.09409707954172236
ACH-000017,0.19188852152829894
ACH-000018,0.19284729763502545
ACH-000019,0.2308117666745326
ACH-000021,0.09350427164618888
ACH-000022,0.0659694061689354
ACH-000025,-0.05061375182190762
ACH-000028,0.09396061607897788
ACH-000030,0.023228747817785788
ACH-000035,0.14134186013341785
ACH-000036,0.13259816232794108
ACH-000037,0.041982069382386064
ACH-000039,0.23346679680578436
ACH-000040,0.04926490536429375
ACH-000041,-0.018529429153299585
ACH-000042,0.03845247983932572
ACH-000045,0.07676952504167434
ACH-000047,0.04027274506724519
ACH-000052,-0.05050584195386161
ACH-000053,0.13378018728886834
ACH-000054,0.19459316753002392
ACH-000055,0.033775333670664195
ACH-000060,0.12848233256736855
ACH-000067,0.027333890269126467
ACH-000070,0.2307380606129221
ACH-000075,0.1980026335243298
ACH-000078,0.20545142132840394
ACH-000082,0.14078217321128972
ACH-000085,-0.0271733437067481
ACH-000086,0.12403724420022327
ACH-000087,0.17691588652664056
ACH-000092,0.1753494380111036
ACH-000095,0.07003260006345961
ACH-000097,0.16030851726104434
ACH-000098,0.08997500290678911
ACH-000099,0.1354584512021191
ACH-000108,0.2263519714557219
ACH-000113,0.16610967062126614
ACH-000116,0.09112313108005364
ACH-000118,0.1125347464483012
ACH-000120,-0.09879823365402493
ACH-000123,0.1293084557365553
ACH-000127,0.027794130581022283
ACH-000128,0.011243149817133204
ACH-000132,0.14870093531985126
ACH-000133,0.05966257951650857
ACH-000137,0.1312609792596074
ACH-000138,0.07221494050425077
ACH-000142,0.13428579117814496
ACH-000143,-0.04120518503070835
ACH-000146,0.1335068177311045
ACH-000148,0.0304265884347002
ACH-000150,0.15325758631619132
ACH-000152,0.1305072494555978
ACH-000153,0.317527341795976
ACH-000159,0.14426190621934618
ACH-000160,0.04714203769210355
ACH-000163,0.05711509806557831
ACH-000167,-0.19229965875696206
ACH-000168,0.3119185309961133
ACH-000169,0.12741168855420335
ACH-000178,0.1959630564525435
ACH-000183,0.01407055826464506
ACH-000188,0.1980204329938486
ACH-000189,0.1758372570762514
ACH-000190,0.06231582605828314
ACH-000198,0.19573536030362634
ACH-000203,-0.3163849996871105
ACH-000204,0.16495978759489485
ACH-000206,0.11200841937847167
ACH-000207,0.12576353321846825
ACH-000208,0.2293323370100649
ACH-000210,0.34352526575834474
ACH-000211,0.0231366151630809
ACH-000215,0.09655996402509644
ACH-000221,0.17052709769644495
ACH-000222,0.017409188883686002
ACH-000223,0.04052364639524885
