,FUCA1 (2517)
ACH-000004,-0.045587419807366907
ACH-000005,0.05358423861844802
ACH-000007,-0.3146155653035571
ACH-000009,-0.0795368780690309
ACH-000011,-0.20938989066506825
ACH-000012,-0.06300254764712386
ACH-000013,-0.10940912992368887
ACH-000014,-0.12480436330335552
ACH-000015,-0.09309259255106372
ACH-000017,-0.191528808699558
ACH-000018,-0.40338775641334207
ACH-000019,0.02647872848594022
ACH-000021,-0.013100687975698657
ACH-000022,0.011235286756737323
ACH-000025,-0.004011110085270437
ACH-000028,-0.20957689436213076
ACH-000030,-0.014724427724869132
ACH-000035,0.02233116874745886
ACH-000036,-0.18520770740058354
ACH-000037,-0.11060179302884376
ACH-000039,-0.3188482277716113
ACH-000040,-0.11200232692529197
ACH-000041,-0.08128406552933712
ACH-000042,-0.05914988094030396
ACH-000045,-0.17733185872200666
ACH-000047,-0.02719165591865876
ACH-000052,-0.16121543696496768
ACH-000053,-0.023558021723691824
ACH-000054,-0.006024796844811447
ACH-000055,-0.2435668859440646
ACH-000060,-0.1315399680296621
ACH-000067,-0.30050670454714673
ACH-000070,-0.03214489472413523
ACH-000075,0.14792622926600818
ACH-000078,-0.11289663518548328
ACH-000082,-0.02700621845819726
ACH-000085,-0.006362493610628282
ACH-000086,-0.1923056982706849
ACH-000087,0.014507295095575412
ACH-000092,-0.21845424529710547
ACH-000095,-0.06366216790567651
ACH-000097,-0.026990996248290045
ACH-000098,-0.2526183713498363
ACH-000099,-0.17796694842233712
ACH-000108,-0.048688063407098164
ACH-000113,-0.18688558475767444
ACH-000116,0.020457291649158302
ACH-000118,0.03913103008877777
ACH-000120,-0.05690022407066388
ACH-000123,-0.08827715297032587
ACH-000127,-0.025549677705084685
ACH-000128,-0.2157317607476501
ACH-000132,0.02114552044568389
ACH-000133,-0.0561895931136988
ACH-000137,-0.16060978690103414
ACH-000138,-0.11619994284233275
ACH-000142,-0.1377972963937078
ACH-000143,-0.17718015754299346
ACH-000146,-0.15360344323429048
ACH-000148,-0.06876007028720661
ACH-000150,-0.2790092409989768
ACH-000152,-0.11943466228852405
ACH-000153,-0.3559993263991262
ACH-000159,-0.15217276787556971
ACH-000160,-0.1738711379329333
ACH-000163,-0.09804812726357162
ACH-000167,-0.14784186832890073
ACH-000168,0.11967420930304246
ACH-000169,0.0119702523118677
ACH-000178,-0.19285302840058285
ACH-000183,-0.1516974441703022
ACH-000188,-0.11406784638666645
ACH-000189,-0.06283577094280791
ACH-000190,-0.2597885011026961
ACH-000198,-0.14644122897815692
ACH-000203,0.2484353804301089
ACH-000204,-0.2887188459931967
ACH-000206,0.059567904788087524
ACH-000207,0.02073731051872152
ACH-000208,-0.04123856250446796
ACH-000210,-0.20625298205458695
ACH-000211,-0.03454189111971088
ACH-000215,-0.10012028357480947
ACH-000221,-0.0817906794025974
ACH-000222,0.05520392595990194
ACH-000223,-0.0832961229426592
ACH-000226,0.000977078547302383
ACH-000227,-0.06664177639938508
ACH-000228,0.09778343450910508
ACH-000231,-0.023276193661684853
ACH-000232,-0.08893214009872581
ACH-000233,-0.009215500849087463
ACH-000234,-0.19098118585861687
ACH-000235,-0.04721978066705117
ACH-000237,-0.16096995107453474
ACH-000238,-0.14963803728215858
ACH-000242,-0.16921277654232195
ACH-000243,0.004458733291794371
ACH-000244,-0.32232478965254524
ACH-000246,-0.1388539369909435
ACH-000248,-0.2887077519289145
ACH-000250,-0.15067021602212066
ACH-000251,-0.08063054137818743
ACH-000252,-0.2113050761586388
ACH-000253,-0.07234405493706983
ACH-000255,-0.07919065674289286
ACH-000256,-0.15740691845492488
ACH-000257,-0.10493748554385164
ACH-000258,-0.012538695916687593
ACH-000259,0.032463098466048175
ACH-000260,-0.08633802872740456
ACH-000261,-0.19735923243052347
ACH-000262,-0.2281612321274823
ACH-000263,-0.09736314924826724
ACH-000264,0.004147446367803697
ACH-000265,-0.009439101975015315
ACH-000266,-0.03082252551107484
ACH-000272,-0.12334202135330855
ACH-000274,-0.061653778602301874
ACH-000277,-0.12888360715189867
ACH-000278,-0.09203433573332223
ACH-000279,0.047865431511157616
ACH-000280,0.04102440338984063
ACH-000281,-0.061592801401411476
ACH-000288,-0.16173218517770102
ACH-000291,-0.1730032938272426
ACH-000293,-0.2723842927262178
ACH-000294,-0.03351082048756318
ACH-000295,-0.3997356958713496
ACH-000296,-0.09829101296080286
ACH-000302,-0.05293772828708202
ACH-000304,-0.2325077996937627
ACH-000307,0.04527627107780862
ACH-000308,-0.04162105281335223
ACH-000310,-0.06626816568267684
ACH-000311,0.044038011045602704
ACH-000312,-0.17561892195257509
ACH-000315,-0.07911376342726302
ACH-000316,0.09327978332927228
ACH-000317,0.02678166838407065
ACH-000318,0.012450594113182315
ACH-000319,0.07024390209539164
ACH-000320,0.028483603335798163
ACH-000322,-0.0064755948844436705
ACH-000323,-0.30711586780494865
ACH-000324,-0.08153270445141532
ACH-000329,-0.07559980250963927
ACH-000330,-0.15937548694414608
ACH-000331,-0.1867560344333568
ACH-000332,-0.032920944480439064
ACH-000334,-0.027017058460688814
ACH-000335,-0.03311604163127739
ACH-000336,-0.17691313084142965
ACH-000337,-0.023637308442474227
ACH-000338,-0.10705078937007402
ACH-000339,-0.11529800929698858
ACH-000341,-0.15515767041144213
ACH-000348,-0.09658129891598184
ACH-000350,-0.032525632830001525
ACH-000352,-0.04142675534202784
ACH-000356,-0.11948621627044086
ACH-000361,-0.2942197106823197
ACH-000362,-0.17379974554190805
ACH-000363,-0.11297962061645953
ACH-000364,-0.27500351345614304
ACH-000365,-0.14688971030329004
ACH-000366,-0.0634000507139948
ACH-000368,-0.2604374802848773
ACH-000374,-0.15601237415280247
ACH-000375,-0.22167321562241285
ACH-000376,-0.30897126516960594
ACH-000381,-0.17467108137207013
ACH-000383,-0.028422469131010205
ACH-000387,-0.15529138867893902
ACH-000389,-0.28700721702097426
ACH-000390,-0.10075013145361146
ACH-000393,-0.05199833928395061
ACH-000395,-0.37000413112408254
ACH-000396,-0.15387438895362815
ACH-000397,-0.1980793492878922
ACH-000401,0.003242378579429184
ACH-000402,-0.010816721466168673
ACH-000403,-0.052179875641838964
ACH-000404,-0.3743691907215947
ACH-000406,-0.07852613816607375
ACH-000407,-0.2073454225407454
ACH-000408,-0.12919350775164987
ACH-000410,-0.049585401804651326
ACH-000411,0.0027254228215860803
ACH-000414,0.10260685734249132
ACH-000415,0.028990268123042718
ACH-000416,-0.08652702252014305
ACH-000420,-0.2659541165097133
ACH-000421,-0.03969065890121305
ACH-000424,-0.1907421645020132
ACH-000425,-0.08736537913276406
ACH-000426,-0.3618691899392539
ACH-000427,0.0753553478356804
ACH-000433,0.14810370743192425
ACH-000435,-0.15161023082999486
ACH-000436,-0.23743980796689046
ACH-000444,0.00549733826158759
ACH-000445,0.04412937778690761
ACH-000448,-0.06610472555094739
ACH-000450,-0.09597075966841226
ACH-000452,0.02484303014491436
ACH-000454,-0.15408935656707576
ACH-000458,-0.19141572543567395
ACH-000459,-0.004735269972202657
ACH-000460,-0.12629777364512465
ACH-000461,-0.017132398074808753
ACH-000463,0.06092305477466094
ACH-000464,-0.08168898746614324
ACH-000466,-0.10459416476839696
ACH-000467,-0.14616605654865056
ACH-000468,2.7604960105166023e-05
ACH-000469,-0.1864319193671414
ACH-000470,0.19121188656647414
ACH-000471,-0.1006346870069286
ACH-000472,-0.02963962077964428
ACH-000473,-0.029379799901538207
ACH-000475,-0.09721762984702488
ACH-000476,-0.16755673740496485
ACH-000477,-0.08224617678003923
ACH-000479,0.15258618485526962
ACH-000480,-0.09768288159505666
ACH-000481,0.0036778613240999267
ACH-000483,-0.11122999345092052
ACH-000484,-0.029054202202275958
ACH-000485,0.06660601472061484
ACH-000486,0.04561522929946303
ACH-000487,-0.06141705841818203
ACH-000488,-0.11496332315054968
ACH-000490,-0.06986839252615855
ACH-000491,-0.03967368789630647
ACH-000495,-0.06998478602017669
ACH-000496,-0.2745793857405489
ACH-000499,0.043248191174258266
ACH-000500,-0.24813068780815856
ACH-000502,0.011309828139646249
ACH-000503,0.10438160844219548
ACH-000505,-0.12619188939152606
ACH-000507,-0.02908911450174173
ACH-000510,-0.1303913826589524
ACH-000511,-0.22006006846669227
ACH-000512,-0.13174269702301747
ACH-000516,0.0413712471791847
ACH-000517,-0.14016449810029033
ACH-000518,-0.09091337093620146
ACH-000520,-0.18414706033903155
ACH-000521,-0.1924296437501116
ACH-000522,-0.20071742955739413
ACH-000524,-0.10226275217520778
ACH-000527,-0.021971904603997304
ACH-000528,-0.1077004505252956
ACH-000537,-0.031111577755236132
ACH-000541,-0.08892393238972858
ACH-000542,-0.10280713635179757
ACH-000544,-0.10305543870301867
ACH-000545,-0.02331831775174277
ACH-000547,-0.3575923755570825
ACH-000548,-0.15449159647814928
ACH-000549,-0.15721064016149205
ACH-000550,-0.4054610878832541
ACH-000552,-0.0893024076215272
ACH-000556,0.03452036056155357
ACH-000557,-0.012200267042415612
ACH-000569,-0.04466837427180959
ACH-000570,-0.0232074204858912
ACH-000571,-0.03569489001868125
ACH-000573,-0.0027480096911748674
ACH-000576,-0.07481613553479886
ACH-000579,-0.22462272792350016
ACH-000580,-0.26271739740807715
ACH-000584,0.0053400819976036976
ACH-000585,-0.1063495463660272
ACH-000588,-0.01581283561211115
ACH-000589,-0.037563203609714255
ACH-000591,-0.11746617293579895
ACH-000593,-0.1442460196081801
ACH-000600,-0.017241548206277726
ACH-000601,-0.06505510611802469
ACH-000605,-0.17334345669895726
ACH-000606,-0.059722571437788675
ACH-000608,-0.04081133530703202
ACH-000614,-0.24471396691288014
ACH-000616,-0.06891476338254812
ACH-000618,-0.11786675233489775
ACH-000619,-0.009681609693162169
ACH-000620,0.02737868083015157
ACH-000621,-0.15001204281246405
ACH-000622,-0.0399638910262667
ACH-000623,-0.09682472040746982
ACH-000624,-0.11577729816447653
ACH-000627,-0.07128143002228897
ACH-000630,-0.25545630765354005
ACH-000631,-0.1619722458897876
ACH-000632,-0.2870983661963631
ACH-000633,0.00714926119958935
ACH-000637,0.025622896886158
ACH-000638,-0.2243126703004566
ACH-000646,-0.15494422824702475
ACH-000647,0.008792489245697933
ACH-000648,0.09517752294753004
ACH-000649,-0.08939944767312379
ACH-000651,-0.0054212261200589406
ACH-000652,-0.4117536276948366
ACH-000653,-0.19231377026250568
ACH-000657,-0.04113717776940068
ACH-000658,0.0164177463655569
ACH-000661,-0.29107984508635404
ACH-000662,-0.2549691830576604
ACH-000663,-0.005022413154888271
ACH-000665,-0.046545973539570934
ACH-000671,-0.11274486478873424
ACH-000672,-0.11157543292277357
ACH-000673,-0.0725607675844725
ACH-000676,-0.03114517196114315
ACH-000677,0.052274784675786584
ACH-000681,0.04515586101441832
ACH-000683,-0.07996430474480035
ACH-000684,-0.06872003516712781
ACH-000688,-0.08699772251605932
ACH-000693,-0.1072661015747454
ACH-000694,-0.09585990737094012
ACH-000695,0.086055445455536
ACH-000696,-0.1438408508705492
ACH-000697,-0.09817221221690484
ACH-000699,-0.13875906822622852
ACH-000701,-0.0012585822195339
ACH-000706,-0.06324630642576094
ACH-000711,-0.12155023629878113
ACH-000713,-0.06616899593925858
ACH-000714,-0.2430863366413287
ACH-000718,-0.2209488807566144
ACH-000720,-0.1236937792131288
ACH-000721,-0.15467763432607606
ACH-000724,0.007156478248499585
ACH-000725,-0.12883627589001212
ACH-000732,-0.260643332762788
ACH-000734,-0.2492215247572792
ACH-000735,-0.11476637795894255
ACH-000736,-0.11695437166291214
ACH-000738,-0.031159399346621392
ACH-000746,-0.12375267485894108
ACH-000747,-0.0671948091988597
ACH-000748,-0.11936027455957356
ACH-000753,0.08512632090424357
ACH-000756,-0.034012104467076414
ACH-000757,0.06713971024800736
ACH-000758,-0.13986162916785566
ACH-000760,-0.03784572478646789
ACH-000762,0.09043145915950926
ACH-000763,-0.269139946495921
ACH-000764,-0.0424218259891181
ACH-000765,-0.00045952470305103465
ACH-000766,-0.19440472966874545
ACH-000767,-0.021071744458892476
ACH-000768,0.04318607222995376
ACH-000769,-0.2943071367111902
ACH-000770,-0.040886164814151714
ACH-000771,-0.12803960068285586
ACH-000773,0.02618371513945631
ACH-000776,-0.06660821952854921
ACH-000777,-0.015434947299247137
ACH-000778,-0.06323520686730655
ACH-000781,0.07265683560350793
ACH-000782,-0.15436253805675654
ACH-000783,-0.10961141580886714
ACH-000784,-0.1816032713833154
ACH-000785,-0.2242947847512244
ACH-000787,-0.15490323382464896
ACH-000788,-0.07680490775813396
ACH-000791,-0.005254217877274699
ACH-000792,-0.014873933019995575
ACH-000794,-0.2509401503132105
ACH-000796,-0.0687915125310333
ACH-000798,-0.04891230626257765
ACH-000799,-0.2251279781235065
ACH-000800,-0.10766021761871936
ACH-000802,-0.1281948369822766
ACH-000804,0.04893066450267381
ACH-000805,-0.032498684034944554
ACH-000809,-0.02375328002031313
ACH-000810,-0.4924651582594322
ACH-000811,-0.17954961996064062
ACH-000817,0.013742761476558068
ACH-000819,-0.26464135007307155
ACH-000820,0.014282369883142894
ACH-000821,-0.1280023036143799
ACH-000822,-0.014242236776678827
ACH-000823,-0.14288655692130786
ACH-000824,-0.12478388189792405
ACH-000827,-0.033819453823223634
ACH-000829,-0.0027034370046317003
ACH-000831,-0.04655317862961142
ACH-000832,-0.03694805524702932
ACH-000833,-0.01843853129077652
ACH-000834,-0.07977624930305434
ACH-000835,-0.15312367068376734
ACH-000836,-0.10683856345050102
ACH-000837,-0.03138650214263965
ACH-000838,-0.20261375507560594
ACH-000839,-0.02021216021354109
ACH-000840,-0.1030123771957779
ACH-000841,-0.11770820178546886
ACH-000843,0.07985922503042267
ACH-000846,-0.20726691846226808
ACH-000847,-0.16882189781753754
ACH-000848,-0.1029259700340952
ACH-000849,-0.16175254101050876
ACH-000851,-0.37764270984898013
ACH-000855,-0.1627577357836983
ACH-000856,-0.07474202926299824
ACH-000858,-0.005714632068785298
ACH-000859,-0.2788112552082363
ACH-000861,-0.1535872003832566
ACH-000862,-0.09307642691081927
ACH-000865,-0.07756050904435277
ACH-000866,-0.04903635249061394
ACH-000867,0.018667200283811792
ACH-000869,-0.03496941197463156
ACH-000872,-0.15263107994578454
ACH-000873,-0.19527972789990855
ACH-000876,-0.09754209191518197
ACH-000878,0.03822538024203917
ACH-000880,-0.09344797945074526
ACH-000881,-0.08178918337946654
ACH-000882,-0.11882509561897968
ACH-000884,-0.3233387450282067
ACH-000885,-0.1781978093937202
ACH-000887,-0.2283253774922293
ACH-000889,-0.07214850139551812
ACH-000896,-0.027616511552646862
ACH-000898,-0.14978918185911694
ACH-000900,-0.2321091554007825
ACH-000901,-0.1293797483752081
ACH-000905,-0.05218419746923232
ACH-000906,-0.09178227584331514
ACH-000907,-0.21437275631722352
ACH-000910,-0.2538105972567761
ACH-000911,-0.042563522858900166
ACH-000912,-0.06670438157242345
ACH-000913,-0.07492929890373852
ACH-000915,-0.1708993154398632
ACH-000916,-0.3583124109631943
ACH-000917,-0.09587741356246852
ACH-000920,-0.12114080591356928
ACH-000921,-0.03289536362123503
ACH-000924,-0.18122690636142064
ACH-000926,-0.08497199425014
ACH-000928,-0.23489760733938675
ACH-000929,0.0539083811532091
ACH-000932,-0.13908363079838573
ACH-000935,-0.2116597723067832
ACH-000936,-0.16241649804633615
ACH-000937,-0.04752487231244824
ACH-000938,0.056299271641215565
ACH-000939,0.034518827931258315
ACH-000941,-0.15828772523122786
ACH-000943,-0.15380668932622318
ACH-000946,-0.28425897912138576
ACH-000947,-0.005175199759036886
ACH-000948,-0.3144416148891644
ACH-000950,0.024611691322590654
ACH-000953,-0.2387148448270927
ACH-000954,-0.03300195689060942
ACH-000957,-0.1735559094462358
ACH-000958,-0.16222236850521346
ACH-000960,-0.049413863232830514
ACH-000963,-0.17241939307470874
ACH-000968,-0.13145920409885947
ACH-000969,0.018007729176686568
ACH-000972,-0.1596198735063099
ACH-000973,-0.05736434105010335
ACH-000974,-0.07370453770472288
ACH-000978,-0.2763878180926102
ACH-000984,-0.12106563199287725
ACH-000986,-0.025653735181202928
ACH-000988,-0.2650771723427144
ACH-000993,-0.10708574266307368
ACH-000994,-0.17443448857180185
ACH-000996,0.05541209290194828
ACH-001001,-0.12147600501345543
ACH-001020,-0.06382226025066896
ACH-001028,-0.0821567787947745
ACH-001031,0.0894903531342404
ACH-001038,-0.08869207664139357
ACH-001048,-0.12357259458691575
ACH-001050,-0.16661063934865805
ACH-001053,-0.17786093284594748
ACH-001054,-0.10272520284812936
ACH-001061,-0.039999204449749484
ACH-001067,0.01226152832264315
ACH-001075,-0.02545948425597239
ACH-001096,0.0046669026234499675
ACH-001111,-0.08715934429010874
ACH-001119,0.074569410956754
ACH-001128,0.14435002485170348
ACH-001134,-0.1908030160221186
ACH-001151,-0.1425484093526328
ACH-001163,-0.002263011831497699
ACH-001164,-0.2350304196018589
ACH-001183,-0.04808813420414887
ACH-001192,0.04839844347598076
ACH-001193,0.2995352737121488
ACH-001196,-0.15997095522921193
ACH-001197,0.17482653515882332
ACH-001205,-0.24918696975308235
ACH-001211,-0.007952298455097307
ACH-001212,-0.21664435295236506
ACH-001228,-0.08085613402590762
ACH-001232,-0.09859596682584057
ACH-001239,-0.020043798802841663
ACH-001270,-0.16217058219637848
ACH-001274,-0.09371942504114132
ACH-001275,0.13393111359613027
ACH-001277,-0.0370206507005778
ACH-001278,-0.13955993995450205
ACH-001280,0.04203778424623518
ACH-001283,-0.11783757639849643
ACH-001289,0.0013459311658459395
ACH-001300,-0.06932281298203476
ACH-001301,0.01652547234025435
ACH-001302,0.06726338035651422
ACH-001306,-0.09910505167086127
ACH-001318,0.004864953578096127
ACH-001322,-0.10333657543559893
ACH-001328,-0.003467262720253771
ACH-001332,-0.22487575945741287
