,NAP1L1 (4673)
ACH-000004,0.0524113908289348
ACH-000005,0.07812003087924807
ACH-000007,0.047533833111712456
ACH-000009,-0.062018777900712176
ACH-000011,0.13258435884575348
ACH-000012,0.13981189305247618
ACH-000013,0.08513981945842325
ACH-000014,-0.10338643351648516
ACH-000015,0.0995683991284162
ACH-000017,0.1166348993760518
ACH-000018,0.1446753942375151
ACH-000019,0.04863284292494288
ACH-000021,-0.10585345803107113
ACH-000022,0.07613416323633876
ACH-000025,-0.2517507870294787
ACH-000028,0.03290290183815377
ACH-000030,0.0659544757432744
ACH-000035,0.08083401982588684
ACH-000036,-0.06642822926681131
ACH-000037,-0.10823309179505823
ACH-000039,0.15843574962225113
ACH-000040,-0.1013250311544405
ACH-000041,-0.12265044743402465
ACH-000042,0.052202962703376966
ACH-000045,-0.0021992857866882935
ACH-000047,-0.13913151478528224
ACH-000052,-0.0035423048954517436
ACH-000053,-0.04105093495088602
ACH-000054,-0.11523410078614485
ACH-000055,-0.19371251564755604
ACH-000060,-0.04110283388094419
ACH-000067,-0.2726708376710877
ACH-000070,-0.027665183969542585
ACH-000075,0.002814224142242755
ACH-000078,-0.0024854746188296907
ACH-000082,-0.08627688260167031
ACH-000085,0.001961787634730408
ACH-000086,-0.2634889063125755
ACH-000087,-0.03121256727645601
ACH-000092,-0.06746248927896724
ACH-000095,-0.010612848941625166
ACH-000097,-0.017094539038509972
ACH-000098,-0.09198402482830832
ACH-000099,0.00592502455045851
ACH-000108,-0.02335316274747241
ACH-000113,-0.18406517785508167
ACH-000116,-0.0457402557742431
ACH-000118,-0.002711432898164101
ACH-000120,-0.04252163405718951
ACH-000123,-0.08828878055142472
ACH-000127,-0.029248251253547807
ACH-000128,-0.050956856835083525
ACH-000132,-0.028659179768696013
ACH-000133,-0.010092448863470462
ACH-000137,-0.0519392738001496
ACH-000138,-0.13995341310405504
ACH-000142,0.007194922571749161
ACH-000143,0.023098745109997054
ACH-000146,0.009101131812393635
ACH-000148,0.01744740539408499
ACH-000150,-0.15315501190242806
ACH-000152,-0.17056506672570973
ACH-000153,-0.13873994957141875
ACH-000159,-0.0049403760224508405
ACH-000160,0.24702284915021225
ACH-000163,-0.04301755570907406
ACH-000167,0.4145444779089738
ACH-000168,-0.2743445201071185
ACH-000169,-0.09320884649951357
ACH-000178,-0.0722161989890686
ACH-000183,-0.13304356296205164
ACH-000188,-0.19346996234287364
ACH-000189,-0.003772604810510128
ACH-000190,-0.06950912799420472
ACH-000198,0.0029517422512401817
ACH-000203,-0.38917741163582137
ACH-000204,-0.16766293601478766
ACH-000206,-0.17025560880750135
ACH-000207,0.04071727263996063
ACH-000208,0.19114069806331768
ACH-000210,0.16764047749634556
ACH-000211,0.02169097281488961
ACH-000215,-0.17304837045281354
ACH-000221,0.10601069108709646
ACH-000222,-0.07662571606395635
ACH-000223,-0.009340900588565126
ACH-000226,-0.06592418074114763
ACH-000227,-0.028425423528502167
ACH-000228,-0.0739484808216569
ACH-000231,-0.09144567843909547
ACH-000232,-0.10417895163413134
ACH-000233,0.018786645721046408
ACH-000234,-0.06146257117503414
ACH-000235,-0.03458449563111148
ACH-000237,-0.04465559905201606
ACH-000238,-0.16610080571295865
ACH-000242,-0.08801968353508384
ACH-000243,-0.02491808248864801
ACH-000244,-0.1915762591546404
ACH-000246,-0.1745295860448106
ACH-000248,0.08405950073505465
ACH-000250,-0.038648759429796835
ACH-000251,-0.15161497631762716
ACH-000252,-0.1239209352086224
ACH-000253,-0.027186115920385508
ACH-000255,0.04100410136966594
ACH-000256,-0.0733580006285595
ACH-000257,-0.067119557860058
ACH-000258,0.0958868049854571
ACH-000259,-0.022324388970902567
ACH-000260,-0.1129071820551952
ACH-000261,-0.05294446474044109
ACH-000262,-0.10267425932491688
ACH-000263,-0.1321625591058458
ACH-000264,-0.0044988811050362615
ACH-000265,-0.02917595909553976
ACH-000266,-0.04874509875453905
ACH-000272,0.0583597077550956
ACH-000274,-0.10502014847646786
ACH-000277,-0.08598223216026682
ACH-000278,-0.1790180043669974
ACH-000279,0.05330545524093975
ACH-000280,0.08888041004323616
ACH-000281,-0.14761963176664142
ACH-000288,-0.06707354960847002
ACH-000291,0.0057381461703738725
ACH-000293,-0.09006329444562305
ACH-000294,0.16263427652377144
ACH-000295,-0.030063959548915664
ACH-000296,-0.15856811209743324
ACH-000302,-0.010958909940484035
ACH-000304,-0.20193785475471746
ACH-000307,-0.07225774093237958
ACH-000308,-0.07022205163556011
ACH-000310,-0.060696779074075585
ACH-000311,0.04214342407428332
ACH-000312,-0.002902206219432428
ACH-000315,-0.2478115338411937
ACH-000316,0.029173222636851563
ACH-000317,-0.10458875703436406
ACH-000318,-0.13976517196255672
ACH-000319,0.01025423944550608
ACH-000320,0.0073970142448593155
ACH-000322,-0.002268548434248652
ACH-000323,-0.18479344087813976
ACH-000324,-0.1347489096704223
ACH-000329,0.08554152188754514
ACH-000330,0.05580743028503762
ACH-000331,-0.0778584328071133
ACH-000332,-0.0056003799696745975
ACH-000334,-0.054365711072895305
ACH-000335,0.015233352263383591
ACH-000336,-0.1505752937695818
ACH-000337,0.14315160053839526
ACH-000338,-0.6720723000754739
ACH-000339,-0.15684427841977264
ACH-000341,-0.0074466326663080425
ACH-000348,-0.005609443942909315
ACH-000350,-0.02428901662446866
ACH-000352,0.104559766432686
ACH-000356,-0.2397845472501749
ACH-000361,0.01830629560330676
ACH-000362,-0.06692846575271631
ACH-000363,0.07833656179571054
ACH-000364,-0.09036679554920066
ACH-000365,-0.0013869119411156596
ACH-000366,0.082521718665427
ACH-000368,-0.09864383273095537
ACH-000374,-0.07441003943837582
ACH-000375,-0.09356684698177688
ACH-000376,0.10366437716431626
ACH-000381,-0.12822125416047622
ACH-000383,0.0435179107636848
ACH-000387,-0.014411754209076496
ACH-000389,-0.012287008609818838
ACH-000390,0.17387408916325914
ACH-000393,-0.037931062328274166
ACH-000395,0.07038388714120432
ACH-000396,-0.07855364818062417
ACH-000397,0.055787218031806515
ACH-000401,0.0065914850163709396
ACH-000402,0.4429996455623388
ACH-000403,0.060793319133480975
ACH-000404,-0.030917811233863182
ACH-000406,-0.13553535487415758
ACH-000407,-0.10814491784529356
ACH-000408,-0.01758573105732746
ACH-000410,-0.11948289082455248
ACH-000411,-0.10999786446536093
ACH-000414,0.0018633389432035023
ACH-000415,0.018293400760599026
ACH-000416,-0.09301841299999873
ACH-000420,-0.018707297933289225
ACH-000421,-0.009555102255393856
ACH-000424,0.08163632023339013
ACH-000425,0.1273677729683223
ACH-000426,-0.2334000930646912
