,SHROOM1 (134549)
ACH-000004,0.01738681536057314
ACH-000005,-0.2210610793685334
ACH-000007,0.016333336049875812
ACH-000009,-0.021855936242556245
ACH-000011,-0.08051348101030767
ACH-000012,-0.13926818964140264
ACH-000013,-0.04434705831565852
ACH-000014,0.11296220991988146
ACH-000015,-0.10610537037834723
ACH-000017,-0.03398153958100565
ACH-000018,-0.09755112805834866
ACH-000019,-0.11429385893934788
ACH-000021,-0.08950543880021454
ACH-000022,-0.038625163224164975
ACH-000025,-0.08468507351514021
ACH-000028,-0.2506576676288886
ACH-000030,-0.043426215270298
ACH-000035,0.08299266543270202
ACH-000036,-0.2455445718926407
ACH-000037,-0.013445623862385372
ACH-000039,-0.15633427336069747
ACH-000040,0.0484425436777755
ACH-000041,-0.033825353636399845
ACH-000042,-0.1207162163881563
ACH-000045,-0.09665483634149964
ACH-000047,-0.09639584279524956
ACH-000052,-0.1279854528755607
ACH-000053,-0.10376119534629293
ACH-000054,-0.10590830662178402
ACH-000055,-0.06851599498019938
ACH-000060,-0.18026314187684567
ACH-000067,-0.07473169063398352
ACH-000070,-0.147749674226546
ACH-000075,0.02549553208513933
ACH-000078,-0.00742180227170675
ACH-000082,0.02335952380641646
ACH-000085,-0.15168164980902485
ACH-000086,-0.12881968419080406
ACH-000087,0.1639165772490148
ACH-000092,-0.003934134721265862
ACH-000095,-0.07512066514090752
ACH-000097,-0.059048066791887524
ACH-000098,-0.04298971213343284
ACH-000099,-0.1206215487757035
ACH-000108,-0.057861832297249526
ACH-000113,-0.04980643890813813
ACH-000116,-0.03418194928833719
ACH-000118,-0.11886525072488276
ACH-000120,-0.09793743217645856
ACH-000123,-0.07067159434212138
ACH-000127,-0.08284708620146
ACH-000128,-0.2756803279087106
ACH-000132,-0.008376469941412234
ACH-000133,-0.09525008990184332
ACH-000137,-0.035384309835056624
ACH-000138,-0.08861370304760283
ACH-000142,-0.2206511107225508
ACH-000143,-0.05016671195807987
ACH-000146,0.022040812959932758
ACH-000148,-0.029330154960838024
ACH-000150,-0.1454502853055602
ACH-000152,-0.0838856564659654
ACH-000153,-0.025669059943290214
ACH-000159,0.004985817709378513
ACH-000160,-0.0005278376299004877
ACH-000163,-0.13710565659885213
ACH-000167,0.03025258651244632
ACH-000168,-0.16179976683171393
ACH-000169,-0.07674999140085656
ACH-000178,-0.1050944967599275
ACH-000183,-0.21627638589038867
ACH-000188,-0.2377442680567184
ACH-000189,-0.034473441722116464
ACH-000190,-0.034200056702157665
ACH-000198,-0.02542023690847285
ACH-000203,-0.0184098349935148
ACH-000204,-0.2041441023563356
ACH-000206,-0.0644487649097123
ACH-000207,0.14939720791649927
ACH-000208,-0.10413112239071402
ACH-000210,-0.14155648034694193
ACH-000211,-0.14497389133450206
ACH-000215,0.001926980272171928
ACH-000221,0.03930876772647846
ACH-000222,-0.053761332825550914
ACH-000223,-0.09007781504033
ACH-000226,0.011289217870606412
ACH-000227,-0.02735338067726023
ACH-000228,-0.10438179615249
ACH-000231,0.0038597015288294673
ACH-000232,-0.17842661302191387
ACH-000233,-0.08536012133277042
ACH-000234,-0.05160711745212807
ACH-000235,-0.06073775067720484
ACH-000237,-0.04394513984496732
ACH-000238,-0.011186856147503936
ACH-000242,-0.17703170548009847
ACH-000243,-0.054433229179903904
ACH-000244,-0.1828673957967709
ACH-000246,-0.0332783189676172
ACH-000248,-0.023376666199868442
ACH-000250,-0.08468398557878425
ACH-000251,0.22494663377508364
ACH-000252,0.12932926976732748
ACH-000253,-0.007237531956706539
ACH-000255,-0.09879496709076507
ACH-000256,-0.2084837235980037
ACH-000257,-0.05009106863049578
ACH-000258,0.02504089695526796
ACH-000259,-0.010712390013900232
ACH-000260,-0.06316409081539262
ACH-000261,-0.04420574924011367
ACH-000262,-0.08825549061296865
ACH-000263,-0.09342204348627434
ACH-000264,-0.11839798329513385
ACH-000265,-0.02425416503003086
ACH-000266,-0.0924129003343365
ACH-000272,-0.039455631183432455
ACH-000274,-0.02548938918070074
ACH-000277,-0.03933465204822127
ACH-000278,-0.050253764187596826
ACH-000279,0.06636830801030888
ACH-000280,-0.04742881180591447
ACH-000281,-0.08658344238148596
ACH-000288,-0.022956924820481776
ACH-000291,-0.06497874581214952
ACH-000293,-0.04772365776510623
ACH-000294,-0.04007728703277951
ACH-000295,0.0074370579223239424
ACH-000296,-0.057009968310892375
ACH-000302,-0.04455543726472574
ACH-000304,-0.0869357096728184
