,PTBP1 (5725)
ACH-000004,-0.3970713862613896
ACH-000005,-0.8032059851992838
ACH-000007,-0.5552487697256134
ACH-000009,-0.32542790272276834
ACH-000011,-0.5798140036911229
ACH-000012,-0.8550281463535849
ACH-000013,-0.4215120969495244
ACH-000014,-0.7125763637248957
ACH-000015,-0.3408570767545687
ACH-000017,-0.8582384529004418
ACH-000018,-0.9886218765916582
ACH-000019,-0.3504826913459058
ACH-000021,-0.3317620868886706
ACH-000022,-0.6336025748934067
ACH-000025,-0.6669544965229649
ACH-000028,-0.6040265859179068
ACH-000030,-0.5944858074675008
ACH-000035,-0.7557984822353634
ACH-000036,-0.5567879258939993
ACH-000037,-0.5737597589831194
ACH-000039,-0.4620598266440304
ACH-000040,-0.5001328651015021
ACH-000041,-0.3820548469362949
ACH-000042,-0.5212186451615902
ACH-000045,-0.697305745146983
ACH-000047,-0.4708053865142592
ACH-000052,-0.7067919811564563
ACH-000053,-0.5539400036718667
ACH-000054,-0.4416421323634607
ACH-000055,-0.483989435452304
ACH-000060,-0.5238210400761949
ACH-000067,-0.8856571825930647
ACH-000070,-0.6038478877450175
ACH-000075,-0.24195116260093746
ACH-000078,-0.3113497525485244
ACH-000082,-0.4273676771602816
ACH-000085,-0.7550576064714518
ACH-000086,-0.5408060619119126
ACH-000087,-0.39785804564434174
ACH-000092,-0.6358409713581401
ACH-000095,-0.6072167098615887
ACH-000097,-0.3798297957864781
ACH-000098,-0.3167331797537379
ACH-000099,-0.5016558197891177
ACH-000108,-0.5343153516768532
ACH-000113,-0.8118000688860756
ACH-000116,-0.5826974759764953
ACH-000118,-0.5249296431425885
ACH-000120,-0.5123328773509803
ACH-000123,-0.6217232521162256
ACH-000127,-0.7331000225972581
ACH-000128,-0.6116679311500771
ACH-000132,-0.4028731710122036
ACH-000133,-0.4385464552809863
ACH-000137,-0.5152483777438913
ACH-000138,-0.3679269036855367
ACH-000142,-0.6721980224448496
ACH-000143,-0.4963456677233188
ACH-000146,-0.6382305469033274
ACH-000148,-0.4823967652173929
ACH-000150,-0.720640589870196
ACH-000152,-0.2580944029785645
ACH-000153,-0.2431950505508573
ACH-000159,-0.3986925915729693
ACH-000160,-0.3602666784227521
ACH-000163,-0.5114712958403056
ACH-000167,-0.15085144908753642
ACH-000168,-0.2945512600530036
ACH-000169,-0.5195863634776365
ACH-000178,-0.5115712219620004
ACH-000183,-0.4972085390078854
ACH-000188,-0.3881118708050654
ACH-000189,-1.043340369761497
ACH-000190,-0.2400041214707655
ACH-000198,-0.4610731416355612
ACH-000203,-0.40701391340617576
ACH-000204,-0.4426043474807246
ACH-000206,-1.0462503278232906
ACH-000207,-0.7528765489170371
ACH-000208,-0.5010455651227644
ACH-000210,-0.6412294971095583
ACH-000211,-0.6206607593856557
ACH-000215,-0.7299995085454144
ACH-000221,-0.4014290296397503
ACH-000222,-0.5640133520761961
ACH-000223,-0.4689793732591975
ACH-000226,-0.598668920584741
ACH-000227,-0.06436226961632074
ACH-000228,-0.707439793629566
ACH-000231,-0.5849785029738167
ACH-000232,-0.3630768267246813
ACH-000233,-0.5636616787702817
ACH-000234,-0.7637497752447587
ACH-000235,-0.6511741444955178
ACH-000237,-0.8844120418982363
ACH-000238,-0.6835222207960492
ACH-000242,-0.51656919623431
ACH-000243,-0.8169702830341047
ACH-000244,-0.05112247518140011
ACH-000246,-0.7608077955449708
ACH-000248,-0.5008361168858283
ACH-000250,-0.2699613096319887
ACH-000251,-1.0595582774126209
ACH-000252,-0.9043189647532636
ACH-000253,-0.4035827841212361
ACH-000255,-0.19520886308197224
ACH-000256,-0.7765630778285262
ACH-000257,-0.22853862238726436
ACH-000258,0.0015625794446587652
ACH-000259,-0.3802246967708955
ACH-000260,-0.4577011114301022
ACH-000261,-1.0076019558815301
ACH-000262,-0.8816837028708594
ACH-000263,-0.4126952434862111
ACH-000264,-0.7090385922263749
ACH-000265,-0.5383666504805245
