,DSTN (11034)
ACH-000004,0.12366995230399412
ACH-000005,-0.09842849604748156
ACH-000007,0.10408656395901716
ACH-000009,-0.1026292099284006
ACH-000011,-0.15090992042694273
ACH-000012,-0.123886659671219
ACH-000013,-0.02265556819438131
ACH-000014,-0.13311626318939812
ACH-000015,-0.06863042763690012
ACH-000017,-0.07815533286336504
ACH-000018,-0.053051038626593376
ACH-000019,0.1868456027197448
ACH-000021,-0.014591337036221584
ACH-000022,-0.011575879854276844
ACH-000025,-0.10592429064038457
ACH-000028,0.10969384111616153
ACH-000030,-0.05601583831157637
ACH-000035,-0.07576424627379978
ACH-000036,-0.1168254389224733
ACH-000037,-0.04094291027270886
ACH-000039,-0.209710190411278
ACH-000040,-0.1820370884784676
ACH-000041,-0.2690212219911814
ACH-000042,-0.1917743485278156
ACH-000045,-0.23673412097706545
ACH-000047,-0.11919543968183335
ACH-000052,-0.3426423421378452
ACH-000053,-0.06534922630998416
ACH-000054,-0.04438495684640646
ACH-000055,-0.2355838199793901
ACH-000060,0.002709281176670025
ACH-000067,-0.14387126042727486
ACH-000070,0.014410388770551069
ACH-000075,-0.03839759877603095
ACH-000078,-0.021507975451522773
ACH-000082,-0.043255835742864186
ACH-000085,-0.06558390477362548
ACH-000086,0.08888291541888638
ACH-000087,-0.022835867313307667
ACH-000092,-0.16786403015757778
ACH-000095,-0.14485924423118954
ACH-000097,-0.12999882330409568
ACH-000098,0.08473512242615988
ACH-000099,-0.05822963559949785
ACH-000108,-0.14004848331907596
ACH-000113,0.012831528079441388
ACH-000116,-0.020905050255334432
ACH-000118,-0.03104578929515948
ACH-000120,0.04279572026367307
ACH-000123,-0.11818160564678865
ACH-000127,-0.08776566577616926
ACH-000128,-0.019653665533237958
ACH-000132,0.15598102229960184
ACH-000133,-0.1738807841789809
ACH-000137,0.019540718074185368
ACH-000138,-0.003954376491852064
ACH-000142,-0.18945302232506392
ACH-000143,0.058369855725823115
ACH-000146,-0.09899299517905352
ACH-000148,-0.021675679430426986
ACH-000150,-0.3876860802262115
ACH-000152,-0.04663691987555757
ACH-000153,-0.21657911863715265
ACH-000159,-0.13291619489445866
ACH-000160,-0.12845837255937695
ACH-000163,-0.059584115597019136
ACH-000167,0.04084239448148005
ACH-000168,0.08074354574844457
ACH-000169,0.08124006986887711
ACH-000178,-0.09075569863240268
ACH-000183,-0.0820309900871458
ACH-000188,0.035776868826621816
ACH-000189,0.13683025891219633
ACH-000190,-0.07566307782058755
ACH-000198,-0.19085116511344785
ACH-000203,0.08350185178534808
ACH-000204,-0.16268796434261107
ACH-000206,-0.3765421098418833
ACH-000207,-0.05516907164300423
ACH-000208,0.1459686593534908
ACH-000210,0.2517506139172008
ACH-000211,-0.0939458336822736
ACH-000215,-0.009774433405646295
ACH-000221,0.20179282068917115
ACH-000222,-0.185328916376796
ACH-000223,-0.048617687268906334
ACH-000226,-0.08641134159183597
ACH-000227,-0.1535537302922552
ACH-000228,-0.038103998333913806
ACH-000231,-0.13806037831533344
ACH-000232,-0.10423654076447096
ACH-000233,-0.058965309694557475
ACH-000234,-0.16592209149960804
ACH-000235,-0.07248129407158309
ACH-000237,0.017928487757983134
ACH-000238,-0.2681555424051917
ACH-000242,0.11910271603200115
ACH-000243,-0.0498845488942817
ACH-000244,-0.3142395725759464
ACH-000246,0.05016003412131568
ACH-000248,-0.16186477700746502
ACH-000250,-0.12922016070253806
ACH-000251,-0.13343973991211502
ACH-000252,-0.08721329124810567
ACH-000253,0.02551483503998406
ACH-000255,-0.008219008390277945
ACH-000256,-0.3462353089826591
ACH-000257,0.16188452861306266
ACH-000258,-0.049452666101300315
ACH-000259,-0.06979861801085578
ACH-000260,-0.1149205756706948
ACH-000261,-0.1397157536461357
ACH-000262,-0.10200654510545157
ACH-000263,-0.1825740271501912
ACH-000264,-0.06733979783680298
ACH-000265,-0.05328316245106962
ACH-000266,-0.024312245449034837
ACH-000272,-0.06523059766746038
ACH-000274,-0.08102149746743638
ACH-000277,-0.09169169162747057
ACH-000278,-0.025888688370399142
ACH-000279,-0.18620503542998207
ACH-000280,-0.053713380083039775
ACH-000281,-0.11197151963085336
ACH-000288,0.02499474351629855
ACH-000291,-0.012785744129553935
ACH-000293,-0.11262982753593642
ACH-000294,-0.11573075695207695
ACH-000295,0.22090758885070927
ACH-000296,-0.23969805255370805
ACH-000302,0.0833692831787803
ACH-000304,-0.11040201662740272
ACH-000307,-0.07287948745091642
ACH-000308,-0.17182103057951836
ACH-000310,-0.04514895676257583
ACH-000311,-0.14312682545237482
ACH-000312,-0.07914037515871082
ACH-000315,-0.14036707302603318
ACH-000316,-0.12195523460405475
ACH-000317,-0.06809888360657405
ACH-000318,-0.22034076030772712
ACH-000319,0.08664816715029161
ACH-000320,-0.08189480669612763
ACH-000322,-0.16197508856887388
ACH-000323,-0.1386157847475857
ACH-000324,0.04905977047989082
ACH-000329,-0.22862192233861894
ACH-000330,-0.23357127923121535
ACH-000331,-0.24256712357369264
ACH-000332,-0.1280256415412758
ACH-000334,-0.13060453752830076
ACH-000335,-0.0780940222218489
ACH-000336,-0.11908688267782895
ACH-000337,-0.15321844414610294
ACH-000338,-0.3449474356856449
ACH-000339,-0.08042987114565399
ACH-000341,-0.1067865623709684
ACH-000348,-0.09854468896740368
ACH-000350,-0.004903365193600628
ACH-000352,-0.10603441800474707
ACH-000356,-0.0991914723923487
