,GOLGA6L10 (647042)
ACH-000004,-0.3142332692437848
ACH-000005,-0.3574232758109508
ACH-000007,-0.5251839198490424
ACH-000009,-0.5009933236663536
ACH-000011,-0.5991075364120864
ACH-000012,-0.3778272497780429
ACH-000013,-0.12828465769526126
ACH-000014,-0.20704830922812167
ACH-000015,-0.31670428836229997
ACH-000017,-0.10541068924028253
ACH-000018,-0.3539389696369831
ACH-000019,-0.1195358550808414
ACH-000021,-0.12363430649681464
ACH-000022,-0.529690463283211
ACH-000025,-0.7106026163997425
ACH-000028,-0.11831352490346972
ACH-000030,-0.4201231587101178
ACH-000035,-0.1372748142477647
ACH-000036,-0.4892692608412187
ACH-000037,-0.17849325721699974
ACH-000039,-0.3286595619530236
ACH-000040,-0.20880557621392395
ACH-000041,-0.3450390291105785
ACH-000042,-0.5670889494289406
ACH-000045,-0.4619861683366481
ACH-000047,-0.4755685642493774
ACH-000052,-0.17360763562094503
ACH-000053,-0.4089410479373008
ACH-000054,-0.4717229447007992
ACH-000055,-0.08455157005870725
ACH-000060,-0.5073746673626122
ACH-000067,-0.4277979355833322
ACH-000070,-0.37141716574481226
ACH-000075,-0.458142876968612
ACH-000078,-0.44335911580833415
ACH-000082,-0.18959366350084567
ACH-000085,-0.08018800401212803
ACH-000086,-0.3914762336966884
ACH-000087,-0.3454037653801535
ACH-000092,-0.2811624221411185
ACH-000095,-0.6283436876480155
ACH-000097,-0.4200920469010363
ACH-000098,-0.2936034278505894
ACH-000099,-0.2902352380255233
ACH-000108,-0.2982581979948182
ACH-000113,-0.3045964149197499
ACH-000116,-0.6891866979579848
ACH-000118,-0.18830266394700024
ACH-000120,-0.1275742930359609
ACH-000123,-0.2801683126011641
ACH-000127,-0.3030293292518174
ACH-000128,-0.3751850028587736
ACH-000132,-0.31931929499725314
ACH-000133,-0.1391160995756545
ACH-000137,-0.1187898400976135
ACH-000138,-0.34723620088229795
ACH-000142,-0.5085851454839447
ACH-000143,-0.5020288234749603
ACH-000146,-0.3982356529633637
ACH-000148,-0.4376647182223154
ACH-000150,-0.2848590302047313
ACH-000152,-0.4185417022123944
ACH-000153,-0.5434187995303383
ACH-000159,-0.23066547925981265
ACH-000160,-0.20764151711264886
ACH-000163,-0.2897759145974271
ACH-000167,0.6847540444706963
ACH-000168,-0.4993836911980822
ACH-000169,-0.35301880094157545
ACH-000178,-0.5278514369325239
ACH-000183,-0.11075155302110393
ACH-000188,-0.3470899606408228
ACH-000189,0.03770906255462954
ACH-000190,-0.3536997471306349
ACH-000198,-0.18224176443506074
ACH-000203,-1.0235178783402377
ACH-000204,-0.15896178074444056
ACH-000206,-0.6039139051737759
ACH-000207,-0.09195535160732472
ACH-000208,-0.47822454877314896
ACH-000210,-0.4050287590107048
ACH-000211,-0.4827355492742739
ACH-000215,-0.2815323020203688
ACH-000221,-0.10977892524512027
ACH-000222,-0.3657004712371293
ACH-000223,-0.4358347905209001
ACH-000226,-0.1589649743486598
ACH-000227,-0.4288867777449246
ACH-000228,-0.009270437685439724
ACH-000231,-0.3042872808042774
ACH-000232,-0.18463191874059132
ACH-000233,-0.5947674932136106
ACH-000234,-0.30699256931500024
ACH-000235,-0.4006440835623816
ACH-000237,-0.4122158510767732
ACH-000238,-0.3201809033885807
ACH-000242,-0.23981701185926024
ACH-000243,-0.5668344022912146
ACH-000244,-0.3878074219806635
ACH-000246,-0.4153135175677473
ACH-000248,-0.08320361889416135
ACH-000250,-0.3167766924160285
ACH-000251,-0.7482774000671824
ACH-000252,-0.2609046862942987
ACH-000253,-0.7336185127220264
ACH-000255,-0.4842797360662723
ACH-000256,-0.46575942194754
ACH-000257,-0.14479399006833213
ACH-000258,-0.5524144635371405
ACH-000259,-0.3581228594336971
ACH-000260,-0.3287147639395443
ACH-000261,-0.3899271002968386
ACH-000262,-0.20637014027000905
ACH-000263,-0.6000761256683301
ACH-000264,0.05042526925804836
ACH-000265,-0.4653417149501865
ACH-000266,-0.5194325665702735
ACH-000272,-0.35999246938948354
ACH-000274,-0.703703720554712
ACH-000277,-0.37492133145003737
ACH-000278,-0.5689666975615042
ACH-000279,-0.2423496202586873
ACH-000280,-0.4349869956325565
ACH-000281,-0.3820309994934236
ACH-000288,-0.5208822272603882
ACH-000291,-0.30294043528234593
ACH-000293,-0.16644220587781616
ACH-000294,-0.9129680238558082
ACH-000295,-0.14425657510493606
ACH-000296,-0.5721383486369803
ACH-000302,-0.4473110093196734
ACH-000304,-0.8028679989131047
ACH-000307,-0.2989224530078236
ACH-000308,-0.4176779445860764
ACH-000310,-0.4529440141355877
ACH-000311,-0.4197907441532014
ACH-000312,-0.25872307816536
ACH-000315,-0.35724562938156224
ACH-000316,-0.31617930840531744
ACH-000317,-0.17165070000215235
ACH-000318,-0.3237569079029525
ACH-000319,-0.3631478453393955
ACH-000320,-0.3388233890237813
ACH-000322,-0.2235041885568294
ACH-000323,-0.3258787875105262
ACH-000324,-0.4796667183360171
ACH-000329,-0.32390810092139044
ACH-000330,-0.21056111063792304
ACH-000331,-0.5689733649971153
ACH-000332,-0.4537307873498244
ACH-000334,-0.4997178596419648
ACH-000335,-0.40283192128320905
ACH-000336,-0.2812028946717721
ACH-000337,-0.15390784062654558
ACH-000338,-0.5358720325562318
ACH-000339,-0.2058977854989497
ACH-000341,-0.3476904688916277
ACH-000348,-0.0048403678811744155
ACH-000350,-0.7152178420669743
ACH-000352,-0.3138030805288909
ACH-000356,-0.4739631397056228
ACH-000361,-0.4513075091742826
