,PXYLP1 (92370)
ACH-000004,-0.061732121143432864
ACH-000005,0.1653591096138023
ACH-000007,0.1780228198605576
ACH-000009,-0.11816907408850577
ACH-000011,-0.19013813128579155
ACH-000012,-0.06954396784041088
ACH-000013,-0.1149252231976162
ACH-000014,-0.300631504354728
ACH-000015,-0.10030985906692058
ACH-000017,-0.02904323163536049
ACH-000018,-0.2060356924342031
ACH-000019,-0.1771780493589545
ACH-000021,-0.12391553867477907
ACH-000022,-0.1545347664137019
ACH-000025,-0.228374247770536
ACH-000028,-0.2442986638942123
ACH-000030,-0.16629595059691166
ACH-000035,-0.14827087724906393
ACH-000036,-0.03835151391727022
ACH-000037,-0.23237747677780698
ACH-000039,-0.464010764482125
ACH-000040,-0.045693648326975186
ACH-000041,-0.03125262095994987
ACH-000042,-0.17550941278665216
ACH-000045,-0.1023480876039628
ACH-000047,-0.20455481807165934
ACH-000052,0.05610925879493851
ACH-000053,-0.11013012692573908
ACH-000054,-0.20061901877645733
ACH-000055,0.0926896362676503
ACH-000060,-0.16766200778037738
ACH-000067,-0.13655131425900488
ACH-000070,-0.07078580779309956
ACH-000075,-0.03625564745388252
ACH-000078,-0.09159607017964262
ACH-000082,-0.08320218435525525
ACH-000085,-0.197754569210606
ACH-000086,-0.22050750993418508
ACH-000087,-0.147535405365717
ACH-000092,-0.2638728077880513
ACH-000095,-0.09037295088924224
ACH-000097,-0.0997251879090063
ACH-000098,-0.09633622365786026
ACH-000099,-0.09464198932207958
ACH-000108,0.001733173625976991
ACH-000113,-0.09611684497811424
ACH-000116,-0.0012059072720437458
ACH-000118,-0.12381115366375985
ACH-000120,0.07073268010878304
ACH-000123,-0.3617052809605419
ACH-000127,-0.11654915384465182
ACH-000128,-0.3465898086582286
ACH-000132,-0.16527080203278308
ACH-000133,-0.1916613295033461
ACH-000137,-0.16036134831663273
ACH-000138,-0.18976606155491527
ACH-000142,-0.172768744990204
ACH-000143,-0.07834142908272444
ACH-000146,-0.008436824653870174
ACH-000148,-0.11844191699790513
ACH-000150,-0.2930317330485242
ACH-000152,-0.2087063619349188
ACH-000153,-0.030394375295994293
ACH-000159,-0.17094229963786975
ACH-000160,-0.11679389631536233
ACH-000163,-0.15354553533201676
ACH-000167,-0.021455564002381456
ACH-000168,-0.22948530552642601
ACH-000169,-0.07272391317641881
ACH-000178,-0.1900484646019767
ACH-000183,-0.1197890231334206
ACH-000188,-0.1802704027739489
ACH-000189,-0.23803508667724965
ACH-000190,-0.05825524724406059
ACH-000198,-0.10514218470970613
ACH-000203,0.3682281044061117
ACH-000204,-0.2785324813236767
ACH-000206,-0.2102864964659757
ACH-000207,-0.11623532861181048
ACH-000208,-0.08393083248893332
ACH-000210,-0.2489793432998563
ACH-000211,-0.23882296589446075
ACH-000215,-0.21459788285486794
ACH-000221,-0.042422088109458335
ACH-000222,0.02145800288946757
ACH-000223,-0.08586398418687602
ACH-000226,-0.14218575476098602
ACH-000227,-0.01426549055638614
ACH-000228,-0.16162408376260815
ACH-000231,-0.1535984244261482
ACH-000232,-0.07146133994685085
ACH-000233,-0.09305577506885684
ACH-000234,-0.17140056296426864
ACH-000235,-0.11219145377622307
ACH-000237,-0.12614640021403695
ACH-000238,-0.06810093903084395
ACH-000242,-0.4808795736410628
ACH-000243,-0.06519504082539447
ACH-000244,-0.2435776670758177
ACH-000246,-0.062279662053421225
ACH-000248,-0.27191690144686004
ACH-000250,-0.0682204110858328
ACH-000251,-0.1907529168343849
ACH-000252,-0.03941865311850853
ACH-000253,-0.08591987519784945
ACH-000255,-0.13552015135873227
ACH-000256,-0.3033337000433355
ACH-000257,-0.12558397943164398
ACH-000258,0.0023550417067349444
ACH-000259,-0.1067590711891658
ACH-000260,-0.18302507219940736
ACH-000261,-0.14111603026228314
ACH-000262,-0.2832128882999558
ACH-000263,0.06503153757125958
ACH-000264,-0.049421596784649365
ACH-000265,-0.16206968621850226
ACH-000266,-0.0871082120677191
ACH-000272,-0.16596712015619355
ACH-000274,-0.17396210852703847
ACH-000277,0.022634767548201262
ACH-000278,-0.2429919721171897
ACH-000279,-0.15010658929752954
ACH-000280,-0.10096265475455148
ACH-000281,-0.09483662583321248
ACH-000288,-0.16714242381141442
ACH-000291,-0.07347298027495694
ACH-000293,-0.043180501593650486
ACH-000294,-0.08561461592157038
ACH-000295,-0.06474656041966202
ACH-000296,-0.3150656057689929
ACH-000302,-0.16996696092898714
ACH-000304,-0.1577490212478631
ACH-000307,-0.12988678927739916
ACH-000308,-0.10683452230111187
ACH-000310,-0.05632146172880612
ACH-000311,-0.030542029900384862
ACH-000312,-0.07075967447515354
ACH-000315,-0.21821080464804307
ACH-000316,-0.037335554418731015
ACH-000317,-0.08092551176726523
ACH-000318,0.03223826392634432
ACH-000319,-0.17650504656748334
ACH-000320,0.008753535469840935
ACH-000322,-0.153350874113929
ACH-000323,-0.10899445025293032
ACH-000324,-0.0774496184769163
ACH-000329,0.0010975751304879693
ACH-000330,-0.13359682828742142
ACH-000331,-0.15143086981337894
ACH-000332,-0.07250420450736635
ACH-000334,-0.07735398834678951
ACH-000335,-0.268321001951154
ACH-000336,-0.2820295418009515
ACH-000337,-0.1314220514124651
ACH-000338,-0.2881199306257468
ACH-000339,-0.03826796657436248
ACH-000341,-0.05091533963621939
ACH-000348,-0.09383316229186066
ACH-000350,-0.045630808337759385
ACH-000352,-0.15871405692619164
ACH-000356,-0.07345475013845505
ACH-000361,-0.26017342465850074
ACH-000362,-0.11134990495079508
ACH-000363,-0.12128014577530352
ACH-000364,-0.043885968285972334
ACH-000365,-0.24249562402153135
ACH-000366,-0.05530548538768032
ACH-000368,-0.1639866916316166
ACH-000374,0.001894201267058324
ACH-000375,-0.02392824547856703
ACH-000376,-0.04579100320653632
ACH-000381,-0.18028543106380332
ACH-000383,-0.1819362501813084
ACH-000387,-0.02866101298885825
ACH-000389,-0.15607704929345947
ACH-000390,0.014877472185132887
ACH-000393,-0.16976080312199618
ACH-000395,-0.28984273570509234
ACH-000396,-0.06873634167182448
ACH-000397,-0.040325594696410894
ACH-000401,-0.2721291377276398
ACH-000402,0.0549217728726682
ACH-000403,-0.18724850488715505
ACH-000404,-0.08716895201906956
ACH-000406,-0.12196362842431968
ACH-000407,-0.2086856729612915
ACH-000408,-0.09039106307873523
ACH-000410,-0.155125382370909
ACH-000411,-0.1991307106027768
ACH-000414,-0.057493481282172375
ACH-000415,-0.15951146656005147
ACH-000416,-0.12526027211898144
ACH-000420,0.04873515339305117
ACH-000421,-0.1541818157147084
ACH-000424,-0.2126753611689889
ACH-000425,-0.1787476553000969
ACH-000426,-0.12883129009089944
ACH-000427,-0.24003587597861775
ACH-000433,-0.019435038788870138
ACH-000435,-0.0570724396127715
ACH-000436,-0.16614825319417986
ACH-000444,-0.14242862060036415
ACH-000445,-0.18535351585004686
ACH-000448,-0.11948502356456045
ACH-000450,-0.0821535156529578
ACH-000452,-0.1615824292548789
ACH-000454,-0.2413808614295206
ACH-000458,-0.08346850834755364
ACH-000459,-0.20403787614005411
ACH-000460,-0.15134573116575267
ACH-000461,-0.09122717253041264
ACH-000463,-0.04836709830841416
ACH-000464,-0.03500467329235562
ACH-000466,-0.011538570780771732
ACH-000467,-0.18765906287810505
ACH-000468,-0.06368115491123562
ACH-000469,-0.12952802432411653
ACH-000470,-0.11562322426985115
ACH-000471,-0.11957451488824385
ACH-000472,-0.09471825888258796
ACH-000473,-0.13116031326118824
ACH-000475,-0.08914386240801843
ACH-000476,-0.19267918490663602
ACH-000477,-0.234872813180275
ACH-000479,0.2375093838357266
ACH-000480,-0.031012996169831962
ACH-000481,-0.07929659137265492
ACH-000483,-0.13835000008695975
ACH-000484,0.08533927160316637
ACH-000485,-0.11373787470627247
ACH-000486,-0.16869021282360386
ACH-000487,-0.0028806811889778307
ACH-000488,-0.1676468206584652
ACH-000490,-0.20153373785453005
ACH-000491,-0.061646367186915525
ACH-000495,-0.18787669919501024
ACH-000496,-0.13056252931053802
ACH-000499,-0.054514877796713115
ACH-000500,-0.19169311996302027
ACH-000502,-0.1963151780483652
ACH-000503,-0.1412589062938159
ACH-000505,-0.16638874911673815
ACH-000507,-0.047704043436949804
ACH-000510,-0.15977393610231638
ACH-000511,-0.18922403873669874
ACH-000512,-0.053832550445715034
ACH-000516,-0.12190506609262175
ACH-000517,-0.16701543133260013
ACH-000518,0.05316549461436231
ACH-000520,-0.08397332719130964
ACH-000521,-0.0950359960227952
ACH-000522,-0.15980879797385866
ACH-000524,-0.15889571106320402
ACH-000527,-0.09854877375911288
ACH-000528,-0.1931270245615576
ACH-000537,-0.05056218619864943
ACH-000541,-0.14487633813843856
ACH-000542,-0.10088906527179814
ACH-000544,-0.18887622789206465
ACH-000545,-0.3353996671838745
ACH-000547,-0.00830895631642654
ACH-000548,-0.19442140320900766
ACH-000549,-0.17805860497372147
ACH-000550,-0.21191151007509385
ACH-000552,-0.04316714386705323
ACH-000556,-0.21888205404185232
ACH-000557,-0.0838183691127637
ACH-000569,-0.08684353705967549
ACH-000570,-0.09015598740872244
ACH-000571,-0.11102099547551568
ACH-000573,-0.1322417950099863
ACH-000576,-0.10554309187577203
ACH-000579,-0.06423634707967632
ACH-000580,-0.030623220590653318
ACH-000584,-0.1060606515525091
ACH-000585,-0.23389813443512006
ACH-000588,-0.022439884369912868
ACH-000589,-0.14772791169632615
ACH-000591,-0.08410205322456629
ACH-000593,-0.3580222632651143
ACH-000600,-0.17529560530689556
ACH-000601,-0.07268499218831062
ACH-000605,-0.09556270963369726
ACH-000606,-0.0017559622767659815
ACH-000608,-0.10215222783789003
ACH-000614,-0.01414494495888963
ACH-000616,-0.09435812511853912
ACH-000618,-0.09205302879767524
ACH-000619,-0.1829633420190727
ACH-000620,-0.11837824698717099
ACH-000621,-0.1969332688253674
ACH-000622,-0.17237581881372624
ACH-000623,0.05367031493325386
ACH-000624,-0.04918923193494275
ACH-000627,-0.13682933401649305
ACH-000630,-0.15134451153559206
ACH-000631,0.2607593287345681
ACH-000632,-0.08703248730471921
ACH-000633,-0.025204315604911726
ACH-000637,-0.06221368805738221
ACH-000638,-0.10876159933769113
ACH-000646,-0.14360436037700586
ACH-000647,-0.01934704511340266
ACH-000648,-0.0885230172219465
ACH-000649,-0.1495204108014931
ACH-000651,-0.10775251158671736
ACH-000652,-0.12700919032297311
ACH-000653,-0.07876320554809381
ACH-000657,-0.23120908740009044
ACH-000658,0.020658228153734488
ACH-000661,-0.1580262443782025
ACH-000662,-0.061261102901580634
ACH-000663,-0.21316848313350875
ACH-000665,-0.0989598228569758
ACH-000671,-0.20090099712103973
ACH-000672,-0.2536974402965913
ACH-000673,-0.136604189305362
ACH-000676,-0.028023015049825385
ACH-000677,-0.10810708900536983
ACH-000681,-0.005511522291192611
ACH-000683,-0.13713699097055065
ACH-000684,-0.1397112599248603
ACH-000688,-0.2205656523507319
ACH-000693,-0.14614813789829206
ACH-000694,-0.11688403285187345
ACH-000695,-0.21931039372764136
ACH-000696,-0.13361371866367572
ACH-000697,0.03769491914762062
ACH-000699,-0.11742795185228205
ACH-000701,-0.2282336254437215
ACH-000706,-0.17789091538564164
ACH-000711,-0.035716240849902284
ACH-000713,-0.3098695148077588
ACH-000714,-0.18075579718909546
ACH-000718,-0.11878375567469605
ACH-000720,-0.19351926035913627
ACH-000721,-0.2598181637983149
ACH-000724,-0.04703461662293351
ACH-000725,-0.08723190274015899
ACH-000732,-0.053481611759038976
ACH-000734,-0.09751230633412104
ACH-000735,-0.36769341821689744
ACH-000736,-0.06477037954979105
ACH-000738,-0.1853045092922288
ACH-000746,0.08608692895651403
ACH-000747,-0.07970740256445458
ACH-000748,-0.17072466962073654
ACH-000753,-0.14901433725185126
ACH-000756,-0.08074996439987868
ACH-000757,-0.2398847860761809
ACH-000758,-0.1287968761619576
ACH-000760,-0.12854338462039933
ACH-000762,-0.22265216046100694
ACH-000763,-0.15233160187466965
ACH-000764,-0.26090140103372345
ACH-000765,-0.029503386124253937
ACH-000766,-0.06327371955218701
ACH-000767,-0.0958442671980342
ACH-000768,0.037359096825032696
ACH-000769,-0.13761919295319605
ACH-000770,-0.11937660877258867
ACH-000771,-0.18641747986957075
ACH-000773,-0.2537432090401455
ACH-000776,-0.10128976507925637
ACH-000777,-0.02179629196478176
ACH-000778,-0.10067722351050552
ACH-000781,-0.08117929252914166
ACH-000782,-0.044443129801967435
ACH-000783,-0.09698308977535967
ACH-000784,-0.19188723413498127
ACH-000785,-0.10977560508097613
ACH-000787,-0.074096250443219
ACH-000788,-0.11101145159684653
ACH-000791,-0.07772312064852989
ACH-000792,-0.04893735964152585
ACH-000794,-0.12295757776349
ACH-000796,-0.20496151101460672
ACH-000798,-0.05204663679801119
ACH-000799,-0.13151387784595212
ACH-000800,-0.3065987486367647
ACH-000802,-0.25951695275617964
ACH-000804,-0.16224184687264154
ACH-000805,-0.2564020863981021
ACH-000809,-0.1362082127616239
ACH-000810,-0.19671434036598565
ACH-000811,-0.08449161147018068
ACH-000817,-0.14400054215827435
ACH-000819,-0.15858808222659454
ACH-000820,-0.08249601406186229
ACH-000821,-0.16490420696183553
ACH-000822,-0.04689431029384819
ACH-000823,-0.261466418060483
ACH-000824,-0.19097142333513886
ACH-000827,0.03389979779792349
ACH-000829,-0.1963714403480892
ACH-000831,-0.20256185058385207
ACH-000832,-0.15980867398259868
ACH-000833,0.2879056681641728
ACH-000834,-0.12613248115851114
ACH-000835,-0.1746300687293168
ACH-000836,-0.22538224435035825
ACH-000837,-0.055473020411735526
ACH-000838,-0.16708176374794856
ACH-000839,-0.257432102316293
ACH-000840,-0.04833879172281609
ACH-000841,-0.15671278436576927
ACH-000843,-0.03052079626845025
ACH-000846,-0.20203410505048489
ACH-000847,-0.12720272490610546
ACH-000848,-0.030015916867928226
ACH-000849,-0.16021374053995574
ACH-000851,-0.14767044112176164
ACH-000855,0.009720384182062556
ACH-000856,-0.22080191474853791
ACH-000858,-0.09484027466426943
ACH-000859,-0.1380644198687109
ACH-000861,-0.15146709709475106
ACH-000862,-0.12873883650637025
ACH-000865,-0.13591513304964994
ACH-000866,-0.1655689046376643
ACH-000867,-0.09715201467273507
ACH-000869,-0.05432332796411018
ACH-000872,-0.2746447889910601
ACH-000873,-0.16293851480565594
ACH-000876,-0.10818929969020558
ACH-000878,-0.008471400392595672
ACH-000880,-0.06399298531343002
ACH-000881,-0.2040744755510908
ACH-000882,-0.1646437897569879
ACH-000884,-0.12371949245317075
ACH-000885,-0.09219124569101464
ACH-000887,-0.13270688901063268
ACH-000889,-0.11671366318396155
ACH-000896,-0.2038560617665097
ACH-000898,-0.12298847938847135
ACH-000900,-0.05817529667851125
ACH-000901,-0.15376247520013842
ACH-000905,-0.1839248759771313
ACH-000906,-0.13247495013703678
ACH-000907,-0.03106326139637281
ACH-000910,-0.08078319549573691
ACH-000911,-0.1378889988423564
ACH-000912,-0.2436626521552078
ACH-000913,-0.13002221649556747
ACH-000915,-0.15886282745607705
ACH-000916,-0.3131020213871185
ACH-000917,-0.1040848764350686
ACH-000920,-0.3118415049958
ACH-000921,-0.12501971163412384
ACH-000924,-0.2219928603526589
ACH-000926,-0.21528663154163868
ACH-000928,-0.0806326536137808
ACH-000929,-0.1453125585884599
ACH-000932,-0.14958775791585568
ACH-000935,-0.0662834662408288
ACH-000936,-0.04497944508818294
ACH-000937,-0.0994367200072779
ACH-000938,-0.2362401875091329
ACH-000939,-0.1962361177154319
ACH-000941,-0.13398062882485048
ACH-000943,-0.1498567295560139
ACH-000946,-0.13003787230943045
ACH-000947,-0.06497691846917124
ACH-000948,-0.09237677528597016
ACH-000950,-0.19603515622464046
ACH-000953,-0.1856444225554812
ACH-000954,-0.02230289999592414
ACH-000957,-0.09784483807899212
ACH-000958,-0.06765784785447346
ACH-000960,-0.19473634220500324
ACH-000963,-0.3200703211867367
ACH-000968,-0.1967821199061304
ACH-000969,-0.1548448056504821
ACH-000972,-0.06802967338164978
ACH-000973,-0.10341838884166367
ACH-000974,-0.137969005380273
ACH-000978,0.14307582969363453
ACH-000984,-0.14809520647152044
ACH-000986,-0.23488079212634444
ACH-000988,0.0016702531278149056
ACH-000993,0.030858640345971793
ACH-000994,-0.1154500977902628
ACH-000996,-0.030180438870222138
ACH-001001,-0.20742012935401014
ACH-001020,-0.015928705241369537
ACH-001028,-0.180599447760606
ACH-001031,-0.02605137805747232
ACH-001038,-0.0770027738224844
ACH-001048,-0.1495881247986299
ACH-001050,-0.1399439878140092
ACH-001053,-0.04714722164180099
ACH-001054,-0.22411520920492325
ACH-001061,-0.14159682699545031
ACH-001067,0.19671275965123397
ACH-001075,-0.2803545763878972
ACH-001096,-0.04975473016398885
ACH-001111,-0.26626294291481234
ACH-001119,-0.10726779166858404
ACH-001128,-0.3264500947097783
ACH-001134,-0.147860778484868
ACH-001151,-0.045034962474525805
ACH-001163,-0.08441865738328333
ACH-001164,0.02667029900054421
ACH-001183,-0.15896271078404778
ACH-001192,-0.2410193351832972
ACH-001193,-0.07636189879506249
ACH-001196,-0.17025081867238825
ACH-001197,-0.06761829664479396
ACH-001205,-0.16864917210873615
ACH-001211,-0.06842849299983289
ACH-001212,-0.3208425351795733
ACH-001228,-0.17769511166455212
ACH-001232,-0.14359404138024925
ACH-001239,-0.08591576592404025
ACH-001270,-0.3803658177658001
ACH-001274,-0.005680258760853352
ACH-001275,0.0768522689914608
ACH-001277,-0.02695423827955056
ACH-001278,-0.1491137260116642
ACH-001280,-0.22034463408862304
ACH-001283,-0.1447474588898351
ACH-001289,-0.12474064201141875
ACH-001300,-0.015034840944919213
ACH-001301,-0.04106425579463011
ACH-001302,-0.26861698678025264
ACH-001306,-0.10911884133888597
ACH-001318,0.007167538122921056
ACH-001322,-0.0015258897794540635
ACH-001328,-0.2042762173217397
ACH-001332,-0.3244001597919564
ACH-001336,-0.14464639680317967
ACH-001346,0.035572440724504474
ACH-001353,-0.09966792205203158
ACH-001354,-0.1553527556935561
ACH-001367,-0.3100590141678369
ACH-001368,-0.14150274888491332
ACH-001374,0.01386481134990347
ACH-001377,-0.10718094107066277
ACH-001380,-0.14686218965737302
ACH-001391,-0.2424272114202989
ACH-001408,-0.2314751221960836
ACH-001430,-0.5093949757733037
ACH-001431,-0.14498900534989906
ACH-001450,-0.23509850951206895
