,LRRC75B (388886)
ACH-000004,-0.18993030711870507
ACH-000005,-0.19879727515518486
ACH-000007,-0.14945241480285434
ACH-000009,-0.1562118670628974
ACH-000011,-0.0760307929897012
ACH-000012,-0.2632636332897485
ACH-000013,-0.1446958111766806
ACH-000014,-0.16109248350836428
ACH-000015,-0.03287956258103558
ACH-000017,-0.18243134994289706
ACH-000018,-0.072731767954734
ACH-000019,-0.09657719463064428
ACH-000021,-0.2937724025387492
ACH-000022,-0.12206209469005876
ACH-000025,-0.3772992659754831
ACH-000028,-0.14123568618994056
ACH-000030,-0.1343621855774654
ACH-000035,-0.08148078484083758
ACH-000036,-0.22366338656261392
ACH-000037,-0.10412548025895164
ACH-000039,-0.0010035747409605886
ACH-000040,-0.17057373868763998
ACH-000041,-0.15059749300518932
ACH-000042,-0.3485891097100441
ACH-000045,-0.015796097121345182
ACH-000047,-0.022229228418698357
ACH-000052,-0.14444822228098605
ACH-000053,-0.20524578792863635
ACH-000054,-0.0675779762386532
ACH-000055,-0.13681828566379686
ACH-000060,-0.0305657411927709
ACH-000067,-0.10352963003634448
ACH-000070,-0.12124487530313192
ACH-000075,-0.02477592316202532
ACH-000078,-0.15479056819648462
ACH-000082,-0.13853657336416586
ACH-000085,-0.18492345046515307
ACH-000086,0.10862235070458484
ACH-000087,-0.2563767706416241
ACH-000092,-0.32041383872651746
ACH-000095,-0.060675301468481685
ACH-000097,-0.1438595419723899
ACH-000098,-0.2507005952813203
ACH-000099,-0.19253126132356135
ACH-000108,-0.12527706084582094
ACH-000113,-0.024959990211821995
ACH-000116,-0.03695192313074517
ACH-000118,-0.12878352232667706
ACH-000120,-0.2510918914282513
ACH-000123,-0.1408720781647186
ACH-000127,-0.011499957061319923
ACH-000128,-0.021570487806261425
ACH-000132,-0.11267731376967252
ACH-000133,-0.2683903748718877
ACH-000137,-0.2382086197214825
ACH-000138,0.056697510016176525
ACH-000142,-0.11430710207541335
ACH-000143,-0.15627059082428876
ACH-000146,-0.0898276898554955
ACH-000148,-0.1188301788657925
ACH-000150,0.08437380472227614
ACH-000152,-0.0755295106150753
ACH-000153,0.04325019469315767
ACH-000159,-0.04122507376587785
ACH-000160,-0.08917391334626812
ACH-000163,-0.1414023466389501
ACH-000167,-0.18415236236689492
ACH-000168,-0.1642775380898676
ACH-000169,-0.205939412393692
ACH-000178,-0.16895682898477346
ACH-000183,-0.1515110356210724
ACH-000188,-0.07372037706326794
ACH-000189,-0.037673470956365925
ACH-000190,0.07609034508206469
ACH-000198,-0.08849089618046144
ACH-000203,-0.1726693250884745
ACH-000204,-0.11657955923982605
ACH-000206,-0.06545296345994261
ACH-000207,-0.2457660042107193
ACH-000208,0.1599963050511184
ACH-000210,-0.12379747875158716
ACH-000211,-0.13429173536748004
ACH-000215,-0.12173976502424805
ACH-000221,-0.1646254991270708
ACH-000222,-0.06935044671797394
ACH-000223,-0.3015705418048385
ACH-000226,-0.15921447778076808
ACH-000227,-0.1478939688734316
ACH-000228,-0.1299123294298385
ACH-000231,-0.18227849639946175
ACH-000232,-0.07125316779836671
ACH-000233,-0.2090567438239532
ACH-000234,0.03342646801252533
ACH-000235,-0.06770416884225539
ACH-000237,-0.1607287454849971
ACH-000238,-0.10486405129981366
ACH-000242,0.13983431234902408
ACH-000243,-0.2584569612945783
ACH-000244,-0.29260854290766475
ACH-000246,-0.02660143961679069
ACH-000248,-0.1381808262128474
ACH-000250,0.0315936418574318
ACH-000251,0.09250321135508796
ACH-000252,-0.12098013494809895
ACH-000253,-0.04034784673334815
ACH-000255,-0.1611589322038294
ACH-000256,0.03297081915987075
ACH-000257,0.06152282040060115
ACH-000258,-0.09528578380190388
ACH-000259,-0.22372480548054066
ACH-000260,-0.14302621180907693
ACH-000261,-0.09234223431722743
ACH-000262,-0.03264850160846849
ACH-000263,-0.026031991831134714
ACH-000264,-0.193511362501392
ACH-000265,-0.21220799430969087
ACH-000266,-0.0571268605872361
ACH-000272,-0.11638927672397265
ACH-000274,-0.20453121455592332
ACH-000277,0.009094919104614924
ACH-000278,-0.2000809622908044
ACH-000279,-0.1730945124130403
ACH-000280,-0.17329017212303094
ACH-000281,0.05258605284692725
ACH-000288,-0.10492350785020507
ACH-000291,-0.20382545342260192
ACH-000293,-0.09276661572483808
ACH-000294,-0.05983974919434204
ACH-000295,-0.14732923475834056
ACH-000296,-0.11203875583749656
ACH-000302,-0.24456714391751386
ACH-000304,-0.3594555445074621
ACH-000307,-0.0719177432368617
ACH-000308,-0.18213140080041426
ACH-000310,-0.2688761932790221
ACH-000311,-0.17303488243509724
ACH-000312,-0.0929650585536506
ACH-000315,-0.23016654608529566
ACH-000316,-0.16781573621343004
ACH-000317,0.1210932797458858
ACH-000318,-0.07869991667405055
ACH-000319,-0.054205804630224584
ACH-000320,-0.10840103071453952
ACH-000322,-0.3522986439863101
ACH-000323,-0.31674271535278803
ACH-000324,-0.10376420186226208
ACH-000329,-0.1312509629421836
ACH-000330,-0.17484548674203965
ACH-000331,-0.08389940991568581
ACH-000332,-0.13392749912133353
ACH-000334,-0.3649784874854023
ACH-000335,-0.0015013755631586047
ACH-000336,-0.11203491366739418
ACH-000337,-0.0077094358283545175
ACH-000338,-0.28623592658577623
ACH-000339,-0.1691310920515346
ACH-000341,0.06841968298934817
ACH-000348,-0.11157052812290497
ACH-000350,0.08519549113133121
ACH-000352,0.018744265320165696
ACH-000356,0.03079319696279632
ACH-000361,0.02901445328575888
ACH-000362,-0.05088456680075591
ACH-000363,-0.11984124336202084
ACH-000364,-0.110655522486622
ACH-000365,-0.1572892600658792
ACH-000366,-0.0015853038208938118
ACH-000368,-0.1949904646171214
ACH-000374,0.1887960968828961
ACH-000375,-0.011802231073723062
ACH-000376,-0.1409189747662876
ACH-000381,-0.0735716966752247
ACH-000383,-0.11473430185979198
ACH-000387,-0.2861616950123938
ACH-000389,-0.09611473705816563
ACH-000390,-0.15225456104484322
ACH-000393,-0.1949382848050477
ACH-000395,-0.01995778665459979
ACH-000396,-0.4591758233767422
