,DMC1 (11144)
ACH-000004,0.08143910882588147
ACH-000005,-0.0922016973980505
ACH-000007,-0.2465845609830977
ACH-000009,-0.11544982306736624
ACH-000011,-0.002749924355427669
ACH-000012,-0.14562337555486746
ACH-000013,-0.07834810943464246
ACH-000014,-0.13713365897477311
ACH-000015,-0.089763256274346
ACH-000017,-0.057069876567452826
ACH-000018,-0.01192827396696626
ACH-000019,0.04261477476701575
ACH-000021,-0.04231024943363186
ACH-000022,-0.0012201431622416625
ACH-000025,-0.06418568067019229
ACH-000028,-0.07977038409780224
ACH-000030,-0.2611257471030921
ACH-000035,-0.06761306516978223
ACH-000036,-0.12260533836828848
ACH-000037,0.031399694913653665
ACH-000039,-0.032468377198923974
ACH-000040,0.023273937711735557
ACH-000041,-0.09488979671921552
ACH-000042,-0.2028457362258607
ACH-000045,-0.08369872707623828
ACH-000047,-0.0018375033276534442
ACH-000052,-0.19892961323003328
ACH-000053,-0.024247140116882608
ACH-000054,0.032739631360008965
ACH-000055,0.07987407585245829
ACH-000060,-0.32669163474728685
ACH-000067,-0.15595876859670155
ACH-000070,-0.11887113939519488
ACH-000075,-0.08599106278095309
ACH-000078,-0.1138067756853484
ACH-000082,0.0028275079186438346
ACH-000085,-0.06632435079689239
ACH-000086,0.16039359112699886
ACH-000087,-0.0836158893069628
ACH-000092,-0.08634976695717725
ACH-000095,-0.049247906806
ACH-000097,-0.04883087085242234
ACH-000098,-0.10179420259441843
ACH-000099,-0.06485710191584868
ACH-000108,-0.02422243241145344
ACH-000113,0.05746940116732361
ACH-000116,-0.04975681691144514
ACH-000118,-0.019371149685294964
ACH-000120,0.05178635699242713
ACH-000123,-0.05900240658803185
ACH-000127,0.059382356885111925
ACH-000128,0.03565289949666973
ACH-000132,0.036492524548075216
ACH-000133,-0.07707928934399702
ACH-000137,0.02351380861817745
ACH-000138,-0.005582178407969077
ACH-000142,0.05411992520843844
ACH-000143,0.020853274430797736
ACH-000146,-0.07528139136046419
ACH-000148,-0.06423601487382061
ACH-000150,-0.04562041808269896
ACH-000152,0.03833081296663552
ACH-000153,-0.02316147583535001
ACH-000159,0.023511131597913272
ACH-000160,-0.07992147148920205
ACH-000163,-0.04804531287945348
ACH-000167,0.035718298253561966
ACH-000168,-0.0023525220108057453
ACH-000169,-0.019528695272134036
ACH-000178,-0.021108107525135245
ACH-000183,-0.0756398452405523
ACH-000188,0.08276797333939448
ACH-000189,0.1124470189950012
ACH-000190,-0.1339599637403696
ACH-000198,0.04766216293130775
ACH-000203,-0.07002658344106825
ACH-000204,-0.03876464129258007
ACH-000206,0.2188116423868392
ACH-000207,0.07426770800028976
ACH-000208,0.13872450543328418
ACH-000210,-0.04050870977915788
ACH-000211,-0.11986639106068415
ACH-000215,0.04467807579760173
ACH-000221,-0.04240117060370205
ACH-000222,0.08335037553612404
ACH-000223,-0.0844075551840229
ACH-000226,-0.038884036080608635
ACH-000227,-0.20644483591791232
ACH-000228,-0.09415143981171943
ACH-000231,-0.2281991370275646
ACH-000232,-0.10968582512938213
ACH-000233,-0.06973025632949803
ACH-000234,0.0041711724703103106
ACH-000235,-0.02312562455437356
ACH-000237,-0.0648141814245829
ACH-000238,-0.007551620211314441
ACH-000242,0.066062537163278
ACH-000243,-0.10961364093463953
ACH-000244,-0.010087815627503908
ACH-000246,-0.06794769840559779
ACH-000248,-0.006099289244056214
ACH-000250,0.028827577690751036
ACH-000251,-0.02943921343667504
ACH-000252,-0.3661332404815224
ACH-000253,-0.02064464084446473
ACH-000255,-0.07573677715143902
ACH-000256,-0.16282990896979546
ACH-000257,-0.06978325273382323
ACH-000258,-0.1318909756162865
ACH-000259,-0.052047761983135286
ACH-000260,0.09396132662961976
ACH-000261,-0.024825718636835532
ACH-000262,-0.16642601409743105
ACH-000263,0.09967655027156362
ACH-000264,-0.05886770474596939
ACH-000265,0.01856667934506752
ACH-000266,-0.011767940054254498
ACH-000272,-0.024193256283646127
ACH-000274,-0.07919763472247468
ACH-000277,-0.01694273535034149
ACH-000278,0.017043394948620155
ACH-000279,-0.10363185980227486
ACH-000280,0.04545827383069893
ACH-000281,0.08315502972020553
ACH-000288,-0.047929632149639516
ACH-000291,0.013132066701847123
ACH-000293,0.028103785483954903
ACH-000294,-0.04920281720377781
ACH-000295,-0.013679192945161534
ACH-000296,-0.0742716584795665
ACH-000302,-0.11123637106526586
ACH-000304,-0.32388682711857697
ACH-000307,0.07258230752620752
ACH-000308,-0.007071056050569629
ACH-000310,-0.12681231640419147
ACH-000311,0.026302579365917816
ACH-000312,-0.026068065341282372
ACH-000315,-0.0709663443571015
ACH-000316,-0.10940342807396744
ACH-000317,-0.01943502037230107
ACH-000318,-0.004713032309330924
ACH-000319,-0.11965408939080364
ACH-000320,0.060003705793586076
ACH-000322,-0.11069717270380458
ACH-000323,-0.03336516321851477
ACH-000324,-0.17107286305945982
ACH-000329,0.020630147588693627
ACH-000330,0.053410373937912085
ACH-000331,0.21317042973608835
ACH-000332,-0.11800546907913778
ACH-000334,-0.11404256426909053
ACH-000335,-0.06758730294571075
ACH-000336,-0.08795311501440868
ACH-000337,-0.060965739344034514
ACH-000338,-0.11584375334639956
ACH-000339,-0.042796966397353586
ACH-000341,0.005708806064393795
ACH-000348,-0.007222416085561454
ACH-000350,-0.028170396576248244
ACH-000352,-0.056436164585460274
ACH-000356,0.1523854828988815
ACH-000361,-0.07554196189371001
ACH-000362,0.03796820127799977
ACH-000363,0.04296527723528918
ACH-000364,-0.1796331754573048
ACH-000365,-0.08103683875274763
ACH-000366,-0.0021656229524708802
ACH-000368,0.0241269497051466
ACH-000374,0.045297469921101285
ACH-000375,-0.17782871144867154
ACH-000376,0.0009360779385278592
ACH-000381,-0.02354872732421321
ACH-000383,-0.04635094685301098
ACH-000387,0.03005068545444932
ACH-000389,-0.1682516498780552
ACH-000390,-0.07300766478182652
ACH-000393,-0.10346783479500296
ACH-000395,0.0261166068429491
ACH-000396,0.17498852378578525
ACH-000397,0.027319831974763096
ACH-000401,-0.008464421654944468
ACH-000402,-0.14792345833610146
ACH-000403,-0.08588468498361533
ACH-000404,-0.010860562071638285
ACH-000406,-0.08082229633223936
ACH-000407,-0.04009923082006253
ACH-000408,0.03784167408551513
ACH-000410,-0.02531198579975525
ACH-000411,-0.05248953031269612
ACH-000414,-0.03684372145828168
ACH-000415,0.03716453825357163
ACH-000416,0.005292686033950769
ACH-000420,-0.02540434048567717
ACH-000421,-0.09074475994846558
ACH-000424,0.039437511492332405
ACH-000425,-0.1751704116994386
ACH-000426,-0.02547858593114727
ACH-000427,-0.16388221779866788
ACH-000433,0.1498174193782968
ACH-000435,0.09238551742539862
ACH-000436,0.1780714020702583
ACH-000444,0.02071952489986411
ACH-000445,-0.1064935865467488
ACH-000448,0.01539828691714188
ACH-000450,-0.18232476578331436
ACH-000452,-0.07872637239493084
ACH-000454,-0.1339024709122397
ACH-000458,-0.033083601951344764
ACH-000459,-0.0275696326435367
ACH-000460,0.03853274022294177
ACH-000461,0.014738803953115557
ACH-000463,0.10490327417911924
ACH-000464,0.21262901724249825
ACH-000466,0.13494872876690173
ACH-000467,0.023783442336408944
ACH-000468,-0.1314148670470709
ACH-000469,0.005951700055354823
ACH-000470,0.05421491437952548
ACH-000471,-0.11883408365078313
ACH-000472,-0.0812221874476535
ACH-000473,-0.02758006666842451
ACH-000475,-0.0283498942002677
ACH-000476,-0.030747278108731232
ACH-000477,0.06216288854426196
ACH-000479,-0.1230891822071583
ACH-000480,0.0604180651926288
ACH-000481,-0.08789194332416615
ACH-000483,-0.18742809276359906
ACH-000484,0.1095489765195638
ACH-000485,-0.029374299880195763
ACH-000486,-0.0622136275365249
ACH-000487,-0.05185440230472002
ACH-000488,-0.10200745315281567
ACH-000490,-0.06062568169760835
ACH-000491,0.04085860173536409
ACH-000495,-0.05239668268546197
ACH-000496,0.08338325240756587
ACH-000499,0.018024909111862244
ACH-000500,-0.03582994872306088
ACH-000502,0.03814948764854135
ACH-000503,-0.197416976073454
ACH-000505,-0.10193650099124038
ACH-000507,0.0028319382923009608
ACH-000510,-0.09011886438788692
ACH-000511,-0.08337780589848755
ACH-000512,0.012609575317256764
ACH-000516,-0.18907578867225566
ACH-000517,-0.08792010314137662
ACH-000518,-0.08569662472648992
ACH-000520,0.018404193339014142
ACH-000521,0.12431290042975385
ACH-000522,0.09328696554321401
ACH-000524,-0.07338220230199806
ACH-000527,-0.11950903924044458
ACH-000528,-0.11412374757024946
ACH-000537,0.039281922576780114
ACH-000541,0.14928604161087713
ACH-000542,-0.008126484342947077
ACH-000544,0.09363233468924144
ACH-000545,0.11429801821367888
ACH-000547,-0.055958576839469316
ACH-000548,-0.037982948239161735
ACH-000549,-0.05206933685444623
ACH-000550,0.07215058833998272
ACH-000552,-0.18055928580826436
ACH-000556,-0.0048170799278149535
ACH-000557,-0.09408872548603307
ACH-000569,0.05994023744827464
ACH-000570,-0.08775153439257335
ACH-000571,0.018396055451166782
ACH-000573,-0.011661742136359012
ACH-000576,-0.1453169669463001
ACH-000579,-0.04332040675251375
ACH-000580,-0.00025647209220503304
ACH-000584,-0.12769289241007878
ACH-000585,0.05748379754762254
ACH-000588,-0.032810038828146496
ACH-000589,0.0383180583663747
ACH-000591,-0.07924759870383304
ACH-000593,0.08660125366201793
ACH-000600,0.16046965938411056
ACH-000601,-0.021164336713927125
ACH-000605,-0.138194136619294
ACH-000606,-0.014657978677590274
