,SNRPE (6635)
ACH-000356,-1.313846901423541
ACH-000361,-1.3824180032420048
ACH-000362,-1.352483587032234
ACH-000363,-1.10371314665861
ACH-000364,-1.3476194500398566
ACH-000365,-1.3324688588186986
ACH-000366,-1.237390897690266
ACH-000368,-1.3725820979530152
ACH-000374,-1.2038596103344332
ACH-000375,-1.1929154089760292
ACH-000376,-1.1148009091954458
ACH-000381,-1.4208279484458883
ACH-000383,-1.141791680510333
ACH-000387,-1.3977311431729564
ACH-000389,-1.39273471442023
ACH-000390,-1.3035979593674976
ACH-000393,-1.3189750761034271
ACH-000395,-1.3681544694511092
ACH-000396,-1.2000983390962472
ACH-000397,-1.3110678006369332
ACH-000401,-1.2364518718890087
ACH-000402,-0.1326702916653878
ACH-000403,-1.197357880287394
ACH-000404,-1.432090448175745
ACH-000406,-1.318840886794247
ACH-000407,-1.0152092201380707
ACH-000408,-1.236933285458652
ACH-000410,-1.3634792825502609
ACH-000411,-1.3261356882147548
ACH-000414,-1.3498685096926744
ACH-000415,-1.3438415696242585
ACH-000416,-1.3023276703169946
ACH-000420,-1.081321030961183
ACH-000421,-1.1730241748988242
ACH-000424,-1.4629461565759259
ACH-000425,-1.2074827157988937
ACH-000426,-1.4700646787348126
ACH-000427,-1.128218400527267
ACH-000433,-1.124928611012636
ACH-000435,-0.6344529153159678
ACH-000436,-1.4420446645751082
ACH-000444,-1.0761288247400138
ACH-000445,-1.2732273128800349
ACH-000448,-1.1307603169427471
ACH-000450,-1.3944599721499389
ACH-000452,-1.2461653791518432
ACH-000454,-1.2793541180369004
ACH-000458,-1.3112932899754437
ACH-000459,-1.4544982672921498
ACH-000460,-1.1120602774274098
ACH-000461,-1.3109568094090234
ACH-000463,-1.1626176149019656
ACH-000464,-1.2551587184004305
ACH-000466,-1.2442766245476609
ACH-000467,-1.1740593562455284
ACH-000468,-1.3907506983615079
ACH-000469,-1.257049878470042
ACH-000470,-1.2903037337969858
ACH-000471,-1.1584477785347231
ACH-000472,-1.2415953979003735
ACH-000473,-1.3792238640736776
ACH-000475,-1.3717238633595268
ACH-000476,-1.2915347216533442
ACH-000477,-1.5968954402104891
ACH-000479,-1.0739761163553296
ACH-000480,-1.1474082699538728
ACH-000481,-1.3683773180740215
ACH-000483,-1.4641686151689774
ACH-000484,-1.1162797111681235
ACH-000485,-1.3334696062043578
ACH-000486,-1.125967206176318
ACH-000487,-1.3271730996450544
ACH-000488,-1.324756032389106
ACH-000490,-1.4260961897306834
ACH-000491,-1.3269755118956477
ACH-000495,-1.0008872906576685
ACH-000496,-1.2790489748857303
ACH-000499,-1.2215590754945684
ACH-000500,-1.7578694126003829
ACH-000502,-1.3339378294356847
ACH-000503,-1.5375315017172095
ACH-000505,-1.5345407994107352
ACH-000507,-1.2285371060801935
ACH-000510,-1.2954403434677508
ACH-000511,-1.2563214130193892
ACH-000512,-1.423078751922704
ACH-000516,-1.4651840098372872
ACH-000517,-1.3168522737803072
ACH-000518,-1.6069902674266487
ACH-000520,-1.2835582937186485
ACH-000521,-1.2482173642379168
ACH-000522,-1.2886935216938356
ACH-000524,-1.181189454833878
ACH-000527,-1.2635389531008083
ACH-000528,-1.295962804384345
ACH-000537,-1.3250606944158192
ACH-000541,-1.5070380697543728
ACH-000542,-1.2839257303968443
ACH-000544,-0.9931053635912296
ACH-000545,-1.2943566028297484
ACH-000547,-1.499725735934074
ACH-000548,-1.6347022467810337
ACH-000549,-1.4544665079682821
ACH-000550,-1.3006777392619626
ACH-000552,-1.365781618960661
ACH-000556,-1.4255741543971283
ACH-000557,-1.253002005609213
ACH-000569,-1.0639996485167498
ACH-000570,-1.2146219440199
ACH-000571,-1.2337062133509844
ACH-000573,-1.1201432968185878
ACH-000576,-1.2456694646155662
ACH-000579,-1.3539432005337553
ACH-000580,-0.7874021739084162
ACH-000584,-1.1231386028710026
ACH-000585,-1.1644097476594115
ACH-000588,-1.2725067681772884
ACH-000589,-1.2340578581118065
ACH-000591,-1.125301494415319
ACH-000593,-1.2941380377689884
ACH-000600,-1.2180179794912231
ACH-000601,-1.2754501343514475
ACH-000605,-1.20314194570524
ACH-000606,-1.2692227526144844
ACH-000608,-1.3119700488266826
ACH-000614,-1.5207768544480924
ACH-000616,-1.3314929108583575
ACH-000618,-1.4297311812053972
ACH-000619,-1.3832416312268456
ACH-000620,-1.1700016100881807
ACH-000621,-1.1182603621013665
ACH-000622,-1.2223991640422118
ACH-000623,-1.3055414736572029
ACH-000624,-1.330318767409066
ACH-000627,-1.3175685910051291
ACH-000630,-1.2253476697647747
ACH-000631,-1.424558006288872
ACH-000632,-1.3160642141183692
ACH-000633,-1.1986817952065825
ACH-000637,-1.3627967540128365
ACH-000638,-1.4768763266275642
ACH-000646,-1.241431579452408
ACH-000647,-1.4433122763295134
ACH-000648,-1.2298905591215528
ACH-000649,-1.1698495397064628
ACH-000651,-1.3390359554375884
ACH-000652,-1.2279655582944566
ACH-000653,-1.2139743975778179
ACH-000657,-1.2620691089634162
ACH-000658,-1.2354181496419625
ACH-000661,-1.673113947013355
ACH-000662,-1.5709771859676127
ACH-000663,-1.3341130232547618
ACH-000665,-1.297351953335072
ACH-000671,-1.107129118470018
ACH-000672,-1.057562582725276
ACH-000673,-1.351434737169375
ACH-000676,-1.343505269348285
ACH-000677,-0.9041494459559204
ACH-000681,-1.3108672316797605
ACH-000683,-1.3271216851788763
ACH-000684,-1.2156681882965064
ACH-000688,-1.4667033636168123
ACH-000693,-1.2485035765063102
ACH-000694,-1.1962565780840573
ACH-000695,-1.1747834812639768
ACH-000696,-1.4676896768486791
ACH-000697,-1.2320294718662346
ACH-000699,-1.2915185010639332
ACH-000701,-1.352382376476038
ACH-000706,-1.2852425279868185
ACH-000711,-1.2096650339039363
ACH-000713,-1.4390297977002708
ACH-000714,-1.3309924516393574
ACH-000718,-1.3641701157038175
ACH-000720,-1.2892057754706752
ACH-000721,-1.2602770781195698
ACH-000724,-1.6666615010714594
ACH-000725,-1.1502885170994388
ACH-000732,-1.3600631296643808
ACH-000734,-1.1065679751695667
ACH-000735,-1.164817200724771
ACH-000736,-1.4830898947552706
ACH-000738,-1.3677689673954052
ACH-000746,-1.2963630599704699
ACH-000747,-1.3648280870880083
ACH-000748,-1.3813990480624163
ACH-000753,-1.2638096108528734
ACH-000756,-1.1910546588800233
ACH-000757,-1.3948863529528697
ACH-000758,-1.400435743169414
ACH-000760,-1.5397033007203107
ACH-000762,-1.0483351526043274
ACH-000763,-1.314533180901056
ACH-000764,-1.0850849630141604
ACH-000765,-1.3166681507640978
ACH-000766,-1.3846580867593137
ACH-000767,-1.5090703290767529
ACH-000768,-1.2765256714779176
ACH-000769,-1.233711007182125
ACH-000770,-1.3655888830192682
ACH-000771,-1.2387785354887275
ACH-000773,-1.0361791787506969
ACH-000776,-1.129521627906794
ACH-000777,-1.1493315845766168
ACH-000778,-1.3321687198156744
ACH-000781,-1.3541509911808547
ACH-000782,-1.4145603801900437
ACH-000783,-1.226307063424959
ACH-000784,-1.2218282928031343
ACH-000785,-1.4959129908593924
ACH-000787,-1.2235023202698412
ACH-000788,-1.2080871713469499
ACH-000791,-1.4108040403900766
ACH-000792,-1.3038772437129855
ACH-000794,-1.1864563436887494
ACH-000796,-1.358024441049115
ACH-000798,-1.3425227846178032
ACH-000799,-1.2053403897962922
ACH-000800,-1.4239975382405643
ACH-000802,-1.2375299600240501
ACH-000804,-1.1102560688255363
ACH-000805,-1.129312151861044
ACH-000809,-1.1050312622650962
ACH-000810,-1.4618962748158988
ACH-000811,-1.2667356773715155
ACH-000817,-1.378894902891996
ACH-000819,-1.2284672217723902
ACH-000820,-0.91744432171176
ACH-000821,-1.6244707364790856
ACH-000822,-1.1397067614253875
ACH-000823,-1.2130503251974092
ACH-000824,-1.2350929924813079
ACH-000827,-1.1717087141160287
ACH-000829,-1.1118868758014115
ACH-000831,-1.2394332576607756
ACH-000832,-1.3297847235086164
ACH-000833,-1.2154599720003114
ACH-000834,-1.317085080021688
ACH-000835,-1.3506053636965545
ACH-000836,-0.9994971003199724
ACH-000837,-1.2428330162944674
ACH-000838,-1.530060287797915
ACH-000839,-1.3256705179909027
ACH-000840,-1.3178919927345838
ACH-000841,-1.279491707522719
ACH-000843,-1.3836492002047946
ACH-000846,-1.4937642646108407
ACH-000847,-1.1159831351906129
ACH-000848,-1.3598226762588423
ACH-000849,-1.3023021017801353
ACH-000851,-1.2111294381714193
ACH-000855,-1.2604907216869736
ACH-000856,-1.3635010317553202
ACH-000858,-1.3199381702446729
ACH-000859,-1.4291329940782098
ACH-000861,-1.2632609685149492
ACH-000862,-1.3144539888020912
ACH-000865,-1.3058060276715058
ACH-000866,-0.9384718945936747
ACH-000867,-1.2206685151810674
ACH-000869,-1.2855730007338224
ACH-000872,-1.0452914981839765
ACH-000873,-1.1548574951813375
ACH-000876,-1.2515234146750378
ACH-000878,-1.2686397848037922
ACH-000880,-1.2356038893886052
ACH-000881,-1.3027312767512589
ACH-000882,-1.2949596435357258
ACH-000884,-1.33316194985806
ACH-000885,-1.0791049797495191
ACH-000887,-1.25101805301543
ACH-000889,-1.1305237610055756
ACH-000896,-1.3481574515375887
ACH-000898,-1.4048606213820791
ACH-000900,-1.4500926459093713
ACH-000901,-1.3711697058384031
ACH-000905,-1.3033732255503678
ACH-000906,-1.2018607603981148
ACH-000907,-1.3077140702267658
ACH-000910,-1.0678241984732804
ACH-000911,-1.1301055695225206
ACH-000912,-1.3247244589474374
ACH-000913,-1.148168938408189
ACH-000915,-1.3799081201550891
ACH-000916,-1.224905075868815
ACH-000917,-1.1107360042333871
ACH-000920,-1.4668182604621172
ACH-000921,-1.3594963787328027
ACH-000924,-1.0669995273051385
ACH-000926,-1.2347259001206752
ACH-000928,-1.406830835299346
ACH-000929,-1.6546032725868791
ACH-000932,-1.3789382488907929
ACH-000935,-1.105821794591653
ACH-000936,-1.3291050708886902
ACH-000937,-1.4622494213489634
ACH-000938,-1.5415824269727056
ACH-000939,-1.254413371546705
ACH-000941,-1.3491224802347872
ACH-000943,-1.3821967381404052
ACH-000946,-1.2514085439268139
ACH-000947,-1.1998795500561226
ACH-000948,-1.469119235286631
ACH-000950,-1.4501528689298446
ACH-000953,-1.4160636350592457
ACH-000954,-1.4349291665570438
ACH-000957,-1.2782054865816823
ACH-000958,-1.2238684149713543
ACH-000960,-1.3674256644657234
ACH-000963,-1.5839246832436216
ACH-000968,-1.2459012153044604
ACH-000969,-1.3383194241869505
ACH-000972,-1.0254547776800873
ACH-000973,-1.312436708370727
ACH-000974,-1.1427243440824852
ACH-000978,-1.7098963166505945
ACH-000984,-1.245335030129471
ACH-000986,-1.2255020115911963
ACH-000988,-1.5569058779801013
ACH-000993,-1.3721022881243148
ACH-000994,-1.4858732794284015
ACH-000996,-1.0801613485298311
ACH-001001,-1.3578369784456386
ACH-001020,-1.278812170820395
ACH-001028,-1.1375796139644534
ACH-001031,-1.335930831432811
ACH-001038,-1.0431607023191938
ACH-001048,-1.2529533574314191
ACH-001050,-1.2824138869665371
ACH-001053,-1.4433633104265982
ACH-001054,-1.119083987857855
ACH-001061,-1.39021987589483
ACH-001067,-1.2690740229809572
ACH-001075,-1.413907097149334
ACH-001096,-1.1628393952888727
ACH-001111,-0.9960698561058708
ACH-001119,-1.3841507683283745
ACH-001128,-0.6488660072926755
ACH-001134,-1.1405147098180677
ACH-001151,-1.1851723131741323
ACH-001163,-1.2762216126287749
ACH-001164,-1.3664272346914028
ACH-001183,-1.1826854584405768
ACH-001192,-1.2531823398182629
ACH-001193,-1.1241443052792974
ACH-001196,-1.0961897878278488
ACH-001197,-1.0507491740610135
ACH-001205,-0.9844589228360466
ACH-001211,-1.105917732628165
ACH-001212,-1.2726241981687758
ACH-001228,-1.249090555521691
ACH-001232,-1.2387472926830585
ACH-001239,-1.3972320820231188
ACH-001270,-1.0716529247462387
ACH-001274,-1.1666907070777668
ACH-001275,-1.2377401139844948
ACH-001277,-1.1000900709305979
ACH-001278,-1.500312783219671
ACH-001280,-1.180824428705501
ACH-001283,-1.260924623193707
ACH-001289,-1.2278454800786855
ACH-001300,-1.3970843877042107
ACH-001301,-1.1599161277604653
ACH-001302,-1.1552672169118172
ACH-001306,-1.3126487883431686
ACH-001318,-1.293100854414713
ACH-001322,-1.4486418866826998
ACH-001328,-1.281178732376958
ACH-001332,-1.7007148730904744
ACH-001336,-1.3392621609216149
ACH-001346,-1.315050683655737
ACH-001353,-1.4486058720139745
ACH-001354,-1.310587177360114
ACH-001367,-0.9553467338734036
ACH-001368,-1.2617851027777691
ACH-001374,-1.2342586207463726
ACH-001377,-1.2258337669651191
ACH-001380,-1.2296345694327682
ACH-001391,-0.984574024903751
ACH-001408,-1.5121168254323896
ACH-001430,-1.1509180947234423
ACH-001431,-1.3889711843527672
ACH-001450,-1.3959604899667777
ACH-001496,-1.0365509637076964
ACH-001500,-1.0053768870450666
ACH-001523,-1.2184117709929416
ACH-001532,-1.2962973866610439
ACH-001550,-1.0065172910397069
ACH-001552,-1.2432996445356883
ACH-001554,-1.2899806847122506
ACH-001654,-1.2957667869383922
ACH-001735,-1.382022182064212
ACH-001736,-1.4792197300395054
ACH-001737,-1.9325838317956183
ACH-001740,-1.1682983726720728
ACH-001745,-1.1418467862631254
ACH-001765,-1.5316551341110096
