,HSD11B1L (374875)
ACH-000211,-0.4141788951646453
ACH-000215,-0.224849641423713
ACH-000221,-0.20646235330039786
ACH-000222,-0.3697315407307952
ACH-000223,-0.3813285009442222
ACH-000226,-0.41452076138092897
ACH-000227,-0.09974900506200396
ACH-000228,-0.2367589388328433
ACH-000231,-0.3162290234465077
ACH-000232,-0.2677034862102367
ACH-000233,-0.2687202969170139
ACH-000234,-0.4695732389860326
ACH-000235,-0.3968216173503916
ACH-000237,-0.4607551996778844
ACH-000238,-0.29346679522987024
ACH-000242,-0.21593272938316305
ACH-000243,-0.39484723229477897
ACH-000244,-0.5675589601548963
ACH-000246,-0.3836537776630825
ACH-000248,-0.3408126363400218
ACH-000250,-0.4244653395308233
ACH-000251,-0.33409049711838074
ACH-000252,-0.1237996429334735
ACH-000253,-0.4780333952447522
ACH-000255,-0.39259966002997293
ACH-000256,-0.10903703017877864
ACH-000257,-0.13251074311513192
ACH-000258,-0.1916524343214492
ACH-000259,-0.431704830546984
ACH-000260,-0.446759715989135
ACH-000261,-0.4367849641521626
ACH-000262,-0.39156418992421615
ACH-000263,-0.2360501952203977
ACH-000264,-0.3309510122005304
ACH-000265,-0.16597127532061068
ACH-000266,-0.3780947834815797
ACH-000272,-0.304641928976293
ACH-000274,-0.3793644924079588
ACH-000277,-0.3729544346948364
ACH-000278,-0.2754994198395572
ACH-000279,-0.18163527794863532
ACH-000280,-0.26632835581020603
ACH-000281,-0.2006327399438442
ACH-000288,-0.2304670178231471
ACH-000291,-0.2417648878242153
ACH-000293,-0.27869304078191004
ACH-000294,-0.22025143515949225
ACH-000295,-0.09416875221990947
ACH-000296,-0.6122445686005652
ACH-000302,-0.3947751742430243
ACH-000304,-0.3323153430715969
ACH-000307,-0.2716316584193952
ACH-000308,-0.4008647994404896
ACH-000310,-0.3742545917290007
ACH-000311,-0.2301681116373395
ACH-000312,-0.38761133127980657
ACH-000315,-0.13301052254704693
ACH-000316,-0.2641912268764993
ACH-000317,-0.18296443304107932
ACH-000318,-0.2699317653830275
ACH-000319,-0.5641933425447117
ACH-000320,-0.2834542809900777
ACH-000322,-0.2781786550733876
ACH-000323,-0.19889034387464716
ACH-000324,-0.3197123626606198
ACH-000329,-0.3049033660508365
ACH-000330,-0.2879089142346438
ACH-000331,-0.4521257872116378
ACH-000332,-0.3146521471100938
ACH-000334,-0.2542284552212546
ACH-000335,-0.4701934680949448
ACH-000336,-0.3032354026825293
ACH-000337,-0.050813943160500204
ACH-000338,-0.6484717275809101
ACH-000339,-0.28927432312548906
ACH-000341,-0.5877726371383389
ACH-000348,-0.2867541542255705
ACH-000350,-0.21069557532076344
ACH-000352,-0.3874912842220212
ACH-000356,-0.3662505739845279
ACH-000361,-0.21335244997895386
ACH-000362,-0.3763454493941263
ACH-000363,-0.3724909020031384
ACH-000364,-0.2043005516561639
ACH-000365,-0.21197289425686847
ACH-000366,-0.3502374496384719
ACH-000368,-0.4324386952592056
ACH-000374,-0.315145442715097
ACH-000375,-0.3172325035787904
ACH-000376,-0.1999339613651242
ACH-000381,-0.36992786466477257
ACH-000383,-0.33117098762912184
ACH-000387,-0.25001362142556866
ACH-000389,-0.34372159562226434
ACH-000390,-0.3355037510750079
ACH-000393,-0.279359560808184
ACH-000395,-0.1097520525953678
ACH-000396,-0.6133959784974862
ACH-000397,-0.19488496348142464
ACH-000401,-0.5564923770903343
ACH-000402,-0.3678310434203284
ACH-000403,-0.4425839714323432
ACH-000404,0.18466191234077864
ACH-000406,-0.18153326864716984
ACH-000407,-0.4816692488300586
ACH-000408,-0.3825178647887076
ACH-000410,-0.2353250944178217
ACH-000411,-0.4319227204211949
ACH-000414,-0.3475276020507185
ACH-000415,-0.3093509811814532
ACH-000416,-0.40064075666384985
ACH-000420,-0.2135784170478676
ACH-000421,-0.21424805820592407
ACH-000424,-0.4111373262077739
ACH-000425,-0.3766743878428758
ACH-000426,-0.31728428165183115
ACH-000427,-0.21269076664665376
ACH-000433,-0.7830218909400308
ACH-000435,-0.4942294566949626
ACH-000436,-0.4711065763873232
ACH-000444,-0.26779354296804714
ACH-000445,-0.7854639567072308
ACH-000448,-0.3740281895158356
ACH-000450,-0.4786049653333452
ACH-000452,-0.3584504775832278
ACH-000454,-0.35215253886556586
ACH-000458,-0.35581141954317924
ACH-000459,-0.3856242433318786
ACH-000460,-0.4005690718460086
ACH-000461,-0.5371433510787875
ACH-000463,-0.3726946191779644
ACH-000464,-0.3984368829147855
ACH-000466,-0.1927293472055768
ACH-000467,-0.35961700741309405
ACH-000468,-0.4065265978512332
ACH-000469,-0.33966066542093604
ACH-000470,-0.3167916185036164
ACH-000471,-0.3659967459272481
ACH-000472,-0.3110092781481936
ACH-000473,-0.22413013737176252
ACH-000475,-0.4173109855214039
ACH-000476,-0.33916106789223155
ACH-000477,-0.264414438025493
ACH-000479,-0.13457014146517599
ACH-000480,-0.2002545456175973
ACH-000481,-0.2796413254860296
ACH-000483,-0.25452674882679616
ACH-000484,-0.3377897060822918
ACH-000485,-0.3108501796819721
ACH-000486,-0.2809712088659445
ACH-000487,-0.10681715998783968
ACH-000488,-0.29422887702002753
ACH-000490,-0.3443337496896413
ACH-000491,-0.40651278889231146
ACH-000495,-0.4029156144757608
ACH-000496,-0.43011645803031145
ACH-000499,-0.2764692546052434
ACH-000500,-0.2214094215609572
ACH-000502,-0.3568983338288624
ACH-000503,-0.19328733544743426
ACH-000505,-0.2546481387354277
ACH-000507,-0.4258078748354104
ACH-000510,-0.20171359394094845
ACH-000511,-0.3877370844774585
ACH-000512,-0.4887405486678976
ACH-000516,-0.3418281852296456
ACH-000517,-0.3513120844196192
ACH-000518,-0.3680544496848086
ACH-000520,-0.45829705962778
ACH-000521,-0.29964007857162955
ACH-000522,-0.24937111802610856
ACH-000524,-0.26760644594300104
ACH-000527,-0.30475679584446824
ACH-000528,-0.23950626413872486
ACH-000537,-0.2278781787110497
ACH-000541,-0.2886001295903619
ACH-000542,-0.3193233660593752
ACH-000544,-0.214700440451082
ACH-000545,-0.3323232805462997
ACH-000547,-0.15258359335413113
ACH-000548,-0.2186523294939974
ACH-000549,-0.3311589693003249
ACH-000550,-0.21116617989569567
ACH-000552,-0.35681169651200256
ACH-000556,-0.42953647303752895
ACH-000557,-0.3313470609932833
ACH-000569,-0.2411694699163825
ACH-000570,-0.1148270361908076
ACH-000571,-0.3295200788549082
ACH-000573,-0.3360354793589705
ACH-000576,-0.4305083487731382
ACH-000579,-0.21799518591243447
ACH-000580,-0.19068170518003555
ACH-000584,-0.30215395302056397
ACH-000585,-0.4357105217198035
ACH-000588,-0.3364652390262547
ACH-000589,-0.5429314137733365
ACH-000591,-0.2711798489682135
ACH-000593,-0.4023023293647857
ACH-000600,-0.5439283999268871
ACH-000601,-0.4160287415348512
ACH-000605,-0.18917588862790508
ACH-000606,-0.2535230502469621
ACH-000608,-0.3565717748037361
ACH-000614,-0.25467607624435323
ACH-000616,-0.14746781777079282
ACH-000618,-0.2651345335263093
ACH-000619,-0.33371784767354185
ACH-000620,-0.38134337319120426
ACH-000621,-0.3945896025482074
ACH-000622,-0.2921174956592343
ACH-000623,-0.3957164816793379
ACH-000624,-0.2984266744218964
ACH-000627,-0.31508387533807475
ACH-000630,-0.38415390333890537
ACH-000631,-0.07168434895113897
ACH-000632,-0.2273330351648941
ACH-000633,-0.6150686435221472
ACH-000637,-0.3867624484168498
ACH-000638,-0.35525874824342496
ACH-000646,-0.28469484653213084
ACH-000647,-0.2946036318719997
ACH-000648,-0.4924991879292863
ACH-000649,-0.29493960329039504
ACH-000651,-0.1650725778672642
ACH-000652,-0.11817654719587588
ACH-000653,-0.2746472887472707
ACH-000657,-0.40339153605835
ACH-000658,-0.3388878208859644
ACH-000661,-0.3304346563407614
ACH-000662,-0.4647880709951981
ACH-000663,-0.214827524180401
ACH-000665,-0.5328383309378528
ACH-000671,-0.4043383933461021
ACH-000672,0.162180302347698
ACH-000673,-0.3535560936227697
ACH-000676,-0.24185285716596625
ACH-000677,-0.3650452627345659
ACH-000681,-0.2397284416246579
ACH-000683,-0.29128765219381664
ACH-000684,-0.3541362166394133
ACH-000688,-0.1968120916231549
ACH-000693,-0.3282490580278976
ACH-000694,-0.2170385725624101
ACH-000695,-0.3906558954407664
ACH-000696,-0.3993940191384476
ACH-000697,-0.34003344952203624
ACH-000699,-0.4820492727242984
ACH-000701,-0.4112281802356277
ACH-000706,-0.34005016325178106
ACH-000711,-0.2697644691512544
ACH-000713,-0.33772471590890724
ACH-000714,-0.3592383303499614
ACH-000718,-0.23739168043026104
ACH-000720,-0.3309919384778375
ACH-000721,-0.43152148212623337
ACH-000724,-0.24375432004389094
ACH-000725,-0.30308091961398603
ACH-000732,-0.25566196075555736
ACH-000734,-0.3780984979987613
ACH-000735,-0.2578939379521564
ACH-000736,-0.5112523921786248
ACH-000738,-0.2158618932765212
ACH-000746,-0.3341514567812165
ACH-000747,-0.16051441596469834
ACH-000748,-0.3966464962277278
ACH-000753,-0.2033823557532415
ACH-000756,-0.5969946364404828
ACH-000757,-0.10113473995890243
ACH-000758,-0.2498936375145614
ACH-000760,-0.3806889040182898
ACH-000762,-0.286623571225996
ACH-000763,-0.2893536723225263
ACH-000764,-0.8313280303917456
ACH-000765,-0.19225426855860495
ACH-000766,-0.30178208587878136
ACH-000767,-0.28644479796761285
ACH-000768,-0.3128058553609241
ACH-000769,-0.36703204098631226
ACH-000770,-0.3970851136714252
ACH-000771,-0.3312984621049297
ACH-000773,-0.4698001869835241
ACH-000776,-0.3146179111801397
ACH-000777,-0.31094201679851896
ACH-000778,-0.2704536087672739
ACH-000781,-0.3645850776266456
ACH-000782,-0.2906645767268271
ACH-000783,-0.3801004713137969
ACH-000784,-0.20596433579730689
ACH-000785,-0.43219174384411213
ACH-000787,-0.34392118335262245
ACH-000788,-0.3103895409225996
ACH-000791,-0.36664655538397495
ACH-000792,-0.4695725784889656
ACH-000794,-0.4194577881213257
ACH-000796,-0.3236384139548844
ACH-000798,-0.08381812219201401
ACH-000799,-0.41834925616846025
ACH-000800,-0.3976901315276751
ACH-000802,-0.21792390071501488
ACH-000804,-0.3507504228371565
ACH-000805,-0.4512444771377366
ACH-000809,-0.20838385184349545
ACH-000810,0.007574046119957034
ACH-000811,-0.4759711423260913
ACH-000817,-0.3173210959999157
ACH-000819,-0.4088439192485367
ACH-000820,-0.5799059074740524
ACH-000821,-0.5084982637031427
ACH-000822,-0.3509361130221407
ACH-000823,-0.2444688094174556
ACH-000824,-0.327265032728264
ACH-000827,-0.4448524592381728
ACH-000829,-0.2203377736448749
ACH-000831,-0.4350752190795582
ACH-000832,-0.317154503752404
ACH-000833,-0.4299073048617005
ACH-000834,-0.3023856175081047
ACH-000835,-0.348404208840948
ACH-000836,-0.371975399278632
ACH-000837,-0.19044253235170386
ACH-000838,-0.2975467160813307
ACH-000839,-0.35334422866427995
ACH-000840,-0.4190871310653593
ACH-000841,-0.3411741117907445
ACH-000843,-0.3498467767444031
ACH-000846,-0.31539418625716553
ACH-000847,-0.1702855656992016
ACH-000848,-0.3850246446414322
ACH-000849,-0.2839633043921735
ACH-000851,-0.36594254507587604
ACH-000855,-0.1824701142330928
ACH-000856,-0.40759268725501496
ACH-000858,-0.2445198241229797
ACH-000859,-0.41426252945955605
ACH-000861,-0.23698190562936386
ACH-000862,-0.2386190683911916
ACH-000865,-0.24733765808946706
ACH-000866,-0.3391479893696638
ACH-000867,-0.4242323880225897
ACH-000869,-0.321296569637878
ACH-000872,-0.1632905027497637
ACH-000873,-0.39312574159134095
ACH-000876,-0.3780948249519369
ACH-000878,-0.514229166304139
ACH-000880,-0.24053348829034754
ACH-000881,-0.24921359271822105
ACH-000882,-0.3084616770062207
ACH-000884,-0.20636537501000976
ACH-000885,-0.2975804947932468
ACH-000887,-0.4049777508964159
ACH-000889,-0.12861571246586084
ACH-000896,-0.2463210860658868
ACH-000898,-0.1875067287119992
ACH-000900,-0.4385627675790125
ACH-000901,-0.4609111022942426
ACH-000905,-0.2525370820529304
ACH-000906,-0.2835227689773216
ACH-000907,-0.28569384588873725
ACH-000910,-0.19225516299742976
ACH-000911,-0.3206596646956076
ACH-000912,-0.2919365866790792
ACH-000913,-0.1582613739399595
ACH-000915,-0.30562656694495666
ACH-000916,-0.4195455553593099
ACH-000917,-0.16109163753365194
ACH-000920,-0.2934778328286703
ACH-000921,-0.33358189466668325
ACH-000924,-0.31020087273866515
ACH-000926,-0.3350250913680036
ACH-000928,-0.5266201457300076
ACH-000929,-0.6952284210692788
ACH-000932,-0.4057739719607308
ACH-000935,-0.25327775053993634
ACH-000936,-0.2550725991256353
ACH-000937,-0.2924364743391348
ACH-000938,-0.3768160310507731
ACH-000939,-0.4527928904906314
ACH-000941,-0.3874989758766409
ACH-000943,-0.2497446496658669
ACH-000946,-0.4527841797105544
ACH-000947,-0.3157935163393148
ACH-000948,-0.302518464760592
ACH-000950,-0.3296967386100784
ACH-000953,-0.4228889618346337
ACH-000954,-0.17867323354368347
ACH-000957,-0.5658551475700438
ACH-000958,-0.3936435798337584
ACH-000960,-0.3675476120191284
ACH-000963,-0.4187117701209693
ACH-000968,-0.1424609394277817
ACH-000969,-0.5371954489353931
ACH-000972,-0.12947156362599574
ACH-000973,-0.2277095142584159
ACH-000974,-0.2728129370610781
ACH-000978,-0.7855200153508397
ACH-000984,-0.35853247873106264
ACH-000986,-0.26190772994112343
ACH-000988,-0.1818986471891475
ACH-000993,-0.3218875719149047
ACH-000994,-0.38845272438466616
ACH-000996,-0.4162138677258525
ACH-001001,-0.3533119063994056
ACH-001020,-0.6207058259846874
ACH-001028,-0.2993343156156841
ACH-001031,-0.3098273728581893
ACH-001038,-0.2822654727826804
ACH-001048,-0.30537287475583624
ACH-001050,-0.4406941645394162
ACH-001053,-0.26259572551486576
ACH-001054,-0.2138042635849446
ACH-001061,-0.2972537461316732
ACH-001067,-0.3532644881377466
ACH-001075,-0.3845839648208247
ACH-001096,-0.16853727077950353
ACH-001111,-0.3600759795159957
ACH-001119,-0.14485067224844653
ACH-001128,-0.563989562230945
ACH-001134,-0.452644106259396
ACH-001151,-0.2523995974859502
ACH-001163,-0.18375973795897027
ACH-001164,-0.3918287766724971
ACH-001183,-0.15638116537879376
ACH-001192,-0.05215733132948845
ACH-001193,-0.21979976862572026
ACH-001196,-0.2743813362267357
ACH-001197,-0.39776071583451
ACH-001205,-0.4947736318405381
ACH-001211,-0.3835303125497255
ACH-001212,-0.6604166839249815
ACH-001228,-0.4623464577778473
ACH-001232,-0.06101674815243158
ACH-001239,-0.2610366903735892
ACH-001270,-0.5122234772278266
ACH-001274,-0.4734358876143715
ACH-001275,-0.323789362989218
ACH-001277,-0.2261720925421293
ACH-001278,-0.24357355049020785
ACH-001280,-0.19992300778171607
ACH-001283,-0.22468803110974864
ACH-001289,-0.11558952429401023
ACH-001300,-0.2544684753522151
ACH-001301,-0.29155480315363136
ACH-001302,-0.361073171054764
ACH-001306,-0.35328957257523186
ACH-001318,-0.3947833887738547
ACH-001322,-0.1835537572278064
ACH-001328,-0.5241283182815354
ACH-001332,-0.28621115054628443
ACH-001336,-0.3474282630068099
ACH-001346,-0.4056723126754153
ACH-001353,-0.3009997729285878
ACH-001354,-0.2141334028916272
ACH-001367,-0.3361092469359266
ACH-001368,-0.4014852038270921
ACH-001374,-0.6077724512223218
ACH-001377,-0.23874615553654344
ACH-001380,-0.3766431437454476
ACH-001391,-0.4069100293252758
ACH-001408,-0.2119318686486484
ACH-001430,-0.22840706994220156
ACH-001431,-0.22197268117747893
ACH-001450,-0.4712363555427586
ACH-001496,-0.3334502084486539
ACH-001500,-0.3874519836136844
ACH-001523,-0.3111485346508258
ACH-001532,-0.3689556570725201
ACH-001550,-0.3120745150542634
ACH-001552,-0.34594741042630434
ACH-001554,-0.3201331816903453
ACH-001654,-0.32932706009528634
ACH-001735,-0.16878134331584752
ACH-001736,-0.36166710446255984
ACH-001737,-0.4145944450483785
ACH-001740,-0.3775178198899939
ACH-001745,-0.4030153529227974
ACH-001765,-0.39620979095040204
