,RGP1 (9827)
ACH-000152,-0.1888217568388474
ACH-000153,-0.606404549738411
ACH-000159,-0.4314540082196629
ACH-000160,-0.6151429328285518
ACH-000163,-0.6537697605913831
ACH-000167,-0.6717393768537332
ACH-000168,-0.4357722714661624
ACH-000169,-0.7166633904857149
ACH-000178,-0.4925854763544828
ACH-000183,-0.6812118197703462
ACH-000188,-0.3070416766695372
ACH-000189,-0.7886042839194037
ACH-000190,-0.6327187653408813
ACH-000198,-0.2314994238275379
ACH-000203,-0.3984889577308886
ACH-000204,-0.4008425907508157
ACH-000206,-0.9068596696647652
ACH-000207,-0.2449949658072599
ACH-000208,-0.20517661513106944
ACH-000210,-0.4448957654752699
ACH-000211,-0.5104107132269599
ACH-000215,-0.5151052626019405
ACH-000221,-0.2491110504087376
ACH-000222,-0.4768936448523326
ACH-000223,-0.3015868376541391
ACH-000226,-0.4267035737621609
ACH-000227,-0.5922244190450207
ACH-000228,-0.2650584887680298
ACH-000231,-0.4875248027047878
ACH-000232,-0.4895649924077578
ACH-000233,-0.7194020768528067
ACH-000234,-0.3915859613616212
ACH-000235,-0.793249792927929
ACH-000237,-0.4052077738586516
ACH-000238,-0.21837526959162892
ACH-000242,-0.21320157323195896
ACH-000243,-0.4813620691014332
ACH-000244,-0.2814247653675159
ACH-000246,-0.5034951140211251
ACH-000248,-0.2838799427084857
ACH-000250,-0.643192807270857
ACH-000251,-0.8600269068577563
ACH-000252,-0.3493220159283753
ACH-000253,-0.6254346460654184
ACH-000255,-0.5256942382609684
ACH-000256,-0.1693804710298842
ACH-000257,-0.6827793485331727
ACH-000258,-0.25110641321229066
ACH-000259,-0.7692347245569864
ACH-000260,-0.4949286464381412
ACH-000261,-0.6693449773654849
ACH-000262,-0.5401403173723077
ACH-000263,-0.5238560162018459
ACH-000264,-0.5258231050130556
ACH-000265,-0.4072308729858921
ACH-000266,-0.6584502079836708
ACH-000272,-0.699698795549709
ACH-000274,-0.3667487088789406
ACH-000277,-0.34826100129881044
ACH-000278,-0.5873152629147398
ACH-000279,-0.1373320763088254
ACH-000280,-0.3089866404191076
ACH-000281,-0.2841737044231742
ACH-000288,-0.05700714745832448
ACH-000291,-0.536338112974079
ACH-000293,-0.3145784877746805
ACH-000294,-0.3711353290662447
ACH-000295,-0.6809801920869099
ACH-000296,-1.0222528851735149
ACH-000302,-0.3304920617101045
ACH-000304,-0.5330680118478492
ACH-000307,-0.6267038908952562
ACH-000308,-0.4398478732645809
ACH-000310,-0.3482676438546349
ACH-000311,-0.5830574829853188
ACH-000312,-0.3073830216440044
ACH-000315,-0.5890220788588404
ACH-000316,-0.7594529064354806
ACH-000317,-0.8136562467687721
ACH-000318,-0.7876886109855508
ACH-000319,-0.3443551415807231
ACH-000320,-0.4810679218065824
ACH-000322,-0.6545832239759368
ACH-000323,-0.2461651116596317
ACH-000324,-0.371246186453002
ACH-000329,-0.20944266112771576
ACH-000330,-0.4548022805487058
ACH-000331,-0.6337897845751083
ACH-000332,-0.4613298099556492
ACH-000334,-0.1216642674096064
ACH-000335,-0.5273041067463381
ACH-000336,-0.6780497989971448
ACH-000337,-0.7724297224675516
ACH-000338,-0.5516382794556776
ACH-000339,-0.5833823944893392
ACH-000341,-0.343793991822162
ACH-000348,-0.4092347943336514
ACH-000350,-0.21994777802983287
ACH-000352,-0.4023650621461243
ACH-000356,-0.34320670665516273
ACH-000361,-0.44702619714692265
ACH-000362,-0.2412337387021748
ACH-000363,-0.3614515050176679
ACH-000364,-0.6200026513955179
ACH-000365,-0.7888085370770969
ACH-000366,-0.3459995487037356
ACH-000368,-0.4749742139195087
ACH-000374,-0.7834337112646658
ACH-000375,-0.3987305968281857
ACH-000376,-0.8562832710317935
ACH-000381,-0.6426842482927789
ACH-000383,-0.6607066505193318
ACH-000387,-0.4366113372970844
ACH-000389,-0.38979063396075175
ACH-000390,-0.4219146217169272
ACH-000393,-0.4343794685340343
ACH-000395,-0.5635906961909952
ACH-000396,-0.6257039469994886
ACH-000397,-0.8504868545693826
ACH-000401,-0.3767059280796073
ACH-000402,-0.6346530271359097
ACH-000403,-0.31211616485307553
ACH-000404,-0.17315703711885544
ACH-000406,-0.28522984343134183
ACH-000407,-0.3703579094582541
ACH-000408,-0.4015292998535487
ACH-000410,-0.4749363974466805
ACH-000411,-0.844832960601217
ACH-000414,-0.24198308937578925
ACH-000415,-0.8186981922126243
ACH-000416,-0.21097598969730733
ACH-000420,-0.4195934233543447
ACH-000421,-0.09363925283762012
ACH-000424,-0.5154489202974587
ACH-000425,-0.26313022075663073
ACH-000426,-0.5753656517115844
ACH-000427,-0.7967282649006603
ACH-000433,-0.4724477576733127
ACH-000435,-0.3927415973268976
ACH-000436,-0.4039339110363329
ACH-000444,-0.6062551089935737
ACH-000445,-0.9896318836842956
ACH-000448,-0.2969721871796065
ACH-000450,-0.5034707970378481
ACH-000452,-0.6438391469416248
ACH-000454,-0.8614431165919935
ACH-000458,-0.5793947104851547
ACH-000459,-0.4235011329133461
ACH-000460,-0.40660608703228457
ACH-000461,-0.3161687833753972
ACH-000463,-0.4137466068253253
ACH-000464,-0.5632710941563887
ACH-000466,-0.6450068615635252
ACH-000467,-0.6058513076701353
ACH-000468,-0.3876152346930664
ACH-000469,-0.508782637063667
ACH-000470,-0.2395563327270651
ACH-000471,-0.7665069732483303
ACH-000472,-0.2550334655705342
ACH-000473,-0.11435382960804402
ACH-000475,-0.5087346293052636
ACH-000476,-0.4252871460234209
ACH-000477,-0.17338555179201595
ACH-000479,-0.3421811763203623
ACH-000480,-0.4524958774805002
ACH-000481,-0.29595821664664096
ACH-000483,-0.28484454395603337
ACH-000484,-0.257589876828012
ACH-000485,-0.6686666981741043
ACH-000486,-0.2839842229084358
ACH-000487,-0.29899453639273305
ACH-000488,-0.5395263851775607
ACH-000490,-0.5026947419887975
ACH-000491,-0.5727391991756459
ACH-000495,-0.44621647270779785
ACH-000496,-0.3367742393216419
ACH-000499,-0.373757292314429
ACH-000500,-0.3011446804211693
ACH-000502,-0.5176527357501429
ACH-000503,-0.6667550681009285
ACH-000505,-0.28106750746299264
ACH-000507,-0.4601622739493784
ACH-000510,-0.3916293647580721
ACH-000511,-0.5429837315308597
ACH-000512,-0.13941302626967014
ACH-000516,-0.36360585024424186
ACH-000517,-0.460267869529673
ACH-000518,-0.42048461055951497
ACH-000520,-0.6772224185898736
ACH-000521,-0.4515563334510805
ACH-000522,-0.5415281855147259
ACH-000524,-0.33367567727568004
ACH-000527,-0.7502606324966002
ACH-000528,-0.6994187252014699
ACH-000537,-0.8610594111744667
ACH-000541,-0.2901781415836055
ACH-000542,-0.4598505757666813
ACH-000544,-0.6274750752087829
ACH-000545,-0.27466996776211605
ACH-000547,-0.7949207401503047
ACH-000548,-0.6718650682129471
ACH-000549,-0.5187225379918663
ACH-000550,-0.4660373699338794
ACH-000552,-0.8864660852443395
ACH-000556,-0.34642919446126064
ACH-000557,-0.3605100473981133
ACH-000569,-0.4307696817657258
ACH-000570,-0.5242016883417866
ACH-000571,-0.2642132659068829
ACH-000573,-0.33523150684884184
ACH-000576,-0.6324516334449517
ACH-000579,-0.5218987127550921
ACH-000580,-0.2679816639082245
ACH-000584,-0.281059115999873
ACH-000585,-0.20117199646461087
ACH-000588,-0.5814889126206427
ACH-000589,-0.5691218013037593
ACH-000591,-0.8099425506419233
ACH-000593,-0.2919522009802616
ACH-000600,-0.38366768361502096
ACH-000601,-0.2380404087792589
ACH-000605,-0.4402302456374241
ACH-000606,-0.4674398743776384
ACH-000608,-0.6401976013427374
ACH-000614,-0.6158525433079368
ACH-000616,-0.5094432079757629
ACH-000618,-0.7973507294650629
ACH-000619,-0.8776833629505993
ACH-000620,-0.0925870007442927
ACH-000621,-0.4365503144446036
ACH-000622,-0.5375674132131006
ACH-000623,-0.3973236929856935
ACH-000624,-0.2325337143695615
ACH-000627,-0.3736259312222204
ACH-000630,-0.3854953957697616
ACH-000631,-0.3690017647564881
ACH-000632,-0.4640364465987929
ACH-000633,-0.2591301227159249
ACH-000637,-0.6565261366873805
ACH-000638,-0.5882688921695386
ACH-000646,-0.8622779402762071
ACH-000647,-0.6364441492460249
ACH-000648,-0.7328076792114593
ACH-000649,-0.7256650904998722
ACH-000651,-0.42774745682527454
ACH-000652,-0.19949836922261371
ACH-000653,-0.6272182687820388
ACH-000657,-0.2843172269470543
ACH-000658,-0.4040905370191684
ACH-000661,-0.478561939536145
ACH-000662,-0.6466363392280137
ACH-000663,-0.4187868640826432
ACH-000665,-0.4951293552495497
ACH-000671,-0.5191417228529527
ACH-000672,-0.5487007748749696
ACH-000673,-0.7614496297481765
ACH-000676,-0.361907943430251
ACH-000677,-0.23529653271529774
ACH-000681,-0.1470730446304373
ACH-000683,-0.1291546415789844
ACH-000684,-0.4628112593349412
ACH-000688,-0.3704535288306731
ACH-000693,-0.2792031978221872
ACH-000694,-0.8089765347844186
ACH-000695,-0.4475494767522308
ACH-000696,-0.2977898936906043
ACH-000697,-0.7890660960897727
ACH-000699,-0.6051165761378589
ACH-000701,-0.24695300555169666
ACH-000706,-0.4053367614373236
ACH-000711,-0.651446058683735
ACH-000713,-0.4759097714771683
ACH-000714,-0.7136801319087229
ACH-000718,-0.7805070442665348
ACH-000720,-0.3929648778081749
ACH-000721,-0.427696060852303
ACH-000724,-0.2950545971764865
ACH-000725,-0.3653208932238721
ACH-000732,-0.8754877345696217
ACH-000734,-0.4377500602012674
ACH-000735,-0.3409540436053841
ACH-000736,-0.7841161499291102
ACH-000738,-0.4583453728489937
ACH-000746,-0.2452301857154015
ACH-000747,-0.4883702691633052
ACH-000748,-0.20860032431070127
ACH-000753,-0.5297972371033057
ACH-000756,-0.3331180558152088
ACH-000757,-0.6740226648556698
ACH-000758,-0.7385795499649964
ACH-000760,-0.55405497734176
ACH-000762,-0.3175975430520803
ACH-000763,-0.5459937940407067
ACH-000764,-0.3775724956714617
ACH-000765,-0.44277358277875534
ACH-000766,-0.5585703986507266
ACH-000767,-0.20497274117793007
ACH-000768,-0.4701183936878608
ACH-000769,-0.2559262928713257
ACH-000770,-0.2003019737533175
ACH-000771,-0.2909653925807215
ACH-000773,-0.26562343010037515
ACH-000776,-0.08116968343008668
ACH-000777,-0.19884999697619785
ACH-000778,-0.4414439171495403
ACH-000781,-0.502350525293083
ACH-000782,-0.3126279726152511
ACH-000783,-0.06868360370606269
ACH-000784,-0.3897639184339932
ACH-000785,-0.4500653961094696
ACH-000787,-0.34525619773573096
ACH-000788,-0.2896219166676308
ACH-000791,-0.4203853836737689
ACH-000792,-0.6027087568614671
ACH-000794,-0.6458065892871602
ACH-000796,-0.6371349991089257
ACH-000798,-0.27591274261151283
ACH-000799,-0.5153364047132929
ACH-000800,0.1507605323362584
ACH-000802,-0.5842210948764903
ACH-000804,-0.2775073739944248
ACH-000805,-0.2593896962412705
ACH-000809,-0.687824202510456
ACH-000810,-0.7387014475057107
ACH-000811,-0.5298355797518399
ACH-000817,-0.248091612078273
ACH-000819,-0.5696592466746965
ACH-000820,-0.7439935598450443
ACH-000821,-0.5136512072095117
ACH-000822,-0.23884121888921325
ACH-000823,-0.6902144639404982
ACH-000824,-0.5944822523639878
ACH-000827,-0.4071617439592305
ACH-000829,-0.6903956971552939
ACH-000831,-0.42283905880895417
ACH-000832,-0.5925541381723707
ACH-000833,-0.35229094216661205
ACH-000834,-0.6053975236674447
ACH-000835,-0.4668186935434303
ACH-000836,-0.5815139952734772
ACH-000837,-0.5298268407848415
ACH-000838,-0.8043749033274753
ACH-000839,-0.5261870727432273
ACH-000840,-0.7226251928711432
ACH-000841,-0.21577145039636375
ACH-000843,-0.2467585779722221
ACH-000846,-0.5738241885803466
ACH-000847,-0.5263612317651645
ACH-000848,-0.3832902536110071
ACH-000849,-0.6828258675241915
ACH-000851,-0.4181908011848773
ACH-000855,-0.4851120886918767
ACH-000856,-0.3207609054603398
ACH-000858,-0.4774280625303058
ACH-000859,-0.6422394608726602
ACH-000861,-0.3514811641635388
ACH-000862,-0.24922167278718424
ACH-000865,-0.2375592548597147
ACH-000866,-0.3640729563742257
ACH-000867,-1.014511761416703
ACH-000869,-0.9166943420578596
ACH-000872,-0.3891656544388864
ACH-000873,-0.1379178466023577
ACH-000876,-0.36892801533325575
ACH-000878,-0.5350364420264057
ACH-000880,-0.1776582616889267
ACH-000881,-0.6330121517485408
ACH-000882,-0.2534454918427165
ACH-000884,-0.2423116743743212
ACH-000885,-0.16283425703416154
ACH-000887,-0.8157434223017119
ACH-000889,-0.3670007659500121
ACH-000896,-0.44161381574204506
ACH-000898,-0.8166086509108939
ACH-000900,-0.3635388550331455
ACH-000901,-0.3876026202076588
ACH-000905,-0.4830357403042434
ACH-000906,-0.28426591798064405
ACH-000907,-0.4587940775313218
ACH-000910,-0.4148641250073625
ACH-000911,-0.20329371967272267
ACH-000912,-0.3163293039056241
ACH-000913,-0.4248909536671404
ACH-000915,-0.3559698936244846
ACH-000916,-0.18222519269104215
ACH-000917,-0.6700559997437429
ACH-000920,-0.3497590057383631
ACH-000921,-0.4442200338261825
ACH-000924,-0.2235208285947879
ACH-000926,-0.2887955475787103
ACH-000928,-0.5992837331667696
ACH-000929,-0.6837533517162636
ACH-000932,-0.3461935826897314
ACH-000935,-0.1632390390948729
ACH-000936,-0.386454084596481
ACH-000937,-0.2471964942847365
ACH-000938,-0.1879102220656997
ACH-000939,-0.14498092315633218
ACH-000941,-0.6499943252938013
ACH-000943,-0.17267105888634918
ACH-000946,-0.3021038312931702
ACH-000947,-0.1736800750671029
ACH-000948,-0.3970655612352978
ACH-000950,-0.4921629697013701
ACH-000953,0.045558614357039014
ACH-000954,-0.4854354196793466
ACH-000957,-0.7105842313065964
ACH-000958,-0.4497241772085487
ACH-000960,-0.6274756428610337
ACH-000963,-0.6347787966400027
ACH-000968,-0.6079410538300216
ACH-000969,-0.4225271340295635
ACH-000972,-0.28925318877319794
ACH-000973,-0.2861300053788923
ACH-000974,-0.5234872567265102
ACH-000978,-0.3915593911261415
ACH-000984,-0.4086656369790141
ACH-000986,-0.5637944471458879
ACH-000988,-0.7358225228258561
ACH-000993,-0.2177951278373256
ACH-000994,-0.25433129077339633
ACH-000996,-0.6105751789793471
ACH-001001,-0.4302564369545691
ACH-001020,-0.838481185850021
ACH-001028,-0.7640911181521909
ACH-001031,-0.0717814031519019
ACH-001038,-0.24329063219815705
ACH-001048,-0.5678933525984585
ACH-001050,-0.461671821602055
ACH-001053,-0.7428222004234631
ACH-001054,-0.7790949311001258
ACH-001061,-0.5440528104660595
ACH-001067,-0.4470851005646087
ACH-001075,-0.3451532436227792
ACH-001096,-0.5923164878196708
ACH-001111,-0.43803648746831664
ACH-001119,-0.5519368741313122
ACH-001128,-0.517855217090201
ACH-001134,-0.37942160674282427
ACH-001151,-0.587108253277239
ACH-001163,-0.3243779394731988
ACH-001164,-0.5505111579564577
ACH-001183,-0.17266371934667898
ACH-001192,-0.3866869937954303
ACH-001193,-0.8189809188109582
ACH-001196,-0.3611801622311894
ACH-001197,-0.6979135024187209
ACH-001205,-0.5290023143577643
ACH-001211,-0.5903362543409122
ACH-001212,-0.6497877662281077
ACH-001228,-0.3860181742575873
ACH-001232,-0.409443433757411
ACH-001239,-0.4253217371069447
ACH-001270,-0.14608805521140758
ACH-001274,-0.6368441771379176
ACH-001275,-0.2936756056792621
ACH-001277,-0.059256378635273936
ACH-001278,-0.4649319323125922
ACH-001280,-0.3019968878996991
ACH-001283,-0.4934842221957905
ACH-001289,-0.41972466847070455
ACH-001300,-0.4601878756306311
ACH-001301,-0.4234586341815931
ACH-001302,-0.12912719527967134
ACH-001306,-0.4349421881407116
ACH-001318,-0.4081679527613555
ACH-001322,-0.5190355040356001
ACH-001328,-0.601235239687367
ACH-001332,-0.677913473316303
ACH-001336,-0.233880137645457
ACH-001346,-0.4311716317780063
ACH-001353,-0.6916005180778795
ACH-001354,-0.2543583755194335
ACH-001367,-0.3399583888960035
ACH-001368,-0.4278810988398714
ACH-001374,-0.1783599656369788
ACH-001377,-0.11565911396122495
ACH-001380,-0.6155667150193789
ACH-001391,-0.3864897055447798
ACH-001408,-0.4756354244365442
ACH-001430,-0.2285224095979342
ACH-001431,-0.3322646775098216
ACH-001450,-0.6142827818768758
ACH-001496,-0.3518608322597814
ACH-001500,-0.2062698511417377
ACH-001523,-0.4749161084707871
ACH-001532,-0.3752080891413617
ACH-001550,-0.5257033178777069
ACH-001552,-0.2745696611267559
ACH-001554,-0.5065766243811712
ACH-001654,-0.3409489396293057
ACH-001735,-0.3286240878710985
ACH-001736,-0.519183184634301
ACH-001737,-0.47033836216090796
ACH-001740,-0.3420655715335192
ACH-001745,-0.2940529668629445
ACH-001765,-0.430408957173106
