,AP3S2 (10239)
ACH-000004,-0.15450164439253106
ACH-000005,-0.15701768584965484
ACH-000007,-0.1192142654791255
ACH-000009,-0.09083570939938897
ACH-000011,-0.20297372596541047
ACH-000012,-0.11343291298568255
ACH-000013,-0.1074265021583754
ACH-000014,-0.011387842249538718
ACH-000015,-0.07458521752513883
ACH-000017,-0.12814509165946386
ACH-000018,-0.002039468769610017
ACH-000019,-0.272478832106151
ACH-000021,0.03850670686608905
ACH-000022,-0.14019940863073535
ACH-000025,-0.062216683272036936
ACH-000028,-0.11572543140947827
ACH-000030,-0.1668647109960515
ACH-000035,-0.07879317540296535
ACH-000036,-0.12554539627821446
ACH-000037,-0.1521081568094233
ACH-000039,-0.2551697349983271
ACH-000040,-0.021231309062343325
ACH-000041,-0.16858062513120978
ACH-000042,-0.1060266861164155
ACH-000045,0.08194437503316299
ACH-000047,-0.07178014304177865
ACH-000052,0.0355440147526987
ACH-000053,-0.13071344656816686
ACH-000054,-0.041208493376649835
ACH-000055,0.04916730876476943
ACH-000060,-0.0598160857559806
ACH-000067,-0.1820116762557136
ACH-000070,-0.1671089274551572
ACH-000075,-0.1715231015849288
ACH-000078,-0.13172901231300296
ACH-000082,-0.1640956469092086
ACH-000085,-0.1631514843772889
ACH-000086,-0.1428612415633928
ACH-000087,0.047289211422523895
ACH-000092,-0.1323345353259684
ACH-000095,-0.14840769190563494
ACH-000097,-0.2535846256866873
ACH-000098,-0.057200989171438274
ACH-000099,-0.12062603564423095
ACH-000108,-0.07761444617966973
ACH-000113,-0.10617505128460314
ACH-000116,-0.07169171846188116
ACH-000118,-0.061511491936695
ACH-000120,-0.18517264427407695
ACH-000123,-0.06171532689959487
ACH-000127,-0.21153566365784185
ACH-000128,-0.07436786590535151
ACH-000132,-0.09652072001826922
ACH-000133,0.058190693175198475
ACH-000137,0.028801999444371718
ACH-000138,0.0368412554052766
ACH-000142,0.04298195359024313
ACH-000143,-0.08846698215575009
ACH-000146,-0.1297537988609734
ACH-000148,0.05100011823528923
ACH-000150,-0.09743247285617522
ACH-000152,-0.0702192050083293
ACH-000153,-0.20343861715467376
ACH-000159,-0.1568690456617758
ACH-000160,-0.1985509102321876
