,WDR4 (10785)
ACH-000004,-0.4696059174703188
ACH-000005,-0.20943880022927674
ACH-000007,-0.6131248650748453
ACH-000009,-0.5152202407493373
ACH-000011,-0.4184871877285255
ACH-000012,-0.753849097364426
ACH-000013,-0.3038882425756665
ACH-000014,-0.3228398487103395
ACH-000015,-0.7801151079607525
ACH-000017,-0.29446417442590506
ACH-000018,-0.8902538002713041
ACH-000019,-0.4384821742946726
ACH-000021,-0.3868176296378149
ACH-000022,-0.2631896071426177
ACH-000025,-0.6029909458567714
ACH-000028,-0.3122240621937529
ACH-000030,-0.788815079850996
ACH-000035,-0.5804176206741016
ACH-000036,-0.7581060180780596
ACH-000037,-0.438123247373176
ACH-000039,-0.3042616004996736
ACH-000040,-0.5587463537498834
ACH-000041,-0.4678231785478917
ACH-000042,-0.5219887172600941
ACH-000045,-0.4810154866170287
ACH-000047,-0.3083930129056856
ACH-000052,-0.4909374232407213
ACH-000053,-0.3316480814259174
ACH-000054,-0.25380529405765023
ACH-000055,-0.6812492958521739
ACH-000060,-0.5358166207372521
ACH-000067,-0.5160369630260684
ACH-000070,-0.4781626836129351
ACH-000075,-0.1590473481430897
ACH-000078,-0.4249518019976976
ACH-000082,-0.4729293454878326
ACH-000085,-0.3708289214472196
ACH-000086,-0.4186032730015865
ACH-000087,-0.5583780486293404
ACH-000092,-0.3471062175780615
ACH-000095,-0.4970024477721141
ACH-000097,-0.4018928593039154
ACH-000098,-0.6891984691042485
ACH-000099,-0.4385656042940908
ACH-000108,-0.473064557226576
ACH-000113,-0.6375214262051078
ACH-000116,-0.5499220593753421
ACH-000118,-0.2728874938899816
ACH-000120,-0.6055309762417498
ACH-000123,-0.5095745885747809
ACH-000127,-0.7509766803551029
ACH-000128,-0.2896048434250031
ACH-000132,-0.6853580527153682
ACH-000133,-0.4743998702061414
ACH-000137,-0.4842897872688977
ACH-000138,-0.4544946863186093
ACH-000142,-0.7150018194211897
ACH-000143,-0.5596825928736892
ACH-000146,-0.5002477334716331
ACH-000148,-0.3411040047024622
ACH-000150,-0.3950846389392801
ACH-000152,-0.29067770469519305
ACH-000153,-0.46097490572870703
ACH-000159,-0.3541422450989529
ACH-000160,-0.2517807172253197
ACH-000163,-0.5217003020117887
ACH-000167,-0.6372966245505874
ACH-000168,-0.3826597832385824
ACH-000169,-0.6047983353862348
ACH-000178,-0.5999086643715702
ACH-000183,-0.5111457293524713
ACH-000188,-0.5963412565125542
ACH-000189,-0.4197079084307557
ACH-000190,-0.6700417226383432
ACH-000198,-0.7060757803742717
ACH-000203,-0.7542178616507432
ACH-000204,-0.33059919635447826
ACH-000206,-0.573279779436173
ACH-000207,-0.5113882072578531
ACH-000208,-0.4724224327302892
ACH-000210,-0.4729118182762554
ACH-000211,-0.2862665652707275
ACH-000215,-0.5341160513394348
ACH-000221,-0.7627155827052364
ACH-000222,-0.5862634893305408
ACH-000223,-0.3278697948270993
ACH-000226,-0.20227432365183656
ACH-000227,-0.7492650299028482
ACH-000228,-0.4238965404472738
ACH-000231,-0.7353511118044228
ACH-000232,-0.41686497743446893
ACH-000233,-0.2522856729451704
ACH-000234,-0.43399948667647625
ACH-000235,-0.5117365232589628
ACH-000237,-0.4526526794248728
ACH-000238,-0.5851830500999795
ACH-000242,-0.13825322071722754
ACH-000243,-0.5150427099709718
ACH-000244,-0.1773607997203642
ACH-000246,-0.2437228584670658
ACH-000248,-0.2956379469868359
ACH-000250,-0.5347356227701211
ACH-000251,-0.5043781867146699
ACH-000252,-0.29603942505944164
ACH-000253,-0.4447657853858989
ACH-000255,-0.6268464690075023
ACH-000256,-0.3516838220009395
ACH-000257,-0.3981451152003659
ACH-000258,-0.5908581611109549
ACH-000259,-0.38944563840709856
ACH-000260,-0.4112936451455518
ACH-000261,-0.3535666449545957
ACH-000262,-0.5712359272997697
ACH-000263,-0.15295539755608342
ACH-000264,-0.3976253636197448
ACH-000265,-0.5819435820706619
ACH-000266,-0.548480375733424
ACH-000272,-0.39392236173004097
ACH-000274,-0.2539758309096189
ACH-000277,-0.4365957880903218
ACH-000278,-0.4787080277651097
ACH-000279,-0.4607367492271179
ACH-000280,-0.3368103805189001
ACH-000281,-0.6420221834891323
ACH-000288,-0.5363871990314327
ACH-000291,-0.5815892824824584
ACH-000293,-0.4712033396577519
ACH-000294,-0.6324946308125757
ACH-000295,-0.3116605781697422
ACH-000296,-0.13694843270592194
ACH-000302,-0.5633174896108052
ACH-000304,-0.41485372691289024
ACH-000307,-0.7450104404883281
ACH-000308,-0.3883240259999207
ACH-000310,-0.3557768838570637
ACH-000311,-0.17765469606010895
ACH-000312,-0.5804324257405016
ACH-000315,-0.5840683939205183
ACH-000316,-0.7281247820186453
ACH-000317,-0.6000786176627948
ACH-000318,-0.35926501926050536
ACH-000319,-0.4650751699218942
ACH-000320,-0.6630557971505239
ACH-000322,-0.5892011529786372
ACH-000323,-0.4083414181694085
ACH-000324,-0.8144145783358814
ACH-000329,-0.38870062524501453
ACH-000330,-0.3708060908568845
ACH-000331,-0.3739912023621567
ACH-000332,-0.3166421153171776
ACH-000334,-0.4324654704002468
ACH-000335,-0.7488451021204926
ACH-000336,-0.5688977492382528
ACH-000337,-0.5408660446549647
ACH-000338,-1.0990852893092409
ACH-000339,-0.4310184669704723
ACH-000341,-0.6041545330958303
ACH-000348,-0.41900051794559023
ACH-000350,-0.3409578569079982
ACH-000352,-0.4879472722400303
ACH-000356,-0.3113555585233069
ACH-000361,-0.42844212310934304
ACH-000362,-0.3452567771450259
ACH-000363,-0.2845532054648891
ACH-000364,-0.5578191440594945
ACH-000365,-0.29477826111446104
ACH-000366,-0.5398722028827547
ACH-000368,-0.4719942581170666
ACH-000374,-0.4024259785633884
ACH-000375,-0.5087936075100727
ACH-000376,-0.2930163196160427
ACH-000381,-0.5158121500423672
ACH-000383,-0.3705651837695164
ACH-000387,-0.5193379231632989
ACH-000389,-0.09889736812397744
ACH-000390,-0.4766736415131204
ACH-000393,-0.2764307978858179
ACH-000395,-0.26923583992232275
ACH-000396,-0.4697199727184989
ACH-000397,-0.4845954848800354
ACH-000401,-0.5091889310569151
ACH-000402,-0.35909023041941224
ACH-000403,-0.3196301565087937
ACH-000404,-0.11387723023560828
ACH-000406,-0.6615142879210189
ACH-000407,-0.6196963194508042
ACH-000408,-0.7708619777603818
ACH-000410,-0.31038770215306993
ACH-000411,-0.25414238168958275
ACH-000414,-0.2594403598288977
ACH-000415,-0.7970158088649554
ACH-000416,-0.3682327279049603
ACH-000420,-0.3149453916292182
ACH-000421,-0.30449195433314397
ACH-000424,-0.6145860620976434
ACH-000425,-0.32368702392492826
ACH-000426,-0.14394455076894966
ACH-000427,-0.5451369827048591
ACH-000433,-0.4687193247004913
ACH-000435,-0.7286155005851268
ACH-000436,-0.3161531842712417
ACH-000444,-0.2989329078923456
ACH-000445,-0.3294733248690513
ACH-000448,-0.27926408276580106
ACH-000450,-0.10585344926296628
ACH-000452,-0.6539103681075796
ACH-000454,-0.4815326606482456
ACH-000458,-0.8124482725960586
ACH-000459,-0.646387900375527
ACH-000460,-0.7105718431503731
ACH-000461,-0.5152993072514298
ACH-000463,-0.6155197951103679
ACH-000464,-0.3628858942334957
ACH-000466,-0.5515205474587468
ACH-000467,-0.5787930454232741
ACH-000468,-0.4824035901019096
ACH-000469,-0.19773170471562448
ACH-000470,-0.3374297277222409
ACH-000471,-0.4919174004234828
ACH-000472,-0.31424507694388154
ACH-000473,-0.36818279880183546
ACH-000475,-0.2035426335370724
ACH-000476,-0.2670958697711662
ACH-000477,-0.3835589731704114
ACH-000479,-0.6175573774054215
ACH-000480,-0.5903642189509868
ACH-000481,-0.31499037509268024
ACH-000483,-0.3423943591330213
ACH-000484,-0.566735680205688
ACH-000485,-0.3732534126264136
ACH-000486,-0.4661191617195662
ACH-000487,-0.7353340060838391
ACH-000488,-0.6923029993456508
ACH-000490,-0.7542080875064532
ACH-000491,-0.38614307291362543
ACH-000495,-0.5033644966251852
ACH-000496,-0.4960287588009857
ACH-000499,-0.7305046822058171
ACH-000500,-0.8816809097407708
ACH-000502,-0.42043454094409066
ACH-000503,-0.4345776192056046
ACH-000505,-0.3990982738379011
ACH-000507,-0.7404387769574164
ACH-000510,-0.32241648319723626
ACH-000511,-0.4101378683126041
ACH-000512,-0.4606836119712926
ACH-000516,-0.3679787128786509
ACH-000517,-0.25731552294541193
ACH-000518,-0.487505801126901
ACH-000520,-0.2080202003382792
ACH-000521,-0.5654798753933096
ACH-000522,-0.529650415702017
ACH-000524,-0.2431902146307097
ACH-000527,-0.2536530493063928
ACH-000528,-0.16335131831230248
ACH-000537,-0.3170118562482925
ACH-000541,-0.055992072015119236
ACH-000542,-0.6779733619984569
ACH-000544,-0.6860662030266668
ACH-000545,-0.7410268945816977
ACH-000547,-0.6584817307469975
ACH-000548,-0.503567389226974
ACH-000549,-1.0639367444322478
ACH-000550,-0.5144810254780503
ACH-000552,-0.5288467248764165
ACH-000556,-0.2648343488987123
ACH-000557,-0.3820487711044839
ACH-000569,0.0378283162021801
ACH-000570,-0.5708986377915722
ACH-000571,-0.2571382865793425
ACH-000573,-0.4258988730405064
ACH-000576,-0.21060421505467306
ACH-000579,-0.3682703577814944
ACH-000580,-0.35774974254576936
ACH-000584,-0.2418326307517346
ACH-000585,-0.4840872573369799
ACH-000588,-0.531612130593705
ACH-000589,-0.4031566450814516
ACH-000591,-0.5586427969657848
ACH-000593,-0.6970579981392365
ACH-000600,-0.5921838319223521
ACH-000601,-0.6098697859358415
ACH-000605,-0.4946008069611771
ACH-000606,-0.759847606688264
ACH-000608,-0.3962471478930558
ACH-000614,-0.4835994542140989
ACH-000616,-0.5861115482571304
ACH-000618,-0.7120694339680012
ACH-000619,-0.8827317603570887
ACH-000620,-0.3624136077015893
ACH-000621,-0.3753226965066075
ACH-000622,-0.5726854529089892
ACH-000623,-0.4842600416547802
ACH-000624,-0.29864933479927097
ACH-000627,-0.4203091489203412
ACH-000630,-1.0282382725381618
