,NDUFV1 (4723)
ACH-000004,-0.20045448711865746
ACH-000005,-0.2861722778338002
ACH-000007,-0.08118359683609683
ACH-000009,-0.2190594902342728
ACH-000011,0.07352735704857395
ACH-000012,-0.2282688412351908
ACH-000013,-0.19740854626072352
ACH-000014,-0.0936209304496214
ACH-000015,-0.2324114263706483
ACH-000017,-0.11831334767239444
ACH-000018,-0.3241870797637644
ACH-000019,-0.6132977981903089
ACH-000021,-0.2519390252346995
ACH-000022,-0.10502318851915754
ACH-000025,-0.13245545738698236
ACH-000028,-0.3600876118799433
ACH-000030,-0.2350014403163879
ACH-000035,-0.19585673582830448
ACH-000036,-0.009466073344940549
ACH-000037,-0.3617423813579167
ACH-000039,-0.15322189632302094
ACH-000040,0.05240366352326093
ACH-000041,-0.259539966620355
ACH-000042,-0.09480211592498723
ACH-000045,-0.5233319519096103
ACH-000047,-0.3319745451200095
ACH-000052,-0.2000544349918055
ACH-000053,-0.16639545536659595
ACH-000054,-0.2707264888235651
ACH-000055,-0.022628659043476097
ACH-000060,-0.20923293199797327
ACH-000067,-0.043856927496156085
ACH-000070,-0.2616956503808111
ACH-000075,-0.2793667149844247
ACH-000078,-0.248241438476014
ACH-000082,-0.2488163794406853
ACH-000085,-0.008413571555774423
ACH-000086,-0.45000060685525295
ACH-000087,-0.22664319574038735
ACH-000092,-0.21305031384890244
ACH-000095,-0.05492229666208839
ACH-000097,-0.40778977065014776
ACH-000098,-0.07181410995990185
ACH-000099,-0.3236826486507367
ACH-000108,-0.20053383702742236
ACH-000113,-0.4960121841973022
ACH-000116,-0.22734783053128355
ACH-000118,-0.5567544076165767
ACH-000120,-0.1681801519285547
ACH-000123,-0.2589484447981426
ACH-000127,-0.4410818585435676
ACH-000128,-0.2308771388230492
ACH-000132,-0.2772459632568642
ACH-000133,-0.20124765967799899
ACH-000137,-0.22668063643423916
ACH-000138,-0.3311399723677374
ACH-000142,-0.02270008939551677
ACH-000143,-0.12608918249910336
ACH-000146,-0.1040621847025108
ACH-000148,-0.2868586420226522
ACH-000150,-0.16705083666447304
ACH-000152,-0.10197699026563184
ACH-000153,-0.2448863705643665
ACH-000159,-0.3489962686863294
ACH-000160,-0.4399263259817627
ACH-000163,-0.09723974519713137
ACH-000167,0.006549156393347698
ACH-000168,-0.1593896296917496
ACH-000169,-0.3679557812722099
ACH-000178,-0.028788781739863406
ACH-000183,-0.3698353476838574
ACH-000188,-0.15505894661070535
ACH-000189,-0.16972748747385846
ACH-000190,-0.37921293424903785
ACH-000198,-0.5503519307128655
ACH-000203,-0.3017115956552243
ACH-000204,-0.3363331757540323
ACH-000206,-0.037131896760198436
ACH-000207,-0.3963029615001343
ACH-000208,-0.20407903261873994
ACH-000210,-0.21108130923447102
ACH-000211,-0.23790360896374296
ACH-000215,-0.3030075128883279
ACH-000221,-0.4903492639723218
ACH-000222,-0.16146554704563126
ACH-000223,-0.10754455603146924
ACH-000226,-0.28980524603913144
ACH-000227,-0.3994891346893346
ACH-000228,-0.4656051382907518
ACH-000231,-0.04327839999930763
ACH-000232,-0.16214485648106253
ACH-000233,-0.273531461005304
ACH-000234,-0.027260673999801515
ACH-000235,-0.1537480639933312
ACH-000237,-0.09179213678549952
ACH-000238,-0.021948067797898062
ACH-000242,-0.3439320461826831
ACH-000243,-0.08970910720170026
ACH-000244,-0.1533533852258461
ACH-000246,-0.3255061908738611
ACH-000248,-0.08452668600925882
ACH-000250,-0.06871944895115886
ACH-000251,-0.44974718876417136
ACH-000252,-0.3482088053501278
ACH-000253,-0.11009216224550393
ACH-000255,-0.25163924946238303
ACH-000256,-0.1669983894349361
ACH-000257,-0.05124692581287718
ACH-000258,0.05718949171797871
ACH-000259,-0.2654189894054152
ACH-000260,-0.10139777531547936
ACH-000261,-0.1722614839688588
ACH-000262,-0.29959200786963897
ACH-000263,-0.05119677942811218
ACH-000264,-0.2953766447091489
ACH-000265,-0.17569974442842784
ACH-000266,-0.15055287963287028
ACH-000272,-0.09852337312905407
ACH-000274,-0.14588892339005996
ACH-000277,-0.13488699712213198
ACH-000278,-0.15200690415649745
ACH-000279,-0.24356606984372034
ACH-000280,-0.21209191857504084
ACH-000281,-0.1964363690390028
ACH-000288,-0.2933538712729911
ACH-000291,-0.3559787057030145
ACH-000293,-0.3711291406628099
ACH-000294,0.1367199256302092
ACH-000295,-0.4339651592494391
ACH-000296,0.009182886084993151
ACH-000302,-0.19203891065247952
ACH-000304,-0.39235858601335344
ACH-000307,-0.1691272693738808
ACH-000308,-0.36585582236278025
ACH-000310,-0.2635161343708863
ACH-000311,-0.20039428024113015
ACH-000312,-0.32490539096751125
ACH-000315,-0.1453555429320355
ACH-000316,-0.2548360183394741
ACH-000317,-0.25000304561267145
ACH-000318,-0.3346735481495217
ACH-000319,-0.18514817754359567
ACH-000320,-0.13196885206950346
ACH-000322,-0.01274404901899528
ACH-000323,-0.3626394937815805
ACH-000324,-0.11164704883178672
ACH-000329,-0.4966931565154383
ACH-000330,-0.28851484658681004
ACH-000331,-0.09110872681378354
ACH-000332,-0.1742552996875676
ACH-000334,-0.14988393113587736
ACH-000335,-0.27853376052369083
ACH-000336,-0.15680016517494938
ACH-000337,-0.5274924594264021
ACH-000338,-0.19825896381504468
ACH-000339,-0.2014223101324678
ACH-000341,-0.3378330136140698
ACH-000348,-0.2177236356973757
ACH-000350,-0.17278293223823415
ACH-000352,-0.2438149800537947
ACH-000356,-0.4078029330325434
ACH-000361,-0.2995230543764457
ACH-000362,-0.2141781428307291
ACH-000363,-0.4377433898155407
ACH-000364,-0.4425554126728232
ACH-000365,-0.3227914374898384
ACH-000366,-0.26266069219206645
ACH-000368,-0.4223645201057163
ACH-000374,-0.6082173049346844
ACH-000375,-0.3294138316448339
ACH-000376,-0.381357074590526
ACH-000381,-0.0343198392521051
ACH-000383,-0.3231982944545469
ACH-000387,-0.030167235838970605
ACH-000389,-0.08054718907115442
ACH-000390,-0.25008661171404084
ACH-000393,-0.09966175075971764
ACH-000395,-0.12623171207501288
ACH-000396,-0.5085985651477217
ACH-000397,-0.059716182157381115
ACH-000401,0.18432035494765567
ACH-000402,0.199042689492598
ACH-000403,-0.20130195727613093
ACH-000404,-0.1471476473392664
ACH-000406,-0.38048686793914943
ACH-000407,-0.31953247950805963
ACH-000408,-0.16474295152142296
ACH-000410,-0.2012650126685075
ACH-000411,-0.04850416452666947
ACH-000414,-0.27675214141288107
ACH-000415,-0.2011868321294186
ACH-000416,-0.0964244898116963
ACH-000420,-0.476932974862121
ACH-000421,-0.08186871598434606
ACH-000424,-0.3125862958648209
ACH-000425,-0.17567223436283058
ACH-000426,-0.1914936711160408
ACH-000427,-0.4236347910590764
ACH-000433,-0.1135191778479456
ACH-000435,-0.1348436652694557
ACH-000436,0.06728197996333354
ACH-000444,-0.32516275379901505
ACH-000445,0.03522396612842517
ACH-000448,-0.1438585271570435
ACH-000450,-0.2324626581450632
ACH-000452,-0.20775536507027795
ACH-000454,-0.19711891013824304
ACH-000458,-0.10456736731487673
ACH-000459,-0.25242434902185024
ACH-000460,-0.22440805322660395
ACH-000461,-0.5570947446008031
ACH-000463,-0.04900943480047268
ACH-000464,-0.03637118206274712
ACH-000466,-0.32728142056956866
ACH-000467,-0.3427817283247132
ACH-000468,-0.1801202045731236
ACH-000469,-0.4284126013361609
ACH-000470,-0.03417603041627375
ACH-000471,0.0003100389993528902
ACH-000472,-0.11649899020997075
ACH-000473,-0.10971286016472016
ACH-000475,-0.2274255659857798
ACH-000476,-0.055295860079136575
ACH-000477,-0.253895445955247
ACH-000479,-0.0978221334298355
ACH-000480,-0.2506622760000444
ACH-000481,-0.31999055252153363
ACH-000483,-0.235251256673677
ACH-000484,-0.09962875540541932
ACH-000485,-0.17201179061457764
ACH-000486,-0.23160342300409714
ACH-000487,-0.13117739707208753
ACH-000488,-0.3682169881974967
ACH-000490,-0.12444388321970465
ACH-000491,-0.3420012935016409
ACH-000495,-0.07202972146230609
ACH-000496,-0.28519227102226924
ACH-000499,-0.21032909129553296
ACH-000500,-0.3025936067904326
ACH-000502,-0.08189306230096456
ACH-000503,0.12670169094517722
ACH-000505,-0.2803632609631436
ACH-000507,-0.12138461102750205
ACH-000510,-0.16928988173699636
ACH-000511,0.01750409440734314
ACH-000512,-0.5341890266282193
ACH-000516,-0.0616389437957364
ACH-000517,-0.24596414206595266
ACH-000518,0.10069835600695848
