,CADPS (8618)
ACH-000004,0.051035356986268286
ACH-000005,0.08354531691216623
ACH-000007,0.1015650243692467
ACH-000009,0.06423211321046783
ACH-000011,0.07570713504490288
ACH-000012,0.02806748233974637
ACH-000013,0.003869394022599837
ACH-000014,0.008305120100711895
ACH-000015,-0.10856463365737104
ACH-000017,0.038002677421827516
ACH-000018,-0.059166984522951986
ACH-000019,-0.2272349206810625
ACH-000021,0.04318687813715485
ACH-000022,-0.033679635865776186
ACH-000025,-0.0022978755876594905
ACH-000028,-0.4960443928038481
ACH-000030,-0.1047006755681364
ACH-000035,0.029454080434898586
ACH-000036,0.046771189161045834
ACH-000037,0.038295590350780964
ACH-000039,-0.21881767575842015
ACH-000040,-0.03696822920510804
ACH-000041,-0.10803498636242788
ACH-000042,0.0228072059397079
ACH-000045,0.05971349987921067
ACH-000047,0.11978267478344913
ACH-000052,0.24486011886313835
ACH-000053,-0.03438506285908221
ACH-000054,-0.06476169170367209
ACH-000055,-0.18294053029925175
ACH-000060,-0.16567153410673394
ACH-000067,-0.06016610527753007
ACH-000070,0.024928413751135532
ACH-000075,0.10243267849300798
ACH-000078,-0.013200545354636266
ACH-000082,0.01838546210412583
ACH-000085,0.008385126518643784
ACH-000086,-0.1131237280527168
ACH-000087,-0.019549447935321956
ACH-000092,-0.011764058167761273
ACH-000095,0.031938986216993384
ACH-000097,0.049216355121960466
ACH-000098,-0.00034386891664284734
ACH-000099,0.068597812201298
ACH-000108,-0.0021241342104835253
ACH-000113,0.07403763137878126
ACH-000116,0.06860807548468477
ACH-000118,-0.030698500059095874
ACH-000120,0.042206067128758594
ACH-000123,0.07115994348972304
ACH-000127,0.11468286460875465
ACH-000128,-0.1303296199713666
ACH-000132,-0.06907442789421835
ACH-000133,0.006847177080638414
ACH-000137,-0.2458657379594077
ACH-000138,0.003557570228788429
ACH-000142,-0.007177481599599688
ACH-000143,0.038907613651698585
ACH-000146,0.030679130660729925
ACH-000148,0.13702326913322346
ACH-000150,-0.0053188556653662716
ACH-000152,-0.01445177968142634
ACH-000153,0.11000325640447847
ACH-000159,0.010949015607544448
ACH-000160,-0.0007527745001236943
ACH-000163,0.061996530616509365
ACH-000167,0.2541864606350145
ACH-000168,0.12598270325681846
ACH-000169,0.08039889682246039
