,CNOT1 (23019)
ACH-000004,-0.9772028765734122
ACH-000005,-0.6460467059529623
ACH-000007,-0.41703477232368497
ACH-000009,-0.3701915189355389
ACH-000011,-1.119171951877905
ACH-000012,-0.8142668286080921
ACH-000013,-0.443839761100002
ACH-000014,-0.05673805125143465
ACH-000015,-0.5710724231070932
ACH-000017,-1.0064290140841488
ACH-000018,-0.9392014313119732
ACH-000019,-0.6151583350081838
ACH-000021,-0.7345346159399215
ACH-000022,-0.3917118607403948
ACH-000025,-0.4781901817232098
ACH-000028,-0.7139627572994663
ACH-000030,-0.5689236609371756
ACH-000035,-0.8760556288709036
ACH-000036,-0.8399885429129236
ACH-000037,-0.5835688939741617
ACH-000039,-0.7721850472374858
ACH-000040,-0.7629161674688031
ACH-000041,-0.38525926387173137
ACH-000042,-0.3886486492505796
ACH-000045,-0.9437383385238172
ACH-000047,-0.8105644728636932
ACH-000052,-0.453148521672749
ACH-000053,-1.0797164463147186
ACH-000054,-0.3447885013661151
ACH-000055,-0.41814011014830027
ACH-000060,-0.7399727365552689
ACH-000067,-0.5726408322347303
ACH-000070,-0.615047357279817
ACH-000075,-0.478006790981912
ACH-000078,-0.4626340400788828
ACH-000082,-1.0415269526947757
ACH-000085,-1.0481747769920833
ACH-000086,-0.8544941699399731
ACH-000087,-0.784955794606619
ACH-000092,-0.4993790820811896
ACH-000095,-0.19746465989365966
ACH-000097,-0.21002639910660115
ACH-000098,-0.8572796244557276
ACH-000099,-0.32614343609426666
ACH-000108,-0.8542149277148151
ACH-000113,-0.6942761538607483
ACH-000116,-0.27507121692567915
ACH-000118,-0.7088367825659275
ACH-000120,-0.4126210790064372
ACH-000123,-0.6628748863429843
ACH-000127,-1.1106631961690645
ACH-000128,-0.6430901436573002
ACH-000132,-0.5251843050010239
ACH-000133,-0.4240030159494002
ACH-000137,-0.7502410931509989
ACH-000138,-0.680489876014281
ACH-000142,-0.8959407491927137
ACH-000143,-0.5044000324930026
ACH-000146,-0.5685349518937564
ACH-000148,-0.6079679498756979
ACH-000150,-0.5571077809182725
ACH-000152,-0.416947332879166
ACH-000153,-0.6847933485880614
ACH-000159,-0.6840914009550637
ACH-000160,-0.3583343481041178
ACH-000163,-0.14204963475814805
ACH-000167,-0.689795078336641
ACH-000168,-0.4382883921517015
ACH-000169,-0.8097590243210725
ACH-000178,-0.7863048476893884
ACH-000183,-1.039093052437697
ACH-000188,-0.7124657515799327
ACH-000189,-0.6362944537646036
ACH-000190,-0.8304042971142079
ACH-000198,-0.8431648302033841
ACH-000203,-0.5517159804325249
ACH-000204,-0.4740214459847018
ACH-000206,-1.0183492497883315
ACH-000207,-0.6437417645401999
ACH-000208,-0.7182843571610947
ACH-000210,-0.37017494124292266
ACH-000211,-0.7267588084136836
ACH-000215,-0.8949805490895641
ACH-000221,-0.8714372880692827
ACH-000222,-0.6588205554337973
