,PLA2G12B (84647)
ACH-000004,-0.039397089286066486
ACH-000005,-0.08392133156029445
ACH-000007,-0.1089084922464246
ACH-000009,-0.045196199644914566
ACH-000011,-0.09524620713179584
ACH-000012,-0.21234115257779806
ACH-000013,-0.05029351424909973
ACH-000014,-0.09293519121266207
ACH-000015,-0.16925778152125467
ACH-000017,-0.0921117493317066
ACH-000018,-0.044728436734937135
ACH-000019,0.05067324664521016
ACH-000021,-0.04091318825759745
ACH-000022,-0.0466317429668251
ACH-000025,-0.10066099355285453
ACH-000028,-0.10209235540207603
ACH-000030,-0.2875922198666219
ACH-000035,-0.11359787804190476
ACH-000036,-0.013272186638638052
ACH-000037,0.015495835236646676
ACH-000039,-0.02863078539416225
ACH-000040,-0.1148711100241865
ACH-000041,-7.681957206273136e-05
ACH-000042,-0.07171805109056271
ACH-000045,0.04015474293705501
ACH-000047,-0.06547319430590079
ACH-000052,0.03087814897550328
ACH-000053,-0.08401331010996728
ACH-000054,0.0010331280424085091
ACH-000055,-0.10871230146483
ACH-000060,-0.1727796881810268
ACH-000067,-0.13731490237499142
ACH-000070,-0.07613367898013773
ACH-000075,-0.0862041773928824
ACH-000078,0.02841549836532705
ACH-000082,0.0036760132597984893
ACH-000085,-0.11779212609879255
ACH-000086,-0.2660390833019665
ACH-000087,-0.23085115254628225
ACH-000092,0.05464248303460352
ACH-000095,0.0065123588377213396
ACH-000097,0.012143838288643348
ACH-000098,-0.002747500354009669
ACH-000099,-0.0803778350965241
ACH-000108,0.035977513855866346
ACH-000113,0.031035032740380306
ACH-000116,-0.12582437506558838
ACH-000118,-0.1994799650512058
ACH-000120,0.12494955481356115
ACH-000123,-0.2257580265749532
ACH-000127,-0.06507980285653706
ACH-000128,-0.09512274154847873
ACH-000132,-0.011640497636745809
ACH-000133,-0.2392097376437405
ACH-000137,-0.025530589227273224
ACH-000138,-0.042275166202798815
ACH-000142,-0.13629397237860566
ACH-000143,-0.2027354107985456
ACH-000146,-0.049231854600767816
ACH-000148,-0.128521440745568
ACH-000150,-0.0461605304652162
ACH-000152,-0.15120615139559326
ACH-000153,-0.041978733449694716
ACH-000159,0.014589114321212628
ACH-000160,-0.10560045427086677
ACH-000163,0.13345283040132022
ACH-000167,0.048971425099246166
ACH-000168,-0.06660690447470488
ACH-000169,-0.08487251545141412
ACH-000178,0.05335455241548722
ACH-000183,0.0931581212456401
ACH-000188,-0.06801455667243493
ACH-000189,-0.14535710675191024
ACH-000190,0.06445567090426597
ACH-000198,-0.010887433910619632
ACH-000203,0.3310858704358364
ACH-000204,0.027298698016167657
ACH-000206,0.2232308598003777
ACH-000207,-0.11555239180501375
ACH-000208,-0.2894359963238858
ACH-000210,-0.11364670246092673
ACH-000211,-0.005873567596666586
ACH-000215,0.010770502548248935
ACH-000221,-0.03639094227834516
ACH-000222,0.12561655215487172
ACH-000223,-0.06336698078350324
ACH-000226,-0.14611929593435696
ACH-000227,-0.10326856734247904
ACH-000228,-0.08185265872624037
ACH-000231,-0.009717326822471058
ACH-000232,-0.055809335349167814
ACH-000233,0.00011186906077123357
ACH-000234,-0.043960155548134115
ACH-000235,0.0009618947704968887
ACH-000237,-0.039952901496616136
ACH-000238,0.006903966587250854
ACH-000242,-0.1213806384696738
ACH-000243,-0.09085600468700684
ACH-000244,-0.012656028057036956
ACH-000246,0.004449765414038707
ACH-000248,0.07865585598156
ACH-000250,0.016015583891965245
ACH-000251,-0.1797523368088458
ACH-000252,-0.08180112430741829
ACH-000253,-0.09725314578153936
ACH-000255,-0.3609683288765985
ACH-000256,-0.06210318572900804
ACH-000257,0.0006524508773656949
ACH-000258,-0.07203020827619085
ACH-000259,-0.08728690590359653
ACH-000260,-0.01500396822129311
ACH-000261,-0.018510231565686826
ACH-000262,-0.10552227099391917
ACH-000263,0.007757146761441644
ACH-000264,-0.054835329233973065
