,YARS2 (51067)
ACH-000004,-0.9868476827782552
ACH-000005,-0.9270257372925781
ACH-000007,-1.2755723966388313
ACH-000009,-0.9968101762270508
ACH-000011,-1.0003841493055297
ACH-000012,-0.9825709783585
ACH-000013,-1.0204638731052802
ACH-000014,-1.14045268552535
ACH-000015,-1.308559524214071
ACH-000017,-0.8536276553340222
ACH-000018,-1.1769903990518482
ACH-000019,-1.099829325578881
ACH-000021,-1.177832128696248
ACH-000022,-1.487308744746465
ACH-000025,-1.1534545140259682
ACH-000028,-1.0255067829235256
ACH-000030,-1.1782607912122047
ACH-000035,-1.2462133344676358
ACH-000036,-0.7944406646023221
ACH-000037,-0.7447824989147201
ACH-000039,-1.165426081701937
ACH-000040,-0.795688970762029
ACH-000041,-1.177656384973532
ACH-000042,-1.1116393468073298
ACH-000045,-0.9786107837343028
ACH-000047,-1.2371794662609537
ACH-000052,-0.9548059889051904
ACH-000053,-0.9996610374422812
ACH-000054,-1.2328656444866342
ACH-000055,-0.8807429581246535
ACH-000060,-1.1239959103911974
ACH-000067,-1.1019082453274671
ACH-000070,-1.031691947915926
ACH-000075,-0.926295206294494
ACH-000078,-1.1799050648449196
ACH-000082,-1.0995962094273692
ACH-000085,-1.0356726972646468
ACH-000086,-1.238986490344018
ACH-000087,-1.232496403429636
ACH-000092,-0.9738337022194442
ACH-000095,-0.7875484679306736
ACH-000097,-1.006856673734052
ACH-000098,-1.00584939799887
ACH-000099,-0.9933394803242276
ACH-000108,-0.9177713497389632
ACH-000113,-1.1301361014309441
ACH-000116,-1.3760378980533152
ACH-000118,-1.2024037642643266
ACH-000120,-0.9373656056724958
ACH-000123,-1.039336892230159
ACH-000127,-1.3002218118180326
ACH-000128,-1.122858483282819
ACH-000132,-1.1024866839678973
ACH-000133,-1.0702878119695192
ACH-000137,-0.7887523522052319
ACH-000138,-1.208518757650064
ACH-000142,-1.0784719738709252
ACH-000143,-1.2233706909193791
ACH-000146,-1.2760142663022032
ACH-000148,-1.0912928091179113
ACH-000150,-1.268704744597196
ACH-000152,-1.2440287839940334
ACH-000153,-1.496344810544084
ACH-000159,-0.8868384132361272
ACH-000160,-1.3075877056051683
ACH-000163,-1.0099421105272859
ACH-000167,-1.0564988696579956
ACH-000168,-1.1686022685655617
ACH-000169,-1.1988507723505617
ACH-000178,-1.1676332042622883
ACH-000183,-1.1383450174508136
ACH-000188,-1.005213928486139
ACH-000189,-1.2370157624393283
ACH-000190,-1.649323459655768
ACH-000198,-1.0781569951752408
ACH-000203,-0.7227732760853606
ACH-000204,-0.9761081335977604
ACH-000206,-1.4965160709250849
ACH-000207,-1.1425739222767994
ACH-000208,-1.0236919916155138
ACH-000210,-1.206610087273876
ACH-000211,-1.0551846161621967
ACH-000215,-1.1224120623332559
ACH-000221,-1.4193975844035172
ACH-000222,-1.2757355358374378
ACH-000223,-0.9576360215526164
ACH-000226,-1.1922979726574718
ACH-000227,-0.9078997939700808
ACH-000228,-0.9008096560475422
ACH-000231,-1.1600764047324943
ACH-000232,-1.2479854513503703
ACH-000233,-1.204074196111074
ACH-000234,-0.772856436350306
ACH-000235,-1.1030678755550811
ACH-000237,-0.6175751703466051
ACH-000238,-1.3399423340087504
ACH-000242,-1.4783552381434268
ACH-000243,-1.060407928120399
ACH-000244,-1.006099668854429
ACH-000246,-1.2375379672263205
ACH-000248,-1.4428507549581693
ACH-000250,-0.8671973436400978
ACH-000251,-1.463445448638402
ACH-000252,-1.1873294699907
ACH-000253,-1.157745949332334
ACH-000255,-1.125181355089296
ACH-000256,-1.1560706223359456
ACH-000257,-1.1939168902808386
ACH-000258,-1.085110140076152
ACH-000259,-1.3647322622554148
ACH-000260,-0.8710502121514652
ACH-000261,-1.0594594121933532
ACH-000262,-0.9521610869353316
ACH-000263,-1.4245837820192653
ACH-000264,-0.9077793177428516
ACH-000265,-1.1600438501597743
ACH-000266,-0.9884951874880268
ACH-000272,-1.0775934621132328
ACH-000274,-1.081599608382509
ACH-000277,-1.0810507590195375
