,SIL1 (64374)
ACH-000004,-0.034821550588075345
ACH-000005,-0.03330790039261422
ACH-000007,-0.02732406167715295
ACH-000009,-0.05002469447097119
ACH-000011,-0.02572247598268584
ACH-000012,-0.0571363153503304
ACH-000013,-0.01604693501790236
ACH-000014,0.10035392028800294
ACH-000015,-0.06457913221582841
ACH-000017,0.0012363497140504835
ACH-000018,-0.22147455570434887
ACH-000019,-0.1623550085379945
ACH-000021,-0.04139442401932683
ACH-000022,-0.03092663598563415
ACH-000025,0.08735278172494146
ACH-000028,0.02283845868150677
ACH-000030,0.04392720294759822
ACH-000035,-0.048519219786425385
ACH-000036,-0.008458189643729361
ACH-000037,-0.023229134396745413
ACH-000039,-0.14464574161590996
ACH-000040,0.014863579652696047
ACH-000041,0.023207627887139055
ACH-000042,0.04031592750260564
ACH-000045,-0.059198032280579314
ACH-000047,-0.048852287383284815
ACH-000052,-0.17543115248153898
ACH-000053,0.016099087648490617
ACH-000054,-0.005227048178327393
ACH-000055,0.10012339891519594
ACH-000060,0.08645579339900612
ACH-000067,-9.08616520319454e-05
ACH-000070,0.016364582698063318
ACH-000075,-0.06970902715593166
ACH-000078,0.07068244970401008
ACH-000082,0.08667666613860313
ACH-000085,0.16530802852505014
ACH-000086,0.10518610747129202
ACH-000087,0.09269260961349306
ACH-000092,0.1532699052615189
ACH-000095,-0.08000733595442734
ACH-000097,0.02157153621318653
ACH-000098,0.0004382444292022812
ACH-000099,-0.03618501811109369
ACH-000108,0.0063888833977123706
ACH-000113,-0.044251985181169365
ACH-000116,-0.0379750571018121
ACH-000118,0.040247599718079015
ACH-000120,-0.06187718677381755
ACH-000123,0.04340333146126669
ACH-000127,0.07654741264193463
ACH-000128,-0.03991735829129476
ACH-000132,-0.008248354307554127
ACH-000133,0.058290279538395134
ACH-000137,0.056821727260641865
ACH-000138,-0.050688208009353884
ACH-000142,0.018960145788905942
ACH-000143,0.03321652062203999
ACH-000146,0.017784501006108015
ACH-000148,0.07715505771803698
ACH-000150,-0.108800743619665
ACH-000152,-0.006837777043317079
ACH-000153,-0.0811538570682151
ACH-000159,0.0909261193685655
ACH-000160,0.05026798553714593
ACH-000163,0.16297524727917892
ACH-000167,0.17123110696383814
ACH-000168,-0.17840550340466305
ACH-000169,-0.062157743904235285
ACH-000178,-0.03627686369574906
ACH-000183,-0.07617263237207463
ACH-000188,0.08853872454714709
ACH-000189,0.15559159069529982
ACH-000190,0.039472141141165054
ACH-000198,-0.0316623692922671
ACH-000203,0.006594256545139405
ACH-000204,-0.014608754615731785
ACH-000206,0.27596059276808904
ACH-000207,-0.2349211815084607
ACH-000208,-0.06592683573830398
ACH-000210,-0.2551426042876194
ACH-000211,0.06274588430108058
ACH-000215,0.1163261249387081
ACH-000221,-0.08594056373110688
ACH-000222,0.09426690235578784
ACH-000223,-0.008821487984417611
ACH-000226,0.0431526999457234
ACH-000227,0.047010025933311404
ACH-000228,0.030330001286503594
ACH-000231,0.03265456776268244
ACH-000232,0.026716015067961577
ACH-000233,-0.05423869779454575
ACH-000234,-0.01069538870860775
ACH-000235,0.035724330411461364
ACH-000237,0.10336242821024927
ACH-000238,-0.031705036177040034
ACH-000242,-0.3034731776037349
ACH-000243,0.04602826343968069
ACH-000244,-0.05411521626444442
ACH-000246,-0.00023407696866890166
ACH-000248,0.00879533597999653
ACH-000250,-0.03363943917034657
ACH-000251,-0.0208542312722518
ACH-000252,0.001285633723403784
ACH-000253,0.02587128707455097
ACH-000255,-0.057974439321268716
ACH-000256,-0.002899657657417091
ACH-000257,-0.05082135726949654
ACH-000258,-0.06699012835993376
ACH-000259,0.04899511809909927
ACH-000260,0.006250028854996146
ACH-000261,0.01809444680719444
ACH-000262,-0.05535407800188306
ACH-000263,-0.17148462977250814
ACH-000264,0.013881463249271631
ACH-000265,-0.026696909673913444
ACH-000266,-0.0180349051915106
ACH-000272,-0.10395642464218627
ACH-000274,-0.021886592736890118
ACH-000277,0.040358203767290816
ACH-000278,0.03392397505439102
ACH-000279,0.05365036511544632
ACH-000280,-0.03382343789898075
ACH-000281,-0.1773978249052545
ACH-000288,0.010557159883661082
ACH-000291,-0.054870932044552435
ACH-000293,0.042599125043934385
ACH-000294,-0.13013668054139696
ACH-000295,-0.07289499102708437
ACH-000296,0.007877589188471708
ACH-000302,0.030383003333547917
ACH-000304,0.08903308246535563
ACH-000307,-0.08141099452401446
ACH-000308,0.052073281145478885
ACH-000310,0.04372779838150975
ACH-000311,0.08673452459714802
ACH-000312,0.10836449107726573
ACH-000315,0.10196274122239868
ACH-000316,0.06526090722426553
ACH-000317,0.030280245831100262
ACH-000318,0.0563050649819458
ACH-000319,-0.08671105180883784
ACH-000320,0.031074663752322214
ACH-000322,-0.05518719626714448
ACH-000323,0.0200515400905041
ACH-000324,-0.02320699417222557
ACH-000329,-0.01730793160052701
ACH-000330,0.03157372500938513
ACH-000331,-0.05541287932508192
ACH-000332,-0.02834317703855028
ACH-000334,-0.04697086087846001
ACH-000335,-0.03864298563752644
ACH-000336,-0.150232085566172
ACH-000337,0.018752389410625063
ACH-000338,0.3749044916540636
ACH-000339,0.03179492286604104
ACH-000341,-0.0069534007162658645
ACH-000348,0.006288892889144305
ACH-000350,-0.16495550695672415
ACH-000352,0.07619122427974312
ACH-000356,-0.16988491045103607
ACH-000361,-0.12961383880184515
ACH-000362,0.02844048884545548
ACH-000363,0.053618223923174176
ACH-000364,-0.002527291891467357
ACH-000365,0.00923147406933978
ACH-000366,0.03801298761826638
ACH-000368,0.027840259119487943
ACH-000374,0.040844232570192734
ACH-000375,0.2342393254323841
ACH-000376,0.025082036784283786
ACH-000381,-0.07074115731414808
ACH-000383,0.01925456807120321
ACH-000387,0.09346186259237498
ACH-000389,0.08613216895591745
ACH-000390,-0.031009364531357657
ACH-000393,-0.1300953036683833
ACH-000395,-0.08848732444318698
ACH-000396,0.19300259531075886
ACH-000397,-0.05363259040740507
ACH-000401,-0.0332423285583645
ACH-000402,0.07450284937970215
ACH-000403,-0.021625984739843673
ACH-000404,-0.03276271948974687
ACH-000406,0.019546445197237108
ACH-000407,-0.03526021874983398
ACH-000408,0.13755736741206384
ACH-000410,0.11487985906171765
ACH-000411,0.07389307899192009
ACH-000414,0.11096498571796172
ACH-000415,0.12511052068207268
ACH-000416,0.07856571709844276
ACH-000420,-0.1607224692064122
ACH-000421,0.025968382598734848
ACH-000424,0.1222269337249139
ACH-000425,0.05302724405387492
ACH-000426,0.06340991627801734
ACH-000427,0.13204461405298734
ACH-000433,0.0868810516594932
