,GMNN (51053)
ACH-000004,-0.9801429929066706
ACH-000005,-1.0597219648557628
ACH-000007,-0.4167755196128798
ACH-000009,-0.4242015073599513
ACH-000011,-0.5248139325679173
ACH-000012,-0.7549660258265111
ACH-000013,-0.5711686931160129
ACH-000014,-0.25630706195361896
ACH-000015,0.01020283357654228
ACH-000017,-0.30104374787312466
ACH-000018,-0.6483271173371801
ACH-000019,-0.343576253918037
ACH-000021,-0.5798463245361628
ACH-000022,-0.2323707797962483
ACH-000025,-0.5357501574727027
ACH-000028,-0.407806566545852
ACH-000030,-0.5272385587603149
ACH-000035,-0.2328176262808559
ACH-000036,-0.442482757053438
ACH-000037,-0.19591023102362168
ACH-000039,-0.3503405884057052
ACH-000040,-0.2649660143325514
ACH-000041,-0.3030046695572968
ACH-000042,-0.7505567080155942
ACH-000045,-0.5196201577536943
ACH-000047,-0.5170482962152109
ACH-000052,-0.3729839628796787
ACH-000053,-0.4078800408426171
ACH-000054,-0.4713135145561314
ACH-000055,-0.6078473672915143
ACH-000060,-0.5618161629821404
ACH-000067,-0.7141741281115789
ACH-000070,-0.2267715105710285
ACH-000075,-0.2439751304588705
ACH-000078,-0.2363683812368412
ACH-000082,-0.7164402871332621
ACH-000085,-0.7661873727425488
ACH-000086,-0.21933688283620076
ACH-000087,-0.3859123466121281
ACH-000092,-0.6575253617778855
ACH-000095,-0.21197674672998365
ACH-000097,-0.5776306793094813
ACH-000098,-0.3048886758949546
ACH-000099,0.0010030376856701782
ACH-000108,-0.5167776384473408
ACH-000113,-0.2312214499640641
ACH-000116,-0.7832284945301144
ACH-000118,-0.777889684379102
ACH-000120,0.049509082564906735
ACH-000123,-0.42469483469857
ACH-000127,-0.4306214441217226
ACH-000128,-0.4341076739486965
ACH-000132,-0.6680621892627415
ACH-000133,-0.6687552687944069
ACH-000137,-0.6198813048256546
ACH-000138,-0.3317907698358485
ACH-000142,-0.5627398957551301
ACH-000143,-0.3960806314591745
ACH-000146,-1.2436017393287098
ACH-000148,-0.4464073127112851
ACH-000150,-0.3321722314549341
ACH-000152,-0.16120824640346634
ACH-000153,-0.7813127227617297
ACH-000159,-0.03559220624732822
ACH-000160,-1.0712820444189821
ACH-000163,-0.2949212485290148
ACH-000167,-0.4166637016686416
ACH-000168,-0.3183849229279502
ACH-000169,-0.4963068144546002
ACH-000178,-0.5057759046458196
ACH-000183,-0.5599095537586716
ACH-000188,-0.25463784620655805
ACH-000189,-0.5353684801697581
ACH-000190,-0.4659071398885986
ACH-000198,-0.34463718322274417
ACH-000203,-0.4678980219726274
ACH-000204,-0.4147615859954491
ACH-000206,-0.5178208987337184
ACH-000207,-0.4890860459247823
ACH-000208,-0.3628653820235913
ACH-000210,-0.3458766959574083
ACH-000211,-0.3049960986679359
ACH-000215,-0.061275710102537274
ACH-000221,-0.636558376643437
ACH-000222,-0.4674791268887272
ACH-000223,-0.6005554358588103
ACH-000226,-0.1855885820778361
ACH-000227,-0.10273915110651233
ACH-000228,-0.7569145145130349
ACH-000231,-0.2807051183188949
ACH-000232,-0.5802793716254077
ACH-000233,-0.2883611250952015
ACH-000234,-0.486035517830808
ACH-000235,-0.09246947201428284
ACH-000237,-0.6133296165689502
ACH-000238,-0.19281952336961986
ACH-000242,-0.15249788908020695
ACH-000243,-0.4574113241804361
ACH-000244,-0.44717619894929417
ACH-000246,-0.6374779680421818
ACH-000248,-0.2731751808811358
ACH-000250,-0.20751415891001213
ACH-000251,-0.8407058912412981
ACH-000252,-0.3477939143767371
ACH-000253,-0.431166205246265
ACH-000255,-0.482764776362114
ACH-000256,-0.2578106041018556
ACH-000257,-0.4770792962473149
ACH-000258,-0.14473100346951592
ACH-000259,-0.01872498607545658
ACH-000260,-0.0631043185024117
ACH-000261,-0.3784944070593933
ACH-000262,-0.4290760900671157
ACH-000263,-0.16612302100116882
ACH-000264,-0.2840950608160803
ACH-000265,-0.3577274596207181
ACH-000266,-0.6971981907684854
ACH-000272,-0.3512922182531965
ACH-000274,-0.02998659651712688
ACH-000277,-0.33407036090975395
ACH-000278,-0.3628223175428209
ACH-000279,-0.24222856053295636
ACH-000280,-0.5135054034550137
ACH-000281,-0.31128505635813697
ACH-000288,-0.1964709745498405
ACH-000291,0.020185135298499652
ACH-000293,-0.3208926963972472
ACH-000294,-0.268930482308788
ACH-000295,-0.39433697649120597
ACH-000296,-0.4463732991863735
ACH-000302,-0.3278105920316077
ACH-000304,-0.3379798830378526
ACH-000307,-0.5634533551290073
ACH-000308,-0.7317710810368011
ACH-000310,-0.10896014502972727
ACH-000311,-0.4767900667627742
ACH-000312,-0.16308775346107096
ACH-000315,-0.250386663461365
ACH-000316,-0.5466056292571319
ACH-000317,-0.19515014757590848
ACH-000318,-0.4656793833850959
ACH-000319,-0.19538355028229915
ACH-000320,-0.3682077240189828
ACH-000322,-0.3905822447494726
ACH-000323,-0.15310919540788834
ACH-000324,-0.39866152520896825
ACH-000329,-0.6754676003224585
ACH-000330,-0.4688337216489975
ACH-000331,-0.6810733505449035
ACH-000332,-0.6179910336857116
ACH-000334,-0.6697084922772399
ACH-000335,-0.2612232985019173
ACH-000336,-0.1534711787447319
ACH-000337,-0.5790774700035782
ACH-000338,-0.3792412151732715
ACH-000339,-0.3678260737782245
ACH-000341,-0.2513298593786278
ACH-000348,-0.3146244712107418
ACH-000350,-0.4519314764144629
ACH-000352,-0.5421297648363136
ACH-000356,-0.5910649756716793
ACH-000361,-0.13626997218817455
ACH-000362,-0.4210979420534045
ACH-000363,-0.1826360263859309
ACH-000364,-0.8763638352374692
ACH-000365,-0.6074653020760408
ACH-000366,-0.09021534898404623
ACH-000368,-0.3864032001579016
ACH-000374,-0.7141130605189704
ACH-000375,-0.31352336425504385
ACH-000376,-0.5400750974908111
ACH-000381,-0.3653242904482075
ACH-000383,-0.3142824025659886
ACH-000387,-0.6446832845548426
ACH-000389,-0.4894881561872043
ACH-000390,-0.3691477609433017
ACH-000393,-0.3216932955615792
ACH-000395,-0.407914693697372
ACH-000396,-0.8771933307438162
ACH-000397,-0.11428064727577215
ACH-000401,-0.3190843806338379
ACH-000402,-0.4699967264337687
ACH-000403,-0.8633385968054008
ACH-000404,-0.4535908614718236
ACH-000406,-0.11281896645141748
ACH-000407,-0.24263794929422985
ACH-000408,-0.6606189248404283
ACH-000410,-0.4937009673003922
ACH-000411,-0.6979199413463789
ACH-000414,-0.0874529302599055
ACH-000415,-0.612693476776376
ACH-000416,-0.7554991840857365
ACH-000420,-0.6549564980315479
ACH-000421,-0.7947197572718756
ACH-000424,-0.4467637612461463
ACH-000425,-0.31656855596928873
ACH-000426,-0.9334005691954208
ACH-000427,-1.105451289869375
ACH-000433,-0.7170917917970359
ACH-000435,-0.6149826045707534
ACH-000436,-0.2406990542176538
ACH-000444,-0.5936895785314765
ACH-000445,-0.5473944625133588
ACH-000448,-0.3873358723057161
ACH-000450,-0.531436285839001
ACH-000452,-0.7328906748683309
ACH-000454,-0.3359270089507666
ACH-000458,-0.4993495791847857
ACH-000459,-0.27303756152304703
ACH-000460,-0.4964557487814431
ACH-000461,-0.36559905075014293
ACH-000463,-0.5366406369179121
ACH-000464,-0.2839972684380385
ACH-000466,-0.7326146489048676
ACH-000467,-0.2367400921322116
ACH-000468,-0.5890097066247707
ACH-000469,-0.08414975128209225
ACH-000470,-0.7620829640981048
ACH-000471,-0.3597501006262571
ACH-000472,0.023572745447087668
ACH-000473,-0.5767766206750401
ACH-000475,-0.12135143738797165
ACH-000476,-0.5062079072073157
ACH-000477,-0.12272264504493308
ACH-000479,-0.584264626956761
ACH-000480,-0.06589723507389003
ACH-000481,-0.9006540476366601
ACH-000483,-0.2536663176560465
ACH-000484,-0.7920113448078846
ACH-000485,-0.716123843203528
ACH-000486,-0.030886083142090664
ACH-000487,-0.7190288663219394
ACH-000488,-0.6444299292319233
ACH-000490,-0.3427124202113317
ACH-000491,-0.4637047819727123
ACH-000495,-0.1903211695863188
ACH-000496,-0.4372563466323353
ACH-000499,-0.011031904638532992
ACH-000500,-0.6646125622823195
ACH-000502,-0.5898711688626733
ACH-000503,-0.36545782111613934
ACH-000505,-0.4910688617244232
ACH-000507,-0.1771859043134509
ACH-000510,-0.4601385877763237
ACH-000511,-0.4122739816442925
ACH-000512,-0.3912739936398668
ACH-000516,-0.2727656906395846
ACH-000517,-0.8160100697789702
ACH-000518,-0.6542924566069898
ACH-000520,-0.5872238402597796
ACH-000521,-0.6439211890509128
ACH-000522,-0.6100095851918885
ACH-000524,-0.6084016632859627
ACH-000527,-0.8746384625898378
ACH-000528,-0.5067909918463395
ACH-000537,-0.4731930788644068
ACH-000541,-0.967068287555844
ACH-000542,-0.37155263098607694
ACH-000544,-0.5458360087982251
ACH-000545,-0.3904495125929336
ACH-000547,-0.6666681365925796
ACH-000548,-0.2343610816181151
ACH-000549,-0.5973957217077467
ACH-000550,-0.27788548256074075
ACH-000552,-0.2064826692733848
ACH-000556,-0.2550960011367712
ACH-000557,-0.008612083524851145
ACH-000569,-0.17594954779719313
ACH-000570,-0.456710355480455
ACH-000571,-0.30974242284048265
ACH-000573,-0.8209850834448338
ACH-000576,-0.440110291082692
ACH-000579,-0.239865417196598
ACH-000580,-0.4926737701074727
ACH-000584,-0.6503359573438211
ACH-000585,-0.5911356895338059
ACH-000588,-0.5292281573634812
ACH-000589,-0.8711572183478893
ACH-000591,-0.2766000663248375
ACH-000593,-0.2536560691743825
ACH-000600,-0.17421501519353466
ACH-000601,-0.3853902918784991
ACH-000605,-0.7180484408473782
ACH-000606,-0.6879570143234981
ACH-000608,-0.204630906999062
ACH-000614,-0.09827761782626092
ACH-000616,-0.5855869878953636
ACH-000618,-0.8945726443178139
ACH-000619,-0.7791507307974119
ACH-000620,-0.25314223834729743
ACH-000621,-0.2092960575573824
ACH-000622,-0.43832837332919417
ACH-000623,-0.2542216880407112
ACH-000624,-0.6360809113260213
ACH-000627,-0.6440412905971731
ACH-000630,-0.6883714682981247
ACH-000631,-0.3544109460934622
ACH-000632,-0.3011619323416302
ACH-000633,-0.2988010660830199
ACH-000637,-0.8066646209776526
ACH-000638,-0.4680866888469557
ACH-000646,-0.6500211499394555
ACH-000647,-0.19165992682019267
ACH-000648,-0.5044686244033927
ACH-000649,-0.5000255113063031
ACH-000651,-0.3385382733991478
ACH-000652,-0.6375512358004944
ACH-000653,-0.6858058390047808
ACH-000657,-0.42232254111077067
ACH-000658,-0.36965480472389184
ACH-000661,-0.30488426615936703
ACH-000662,-0.6264840820718921
ACH-000663,-0.2740019104476549
ACH-000665,-0.3784619567513927
ACH-000671,-0.6394898942461098
ACH-000672,-0.4986738591630206
ACH-000673,-0.6419004355881943
ACH-000676,-0.2177807388431884
ACH-000677,-0.6837754895684489
ACH-000681,-0.15377076363800987
ACH-000683,-0.42155710412041
ACH-000684,-0.13963182373343255
ACH-000688,-0.18467258584711474
ACH-000693,-0.5756096975096039
ACH-000694,-0.7990238133209481
ACH-000695,-0.263810377746884
ACH-000696,-0.5749950535162889
ACH-000697,-0.3015651546175238
ACH-000699,-1.0261395631893035
ACH-000701,-0.8861346253867871
ACH-000706,-0.3727536548079367
ACH-000711,-0.5501420423597227
ACH-000713,-0.38444041292667214
ACH-000714,-0.4853147605132882
ACH-000718,-0.8299720122270091
ACH-000720,-0.33344596538154275
ACH-000721,-0.5430191473623454
ACH-000724,-0.44794617646885454
ACH-000725,-0.2564436253505767
ACH-000732,-0.7062134735024939
ACH-000734,-0.1352772325673127
ACH-000735,-0.2532379582894509
ACH-000736,-0.42342317175983296
ACH-000738,-0.6769253475176323
ACH-000746,-0.1151128630624511
ACH-000747,-0.5340020249654921
ACH-000748,-0.4396886305368653
ACH-000753,-0.522739880133146
ACH-000756,-0.22261435887197664
ACH-000757,-0.30339186489743303
ACH-000758,-0.7306413225701561
ACH-000760,-0.3471255850868504
ACH-000762,-0.058876552995863515
ACH-000763,-0.485571011166699
ACH-000764,-0.7366537961507609
ACH-000765,-0.3207172233214796
ACH-000766,-0.6176564695576935
ACH-000767,-0.5450683474588679
ACH-000768,-0.33935293607465783
ACH-000769,-0.5000363739020547
ACH-000770,-0.18308285146202824
ACH-000771,-0.5906242486511043
ACH-000773,-0.2106848322365353
ACH-000776,-0.5794081913414707
ACH-000777,-0.6466039018384665
ACH-000778,-0.2529485132431913
ACH-000781,-0.8684139150955452
ACH-000782,0.024814232804909277
ACH-000783,-0.6576998230866821
ACH-000784,-0.14698695898063624
ACH-000785,-0.9066533819604272
ACH-000787,-0.6098236178725079
ACH-000788,-0.4724819431648139
ACH-000791,-0.4875341917126533
ACH-000792,-0.8905347711229037
ACH-000794,-0.2517200785366437
ACH-000796,-0.8250406673961531
ACH-000798,-0.3040261693514096
ACH-000799,-0.09316132578987113
ACH-000800,-0.36066785124612
ACH-000802,-0.6267283609276187
ACH-000804,-0.1952559742158025
ACH-000805,-0.14488161239476924
ACH-000809,-0.3238938596911788
ACH-000810,-0.1421793246160115
ACH-000811,-0.5885671689092995
ACH-000817,-0.4361644073794741
ACH-000819,-0.7203492425543492
ACH-000820,-0.9977792331096068
ACH-000821,-0.44504445295319056
ACH-000822,-0.18340141092594556
ACH-000823,-0.545805720000441
ACH-000824,-0.4858290013968969
ACH-000827,-0.5644348271967474
ACH-000829,-0.3023538815069817
ACH-000831,-0.7960958070929761
ACH-000832,-0.4177200303156767
ACH-000833,-0.3569473522419145
ACH-000834,-0.3711774507136459
ACH-000835,-0.6832967823774981
ACH-000836,-0.5075109240134693
ACH-000837,-0.6257335569498939
ACH-000838,-0.6988489286399435
ACH-000839,-0.3436520485562681
ACH-000840,-0.4647244528689126
ACH-000841,-0.6463472431736239
ACH-000843,-0.5702217220202894
ACH-000846,-0.541967771566594
ACH-000847,-0.5912253155317583
ACH-000848,-0.4572634107640721
ACH-000849,-0.07565980978888515
ACH-000851,-0.3353590667092753
ACH-000855,-0.3131681140074346
ACH-000856,-0.4448190345421425
ACH-000858,-0.39876919733290506
ACH-000859,-0.6941382499830787
ACH-000861,-0.5804729792433135
ACH-000862,-0.15980570005905462
ACH-000865,-0.8231889902303318
ACH-000866,-0.25435376492561984
ACH-000867,-0.5868851271992075
ACH-000869,-0.8397167871691433
ACH-000872,-0.5042782935496767
ACH-000873,-0.5144722693076832
ACH-000876,-0.4028957282325376
ACH-000878,-0.5418241898112893
ACH-000880,-0.7938196971281555
ACH-000881,-0.2428021734308189
