,LAG3 (3902)
ACH-000004,-0.16908884310864758
ACH-000005,-0.19914920776655987
ACH-000007,0.03498081348464587
ACH-000009,-0.05387331472700714
ACH-000011,-0.032130338577931815
ACH-000012,0.0804052487061896
ACH-000013,0.09265799344408353
ACH-000014,0.00029247646666152345
ACH-000015,0.004071541658766301
ACH-000017,-0.01720698757277606
ACH-000018,-0.16681898881478954
ACH-000019,-0.06561654289717574
ACH-000021,-0.02807242923726588
ACH-000022,-0.07484834263166873
ACH-000025,-0.07427305924646661
ACH-000028,0.1440307745451865
ACH-000030,0.046501515077697904
ACH-000035,0.033626708654319645
ACH-000036,-0.03657187898824223
ACH-000037,-0.025949316071414208
ACH-000039,0.3056487629205106
ACH-000040,0.01496440005953331
ACH-000041,0.007701564256058787
ACH-000042,0.004045698487993799
ACH-000045,-0.08427736351816252
ACH-000047,0.011012821288400663
ACH-000052,0.2837561168412249
ACH-000053,0.0003515524721787438
ACH-000054,-0.09174599596072867
ACH-000055,0.12736021290226834
ACH-000060,-0.04687261563913839
ACH-000067,-0.04850979112248785
ACH-000070,-0.2687236646553149
ACH-000075,0.09571415451750856
ACH-000078,0.03821787349542005
ACH-000082,0.03962884177300752
ACH-000085,0.2618871489554913
ACH-000086,0.00290820853633349
ACH-000087,0.17695520767766
ACH-000092,-0.0407659690176515
ACH-000095,-0.07478127635101961
ACH-000097,0.008041888837032338
ACH-000098,-0.012895460662671191
ACH-000099,0.09693217927773272
ACH-000108,-0.19840664497675856
ACH-000113,-0.09987116543494534
ACH-000116,-0.015287365518020825
ACH-000118,-0.05522388964452337
ACH-000120,-0.09378943714987267
ACH-000123,-0.15550398444873706
ACH-000127,0.025169619809202192
ACH-000128,-0.17024273251634714
ACH-000132,0.20815538354352625
ACH-000133,0.14564471784715602
ACH-000137,0.050514184535151135
ACH-000138,-0.12778556595001234
ACH-000142,0.06023688611650989
ACH-000143,0.025008896723388137
ACH-000146,0.017179791581841772
ACH-000148,-0.018558493557430684
ACH-000150,0.08578279817145956
ACH-000152,0.07744610908115268
ACH-000153,-0.1259578651758113
ACH-000159,0.03106507243173392
ACH-000160,-0.057085041804641676
ACH-000163,-0.11995530049029175
ACH-000167,-0.1871066171703508
ACH-000168,0.29208068470512266
ACH-000169,-0.09663176354995237
ACH-000178,0.09528786387189912
ACH-000183,0.026212765306657174
ACH-000188,0.0087294759417661
ACH-000189,-0.032400790170602184
ACH-000190,0.13157876966711385
ACH-000198,-0.10169554652191748
ACH-000203,-0.15075590704664024
ACH-000204,0.029189285631840086
ACH-000206,0.12833184307614104
ACH-000207,-0.1042620242255592
ACH-000208,-0.14169057226347653
ACH-000210,0.2236644706144045
ACH-000211,-0.01227928330486796
ACH-000215,0.03875724108486908
ACH-000221,-0.00871651713822179
ACH-000222,-0.07054517939193836
ACH-000223,-0.08015755311229486
ACH-000226,0.05003105316021293
ACH-000227,0.012443361446764216
ACH-000228,-0.2855699937494761
ACH-000231,0.08850320041494979
ACH-000232,-0.1051050577619913
ACH-000233,-0.07024388478800032
ACH-000234,0.016390574253075395
ACH-000235,0.005644272837166246
ACH-000237,0.024340012367882743
ACH-000238,-0.08900241929400651
ACH-000242,-0.17596605037265806
ACH-000243,0.0601786584895006
ACH-000244,-0.15567117887123075
ACH-000246,-0.02236669763158536
ACH-000248,0.06438591314193744
ACH-000250,0.015622883765303547
ACH-000251,0.08571096917422033
ACH-000252,-0.3265010971431305
ACH-000253,0.04284255020918442
ACH-000255,-0.04444923397006301
ACH-000256,-0.16655661853450682
