,COPB2 (9276)
ACH-000004,-1.325757110653029
ACH-000005,-1.4028731944054889
ACH-000007,-1.3523064948681949
ACH-000009,-1.3623699321256721
ACH-000011,-0.9835037734259529
ACH-000012,-1.3995395615030546
ACH-000013,-1.1078700381219238
ACH-000014,-1.185905200272428
ACH-000015,-1.1135442731151732
ACH-000017,-1.0280447864682123
ACH-000018,-1.2438154661326015
ACH-000019,-1.3232840421768228
ACH-000021,-1.2030786711479022
ACH-000022,-1.2702076667526332
ACH-000025,-1.3171892885710428
ACH-000028,-1.1297132559345722
ACH-000030,-1.0320919501287171
ACH-000035,-1.0451652298498242
ACH-000036,-1.2743105343290635
ACH-000037,-0.9393191463177042
ACH-000039,-1.1260367440564552
ACH-000040,-0.9437259831897636
ACH-000041,-1.2955051114087024
ACH-000042,-1.0854393869053909
ACH-000045,-1.3288441270585631
ACH-000047,-1.2944197979576677
ACH-000052,-1.1864904900014412
ACH-000053,-1.1996380917150604
ACH-000054,-1.0729924226925562
ACH-000055,-1.1352471892262983
ACH-000060,-1.1112507400843297
ACH-000067,-1.3042244555916045
ACH-000070,-1.4090728056458537
ACH-000075,-1.2992064437138464
ACH-000078,-1.218162771129651
ACH-000082,-1.363393571843048
ACH-000085,-1.2467053105497132
ACH-000086,-1.0943171258264668
ACH-000087,-1.2478418752849758
ACH-000092,-1.2915256142853626
ACH-000095,-1.297951791335614
ACH-000097,-1.2558891637292802
ACH-000098,-1.294735383601836
ACH-000099,-1.1649750651764874
ACH-000108,-1.1716485370871257
ACH-000113,-1.2555990539431356
ACH-000116,-1.0352378386453125
ACH-000118,-1.1672633166085626
ACH-000120,-1.1942159631230342
ACH-000123,-1.055282215544502
ACH-000127,-1.3237240452652692
ACH-000128,-1.0935870583260383
ACH-000132,-1.2925187769527418
ACH-000133,-1.1809883247295692
ACH-000137,-1.195172565473052
ACH-000138,-1.2000336853359512
ACH-000142,-1.0554372692052088
ACH-000143,-1.063800907235325
ACH-000146,-1.3499004896286797
ACH-000148,-1.1123424123457808
ACH-000150,-1.2060066764422304
ACH-000152,-1.2458150757984372
ACH-000153,-1.4668056085658616
ACH-000159,-1.4959426326057088
ACH-000160,-1.0506325303715645
ACH-000163,-1.2597433345245224
ACH-000167,-1.3676735380888425
ACH-000168,-0.971671331672494
ACH-000169,-1.2261119719707392
ACH-000178,-1.1529311994022864
ACH-000183,-1.2375090903698516
ACH-000188,-0.9144992801405024
ACH-000189,-1.1667020340012848
ACH-000190,-0.9991154072784548
ACH-000198,-1.291020383381529
ACH-000203,-0.8763089232671346
ACH-000204,-1.2493706073895692
ACH-000206,-1.1244028037043377
ACH-000207,-1.187528357900488
ACH-000208,-1.0168784684470096
ACH-000210,-1.2465037204552123
ACH-000211,-1.1766849384455005
ACH-000215,-1.2000480090515118
ACH-000221,-1.3608372368596688
ACH-000222,-1.0801096872480247
ACH-000223,-1.1923002552423274
ACH-000226,-1.09328997910288
ACH-000227,-1.2464281222774491
ACH-000228,-1.1312149164625889
ACH-000231,-1.1323403967575183
ACH-000232,-1.2812985894457318
ACH-000233,-1.352186959751671
ACH-000234,-1.1662600546864588
ACH-000235,-1.2817273831010842
ACH-000237,-1.134192123366624
ACH-000238,-1.18220349441482
ACH-000242,-1.0736430669539665
ACH-000243,-1.0246139701619632
ACH-000244,-1.0303257546739906
ACH-000246,-1.0880878999315329
ACH-000248,-1.285556014550565
ACH-000250,-1.3287150118469941
ACH-000251,-1.3111976264706589
ACH-000252,-1.339344029835788
ACH-000253,-1.4718155208051498
ACH-000255,-1.0978277493079618
ACH-000256,-1.2034261401788446
ACH-000257,-0.8695329847502677
ACH-000258,-1.4159291506531146
ACH-000259,-1.1902385430305935
ACH-000260,-1.218945479860536
ACH-000261,-1.0867788604561868
ACH-000262,-1.316830858137018
ACH-000263,-1.255478848211913
ACH-000264,-1.3774113033241784
ACH-000265,-1.0920251323797496
ACH-000266,-1.098641517936228
ACH-000272,-1.3590312268979017
ACH-000274,-1.2438410122744354
ACH-000277,-1.1946568594113722
ACH-000278,-1.1204595216499311
ACH-000279,-1.408131100269883
ACH-000280,-0.9827414319246514
ACH-000281,-1.0733652861548284
ACH-000288,-1.2095822942997714
ACH-000291,-1.17879892608782
ACH-000293,-0.9124340489107224
ACH-000294,-0.8048676482471872
ACH-000295,-1.5978365679916635
ACH-000296,-0.9907797240400854
ACH-000302,-1.2750008952151126
ACH-000304,-1.1723493312346256
ACH-000307,-1.1917940144826933
ACH-000308,-1.2377470851332062
ACH-000310,-1.3078622294588076
ACH-000311,-1.1608844838465482
ACH-000312,-1.243940882560426
ACH-000315,-1.072128091917296
ACH-000316,-1.2478862748207509
ACH-000317,-1.4843458191939432
ACH-000318,-1.1254369242483622
ACH-000319,-1.163277044440575
ACH-000320,-1.2035029543184197
ACH-000322,-1.1503273818879507
ACH-000323,-1.2724196323776922
ACH-000324,-1.2902615308612562
ACH-000329,-1.4462647867088767
ACH-000330,-1.0109283610655442
ACH-000331,-1.1312151666660144
ACH-000332,-1.1346234966095428
ACH-000334,-1.9068873583168109
ACH-000335,-1.039661217303241
ACH-000336,-1.062870462124123
ACH-000337,-1.1135107037283831
ACH-000338,-1.416880567853089
ACH-000339,-1.24751223612011
ACH-000341,-1.1266071447865866
ACH-000348,-1.2679976717158192
ACH-000350,-1.0439790057261755
ACH-000352,-1.3453989200431389
ACH-000356,-1.2470104705565326
ACH-000361,-1.2040926207111162
ACH-000362,-1.1646146586921384
ACH-000363,-1.2277695354994842
ACH-000364,-1.0444926469460551
ACH-000365,-1.337204292525089
ACH-000366,-1.1706679500428523
ACH-000368,-1.0991866626408968
ACH-000374,-1.2373396431153123
ACH-000375,-1.3372717326637027
ACH-000376,-1.4226181887967253
ACH-000381,-1.0308017911799596
ACH-000383,-1.3550886665023454
