,MTBP (27085)
ACH-000466,-0.9868306201976664
ACH-000467,-1.2355568173741414
ACH-000468,-1.2543879028043197
ACH-000469,-1.2080834000927865
ACH-000470,-1.3452162890029626
ACH-000471,-1.3473351725417693
ACH-000472,-1.394520188973363
ACH-000473,-1.3379509998610837
ACH-000475,-1.3164115516838693
ACH-000476,-1.2193251092992912
ACH-000477,-1.13370634987076
ACH-000479,-1.293498475704118
ACH-000480,-0.9160549611779112
ACH-000481,-1.4178185809877306
ACH-000483,-1.184056778267173
ACH-000484,-1.0413132352199763
ACH-000485,-1.1840870921741056
ACH-000486,-1.1386910864695308
ACH-000487,-1.1910179095915252
ACH-000488,-0.9806501085984788
ACH-000490,-0.9786161445731916
ACH-000491,-1.4940884452856604
ACH-000495,-1.214915689725551
ACH-000496,-1.2350230659445625
ACH-000499,-1.2842476199437978
ACH-000500,-1.0587551952774092
ACH-000502,-1.2521814850501924
ACH-000503,-1.0066197957650092
ACH-000505,-1.2025716722436637
ACH-000507,-1.1766062427736248
ACH-000510,-1.2524621898225827
ACH-000511,-1.3220679845001382
ACH-000512,-1.1114988250241091
ACH-000516,-1.1500044163530296
ACH-000517,-1.27748774897316
ACH-000518,-1.3260057686280788
ACH-000520,-1.1314706351679138
ACH-000521,-1.1728704908038512
ACH-000522,-1.3278032844792806
ACH-000524,-1.0551542847109048
ACH-000527,-1.1790499523476472
ACH-000528,-1.2221276849715863
ACH-000537,-1.2792179523499962
ACH-000541,-1.0586234818236877
ACH-000542,-1.1029049977244898
ACH-000544,-1.1237835422412883
ACH-000545,-1.1609840197121144
ACH-000547,-1.1964431811236638
ACH-000548,-1.0885421924031426
ACH-000549,-1.1493879184624596
ACH-000550,-1.2153037267044855
ACH-000552,-1.1233895420998306
ACH-000556,-1.1365456336302246
ACH-000557,-1.4467014507888225
ACH-000569,-1.154636610731326
ACH-000570,-1.2165296816479327
ACH-000571,-1.246999356620236
ACH-000573,-1.1983167471106149
ACH-000576,-0.9953316983031002
ACH-000579,-1.2040201851577306
ACH-000580,-1.1860189662826408
ACH-000584,-1.1770075963250413
ACH-000585,-1.4213696823554582
ACH-000588,-1.2182557404665504
ACH-000589,-1.1047555938243006
ACH-000591,-1.0848795055541582
ACH-000593,-1.1695349282442096
ACH-000600,-1.0318681536384504
ACH-000601,-1.2912518960024846
ACH-000605,-1.2301930348344965
ACH-000606,-1.0306379045606644
ACH-000608,-1.2835993341111298
ACH-000614,-1.320648595002882
ACH-000616,-1.029172012067633
ACH-000618,-1.1669015042876218
ACH-000619,-1.2232595208627721
ACH-000620,-1.2072780027464032
ACH-000621,-1.2568799534675656
ACH-000622,-1.2183626088823465
ACH-000623,-1.1660563529482149
ACH-000624,-1.1083995096209345
ACH-000627,-1.1138552715287935
ACH-000630,-1.089284471694976
ACH-000631,-1.014553238115503
ACH-000632,-1.2565130626973642
ACH-000633,-1.0253834199334213
ACH-000637,-1.0862527564296942
ACH-000638,-1.1638282885296931
ACH-000646,-1.2524784010415213
ACH-000647,-1.2714098358460773
ACH-000648,-1.2249003692055451
ACH-000649,-1.0788428770311322
ACH-000651,-1.3853458575054114
ACH-000652,-1.2305303383131103
ACH-000653,-1.2538477112468618
ACH-000657,-1.1424378828726829
ACH-000658,-1.2829127736392538
ACH-000661,-0.9810029684504148
ACH-000662,-1.344228951153965
ACH-000663,-1.098460364595298
ACH-000665,-1.1663255307226863
ACH-000671,-0.9834373279752082
ACH-000672,-1.3441290452478014
ACH-000673,-1.2272987092347187
ACH-000676,-1.3304497640926165
ACH-000677,-1.3362917355469144
ACH-000681,-1.1430365123889057
ACH-000683,-1.2387820922688164
ACH-000684,-1.107516018554572
ACH-000688,-1.605631393460207
ACH-000693,-1.2166007829086771
ACH-000694,-1.2818347346577066
ACH-000695,-1.3454043359786534
ACH-000696,-1.106608290143735
ACH-000697,-1.0773920353531878
ACH-000699,-1.0880126987344767
ACH-000701,-1.3482826689646004
ACH-000706,-1.2295594293760521
ACH-000711,-1.2216961461600364
ACH-000713,-1.2179436914628905
ACH-000714,-1.2113013974584057
ACH-000718,-1.3882867248982205
ACH-000720,-1.0679305465681137
ACH-000721,-1.1352072033215703
ACH-000724,-1.0824970603421993
ACH-000725,-1.3437296565605514
ACH-000732,-1.1467264209747332
ACH-000734,-1.1460775058650012
ACH-000735,-1.2671436289034552
ACH-000736,-1.0405219747090109
ACH-000738,-1.1943380872536338
ACH-000746,-1.3515389019220578
ACH-000747,-1.2736515133280106
ACH-000748,-1.2553851933336584
ACH-000753,-1.3037006866048206
ACH-000756,-1.1184192390193721
ACH-000757,-1.332945374529554
ACH-000758,-0.9096724820074632
ACH-000760,-1.3074115809943052
ACH-000762,-1.1365978607024885
ACH-000763,-1.3293750274712357
ACH-000764,-1.1942530732629442
ACH-000765,-1.1608417500325126
ACH-000766,-1.118077823173968
ACH-000767,-1.276194721408203
ACH-000768,-1.0558092970528452
ACH-000769,-1.1302348301287373
ACH-000770,-1.3367303831916804
ACH-000771,-1.234664566833426
ACH-000773,-1.0358499653807702
ACH-000776,-0.9900941470420316
ACH-000777,-0.9885584411089352
ACH-000778,-1.4702568099511617
ACH-000781,-1.0922271943102562
ACH-000782,-1.0989145172500259
ACH-000783,-1.2399446284210198
ACH-000784,-1.1609513514470784
ACH-000785,-1.3836107656765435
ACH-000787,-1.184247243087737
ACH-000788,-1.2405576758054768
ACH-000791,-1.1875875984391573
ACH-000792,-1.0981802748909726
ACH-000794,-0.9956143834021708
ACH-000796,-1.286897354163773
ACH-000798,-0.9823913222112984
ACH-000799,-1.2915852246763042
ACH-000800,-1.3347185322838049
ACH-000802,-1.1669328417643114
ACH-000804,-1.0628742451710378
ACH-000805,-1.2198118971739598
ACH-000809,-0.9197156808316038
ACH-000810,-1.0960565784171814
ACH-000811,-1.148498892939946
ACH-000817,-1.1725700807375317
ACH-000819,-1.3215044996857943
ACH-000820,-1.5646381522808277
ACH-000821,-1.1615509543670144
ACH-000822,-1.2967807719827271
ACH-000823,-1.148979929525143
ACH-000824,-1.0421646147616621
ACH-000827,-1.090664072119888
ACH-000829,-1.3816898694063908
ACH-000831,-1.0445702748520151
ACH-000832,-1.0688823610002822
ACH-000833,-1.1935842842128537
ACH-000834,-1.153375425173384
ACH-000835,-1.2449269327597812
ACH-000836,-1.2140352756735486
ACH-000837,-1.1895726445689294
ACH-000838,-1.13513191960731
ACH-000839,-1.2175709850780487
ACH-000840,-1.057702399392067
ACH-000841,-1.1202754918227285
ACH-000843,-1.2130284245224614
ACH-000846,-0.9397112967432664
ACH-000847,-0.9230130786035596
ACH-000848,-1.1221677371740508
ACH-000849,-1.3169384896455218
ACH-000851,-1.1502966816610751
ACH-000855,-1.394668471376438
ACH-000856,-1.280311396288963
ACH-000858,-1.3943433127795042
ACH-000859,-1.046153740335758
ACH-000861,-1.159361135482582
ACH-000862,-1.2917592191957
ACH-000865,-1.2386828699473575
ACH-000866,-1.4760573383248632
ACH-000867,-1.162118707365114
ACH-000869,-0.9355130575269314
ACH-000872,-1.1578580461260428
ACH-000873,-1.075873725972081
ACH-000876,-1.153275853845258
ACH-000878,-0.9700028496996204
ACH-000880,-1.12906657640181
ACH-000881,-1.2493152680839594
ACH-000882,-1.2613514885071675
ACH-000884,-1.323324556057294
ACH-000885,-1.2823280213657702
ACH-000887,-1.031421786374047
ACH-000889,-1.2329246787029526
ACH-000896,-1.0810956571269488
ACH-000898,-1.1798152043917192
ACH-000900,-1.2049521627115347
ACH-000901,-1.0599870562257838
ACH-000905,-1.136999429883558
ACH-000906,-1.2706041568906057
ACH-000907,-1.2083969778520136
ACH-000910,-1.0248165878068545
ACH-000911,-1.2310760984360918
ACH-000912,-1.2592535115661552
ACH-000913,-1.3772526221557782
ACH-000915,-1.2742487691808506
ACH-000916,-0.9507813320735998
ACH-000917,-1.07882892070482
ACH-000920,-1.261591640953196
ACH-000921,-1.1724049910141885
ACH-000924,-1.053416815006042
ACH-000926,-1.09426184407436
ACH-000928,-1.1573264956958496
ACH-000929,-1.3055441149794729
ACH-000932,-0.9973734256281526
ACH-000935,-1.2337103901002282
ACH-000936,-1.1707016609338985
ACH-000937,-1.35574321374828
ACH-000938,-1.194317065081998
ACH-000939,-1.267141564354825
ACH-000941,-1.309969176693934
ACH-000943,-0.966839283505044
ACH-000946,-1.2712358555671242
ACH-000947,-1.1360060491184565
ACH-000948,-0.9456227751863486
ACH-000950,-1.0431311488091872
ACH-000953,-1.2048710894329593
ACH-000954,-1.2860094540363798
ACH-000957,-1.108077228125384
ACH-000958,-1.2399349025045834
ACH-000960,-1.4014495375585907
ACH-000963,-0.9913113553898808
ACH-000968,-1.1484182630349125
ACH-000969,-1.3131900727995285
ACH-000972,-1.2368809547104858
ACH-000973,-1.2897679165571727
ACH-000974,-1.1972373285694422
ACH-000978,-0.9294649184980804
ACH-000984,-1.2098472076760058
ACH-000986,-1.1775231305701432
ACH-000988,-1.5894735428680333
ACH-000993,-1.2164269577393254
ACH-000994,-1.1111133244872815
ACH-000996,-1.255581289883121
ACH-001001,-1.1606681036626956
ACH-001020,-1.316486157533078
ACH-001028,-1.253975305271301
ACH-001031,-1.1686386629398298
ACH-001038,-1.2169501955272417
ACH-001048,-1.2672008554236565
ACH-001050,-1.2342357664057708
ACH-001053,-1.1807542668271398
ACH-001054,-1.2322439671255527
ACH-001061,-1.0876244052400228
ACH-001067,-1.2385401614721414
ACH-001075,-1.1710931144704249
ACH-001096,-1.4483374774047728
ACH-001111,-1.219772805702704
ACH-001119,-1.0899149788159976
ACH-001128,-1.237542963191426
ACH-001134,-1.2180060174672351
ACH-001151,-1.2089621664505708
ACH-001163,-1.174954844022538
ACH-001164,-1.1508230339210233
ACH-001183,-1.0604922981997988
ACH-001192,-1.2235827936637929
ACH-001193,-1.4397615371477401
ACH-001196,-1.0974350313089778
ACH-001197,-1.0773723131299149
ACH-001205,-1.136123866448599
ACH-001211,-1.1319502243582658
ACH-001212,-1.223861846205304
ACH-001228,-1.1367795857339724
ACH-001232,-1.2160460727161937
ACH-001239,-1.3316353107666117
ACH-001270,-1.3065470228757816
ACH-001274,-0.96334229874872
ACH-001275,-1.0377638804062643
ACH-001277,-1.2765798421685193
ACH-001278,-1.069015392502804
ACH-001280,-1.2953286419068448
ACH-001283,-1.1880766708390595
ACH-001289,-1.1593919015961447
ACH-001300,-1.140342532872759
ACH-001301,-1.329105719369742
ACH-001302,-1.2834971448585977
ACH-001306,-1.2219901879443338
ACH-001318,-1.0869339203544748
ACH-001322,-1.2170725522614825
ACH-001328,-1.1377847487075323
ACH-001332,-0.9580973341624192
ACH-001336,-0.8889477515657488
ACH-001346,-1.0805961247897895
ACH-001353,-1.2106986790676082
ACH-001354,-1.0156103436607289
ACH-001367,-1.3788856972827586
ACH-001368,-1.2428751081149516
ACH-001374,-1.3825797724096114
ACH-001377,-1.1258100374578568
ACH-001380,-1.0935155145703346
ACH-001391,-1.4672509262693272
ACH-001408,-1.1010031554253592
ACH-001430,-1.3095416347538913
ACH-001431,-1.534226797637538
ACH-001450,-1.2063050203386407
ACH-001496,-1.1610186302087686
ACH-001500,-1.1163930503759851
ACH-001523,-1.0907250816760286
ACH-001532,-1.2492464448495104
ACH-001550,-1.4201112486859608
ACH-001552,-1.267534804839753
ACH-001554,-1.1687088209812737
ACH-001654,-1.2234472221141288
ACH-001735,-1.3623621157480517
ACH-001736,-1.3878205801044077
ACH-001737,-1.3808810994204466
ACH-001740,-1.290129511294414
ACH-001745,-1.313790032412166
ACH-001765,-1.1397470635072613
